 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | btag B EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag B EV 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 0 | -0.105169 / 0.105169 | -0.144697 / 0.144697 | -0.00353112 / 0.00353112 | -0.0318526 / 0.0318526 | -0.00591334 / 0.00591334 | -0.000570916 / 0.000570916 | -0.374525 / 0.374525 | -0.0313998 / 0.0313998 | -0.0291404 / 0.0291404 | -0.380796 / 0.380796 | -0.0310608 / 0.0310608 | -0.0430735 / 0.0430735 | -0.0336288 / 0.0336288 | 0 / 0 | 0 / 0 | -0.00311313 / 0.00311313 | -0.00297577 / 0.00297577 |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 0 | -0.111565 / 0.111565 | -0.0244515 / 0.0244515 | -0.00209438 / 0.00209438 | -0.0124922 / 0.0124922 | -0.00226426 / 0.00226426 | -0.970606 / 0.970606 | -0.283928 / 0.283928 | -0.0422053 / 0.0422053 | -0.970606 / 0.970606 | -0.261113 / 0.261113 | -0.0335163 / 0.0335163 | -0.0404283 / 0.0404283 | -0.0246689 / 0.0246689 | 0 / 0 | 0 / 0 | -0.000697929 / 0.000697929 | -0.0117959 / 0.0117959 |
 | btag L EV 1 | 0.000492949 / -0.000492949 | 0.00017931 / -0.00017931 | 2.01322e-05 / -2.01322e-05 | 4.52174e-05 / -4.52174e-05 | -1.53622e-05 / 1.53622e-05 | 0.00372868 / -0.00372868 | 0.000637374 / -0.000637374 | 7.9366e-06 / -7.9366e-06 | 0.00324056 / -0.00324056 | 0.000757422 / -0.000757422 | -0.000202056 / 0.000202056 | -0.000535638 / 0.000535638 | 0.000142159 / -0.000142159 | 0 / 0 | 0 / 0 | 5.2053e-05 / -5.2053e-05 | 8.92439e-05 / -8.92439e-05 |
 | btag L EV 2 | -0.000155851 / 0.000155851 | 3.52843e-05 / -3.52843e-05 | 1.90464e-06 / -1.90464e-06 | 0.000128602 / -0.000128602 | 7.01761e-06 / -7.01761e-06 | 0.00156196 / -0.00156196 | 0.00056229 / -0.00056229 | 0.000738256 / -0.000738256 | 0.00217061 / -0.00217061 | 0.000668919 / -0.000668919 | -0.00135762 / 0.00135762 | 0.000155105 / -0.000155105 | 4.71494e-05 / -4.71494e-05 | 0 / 0 | 0 / 0 | -1.70277e-05 / 1.70277e-05 | 7.14018e-05 / -7.14018e-05 |
 | btag L EV 3 | -0.000236486 / 0.000236486 | -3.53321e-05 / 3.53321e-05 | 3.83233e-06 / -3.83233e-06 | -7.49721e-06 / 7.49721e-06 | -1.5128e-05 / 1.5128e-05 | -0.000842204 / 0.000842204 | -0.000319769 / 0.000319769 | -0.000306851 / 0.000306851 | -0.00203861 / 0.00203861 | -0.000535304 / 0.000535304 | 0.000590989 / -0.000590989 | -0.000112642 / 0.000112642 | 0.000111446 / -0.000111446 | 0 / 0 | 0 / 0 | -1.62074e-05 / 1.62074e-05 | 4.43831e-05 / -4.43831e-05 |
 | btag L EV 4 | -6.39991e-05 / 6.39991e-05 | 1.29981e-05 / -1.29981e-05 | 1.52271e-05 / -1.52271e-05 | 3.94189e-05 / -3.94189e-05 | 1.20606e-05 / -1.20606e-05 | 0.000519172 / -0.000519172 | 0.000515617 / -0.000515617 | 0.000207589 / -0.000207589 | 0.00068679 / -0.00068679 | -8.70098e-05 / 8.70098e-05 | -0.000102234 / 0.000102234 | 0.000155496 / -0.000155496 | 8.90503e-05 / -8.90503e-05 | 0 / 0 | 0 / 0 | 6.4796e-06 / -6.4796e-06 | 1.83795e-05 / -1.83795e-05 |
 | btag L EV 5 | -3.14084e-05 / 3.14084e-05 | -1.60335e-05 / 1.60335e-05 | -8.43917e-06 / 8.43917e-06 | -9.10287e-07 / 9.10287e-07 | -2.58064e-06 / 2.58064e-06 | -0.000447308 / 0.000447308 | -0.000128797 / 0.000128797 | -1.62154e-05 / 1.62154e-05 | -0.000468954 / 0.000468954 | 6.72531e-07 / -6.72531e-07 | -0.000117009 / 0.000117009 | -1.08482e-05 / 1.08482e-05 | 4.65252e-06 / -4.65252e-06 | 0 / 0 | 0 / 0 | -1.09722e-05 / 1.09722e-05 | -5.75518e-06 / 5.75518e-06 |
 | btag L EV 6 | 4.48471e-05 / -4.48471e-05 | 9.04751e-06 / -9.04751e-06 | -2.57321e-06 / 2.57321e-06 | 1.22351e-06 / -1.22351e-06 | 2.47441e-06 / -2.47441e-06 | 0.00019103 / -0.00019103 | -1.00179e-05 / 1.00179e-05 | -2.75105e-06 / 2.75105e-06 | 0.000412829 / -0.000412829 | 0.000138299 / -0.000138299 | 0.000248173 / -0.000248173 | 2.64849e-05 / -2.64849e-05 | -3.18164e-05 / 3.18164e-05 | 0 / 0 | 0 / 0 | 1.9681e-06 / -1.9681e-06 | -5.23281e-06 / 5.23281e-06 |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 11 | -0.0390194 / 0.0390194 | -0.0106318 / 0.0106318 | -0.000651918 / 0.000651918 | -0.00623649 / 0.00623649 | -0.000756458 / 0.000756458 | -0.414207 / 0.414207 | -0.0869921 / 0.0869921 | -0.0214927 / 0.0214927 | -0.378851 / 0.378851 | -0.0789001 / 0.0789001 | -0.0114638 / 0.0114638 | -0.0156163 / 0.0156163 | -0.00949523 / 0.00949523 | 0 / 0 | 0 / 0 | -0.00124969 / 0.00124969 | 0.000198831 / -0.000198831 |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 13 | 0.0286011 / -0.0286011 | 0.00730472 / -0.00730472 | 0.000161115 / -0.000161115 | 0.00225625 / -0.00225625 | 0.000743405 / -0.000743405 | 0.259734 / -0.259734 | 0.0535002 / -0.0535002 | 0.00805652 / -0.00805652 | 0.261156 / -0.261156 | 0.0660757 / -0.0660757 | 0.0130407 / -0.0130407 | 0.0134128 / -0.0134128 | 0.00746499 / -0.00746499 | 0 / 0 | 0 / 0 | 0.000412867 / -0.000412867 | -0.00174122 / 0.00174122 |
 | btag L EV 14 | -0.0272742 / 0.0272742 | -0.00716919 / 0.00716919 | -0.000587059 / 0.000587059 | -0.00449976 / 0.00449976 | -0.000474473 / 0.000474473 | -0.280774 / 0.280774 | -0.0607417 / 0.0607417 | -0.0132572 / 0.0132572 | -0.253581 / 0.253581 | -0.0525353 / 0.0525353 | -0.00574492 / 0.00574492 | -0.0100241 / 0.0100241 | -0.00855842 / 0.00855842 | 0 / 0 | 0 / 0 | -0.000770276 / 0.000770276 | -0.00162182 / 0.00162182 |
 | btag L EV 15 | -0.00749288 / 0.00749288 | -0.00187495 / 0.00187495 | -0.000139697 / 0.000139697 | -0.000910829 / 0.000910829 | -0.000132635 / 0.000132635 | -0.0664736 / 0.0664736 | -0.014332 / 0.014332 | -0.00255421 / 0.00255421 | -0.0663073 / 0.0663073 | -0.0140163 / 0.0140163 | -0.00229518 / 0.00229518 | -0.00329027 / 0.00329027 | -0.0021455 / 0.0021455 | 0 / 0 | 0 / 0 | -0.000200344 / 0.000200344 | -0.000510904 / 0.000510904 |
 | btag L EV 16 | 0.00397126 / -0.00397126 | 0.000290559 / -0.000290559 | -5.24006e-05 / 5.24006e-05 | -0.000303298 / 0.000303298 | 4.95568e-05 / -4.95568e-05 | 0.0315861 / -0.0315861 | 0.00963263 / -0.00963263 | -0.00070998 / 0.00070998 | 0.0426824 / -0.0426824 | 0.0132761 / -0.0132761 | 0.00365414 / -0.00365414 | 0.00192756 / -0.00192756 | -0.000253645 / 0.000253645 | 0 / 0 | 0 / 0 | 0.000394435 / -0.000394435 | 0.000479752 / -0.000479752 |
 | b-tag extrap. | 0.0034275 / -0.0034275 | 0.00754463 / -0.00754463 | 0.001535 / -0.001535 | 0.00360406 / -0.00360406 | 0.0012702 / -0.0012702 | 1.20087e-05 / -1.20087e-05 | 0.0234882 / -0.0234882 | 0.00559205 / -0.00559205 | 0.000754001 / -0.000754001 | 0.0199882 / -0.0199882 | 0.00207964 / -0.00207964 | 0.00493465 / -0.00493465 | 0.00480319 / -0.00480319 | 0 / 0 | 0 / 0 | 0.0032517 / -0.0032517 | 0.000535121 / -0.000535121 |
 | b-tag extrap. from charm | 0.00404633 / -0.00404633 | 0.00106268 / -0.00106268 | 0.000156033 / -0.000156033 | 0.00142827 / -0.00142827 | 0.000729884 / -0.000729884 | 0.00083943 / -0.00083943 | 0.000125127 / -0.000125127 | 3.0689e-05 / -3.0689e-05 | 0.0455562 / -0.0455562 | 0.0104083 / -0.0104083 | 0.00348846 / -0.00348846 | 0.00113539 / -0.00113539 | 0.000236816 / -0.000236816 | 0 / 0 | 0 / 0 | 0.000257775 / -0.000257775 | 2.68362e-05 / -2.68362e-05 |
 | JVT uncertainty | 0.0100691 / -0.0100691 | 0.00955314 / -0.00955314 | 0.00928053 / -0.00928053 | 0.00784771 / -0.00784771 | 0.00819051 / -0.00819051 | 0.0116354 / -0.0116354 | 0.0117542 / -0.0117542 | 0.00999645 / -0.00999645 | 0.0114883 / -0.0114883 | 0.0116541 / -0.0116541 | 0.010438 / -0.010438 | 0.0101915 / -0.0101915 | 0.0102829 / -0.0102829 | 0 / 0 | 0 / 0 | 0.00613344 / -0.00613344 | 0.0100868 / -0.0100868 |
 | Electron E_{T} res. | 0.000286724 / -0.000286724 | -0.000172305 / 0.000172305 | 7.86159e-05 / -7.86159e-05 | 0.000119272 / -0.000119272 | -0.000125411 / 0.000125411 | 0.000134535 / -0.000134535 | -0.000175706 / 0.000175706 | 0.000208726 / -0.000208726 | -0.000467278 / 0.000467278 | -0.0349548 / 0.0349548 | -0.00418135 / 0.00418135 | 0.00109015 / -0.00109015 | -0.000100085 / 0.000100085 | 0 / 0 | 0 / 0 | 0.000163255 / -0.000163255 | -0.000267056 / 0.000267056 |
 | Electron E_{T} scale | 0.000496954 / -0.000496954 | 0.00014963 / -0.00014963 | 0.000268201 / -0.000268201 | 0.0001348 / -0.0001348 | 0.000289652 / -0.000289652 | 0.000313006 / -0.000313006 | 4.9313e-05 / -4.9313e-05 | 0.000187995 / -0.000187995 | -0.00049988 / 0.00049988 | 0.0353846 / -0.0353846 | -0.000341613 / 0.000341613 | 0.000460831 / -0.000460831 | 0.000174529 / -0.000174529 | 0 / 0 | 0 / 0 | 0.000356733 / -0.000356733 | 0.000374271 / -0.000374271 |
 | Muon ID p_{T} res. | 0.000136038 / -0.000136038 | -0.000368753 / 0.000368753 | 5.09311e-05 / -5.09311e-05 | -0.000134593 / 0.000134593 | 2.76712e-05 / -2.76712e-05 | -6.57069e-06 / 6.57069e-06 | -3.78201e-05 / 3.78201e-05 | 0.000325936 / -0.000325936 | -3.4514e-05 / 3.4514e-05 | -0.000737359 / 0.000737359 | 1.71979e-06 / -1.71979e-06 | 1.8127e-05 / -1.8127e-05 | -0.000147525 / 0.000147525 | 0 / 0 | 0 / 0 | 4.55722e-06 / -4.55722e-06 | 6.76246e-05 / -6.76246e-05 |
 | Muon MS p_{T} res. | 8.90977e-05 / -8.90977e-05 | 0.000817207 / -0.000817207 | 0.000126296 / -0.000126296 | -0.000116947 / 0.000116947 | 0.000154663 / -0.000154663 | -0.00107027 / 0.00107027 | -0.000347717 / 0.000347717 | -0.000224959 / 0.000224959 | -0.000504147 / 0.000504147 | -0.00281314 / 0.00281314 | 0.00362086 / -0.00362086 | -0.00100882 / 0.00100882 | -0.000130414 / 0.000130414 | 0 / 0 | 0 / 0 | 0.000218053 / -0.000218053 | -0.000845997 / 0.000845997 |
 | Muon p_{T} scale | -0.000200046 / 0.000200046 | -8.89351e-07 / 8.89351e-07 | -0.000199204 / 0.000199204 | -0.00021252 / 0.00021252 | -0.000256808 / 0.000256808 | -0.00017154 / 0.00017154 | -0.00457445 / 0.00457445 | -8.63942e-05 / 8.63942e-05 | -0.000148198 / 0.000148198 | 5.34065e-05 / -5.34065e-05 | 9.64515e-06 / -9.64515e-06 | -4.65448e-06 / 4.65448e-06 | -0.000108583 / 0.000108583 | 0 / 0 | 0 / 0 | 7.59667e-05 / -7.59667e-05 | 0.000807776 / -0.000807776 |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Effective NP 1 | 0.0438404 / -0.0438404 | 0.0329522 / -0.0329522 | 0.0297159 / -0.0297159 | 0.0209861 / -0.0209861 | 0.0229015 / -0.0229015 | 0.0759295 / -0.0759295 | 0.0726097 / -0.0726097 | 0.0549738 / -0.0549738 | 0.0771592 / -0.0771592 | 0.0566561 / -0.0566561 | 0.0583351 / -0.0583351 | 0.0416162 / -0.0416162 | 0.0395296 / -0.0395296 | 0 / 0 | 0 / 0 | 0.00490626 / -0.00490626 | 0.0512569 / -0.0512569 |
 | Effective NP 2 | -0.014455 / 0.014455 | -0.0084963 / 0.0084963 | -0.00731134 / 0.00731134 | -0.00573375 / 0.00573375 | -0.00604107 / 0.00604107 | -0.0175545 / 0.0175545 | -0.0138432 / 0.0138432 | -0.0124386 / 0.0124386 | -0.0235851 / 0.0235851 | -0.0136314 / 0.0136314 | -0.0146823 / 0.0146823 | -0.0151524 / 0.0151524 | -0.00986656 / 0.00986656 | 0 / 0 | 0 / 0 | -0.00142573 / 0.00142573 | -0.00760145 / 0.00760145 |
 | Effective NP 3 | 0.00189088 / -0.00189088 | 0.000981453 / -0.000981453 | 0.00105018 / -0.00105018 | 0.001075 / -0.001075 | 0.000883382 / -0.000883382 | 0.00205333 / -0.00205333 | 0.00193253 / -0.00193253 | 0.00175985 / -0.00175985 | 0.00370189 / -0.00370189 | 0.000946278 / -0.000946278 | 0.000259104 / -0.000259104 | 0.00354704 / -0.00354704 | 0.00145407 / -0.00145407 | 0 / 0 | 0 / 0 | 0.000244111 / -0.000244111 | 0.00293229 / -0.00293229 |
 | Effective NP 4 | -0.000857712 / 0.000857712 | -0.000414421 / 0.000414421 | -0.000443416 / 0.000443416 | -0.000610495 / 0.000610495 | -0.000340034 / 0.000340034 | -0.00148018 / 0.00148018 | -0.000810969 / 0.000810969 | -0.000454689 / 0.000454689 | -0.00173594 / 0.00173594 | -0.000890545 / 0.000890545 | 0.000119783 / -0.000119783 | -0.000994728 / 0.000994728 | -6.65479e-06 / 6.65479e-06 | 0 / 0 | 0 / 0 | -0.000117467 / 0.000117467 | -0.00463211 / 0.00463211 |
 | Effective NP 5 | -0.000439891 / 0.000439891 | -0.00038024 / 0.00038024 | -0.000388537 / 0.000388537 | -0.000491154 / 0.000491154 | -0.000365921 / 0.000365921 | -0.000535036 / 0.000535036 | -0.00062586 / 0.00062586 | -0.000809594 / 0.000809594 | -0.00124604 / 0.00124604 | -0.000997304 / 0.000997304 | -0.000505188 / 0.000505188 | -0.00110411 / 0.00110411 | -0.000666738 / 0.000666738 | 0 / 0 | 0 / 0 | -4.96888e-05 / 4.96888e-05 | -0.00423885 / 0.00423885 |
