 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Muon ID (syst.) | 0.00340266 / -0.00340266 | 0.00328393 / -0.00328393 | 0.00345929 / -0.00345929 | 0.00361416 / -0.00361416 | 0.00357289 / -0.00357289 | 0.00412998 / -0.00412998 | 0.00398727 / -0.00398727 | 0.0044499 / -0.0044499 | 0.00291976 / -0.00291976 | 0.00341579 / -0.00341579 | 0.00332111 / -0.00332111 | 0.003823 / -0.003823 | 0.00425985 / -0.00425985 | 0 / 0 | 0 / 0 | 0.00403167 / -0.00403167 | 0.00356937 / -0.00356937 |
 | Muon Trig. (stat.) | 0.0026338 / -0.0026338 | 0.00263152 / -0.00263152 | 0.00272468 / -0.00272468 | 0.00268789 / -0.00268789 | 0.0026735 / -0.0026735 | 0.0025653 / -0.0025653 | 0.00260473 / -0.00260473 | 0.00267592 / -0.00267592 | 0.00177505 / -0.00177505 | 0.00184561 / -0.00184561 | 0.00202372 / -0.00202372 | 0.00282891 / -0.00282891 | 0.0028992 / -0.0028992 | 0 / 0 | 0 / 0 | 0.00278348 / -0.00278348 | 0.0027578 / -0.0027578 |
 | Muon Trig. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Muon Isol. (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Muon Isol. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Muon TTVA (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Muon TTVA (syst.) | 0.00039099 / -0.00039099 | 0.000357847 / -0.000357847 | 0.000363338 / -0.000363338 | 0.000376496 / -0.000376496 | 0.000394529 / -0.000394529 | 0.000230258 / -0.000230258 | 0.000242288 / -0.000242288 | 0.000215346 / -0.000215346 | 0.000167606 / -0.000167606 | 0.000160183 / -0.000160183 | 0.00020274 / -0.00020274 | 0.000373804 / -0.000373804 | 0.000392308 / -0.000392308 | 0 / 0 | 0 / 0 | 0.000407743 / -0.000407743 | 0.00041488 / -0.00041488 |
 | Pile-up uncertainty | 0.0148837 / -0.0148837 | 0.00136896 / -0.00136896 | -0.00905009 / 0.00905009 | -0.0045197 / 0.0045197 | -0.00367045 / 0.00367045 | 0.0175518 / -0.0175518 | 0.0148832 / -0.0148832 | -0.038885 / 0.038885 | 0.00432184 / -0.00432184 | -0.0217131 / 0.0217131 | 0.00971309 / -0.00971309 | -0.0139285 / 0.0139285 | 0.0260341 / -0.0260341 | 0 / 0 | 0 / 0 | 0.00586691 / -0.00586691 | -0.0190537 / 0.0190537 |
 | btag B EV 0 | -0.0449648 / 0.0449648 | -0.0433284 / 0.0433284 | -0.0642999 / 0.0642999 | -0.0493515 / 0.0493515 | -0.0488603 / 0.0488603 | 0 / 0 | 0 / 0 | -0.0753917 / 0.0753917 | 0 / 0 | 0 / 0 | -0.0750981 / 0.0750981 | -0.0600106 / 0.0600106 | -0.069308 / 0.069308 | 0 / 0 | 0 / 0 | -0.0474361 / 0.0474361 | -0.0694927 / 0.0694927 |
 | btag B EV 1 | -0.016759 / 0.016759 | -0.0174663 / 0.0174663 | -0.0215233 / 0.0215233 | -0.0229237 / 0.0229237 | -0.0218656 / 0.0218656 | 0 / 0 | 0 / 0 | -0.0155607 / 0.0155607 | 0 / 0 | 0 / 0 | -0.0192322 / 0.0192322 | -0.0198995 / 0.0198995 | -0.0157453 / 0.0157453 | 0 / 0 | 0 / 0 | -0.0372796 / 0.0372796 | -0.0225956 / 0.0225956 |
 | btag B EV 2 | 0.0125979 / -0.0125979 | 0.0116945 / -0.0116945 | 0.0150232 / -0.0150232 | 0.0114274 / -0.0114274 | 0.0122875 / -0.0122875 | 0 / 0 | 0 / 0 | 0.0127324 / -0.0127324 | 0 / 0 | 0 / 0 | 0.0118957 / -0.0118957 | 0.0108322 / -0.0108322 | 0.0124761 / -0.0124761 | 0 / 0 | 0 / 0 | 0.00727167 / -0.00727167 | 0.0178175 / -0.0178175 |
 | btag B EV 3 | 0.00022593 / -0.00022593 | 0.000408136 / -0.000408136 | -0.000296179 / 0.000296179 | 0.000784827 / -0.000784827 | 0.00084929 / -0.00084929 | 0 / 0 | 0 / 0 | -0.00278721 / 0.00278721 | 0 / 0 | 0 / 0 | -0.00180947 / 0.00180947 | -0.000686842 / 0.000686842 | -0.00168025 / 0.00168025 | 0 / 0 | 0 / 0 | 0.00154265 / -0.00154265 | -0.000900045 / 0.000900045 |
 | btag B EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag B EV 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 0 | -0.120768 / 0.120768 | -0.151043 / 0.151043 | -0.00458854 / 0.00458854 | -0.0307303 / 0.0307303 | -0.00482051 / 0.00482051 | -0.000566137 / 0.000566137 | -0.386871 / 0.386871 | -0.037801 / 0.037801 | -0.0277125 / 0.0277125 | -0.388017 / 0.388017 | -0.0191052 / 0.0191052 | -0.0599605 / 0.0599605 | -0.0347761 / 0.0347761 | 0 / 0 | 0 / 0 | -0.00697564 / 0.00697564 | -0.0017908 / 0.0017908 |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 0 | -0.0782832 / 0.0782832 | -0.0152561 / 0.0152561 | -0.00256793 / 0.00256793 | -0.0106407 / 0.0106407 | -0.00152023 / 0.00152023 | -0.970606 / 0.970606 | -0.259792 / 0.259792 | -0.0370856 / 0.0370856 | -0.970606 / 0.970606 | -0.262136 / 0.262136 | -0.0336706 / 0.0336706 | -0.026679 / 0.026679 | -0.0237422 / 0.0237422 | 0 / 0 | 0 / 0 | -0.000658214 / 0.000658214 | -0.000444884 / 0.000444884 |
 | btag L EV 1 | 9.76318e-05 / -9.76318e-05 | 9.658e-06 / -9.658e-06 | -6.23464e-06 / 6.23464e-06 | 5.76408e-05 / -5.76408e-05 | -3.09022e-06 / 3.09022e-06 | 0.00349368 / -0.00349368 | 0.00103671 / -0.00103671 | -1.69964e-05 / 1.69964e-05 | 0.00210607 / -0.00210607 | 0.000499617 / -0.000499617 | -0.000720845 / 0.000720845 | -6.77718e-05 / 6.77718e-05 | 0.000203841 / -0.000203841 | 0 / 0 | 0 / 0 | 0.000210764 / -0.000210764 | -3.54969e-05 / 3.54969e-05 |
 | btag L EV 2 | -9.05184e-06 / 9.05184e-06 | 4.09404e-06 / -4.09404e-06 | -1.30778e-05 / 1.30778e-05 | 6.84087e-05 / -6.84087e-05 | 1.57448e-06 / -1.57448e-06 | 0.00028387 / -0.00028387 | -0.000229413 / 0.000229413 | 9.15016e-05 / -9.15016e-05 | 0.000912243 / -0.000912243 | -0.000568029 / 0.000568029 | -0.000450634 / 0.000450634 | 0.000104413 / -0.000104413 | -0.00027247 / 0.00027247 | 0 / 0 | 0 / 0 | 0.000228698 / -0.000228698 | -4.841e-05 / 4.841e-05 |
 | btag L EV 3 | -0.000151524 / 0.000151524 | -4.05929e-05 / 4.05929e-05 | -3.07163e-06 / 3.07163e-06 | -1.78933e-05 / 1.78933e-05 | -1.27186e-05 / 1.27186e-05 | -0.00141952 / 0.00141952 | -0.000456102 / 0.000456102 | -0.000119764 / 0.000119764 | -0.000423015 / 0.000423015 | -0.000493663 / 0.000493663 | 0.000466506 / -0.000466506 | -6.83753e-05 / 6.83753e-05 | -0.000158761 / 0.000158761 | 0 / 0 | 0 / 0 | 0.000170363 / -0.000170363 | -5.41633e-06 / 5.41633e-06 |
 | btag L EV 4 | 6.44954e-05 / -6.44954e-05 | 3.6857e-05 / -3.6857e-05 | 1.37431e-06 / -1.37431e-06 | 1.41021e-05 / -1.41021e-05 | 1.39236e-05 / -1.39236e-05 | 0.000206126 / -0.000206126 | -1.924e-06 / 1.924e-06 | 8.2053e-05 / -8.2053e-05 | 0.000862593 / -0.000862593 | -6.21239e-05 / 6.21239e-05 | 0.000162534 / -0.000162534 | 6.12259e-05 / -6.12259e-05 | 5.40507e-05 / -5.40507e-05 | 0 / 0 | 0 / 0 | 4.98968e-05 / -4.98968e-05 | -4.42871e-05 / 4.42871e-05 |
 | btag L EV 5 | -3.59429e-05 / 3.59429e-05 | -1.50673e-05 / 1.50673e-05 | -1.03782e-06 / 1.03782e-06 | -1.69453e-05 / 1.69453e-05 | -5.63311e-06 / 5.63311e-06 | -0.000348207 / 0.000348207 | -0.000187453 / 0.000187453 | -0.000136429 / 0.000136429 | -0.000383686 / 0.000383686 | -5.56902e-05 / 5.56902e-05 | -8.49913e-05 / 8.49913e-05 | -2.36781e-06 / 2.36781e-06 | -3.08335e-05 / 3.08335e-05 | 0 / 0 | 0 / 0 | 2.96837e-06 / -2.96837e-06 | 2.4779e-05 / -2.4779e-05 |
 | btag L EV 6 | 3.94251e-05 / -3.94251e-05 | 8.33032e-06 / -8.33032e-06 | 8.02506e-07 / -8.02506e-07 | 6.56855e-06 / -6.56855e-06 | 1.09572e-06 / -1.09572e-06 | 0.000298986 / -0.000298986 | 2.95288e-06 / -2.95288e-06 | 2.76462e-05 / -2.76462e-05 | 0.000141618 / -0.000141618 | 7.63131e-05 / -7.63131e-05 | 5.47622e-05 / -5.47622e-05 | 1.49275e-05 / -1.49275e-05 | 1.84888e-05 / -1.84888e-05 | 0 / 0 | 0 / 0 | -4.40269e-05 / 4.40269e-05 | -9.43757e-07 / 9.43757e-07 |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 11 | -0.0262489 / 0.0262489 | -0.00462475 / 0.00462475 | -0.000671787 / 0.000671787 | -0.00522689 / 0.00522689 | -0.00074994 / 0.00074994 | -0.381566 / 0.381566 | -0.0813412 / 0.0813412 | -0.0145929 / 0.0145929 | -0.330907 / 0.330907 | -0.0728281 / 0.0728281 | -0.0121434 / 0.0121434 | -0.0135989 / 0.0135989 | -0.00941934 / 0.00941934 | 0 / 0 | 0 / 0 | -0.00249885 / 0.00249885 | -0.000631537 / 0.000631537 |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 13 | 0.0223137 / -0.0223137 | 0.00463063 / -0.00463063 | 0.000795299 / -0.000795299 | 0.00160024 / -0.00160024 | 0.000581696 / -0.000581696 | 0.274493 / -0.274493 | 0.0715493 / -0.0715493 | 0.00966386 / -0.00966386 | 0.287406 / -0.287406 | 0.0716649 / -0.0716649 | 0.00974981 / -0.00974981 | 0.00439562 / -0.00439562 | 0.00621644 / -0.00621644 | 0 / 0 | 0 / 0 | -0.000592805 / 0.000592805 | 0.000999761 / -0.000999761 |
 | btag L EV 14 | -0.018019 / 0.018019 | -0.00311786 / 0.00311786 | -0.000441679 / 0.000441679 | -0.00400843 / 0.00400843 | -0.000419088 / 0.000419088 | -0.264861 / 0.264861 | -0.0540591 / 0.0540591 | -0.0115506 / 0.0115506 | -0.225529 / 0.225529 | -0.050456 / 0.050456 | -0.00911075 / 0.00911075 | -0.0104614 / 0.0104614 | -0.00809002 / 0.00809002 | 0 / 0 | 0 / 0 | -0.00196039 / 0.00196039 | -0.000220387 / 0.000220387 |
 | btag L EV 15 | -0.00554089 / 0.00554089 | -0.000925667 / 0.000925667 | -0.000152471 / 0.000152471 | -0.000935766 / 0.000935766 | -6.09593e-05 / 6.09593e-05 | -0.0692617 / 0.0692617 | -0.0138892 / 0.0138892 | -0.00337569 / 0.00337569 | -0.0658291 / 0.0658291 | -0.0163535 / 0.0163535 | -0.00343915 / 0.00343915 | -0.00306825 / 0.00306825 | -0.00178493 / 0.00178493 | 0 / 0 | 0 / 0 | -0.000579857 / 0.000579857 | -0.000140395 / 0.000140395 |
 | btag L EV 16 | 0.00370545 / -0.00370545 | 6.68515e-05 / -6.68515e-05 | 0.000103578 / -0.000103578 | -4.60037e-05 / 4.60037e-05 | -3.09484e-05 / 3.09484e-05 | 0.0337443 / -0.0337443 | 0.0098768 / -0.0098768 | 0.000600733 / -0.000600733 | 0.0461081 / -0.0461081 | 0.0125394 / -0.0125394 | 0.00258793 / -0.00258793 | 0.00310327 / -0.00310327 | 0.00136747 / -0.00136747 | 0 / 0 | 0 / 0 | 0.00159981 / -0.00159981 | -0.000606569 / 0.000606569 |
 | b-tag extrap. | 0.00300662 / -0.00300662 | 0.00693859 / -0.00693859 | 0.00112657 / -0.00112657 | 0.00334752 / -0.00334752 | 0.00116355 / -0.00116355 | 1.10745e-05 / -1.10745e-05 | 0.0212694 / -0.0212694 | 0.00377311 / -0.00377311 | 0.00046124 / -0.00046124 | 0.0156175 / -0.0156175 | 0.00173064 / -0.00173064 | 0.00406744 / -0.00406744 | 0.00452133 / -0.00452133 | 0 / 0 | 0 / 0 | 0.00519888 / -0.00519888 | 0.00055424 / -0.00055424 |
 | b-tag extrap. from charm | 0.00525578 / -0.00525578 | 0.00122812 / -0.00122812 | 0.000156137 / -0.000156137 | 0.00275196 / -0.00275196 | 0.000639404 / -0.000639404 | 0.000984527 / -0.000984527 | 7.3079e-05 / -7.3079e-05 | 2.94431e-05 / -2.94431e-05 | 0.0432221 / -0.0432221 | 0.00715789 / -0.00715789 | 0.00152549 / -0.00152549 | 0.00380305 / -0.00380305 | -0.00128041 / 0.00128041 | 0 / 0 | 0 / 0 | 0.00062739 / -0.00062739 | -2.17927e-06 / 2.17927e-06 |
 | JVT uncertainty | 0.00732611 / -0.00732611 | 0.00573672 / -0.00573672 | 0.00517808 / -0.00517808 | 0.00281541 / -0.00281541 | 0.00275437 / -0.00275437 | 0.00869702 / -0.00869702 | 0.00764081 / -0.00764081 | 0.00837712 / -0.00837712 | 0.008863 / -0.008863 | 0.00796594 / -0.00796594 | 0.00737718 / -0.00737718 | 0.00609059 / -0.00609059 | 0.00772058 / -0.00772058 | 0 / 0 | 0 / 0 | -0.00683907 / 0.00683907 | 0.00798464 / -0.00798464 |
 | Electron E_{T} res. | -0.0003146 / 0.0003146 | 0.000212069 / -0.000212069 | 0.000182045 / -0.000182045 | -9.60401e-05 / 9.60401e-05 | 0.000432816 / -0.000432816 | 0.000456719 / -0.000456719 | -0.000333004 / 0.000333004 | -9.93727e-05 / 9.93727e-05 | -0.00157842 / 0.00157842 | -0.00264663 / 0.00264663 | 8.58554e-05 / -8.58554e-05 | 0.000526385 / -0.000526385 | 9.26961e-05 / -9.26961e-05 | 0 / 0 | 0 / 0 | 4.90751e-05 / -4.90751e-05 | 0.000440535 / -0.000440535 |
 | Electron E_{T} scale | 0.000599868 / -0.000599868 | 0.000129687 / -0.000129687 | 0.00031122 / -0.00031122 | 0.000214534 / -0.000214534 | 0.000257867 / -0.000257867 | 0.000641801 / -0.000641801 | 0.000295255 / -0.000295255 | 0.000137527 / -0.000137527 | -0.000311831 / 0.000311831 | -0.000871257 / 0.000871257 | 0.000109834 / -0.000109834 | 5.3905e-05 / -5.3905e-05 | 0.00010867 / -0.00010867 | 0 / 0 | 0 / 0 | -5.77149e-06 / 5.77149e-06 | 0.000405273 / -0.000405273 |
 | Muon ID p_{T} res. | -0.000180935 / 0.000180935 | -0.000246567 / 0.000246567 | -0.000340082 / 0.000340082 | 0.000104326 / -0.000104326 | -8.00112e-05 / 8.00112e-05 | -8.05987e-05 / 8.05987e-05 | 1.55497e-05 / -1.55497e-05 | 7.21102e-05 / -7.21102e-05 | 0.000152114 / -0.000152114 | 0.00011457 / -0.00011457 | -8.57691e-07 / 8.57691e-07 | 0.000388537 / -0.000388537 | 6.82914e-05 / -6.82914e-05 | 0 / 0 | 0 / 0 | 0.00133001 / -0.00133001 | 0.000894867 / -0.000894867 |
 | Muon MS p_{T} res. | -0.000158145 / 0.000158145 | -0.000693148 / 0.000693148 | -1.57064e-06 / 1.57064e-06 | 4.13506e-05 / -4.13506e-05 | 6.85904e-06 / -6.85904e-06 | 0.000145034 / -0.000145034 | -4.71045e-05 / 4.71045e-05 | -0.000663937 / 0.000663937 | -0.000431423 / 0.000431423 | -0.0047257 / 0.0047257 | 0.000164361 / -0.000164361 | 0.000258709 / -0.000258709 | -0.000853197 / 0.000853197 | 0 / 0 | 0 / 0 | -0.00132886 / 0.00132886 | -0.00052204 / 0.00052204 |
 | Muon p_{T} scale | -0.000603206 / 0.000603206 | -0.000103584 / 0.000103584 | -0.000153158 / 0.000153158 | 9.55844e-05 / -9.55844e-05 | -5.6274e-05 / 5.6274e-05 | -0.000327935 / 0.000327935 | -0.000165588 / 0.000165588 | -2.97425e-05 / 2.97425e-05 | 0.000546718 / -0.000546718 | 7.49448e-05 / -7.49448e-05 | 1.17459e-05 / -1.17459e-05 | -0.000445338 / 0.000445338 | -1.7063e-06 / 1.7063e-06 | 0 / 0 | 0 / 0 | -1.53792e-06 / 1.53792e-06 | -0.000361634 / 0.000361634 |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Effective NP 1 | 0.0253856 / -0.0253856 | 0.00693078 / -0.00693078 | 0.0048952 / -0.0048952 | -0.00178222 / 0.00178222 | -0.0106304 / 0.0106304 | 0.0630067 / -0.0630067 | 0.0490208 / -0.0490208 | 0.0433989 / -0.0433989 | 0.054061 / -0.054061 | 0.0560668 / -0.0560668 | 0.0215922 / -0.0215922 | 0.0105648 / -0.0105648 | 0.0387865 / -0.0387865 | 0 / 0 | 0 / 0 | -0.0360195 / 0.0360195 | 0.0201075 / -0.0201075 |
 | Effective NP 2 | -0.00664368 / 0.00664368 | 0.000211412 / -0.000211412 | -0.00155962 / 0.00155962 | 0.0019844 / -0.0019844 | 0.00411806 / -0.00411806 | -0.0131505 / 0.0131505 | -0.0165586 / 0.0165586 | -0.00766586 / 0.00766586 | -0.0139872 / 0.0139872 | -0.0233642 / 0.0233642 | -0.01168 / 0.01168 | -4.75986e-05 / 4.75986e-05 | -0.0066839 / 0.0066839 | 0 / 0 | 0 / 0 | 0.00208508 / -0.00208508 | -0.00607602 / 0.00607602 |
 | Effective NP 3 | 0.00109462 / -0.00109462 | -0.000181993 / 0.000181993 | 2.86189e-05 / -2.86189e-05 | -0.000367807 / 0.000367807 | -0.00081673 / 0.00081673 | 0.00154043 / -0.00154043 | 0.0019958 / -0.0019958 | 8.62977e-05 / -8.62977e-05 | 0.00172913 / -0.00172913 | 0.000497169 / -0.000497169 | 0.00245717 / -0.00245717 | 0.000611204 / -0.000611204 | 0.003433 / -0.003433 | 0 / 0 | 0 / 0 | 0.000120198 / -0.000120198 | 3.74123e-05 / -3.74123e-05 |
 | Effective NP 4 | -0.000889519 / 0.000889519 | 3.60907e-05 / -3.60907e-05 | -0.000121231 / 0.000121231 | 7.59053e-05 / -7.59053e-05 | 0.000457719 / -0.000457719 | -0.000716806 / 0.000716806 | -0.00185547 / 0.00185547 | 0.000259158 / -0.000259158 | -0.000509086 / 0.000509086 | -4.47493e-05 / 4.47493e-05 | -0.00201473 / 0.00201473 | -0.000992435 / 0.000992435 | -0.00272098 / 0.00272098 | 0 / 0 | 0 / 0 | -2.84985e-05 / 2.84985e-05 | 0.00199124 / -0.00199124 |
 | Effective NP 5 | -0.000625596 / 0.000625596 | -0.000114987 / 0.000114987 | -0.000230659 / 0.000230659 | -4.29431e-05 / 4.29431e-05 | 0.000107357 / -0.000107357 | 0.000720543 / -0.000720543 | -0.00181924 / 0.00181924 | -0.000842358 / 0.000842358 | 0.00030053 / -0.00030053 | -0.000580526 / 0.000580526 | -0.0018047 / 0.0018047 | -0.000795556 / 0.000795556 | -0.00342893 / 0.00342893 | 0 / 0 | 0 / 0 | 0.000846435 / -0.000846435 | 0.00215164 / -0.00215164 |
