 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Pile-up uncertainty | 0.0814643 / -0.0814643 | -0.0486141 / 0.0486141 | 0.0028807 / -0.0028807 | -0.0090669 / 0.0090669 | -0.00692277 / 0.00692277 | 0.0195258 / -0.0195258 | -0.0128941 / 0.0128941 | -0.000975689 / 0.000975689 | 0.0109778 / -0.0109778 | 0.00430552 / -0.00430552 | 0.044744 / -0.044744 | 0.0126098 / -0.0126098 | -0.0491985 / 0.0491985 | 0 / 0 | 0 / 0 | -0.015667 / 0.015667 | -0.0419822 / 0.0419822 |
 | btag B EV 0 | -0.0419976 / 0.0419976 | -0.0426291 / 0.0426291 | -0.0887707 / 0.0887707 | -0.0827238 / 0.0827238 | -0.0843345 / 0.0843345 | 0 / 0 | 0 / 0 | -0.114908 / 0.114908 | 0 / 0 | 0 / 0 | -0.10233 / 0.10233 | -0.0990567 / 0.0990567 | -0.109845 / 0.109845 | 0 / 0 | 0 / 0 | -0.0741825 / 0.0741825 | -0.0883086 / 0.0883086 |
 | btag B EV 1 | -0.0176277 / 0.0176277 | -0.0219361 / 0.0219361 | -0.0308381 / 0.0308381 | -0.0364311 / 0.0364311 | -0.0350025 / 0.0350025 | 0 / 0 | 0 / 0 | -0.0206265 / 0.0206265 | 0 / 0 | 0 / 0 | -0.0279029 / 0.0279029 | -0.0271979 / 0.0271979 | -0.0198543 / 0.0198543 | 0 / 0 | 0 / 0 | -0.04503 / 0.04503 | -0.0237701 / 0.0237701 |
 | btag B EV 2 | 0.0167693 / -0.0167693 | 0.00933092 / -0.00933092 | 0.0189182 / -0.0189182 | 0.0189383 / -0.0189383 | 0.0202714 / -0.0202714 | 0 / 0 | 0 / 0 | 0.0165539 / -0.0165539 | 0 / 0 | 0 / 0 | 0.0210126 / -0.0210126 | 0.0159518 / -0.0159518 | 0.0204737 / -0.0204737 | 0 / 0 | 0 / 0 | 0.0135391 / -0.0135391 | 0.0211898 / -0.0211898 |
 | btag B EV 3 | -0.000835412 / 0.000835412 | 0.00151944 / -0.00151944 | -0.000454177 / 0.000454177 | 0.000763158 / -0.000763158 | 0.000471966 / -0.000471966 | 0 / 0 | 0 / 0 | -0.00352813 / 0.00352813 | 0 / 0 | 0 / 0 | -0.00150214 / 0.00150214 | -0.00321974 / 0.00321974 | -0.00614882 / 0.00614882 | 0 / 0 | 0 / 0 | 0.00213257 / -0.00213257 | -0.00426308 / 0.00426308 |
 | btag B EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag B EV 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 0 | -0.127245 / 0.127245 | -0.29196 / 0.29196 | -0.0167179 / 0.0167179 | -0.0152498 / 0.0152498 | -0.0104317 / 0.0104317 | -0.000850416 / 0.000850416 | -0.506118 / 0.506118 | -0.0189024 / 0.0189024 | -0.0352921 / 0.0352921 | -0.519796 / 0.519796 | -0.0195094 / 0.0195094 | -0.028336 / 0.028336 | -0.0168451 / 0.0168451 | 0 / 0 | 0 / 0 | -0.0193603 / 0.0193603 | -0.0255107 / 0.0255107 |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 0 | -0.411344 / 0.411344 | -0.0775042 / 0.0775042 | -0.0108484 / 0.0108484 | -0.00722724 / 0.00722724 | -0.00508508 / 0.00508508 | -0.970606 / 0.970606 | -0.437578 / 0.437578 | -0.0119685 / 0.0119685 | -0.970606 / 0.970606 | -0.336917 / 0.336917 | -0.013745 / 0.013745 | -0.0143106 / 0.0143106 | -0.0165079 / 0.0165079 | 0 / 0 | 0 / 0 | -0.00846185 / 0.00846185 | -0.0234348 / 0.0234348 |
 | btag L EV 1 | 0.00196259 / -0.00196259 | 0.000730169 / -0.000730169 | 0.000313292 / -0.000313292 | -6.59526e-05 / 6.59526e-05 | 7.06627e-06 / -7.06627e-06 | 0.00331231 / -0.00331231 | -0.000244263 / 0.000244263 | -0.000179824 / 0.000179824 | 0.0022194 / -0.0022194 | 0.000264567 / -0.000264567 | 0.000345738 / -0.000345738 | 0.000853946 / -0.000853946 | 0.000330434 / -0.000330434 | 0 / 0 | 0 / 0 | -0.000156409 / 0.000156409 | -0.000258551 / 0.000258551 |
 | btag L EV 2 | -0.00216997 / 0.00216997 | -0.000425242 / 0.000425242 | -6.17229e-05 / 6.17229e-05 | 3.85724e-05 / -3.85724e-05 | 7.20733e-06 / -7.20733e-06 | 0.00139986 / -0.00139986 | 0.00101996 / -0.00101996 | -0.000199159 / 0.000199159 | 0.00145526 / -0.00145526 | 0.000371247 / -0.000371247 | -7.27304e-06 / 7.27304e-06 | -7.46067e-05 / 7.46067e-05 | -0.000541662 / 0.000541662 | 0 / 0 | 0 / 0 | 0.000195413 / -0.000195413 | -0.000610464 / 0.000610464 |
 | btag L EV 3 | -0.00080416 / 0.00080416 | -0.00032832 / 0.00032832 | -1.78781e-05 / 1.78781e-05 | -1.3548e-05 / 1.3548e-05 | -2.60283e-05 / 2.60283e-05 | -0.00136513 / 0.00136513 | -0.000240421 / 0.000240421 | -0.00048457 / 0.00048457 | -0.00180057 / 0.00180057 | -0.000703234 / 0.000703234 | -0.000215994 / 0.000215994 | -0.000235796 / 0.000235796 | 0.000652516 / -0.000652516 | 0 / 0 | 0 / 0 | 7.91004e-07 / -7.91004e-07 | 0.000381558 / -0.000381558 |
 | btag L EV 4 | -0.000960916 / 0.000960916 | -0.000397201 / 0.000397201 | -5.48241e-05 / 5.48241e-05 | 4.97927e-05 / -4.97927e-05 | 1.43337e-05 / -1.43337e-05 | 0.000988347 / -0.000988347 | 0.000412399 / -0.000412399 | 3.49421e-05 / -3.49421e-05 | 0.00042673 / -0.00042673 | 0.000355409 / -0.000355409 | -0.000186158 / 0.000186158 | 0.000632563 / -0.000632563 | 0.00030984 / -0.00030984 | 0 / 0 | 0 / 0 | 0.000126326 / -0.000126326 | -7.52017e-05 / 7.52017e-05 |
 | btag L EV 5 | -0.000211479 / 0.000211479 | 5.73926e-05 / -5.73926e-05 | -6.36091e-06 / 6.36091e-06 | -1.4923e-05 / 1.4923e-05 | -1.14749e-05 / 1.14749e-05 | -0.000695919 / 0.000695919 | -0.000195696 / 0.000195696 | 8.74445e-05 / -8.74445e-05 | -0.000229909 / 0.000229909 | -0.00017773 / 0.00017773 | -5.90728e-05 / 5.90728e-05 | -2.12691e-05 / 2.12691e-05 | -5.88275e-05 / 5.88275e-05 | 0 / 0 | 0 / 0 | -1.82153e-05 / 1.82153e-05 | 9.98321e-05 / -9.98321e-05 |
 | btag L EV 6 | -0.000114628 / 0.000114628 | 0.000158997 / -0.000158997 | 8.23555e-06 / -8.23555e-06 | 1.47374e-06 / -1.47374e-06 | -1.10122e-06 / 1.10122e-06 | 0.000265638 / -0.000265638 | -5.83965e-05 / 5.83965e-05 | -4.10952e-05 / 4.10952e-05 | 0.000663789 / -0.000663789 | 0.000101734 / -0.000101734 | -2.70447e-05 / 2.70447e-05 | 4.35172e-06 / -4.35172e-06 | 0.000112244 / -0.000112244 | 0 / 0 | 0 / 0 | -1.17716e-05 / 1.17716e-05 | -0.000236911 / 0.000236911 |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 11 | -0.122018 / 0.122018 | -0.0163705 / 0.0163705 | -0.00439511 / 0.00439511 | -0.00392974 / 0.00392974 | -0.00151559 / 0.00151559 | -0.5643 / 0.5643 | -0.114912 / 0.114912 | -0.011025 / 0.011025 | -0.52001 / 0.52001 | -0.0995516 / 0.0995516 | -0.00802101 / 0.00802101 | -0.00965419 / 0.00965419 | -0.00462604 / 0.00462604 | 0 / 0 | 0 / 0 | -0.00341793 / 0.00341793 | -0.0154409 / 0.0154409 |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 13 | 0.104573 / -0.104573 | 0.0182838 / -0.0182838 | 0.00279931 / -0.00279931 | 0.00107785 / -0.00107785 | 0.000925694 / -0.000925694 | 0.328995 / -0.328995 | 0.0791572 / -0.0791572 | 0.0084972 / -0.0084972 | 0.339516 / -0.339516 | 0.0602139 / -0.0602139 | 0.0124279 / -0.0124279 | -0.00227767 / 0.00227767 | -0.00476776 / 0.00476776 | 0 / 0 | 0 / 0 | 0.000247666 / -0.000247666 | 0.0198133 / -0.0198133 |
 | btag L EV 14 | -0.0812967 / 0.0812967 | -0.012276 / 0.012276 | -0.00307898 / 0.00307898 | -0.00324001 / 0.00324001 | -0.00116986 / 0.00116986 | -0.379513 / 0.379513 | -0.0878492 / 0.0878492 | -0.00651378 / 0.00651378 | -0.341395 / 0.341395 | -0.0724497 / 0.0724497 | -0.00292358 / 0.00292358 | -0.00383699 / 0.00383699 | -0.00270245 / 0.00270245 | 0 / 0 | 0 / 0 | -0.0028811 / 0.0028811 | -0.00748776 / 0.00748776 |
 | btag L EV 15 | -0.0216346 / 0.0216346 | -0.00343417 / 0.00343417 | -0.000644688 / 0.000644688 | -0.00105367 / 0.00105367 | -0.000239816 / 0.000239816 | -0.0867286 / 0.0867286 | -0.0208806 / 0.0208806 | 0.00231542 / -0.00231542 | -0.083104 / 0.083104 | -0.0173133 / 0.0173133 | -0.000807842 / 0.000807842 | 0.00352138 / -0.00352138 | 0.000637578 / -0.000637578 | 0 / 0 | 0 / 0 | -0.000585708 / 0.000585708 | -0.00445227 / 0.00445227 |
 | btag L EV 16 | 0.053359 / -0.053359 | -0.000529512 / 0.000529512 | -0.000324941 / 0.000324941 | 9.0456e-05 / -9.0456e-05 | -0.000346005 / 0.000346005 | 0.0366938 / -0.0366938 | 0.0057248 / -0.0057248 | -3.53767e-05 / 3.53767e-05 | 0.0607292 / -0.0607292 | 0.00954298 / -0.00954298 | 0.000856382 / -0.000856382 | -0.00262048 / 0.00262048 | 0.0022079 / -0.0022079 | 0 / 0 | 0 / 0 | -0.000215549 / 0.000215549 | 0.0139246 / -0.0139246 |
 | b-tag extrap. | 0.00377166 / -0.00377166 | 0.0163491 / -0.0163491 | 0.00291573 / -0.00291573 | 0.0029758 / -0.0029758 | 0.00230286 / -0.00230286 | 0.000112146 / -0.000112146 | 0.0296116 / -0.0296116 | 0.00450581 / -0.00450581 | 0.00108319 / -0.00108319 | 0.025137 / -0.025137 | 0.00106108 / -0.00106108 | 0.00470659 / -0.00470659 | 0.00294259 / -0.00294259 | 0 / 0 | 0 / 0 | 0.00712361 / -0.00712361 | 0.00611499 / -0.00611499 |
 | b-tag extrap. from charm | 0 / 0 | 0.00310631 / -0.00310631 | 0.000572907 / -0.000572907 | 0.00111697 / -0.00111697 | 0.000497094 / -0.000497094 | 0.00132812 / -0.00132812 | 0.000112431 / -0.000112431 | 2.31932e-05 / -2.31932e-05 | 0.0553733 / -0.0553733 | 0.0164766 / -0.0164766 | 0.00506232 / -0.00506232 | 0.00193569 / -0.00193569 | 7.8924e-05 / -7.8924e-05 | 0 / 0 | 0 / 0 | 0.00101806 / -0.00101806 | 0 / 0 |
 | JVT uncertainty | 0.00806631 / -0.00806631 | 0.010851 / -0.010851 | 0.00989007 / -0.00989007 | 0.00813698 / -0.00813698 | 0.00867221 / -0.00867221 | 0.0119025 / -0.0119025 | 0.0124314 / -0.0124314 | 0.0111669 / -0.0111669 | 0.0116011 / -0.0116011 | 0.0123579 / -0.0123579 | 0.00883887 / -0.00883887 | 0.00927929 / -0.00927929 | 0.0148588 / -0.0148588 | 0 / 0 | 0 / 0 | 0.0071546 / -0.0071546 | 0.0093063 / -0.0093063 |
 | Electron E_{T} res. | -4.68665e-05 / 4.68665e-05 | 0 / 0 | -0.00045841 / 0.00045841 | 6.05823e-05 / -6.05823e-05 | 8.34349e-05 / -8.34349e-05 | 0.00014147 / -0.00014147 | -0.000176177 / 0.000176177 | 7.21681e-05 / -7.21681e-05 | -0.000300586 / 0.000300586 | -0.0753334 / 0.0753334 | -0.000198691 / 0.000198691 | -0.000125454 / 0.000125454 | -0.000440686 / 0.000440686 | 0 / 0 | 0 / 0 | -0.000385516 / 0.000385516 | 0.000161601 / -0.000161601 |
 | Electron E_{T} scale | 0 / 0 | 0 / 0 | 0.000260229 / -0.000260229 | 0.000335119 / -0.000335119 | 0.000168236 / -0.000168236 | 0.000281343 / -0.000281343 | 3.41684e-05 / -3.41684e-05 | 0.000106868 / -0.000106868 | -0.000516534 / 0.000516534 | 0.0753744 / -0.0753744 | -5.72331e-05 / 5.72331e-05 | 4.13954e-05 / -4.13954e-05 | 0.000375242 / -0.000375242 | 0 / 0 | 0 / 0 | -0.000344229 / 0.000344229 | 0.00472819 / -0.00472819 |
 | Muon ID p_{T} res. | 0 / 0 | -1.78639e-05 / 1.78639e-05 | 0.000392689 / -0.000392689 | -5.89243e-05 / 5.89243e-05 | -0.000131226 / 0.000131226 | -4.72938e-05 / 4.72938e-05 | 8.94962e-05 / -8.94962e-05 | 0.00178808 / -0.00178808 | -4.92315e-05 / 4.92315e-05 | -0.00272223 / 0.00272223 | 7.59959e-06 / -7.59959e-06 | 2.41905e-06 / -2.41905e-06 | -5.60284e-06 / 5.60284e-06 | 0 / 0 | 0 / 0 | -0.000372037 / 0.000372037 | -0.00404451 / 0.00404451 |
 | Muon MS p_{T} res. | 0 / 0 | -1.35601e-05 / 1.35601e-05 | -0.000501687 / 0.000501687 | -2.48569e-05 / 2.48569e-05 | 9.58435e-05 / -9.58435e-05 | -0.00154438 / 0.00154438 | -0.000240765 / 0.000240765 | -0.000130035 / 0.000130035 | -0.000582641 / 0.000582641 | -0.00403424 / 0.00403424 | 0.000166181 / -0.000166181 | 0 / 0 | -9.61683e-06 / 9.61683e-06 | 0 / 0 | 0 / 0 | 0.000406928 / -0.000406928 | -0.00404053 / 0.00404053 |
 | Muon p_{T} scale | 0 / 0 | -1.51817e-05 / 1.51817e-05 | -0.00011096 / 0.00011096 | -5.23811e-05 / 5.23811e-05 | -0.000244888 / 0.000244888 | -0.000173696 / 0.000173696 | -0.0113528 / 0.0113528 | -7.04645e-06 / 7.04645e-06 | -0.000392572 / 0.000392572 | 7.24632e-05 / -7.24632e-05 | 6.10038e-06 / -6.10038e-06 | 0 / 0 | -7.82869e-06 / 7.82869e-06 | 0 / 0 | 0 / 0 | -0.000466148 / 0.000466148 | 0.0040381 / -0.0040381 |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Effective NP 1 | 0.0272592 / -0.0272592 | 0.0371702 / -0.0371702 | 0.0289288 / -0.0289288 | 0.0209798 / -0.0209798 | 0.0216667 / -0.0216667 | 0.0795601 / -0.0795601 | 0.0739612 / -0.0739612 | 0.0585133 / -0.0585133 | 0.0799584 / -0.0799584 | 0.050713 / -0.050713 | 0.162518 / -0.162518 | 0.0339307 / -0.0339307 | 0.0627168 / -0.0627168 | 0 / 0 | 0 / 0 | 0.0117718 / -0.0117718 | 0.0237843 / -0.0237843 |
 | Effective NP 2 | 0.00183842 / -0.00183842 | -0.011158 / 0.011158 | -0.00699929 / 0.00699929 | -0.00617288 / 0.00617288 | -0.00570704 / 0.00570704 | -0.0179066 / 0.0179066 | -0.012289 / 0.012289 | -0.0106407 / 0.0106407 | -0.0263024 / 0.0263024 | -0.0127878 / 0.0127878 | -0.116488 / 0.116488 | -0.0102061 / 0.0102061 | -0.0118769 / 0.0118769 | 0 / 0 | 0 / 0 | -0.0033564 / 0.0033564 | 0.00590222 / -0.00590222 |
 | Effective NP 3 | -0.000235838 / 0.000235838 | 5.23031e-05 / -5.23031e-05 | 0.00107132 / -0.00107132 | 0.000846516 / -0.000846516 | 0.000931927 / -0.000931927 | 0.00181574 / -0.00181574 | 0.00177601 / -0.00177601 | 0.000594699 / -0.000594699 | 0.00347469 / -0.00347469 | 0.000892645 / -0.000892645 | 0.000154334 / -0.000154334 | 0.000100008 / -0.000100008 | 0.00564626 / -0.00564626 | 0 / 0 | 0 / 0 | 0.000117172 / -0.000117172 | -1.35303e-05 / 1.35303e-05 |
 | Effective NP 4 | 0.000288665 / -0.000288665 | -5.48073e-07 / 5.48073e-07 | -0.000806453 / 0.000806453 | -0.000308559 / 0.000308559 | -0.000435128 / 0.000435128 | -0.00156887 / 0.00156887 | -0.000773996 / 0.000773996 | 0.000287606 / -0.000287606 | -0.00201722 / 0.00201722 | -0.000793113 / 0.000793113 | 0.000292948 / -0.000292948 | -5.87106e-05 / 5.87106e-05 | 0.000374486 / -0.000374486 | 0 / 0 | 0 / 0 | 3.5267e-05 / -3.5267e-05 | -1.30959e-05 / 1.30959e-05 |
 | Effective NP 5 | -0.000335838 / 0.000335838 | -1.28746e-05 / 1.28746e-05 | -0.000815641 / 0.000815641 | -0.000221778 / 0.000221778 | -0.000336318 / 0.000336318 | -0.00024419 / 0.00024419 | -0.000356741 / 0.000356741 | -0.000784673 / 0.000784673 | -0.000915234 / 0.000915234 | -0.000867365 / 0.000867365 | -0.000645351 / 0.000645351 | -0.000101184 / 0.000101184 | -0.000639278 / 0.000639278 | 0 / 0 | 0 / 0 | -0.000108068 / 0.000108068 | -1.1287e-05 / 1.1287e-05 |
