 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | btag B EV 1 | -0.0141847 / 0.0141847 | -0.021316 / 0.021316 | -0.0297692 / 0.0297692 | -0.0386998 / 0.0386998 | -0.0380287 / 0.0380287 | 0 / 0 | 0 / 0 | -0.0156511 / 0.0156511 | 0 / 0 | 0 / 0 | -0.0096023 / 0.0096023 | -0.0286047 / 0.0286047 | -0.0244749 / 0.0244749 | 0 / 0 | 0 / 0 | -0.0572525 / 0.0572525 | -0.0171816 / 0.0171816 |
 | btag B EV 2 | 0.0153416 / -0.0153416 | 0.0101471 / -0.0101471 | 0.0217362 / -0.0217362 | 0.0222283 / -0.0222283 | 0.023333 / -0.023333 | 0 / 0 | 0 / 0 | 0.0181556 / -0.0181556 | 0 / 0 | 0 / 0 | 0.0221331 / -0.0221331 | 0.0179863 / -0.0179863 | 0.0229261 / -0.0229261 | 0 / 0 | 0 / 0 | 0.0100069 / -0.0100069 | 0.0198001 / -0.0198001 |
 | btag B EV 3 | -0.00106681 / 0.00106681 | 0.00261119 / -0.00261119 | -0.00105071 / 0.00105071 | 0.00162274 / -0.00162274 | 0.000522482 / -0.000522482 | 0 / 0 | 0 / 0 | -0.00300079 / 0.00300079 | 0 / 0 | 0 / 0 | -0.00662635 / 0.00662635 | -0.00138765 / 0.00138765 | -0.00547278 / 0.00547278 | 0 / 0 | 0 / 0 | 0.00264444 / -0.00264444 | -0.00577172 / 0.00577172 |
 | btag B EV 4 | -0.000962477 / 0.000962477 | 0.000535159 / -0.000535159 | -0.000236194 / 0.000236194 | -0.000734877 / 0.000734877 | -0.000886838 / 0.000886838 | 0 / 0 | 0 / 0 | 0.00031037 / -0.00031037 | 0 / 0 | 0 / 0 | 0.00114548 / -0.00114548 | -0.00044136 / 0.00044136 | -0.000734314 / 0.000734314 | 0 / 0 | 0 / 0 | -0.000156801 / 0.000156801 | 0.00133211 / -0.00133211 |
 | btag B EV 5 | 9.35288e-05 / -9.35288e-05 | -0.00011017 / 0.00011017 | -0.000119755 / 0.000119755 | -4.96499e-05 / 4.96499e-05 | -3.34362e-05 / 3.34362e-05 | 0 / 0 | 0 / 0 | -9.33731e-05 / 9.33731e-05 | 0 / 0 | 0 / 0 | -0.00036877 / 0.00036877 | -0.000115164 / 0.000115164 | 5.19932e-05 / -5.19932e-05 | 0 / 0 | 0 / 0 | -5.6233e-05 / 5.6233e-05 | -0.000185233 / 0.000185233 |
 | btag C EV 0 | -0.205066 / 0.205066 | -0.52638 / 0.52638 | -0.0620294 / 0.0620294 | -0.0206294 / 0.0206294 | -0.0127335 / 0.0127335 | -0.000780658 / 0.000780658 | -0.945104 / 0.945104 | -0.0586375 / 0.0586375 | -0.0737596 / 0.0737596 | -0.920468 / 0.920468 | -0.0262488 / 0.0262488 | -0.1175 / 0.1175 | -0.0308039 / 0.0308039 | 0 / 0 | 0 / 0 | -0.0757364 / 0.0757364 | -0.00857991 / 0.00857991 |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 0 | -0.800667 / 0.800667 | 0 / 0 | -0.0193884 / 0.0193884 | -0.00569466 / 0.00569466 | -0.00146162 / 0.00146162 | -0.99 / 0.99 | -0.37074 / 0.37074 | -0.0466977 / 0.0466977 | -0.99 / 0.99 | -0.413281 / 0.413281 | -0.0292431 / 0.0292431 | -0.0241943 / 0.0241943 | -0.0143659 / 0.0143659 | 0 / 0 | 0 / 0 | 0 / 0 | -0.363838 / 0.363838 |
 | btag L EV 1 | -0.00415624 / 0.00415624 | 0 / 0 | -4.61919e-05 / 4.61919e-05 | -4.28451e-06 / 4.28451e-06 | -0.000113985 / 0.000113985 | 0.00424806 / -0.00424806 | 0.00126055 / -0.00126055 | 0.000345538 / -0.000345538 | 0.000648563 / -0.000648563 | -8.10366e-05 / 8.10366e-05 | -7.57345e-05 / 7.57345e-05 | 0.000246443 / -0.000246443 | 6.15029e-06 / -6.15029e-06 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00416769 / 0.00416769 |
 | btag L EV 2 | 0.00162072 / -0.00162072 | 0 / 0 | 6.37736e-05 / -6.37736e-05 | 3.11677e-05 / -3.11677e-05 | 0.000165672 / -0.000165672 | 0.000932064 / -0.000932064 | 0.000788458 / -0.000788458 | -6.82176e-05 / 6.82176e-05 | -0.000272001 / 0.000272001 | -2.58435e-05 / 2.58435e-05 | 1.38724e-05 / -1.38724e-05 | 0.000300662 / -0.000300662 | 6.31051e-05 / -6.31051e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00145447 / -0.00145447 |
 | btag L EV 3 | -0.000923184 / 0.000923184 | 0 / 0 | 5.14265e-05 / -5.14265e-05 | -5.8597e-05 / 5.8597e-05 | -1.05638e-05 / 1.05638e-05 | -0.00123729 / 0.00123729 | 0.000132029 / -0.000132029 | -6.85406e-05 / 6.85406e-05 | -0.00173341 / 0.00173341 | -0.0002907 / 0.0002907 | -2.26958e-05 / 2.26958e-05 | 0.000168342 / -0.000168342 | -1.80374e-05 / 1.80374e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000492385 / 0.000492385 |
 | btag L EV 4 | 0.00250447 / -0.00250447 | 0 / 0 | 5.23455e-06 / -5.23455e-06 | -0.000139793 / 0.000139793 | 4.07932e-05 / -4.07932e-05 | 0.000368331 / -0.000368331 | 0.000126046 / -0.000126046 | -7.56099e-05 / 7.56099e-05 | 0.000816111 / -0.000816111 | 0.000284475 / -0.000284475 | 2.8284e-05 / -2.8284e-05 | 5.36677e-05 / -5.36677e-05 | -3.46277e-06 / 3.46277e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00184927 / -0.00184927 |
 | btag L EV 5 | -0.00116127 / 0.00116127 | 0 / 0 | 1.52641e-05 / -1.52641e-05 | -4.25931e-05 / 4.25931e-05 | 1.70247e-05 / -1.70247e-05 | -0.000443281 / 0.000443281 | -4.66838e-05 / 4.66838e-05 | 1.43899e-05 / -1.43899e-05 | -0.000612586 / 0.000612586 | -0.00017074 / 0.00017074 | -1.22057e-05 / 1.22057e-05 | 2.17117e-06 / -2.17117e-06 | 1.3696e-05 / -1.3696e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00079447 / 0.00079447 |
 | btag L EV 6 | 1.01024e-05 / -1.01024e-05 | 0 / 0 | -1.30664e-05 / 1.30664e-05 | 3.95267e-05 / -3.95267e-05 | 9.38478e-06 / -9.38478e-06 | 0.000390452 / -0.000390452 | 1.9716e-05 / -1.9716e-05 | 7.42822e-06 / -7.42822e-06 | 0.000459657 / -0.000459657 | 4.3926e-05 / -4.3926e-05 | 6.02935e-06 / -6.02935e-06 | -4.65732e-05 / 4.65732e-05 | 1.34376e-05 / -1.34376e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -2.42538e-05 / 2.42538e-05 |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.30593e-16 / -1.30593e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.30593e-16 / -1.30593e-16 | 0 / 0 | -2.67365e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.30593e-16 / 1.30593e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 11 | 0.0211662 / -0.0211662 | 0 / 0 | -0.00431718 / 0.00431718 | -0.000898907 / 0.000898907 | -0.00228843 / 0.00228843 | -0.49895 / 0.49895 | -0.0770003 / 0.0770003 | -0.0160588 / 0.0160588 | -0.407934 / 0.407934 | -0.0788352 / 0.0788352 | -0.00484754 / 0.00484754 | -0.0135125 / 0.0135125 | -0.00494737 / 0.00494737 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0176537 / 0.0176537 |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.30593e-16 / -1.30593e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 13 | -0.00297453 / 0.00297453 | 0 / 0 | -0.000544193 / 0.000544193 | -0.000446177 / 0.000446177 | -6.60236e-05 / 6.60236e-05 | 0.466143 / -0.466143 | 0.072589 / -0.072589 | 0.00973316 / -0.00973316 | 0.452496 / -0.452496 | 0.108173 / -0.108173 | 0.00791849 / -0.00791849 | 0.0596821 / -0.0596821 | 0.00303494 / -0.00303494 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0081557 / 0.0081557 |
 | btag L EV 14 | -0.0550704 / 0.0550704 | 0 / 0 | -0.00521349 / 0.00521349 | -0.000561229 / 0.000561229 | -0.00146544 / 0.00146544 | -0.33052 / 0.33052 | -0.0563132 / 0.0563132 | -0.0112827 / 0.0112827 | -0.272676 / 0.272676 | -0.0508343 / 0.0508343 | -0.00306629 / 0.00306629 | 0.00927681 / -0.00927681 | -0.00330974 / 0.00330974 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0501246 / 0.0501246 |
 | btag L EV 15 | -0.0214519 / 0.0214519 | 0 / 0 | -0.00180436 / 0.00180436 | 0.000301722 / -0.000301722 | -6.75327e-05 / 6.75327e-05 | -0.0937653 / 0.0937653 | -0.0159269 / 0.0159269 | -0.0028416 / 0.0028416 | -0.0875373 / 0.0875373 | -0.0176949 / 0.0176949 | -0.00124435 / 0.00124435 | 0.00213591 / -0.00213591 | -0.000718085 / 0.000718085 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0196706 / 0.0196706 |
 | btag L EV 16 | -0.0359806 / 0.0359806 | 0 / 0 | -0.00202949 / 0.00202949 | 0.000117446 / -0.000117446 | -0.000396755 / 0.000396755 | 0.0556323 / -0.0556323 | 0.0121322 / -0.0121322 | 0.000565514 / -0.000565514 | 0.0641018 / -0.0641018 | 0.0146731 / -0.0146731 | 0.0013415 / -0.0013415 | -0.00151288 / 0.00151288 | 0.000363384 / -0.000363384 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0354638 / 0.0354638 |
 | b-tag extrap. | 0.00152132 / -0.00152132 | 0.0053061 / -0.0053061 | 0.00194697 / -0.00194697 | 0.00183705 / -0.00183705 | 0.00206545 / -0.00206545 | 1.30057e-05 / -1.30057e-05 | 0.0142353 / -0.0142353 | 0.00308271 / -0.00308271 | 0.000475472 / -0.000475472 | 0.0266369 / -0.0266369 | 0.000417201 / -0.000417201 | 0.00394502 / -0.00394502 | 0.00534848 / -0.00534848 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000543587 / -0.000543587 |
 | b-tag extrap. from charm | 0 / 0 | 0.0558406 / -0.0558406 | 0.0048619 / -0.0048619 | 0.00229011 / -0.00229011 | 0.00149492 / -0.00149492 | 0.000658839 / -0.000658839 | 5.03551e-05 / -5.03551e-05 | 2.22488e-06 / -2.22488e-06 | 0.061969 / -0.061969 | 0.0162622 / -0.0162622 | 0.00260522 / -0.00260522 | 0.00995489 / -0.00995489 | 0.000630793 / -0.000630793 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JVT uncertainty | 0.00390009 / -0.00390009 | 0.00153944 / -0.00153944 | -0.000485455 / 0.000485455 | -0.000947338 / 0.000947338 | -0.000559456 / 0.000559456 | 0.0073762 / -0.0073762 | 0.00512951 / -0.00512951 | 0.00883395 / -0.00883395 | 0.00796275 / -0.00796275 | 0.001895 / -0.001895 | 0.0088777 / -0.0088777 | 0.00553826 / -0.00553826 | 0.00540864 / -0.00540864 | 0 / 0 | 0 / 0 | -0.00495184 / 0.00495184 | 0.00501633 / -0.00501633 |
 | Electron E_{T} res. | 0 / 0 | 0 / 0 | -1.19875e-06 / 1.19875e-06 | -0.00109423 / 0.00109423 | -0.000457921 / 0.000457921 | 0.000116035 / -0.000116035 | -0.000119928 / 0.000119928 | 0.00200124 / -0.00200124 | -7.60842e-05 / 7.60842e-05 | 3.74258e-05 / -3.74258e-05 | 2.12743e-05 / -2.12743e-05 | -1.13919e-16 / -1.13919e-16 | -4.15532e-05 / 4.16566e-05 | 0 / 0 | 0 / 0 | 0.000552362 / -0.000552362 | -0.000233834 / 0.00023387 |
 | Electron E_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0.000576392 / -0.000576392 | 0.000232309 / -0.000232309 | 0.000380776 / -0.000380776 | 0.000158 / -0.000158 | 6.83253e-05 / -6.83253e-05 | 0.000774972 / -0.000774972 | -5.79114e-05 / 5.79114e-05 | -6.76463e-06 / 6.76463e-06 | -1.13919e-16 / -1.13919e-16 | -3.41109e-06 / 3.41109e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 5.12498e-05 / -5.13151e-05 |
 | Muon ID p_{T} res. | 0 / 0 | 0.000255031 / -0.000255031 | -9.11051e-06 / 9.11051e-06 | 0.000732819 / -0.000732819 | 0.000364167 / -0.000364167 | -0.00011926 / 0.00011926 | -0.000105877 / 0.000105877 | -5.74162e-06 / 5.66985e-06 | -0.000933118 / 0.000933118 | 0.000202887 / -0.000202887 | -0.0666754 / 0.0666754 | 5.0518e-05 / -5.0518e-05 | 5.20966e-05 / -5.20966e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 1.82405e-08 / 1.82405e-08 |
 | Muon MS p_{T} res. | 0 / 0 | 0 / 0 | -3.99584e-07 / 3.99584e-07 | 0.000728702 / -0.000728618 | -7.07396e-05 / 7.07396e-05 | -8.46948e-05 / 8.46948e-05 | -4.16075e-05 / 4.16075e-05 | -1.83732e-05 / 1.83732e-05 | -0.000987029 / 0.000987029 | 3.78985e-05 / -3.78985e-05 | 6.27444e-06 / -6.27444e-06 | -1.13919e-16 / -1.13919e-16 | -3.41109e-06 / 3.41109e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 1.82405e-08 / 1.82405e-08 |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | -0.000742648 / 0.000742732 | 0.000403121 / -0.000403121 | -0.000449836 / 0.000449836 | -9.75375e-05 / 9.75375e-05 | -1.20574e-05 / 1.19856e-05 | -0.000961487 / 0.000961487 | 7.98941e-05 / -7.98941e-05 | 2.84311e-06 / -2.84311e-06 | -1.13919e-16 / -1.13919e-16 | -6.20198e-07 / 6.20198e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 1.82405e-08 / 1.82405e-08 |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | -1.56481e-16 / -1.56481e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.13919e-16 / -1.13919e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.82405e-08 / 1.82405e-08 |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | -1.56481e-16 / -1.56481e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.13919e-16 / -1.13919e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.82405e-08 / 1.82405e-08 |
 | Effective NP 1 | -0.0404495 / 0.0404495 | -0.198696 / 0.198696 | -0.0241414 / 0.0241415 | -0.0063388 / 0.0063388 | -0.0284414 / 0.0284414 | 0.0616254 / -0.0616254 | 0.0415099 / -0.0415099 | 0.023045 / -0.023045 | 0.0695634 / -0.0695634 | 0.0393654 / -0.0393654 | 0.0304903 / -0.0304903 | -0.0482867 / 0.0482867 | -0.0160889 / 0.0160889 | 0 / 0 | 0 / 0 | -0.142577 / 0.142577 | 0.100579 / -0.100579 |
 | Effective NP 2 | -0.000176257 / 0.000176257 | -0.00022493 / 0.00022493 | 0.00761647 / -0.00761647 | 0.00155914 / -0.00155914 | 0.00698124 / -0.00698124 | -0.0144759 / 0.0144759 | -0.0108509 / 0.0108509 | -0.00375401 / 0.00375401 | -0.0161854 / 0.0161854 | -0.00496266 / 0.00496266 | -0.00783393 / 0.00783403 | -0.000273323 / 0.000273323 | -0.00944943 / 0.00944943 | 0 / 0 | 0 / 0 | -0.00340437 / 0.00340437 | 0.00502376 / -0.00502373 |
 | Effective NP 3 | 2.90503e-05 / -2.89572e-05 | 0.000215975 / -0.000215975 | -0.000138016 / 0.000138016 | -0.000631335 / 0.000631335 | -0.00098394 / 0.00098394 | 0.00109641 / -0.00109641 | 0.000541714 / -0.000541714 | 0.000409808 / -0.000409808 | 0.00344781 / -0.00344781 | -0.00034282 / 0.00034282 | 0.000705777 / -0.000705777 | 6.61749e-05 / -6.61749e-05 | -1.19905e-05 / 1.19905e-05 | 0 / 0 | 0 / 0 | 0.000155475 / -0.000155475 | 0.000170824 / -0.000170787 |
