 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Muon TTVA (syst.) | 0.000392556 / -0.000392556 | 0.000386208 / -0.000386208 | 0.000370651 / -0.000370651 | 0.00034377 / -0.00034377 | 0.000371814 / -0.000371814 | 0.000226378 / -0.000226378 | 0.000246018 / -0.000246018 | 0.000208855 / -0.000208855 | 0.000172138 / -0.000172138 | 0.00013417 / -0.00013417 | 0.000214756 / -0.000214756 | 0.000401497 / -0.000401497 | 0.000355601 / -0.000355601 | 0 / 0 | 0 / 0 | 0.000258446 / -0.000258446 | 0.000359803 / -0.000359803 |
 | Pile-up uncertainty | -0.000687391 / 0.000687391 | -0.00237706 / 0.00237706 | 0.000438422 / -0.000438422 | -0.00652546 / 0.00652546 | 0.00122511 / -0.00122511 | 0.0180002 / -0.0180002 | 0.0420128 / -0.0420128 | 0.0133489 / -0.0133489 | 0.0278022 / -0.0278022 | 0.00858361 / -0.00858361 | 0.00998846 / -0.00998846 | 0.00305423 / -0.00305423 | 0.013657 / -0.013657 | 0 / 0 | 0 / 0 | -0.0146245 / 0.0146245 | -0.00523949 / 0.00523949 |
 | btag B EV 0 | -0.045487 / 0.045487 | -0.0408829 / 0.0408829 | -0.022462 / 0.022462 | -0.0366582 / 0.0366582 | -0.0164557 / 0.0164557 | 0 / 0 | 0 / 0 | -0.0527228 / 0.0527228 | 0 / 0 | 0 / 0 | -0.0486198 / 0.0486198 | -0.0452598 / 0.0452598 | -0.0472533 / 0.0472533 | 0 / 0 | 0 / 0 | -0.0189538 / 0.0189538 | -0.0219767 / 0.0219767 |
 | btag B EV 1 | -0.0139301 / 0.0139301 | -0.01317 / 0.01317 | -0.00590602 / 0.00590602 | -0.0156894 / 0.0156894 | -0.00648454 / 0.00648454 | 0 / 0 | 0 / 0 | -0.0113195 / 0.0113195 | 0 / 0 | 0 / 0 | -0.0112488 / 0.0112488 | -0.0156133 / 0.0156133 | -0.0145116 / 0.0145116 | 0 / 0 | 0 / 0 | -0.0101601 / 0.0101601 | -0.00685495 / 0.00685495 |
 | btag B EV 2 | 0.0118051 / -0.0118051 | 0.0107301 / -0.0107301 | 0.00496867 / -0.00496867 | 0.00840276 / -0.00840276 | 0.0034048 / -0.0034048 | 0 / 0 | 0 / 0 | 0.00944939 / -0.00944939 | 0 / 0 | 0 / 0 | 0.010436 / -0.010436 | 0.00972492 / -0.00972492 | 0.00870034 / -0.00870034 | 0 / 0 | 0 / 0 | 0.00415316 / -0.00415316 | 0.00517124 / -0.00517124 |
 | btag B EV 3 | -0.000632077 / 0.000632077 | -0.000478178 / 0.000478178 | -0.000523895 / 0.000523895 | 0.000331551 / -0.000331551 | 0.000117183 / -0.000117183 | 0 / 0 | 0 / 0 | -0.00103059 / 0.00103059 | 0 / 0 | 0 / 0 | -0.00128341 / 0.00128341 | -0.000449687 / 0.000449687 | -0.000709563 / 0.000709563 | 0 / 0 | 0 / 0 | 0.00069955 / -0.00069955 | -0.000305295 / 0.000305295 |
 | btag B EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag B EV 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 0 | -0.00526899 / 0.00526899 | -0.015149 / 0.015149 | -0.0013482 / 0.0013482 | -0.00665104 / 0.00665104 | -0.00262266 / 0.00262266 | -0.000494719 / 0.000494719 | -0.252716 / 0.252716 | -0.00582546 / 0.00582546 | -0.0148312 / 0.0148312 | -0.253262 / 0.253262 | -0.00363147 / 0.00363147 | -0.00609779 / 0.00609779 | -0.00842959 / 0.00842959 | 0 / 0 | 0 / 0 | -0.00243634 / 0.00243634 | -0.00298095 / 0.00298095 |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 0 | -0.00255805 / 0.00255805 | -0.00125697 / 0.00125697 | -0.00100324 / 0.00100324 | -0.00198781 / 0.00198781 | -0.000120431 / 0.000120431 | -0.870133 / 0.870133 | -0.162325 / 0.162325 | -0.00368029 / 0.00368029 | -0.85733 / 0.85733 | -0.149818 / 0.149818 | -0.00289574 / 0.00289574 | -0.00263244 / 0.00263244 | -0.00183839 / 0.00183839 | 0 / 0 | 0 / 0 | 0.000705689 / -0.000705689 | -0.00223154 / 0.00223154 |
 | btag L EV 1 | -8.22544e-06 / 8.22544e-06 | 2.262e-05 / -2.262e-05 | -1.0252e-05 / 1.0252e-05 | 1.89245e-05 / -1.89245e-05 | -1.63019e-05 / 1.63019e-05 | 0.00208998 / -0.00208998 | -0.000187695 / 0.000187695 | 0.000189364 / -0.000189364 | 0.00245142 / -0.00245142 | 0.000168681 / -0.000168681 | 0.000272036 / -0.000272036 | -2.66731e-05 / 2.66731e-05 | -4.24683e-05 / 4.24683e-05 | 0 / 0 | 0 / 0 | -1.17123e-05 / 1.17123e-05 | -6.72638e-05 / 6.72638e-05 |
 | btag L EV 2 | 1.19209e-07 / -1.19209e-07 | 1.45137e-05 / -1.45137e-05 | 9.77516e-06 / -9.77516e-06 | -2.74777e-05 / 2.74777e-05 | -2.89083e-06 / 2.89083e-06 | 0.000752777 / -0.000752777 | -0.00021705 / 0.00021705 | 0.000400215 / -0.000400215 | 0.00165558 / -0.00165558 | -0.000153154 / 0.000153154 | -0.000553936 / 0.000553936 | -3.69549e-06 / 3.69549e-06 | -0.000140935 / 0.000140935 | 0 / 0 | 0 / 0 | 1.3113e-06 / -1.3113e-06 | 3.44813e-05 / -3.44813e-05 |
 | btag L EV 3 | -3.75509e-06 / 3.75509e-06 | 8.91089e-06 / -8.91089e-06 | -2.17557e-06 / 2.17557e-06 | -3.15607e-05 / 3.15607e-05 | -1.06394e-05 / 1.06394e-05 | -0.000545859 / 0.000545859 | 0.000386924 / -0.000386924 | -0.000139832 / 0.000139832 | 7.30157e-05 / -7.30157e-05 | -0.000428438 / 0.000428438 | 1.20997e-05 / -1.20997e-05 | -1.0848e-05 / 1.0848e-05 | 6.65188e-05 / -6.65188e-05 | 0 / 0 | 0 / 0 | -1.63913e-06 / 1.63913e-06 | 3.33786e-06 / -3.33786e-06 |
 | btag L EV 4 | 0 / 0 | 3.33786e-06 / -3.33786e-06 | 8.34465e-06 / -8.34465e-06 | -6.4373e-06 / 6.4373e-06 | -7.45058e-07 / 7.45058e-07 | 0.000459075 / -0.000459075 | -5.76079e-05 / 5.76079e-05 | 7.98702e-06 / -7.98702e-06 | 0.000889897 / -0.000889897 | 0.000205636 / -0.000205636 | 0.000178933 / -0.000178933 | 9.05991e-06 / -9.05991e-06 | -1.54078e-05 / 1.54078e-05 | 0 / 0 | 0 / 0 | 3.8743e-07 / -3.8743e-07 | 1.83284e-05 / -1.83284e-05 |
 | btag L EV 5 | 1.19209e-06 / -1.19209e-06 | -7.7486e-07 / 7.7486e-07 | -2.17557e-06 / 2.17557e-06 | -9.23872e-07 / 9.23872e-07 | -8.9407e-08 / 8.9407e-08 | -0.000289828 / 0.000289828 | -0.000136346 / 0.000136346 | -1.07586e-05 / 1.07586e-05 | -0.00030598 / 0.00030598 | -8.74996e-05 / 8.74996e-05 | 3.72231e-05 / -3.72231e-05 | 8.34465e-07 / -8.34465e-07 | 1.50204e-05 / -1.50204e-05 | 0 / 0 | 0 / 0 | -5.66244e-07 / 5.66244e-07 | 2.68221e-07 / -2.68221e-07 |
 | btag L EV 6 | 9.53674e-07 / -9.53674e-07 | -1.19209e-06 / 1.19209e-06 | 3.27826e-07 / -3.27826e-07 | 3.57628e-06 / -3.57628e-06 | 5.06639e-07 / -5.06639e-07 | 8.56221e-05 / -8.56221e-05 | -4.3273e-05 / 4.3273e-05 | 1.10865e-05 / -1.10865e-05 | 7.06017e-05 / -7.06017e-05 | -1.2666e-05 / 1.2666e-05 | -6.27041e-05 / 6.27041e-05 | 3.24845e-06 / -3.24845e-06 | 8.49664e-05 / -8.49664e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -2.23517e-06 / 2.23517e-06 |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 11 | -0.000902384 / 0.000902384 | -0.000805259 / 0.000805259 | -0.000143141 / 0.000143141 | -0.0014095 / 0.0014095 | -6.23167e-05 / 6.23167e-05 | -0.247043 / 0.247043 | -0.0442933 / 0.0442933 | -0.00379047 / 0.00379047 | -0.209053 / 0.209053 | -0.0402741 / 0.0402741 | -0.0020467 / 0.0020467 | -0.00113958 / 0.00113958 | -0.00462338 / 0.00462338 | 0 / 0 | 0 / 0 | 0.000421613 / -0.000421613 | -0.00124466 / 0.00124466 |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 13 | 0.000801057 / -0.000801057 | 0.000283867 / -0.000283867 | 6.25253e-05 / -6.25253e-05 | 0.000312626 / -0.000312626 | 0.000134617 / -0.000134617 | 0.204397 / -0.204397 | 0.0367957 / -0.0367957 | 0.000760108 / -0.000760108 | 0.217304 / -0.217304 | 0.036312 / -0.036312 | -0.00167906 / 0.00167906 | 0.00102934 / -0.00102934 | 0.00176561 / -0.00176561 | 0 / 0 | 0 / 0 | -0.000107765 / 0.000107765 | 0.000305206 / -0.000305206 |
 | btag L EV 14 | -0.000618905 / 0.000618905 | -0.0006001 / 0.0006001 | -0.000184417 / 0.000184417 | -0.00103641 / 0.00103641 | 2.0206e-05 / -2.0206e-05 | -0.16568 / 0.16568 | -0.029396 / 0.029396 | -0.00368154 / 0.00368154 | -0.133762 / 0.133762 | -0.0279961 / 0.0279961 | -0.00545487 / 0.00545487 | -0.000703514 / 0.000703514 | -0.00260028 / 0.00260028 | 0 / 0 | 0 / 0 | 0.000283003 / -0.000283003 | -0.000994146 / 0.000994146 |
 | btag L EV 15 | -0.000210941 / 0.000210941 | -0.000171423 / 0.000171423 | -6.73532e-05 / 6.73532e-05 | -0.000210971 / 0.000210971 | 2.82526e-05 / -2.82526e-05 | -0.0442905 / 0.0442905 | -0.00815314 / 0.00815314 | 2.51532e-05 / -2.51532e-05 | -0.0403895 / 0.0403895 | -0.00821117 / 0.00821117 | -0.00160953 / 0.00160953 | -0.000218332 / 0.000218332 | -7.44164e-05 / 7.44164e-05 | 0 / 0 | 0 / 0 | 3.24547e-05 / -3.24547e-05 | -0.000340164 / 0.000340164 |
 | btag L EV 16 | 0.000106245 / -0.000106245 | -7.18534e-05 / 7.18534e-05 | -1.13845e-05 / 1.13845e-05 | -0.00019604 / 0.00019604 | -2.90871e-05 / 2.90871e-05 | 0.0269365 / -0.0269365 | 0.00579756 / -0.00579756 | -0.000136167 / 0.000136167 | 0.0238012 / -0.0238012 | 0.00661415 / -0.00661415 | 0.00157437 / -0.00157437 | 1.78814e-07 / -1.78814e-07 | 0.00112054 / -0.00112054 | 0 / 0 | 0 / 0 | 2.66433e-05 / -2.66433e-05 | 0.000518739 / -0.000518739 |
 | b-tag extrap. | 0.000483364 / -0.000483364 | 0.00082761 / -0.00082761 | 0.000264019 / -0.000264019 | 0.00135764 / -0.00135764 | 0.000362873 / -0.000362873 | 2.6226e-06 / -2.6226e-06 | 0.0156042 / -0.0156042 | 0.00114083 / -0.00114083 | 0.000267923 / -0.000267923 | 0.00994503 / -0.00994503 | 0.000436366 / -0.000436366 | 0.00130734 / -0.00130734 | 0.00199923 / -0.00199923 | 0 / 0 | 0 / 0 | -0.00178364 / 0.00178364 | 0.0002985 / -0.0002985 |
 | b-tag extrap. from charm | 0.000174642 / -0.000174642 | 0.000127435 / -0.000127435 | 0.00025934 / -0.00025934 | 0.000218749 / -0.000218749 | 0.000456452 / -0.000456452 | 0.000810891 / -0.000810891 | 3.01301e-05 / -3.01301e-05 | 8.34465e-07 / -8.34465e-07 | 0.0226542 / -0.0226542 | -0.00139803 / 0.00139803 | -0.000227273 / 0.000227273 | 4.93228e-05 / -4.93228e-05 | 0.000188828 / -0.000188828 | 0 / 0 | 0 / 0 | 0.00208557 / -0.00208557 | 0.000749886 / -0.000749886 |
 | JVT uncertainty | 0.00663042 / -0.00663042 | 0.00530496 / -0.00530496 | 0.00529623 / -0.00529623 | 0.00225294 / -0.00225294 | 0.00259513 / -0.00259513 | 0.00888604 / -0.00888604 | 0.00825799 / -0.00825799 | 0.0064227 / -0.0064227 | 0.00954121 / -0.00954121 | 0.00746182 / -0.00746182 | 0.00760937 / -0.00760937 | 0.007671 / -0.007671 | 0.00668576 / -0.00668576 | 0 / 0 | 0 / 0 | -0.00288415 / 0.00288415 | 0.00744087 / -0.00744087 |
 | Electron E_{T} res. | 7.03335e-05 / -7.03335e-05 | 0.000207365 / -0.000207365 | -0.000131279 / 0.000131279 | 0.000155836 / -0.000155836 | 0.000332385 / -0.000332385 | 0.000308931 / -0.000308931 | 0.000360847 / -0.000360847 | -0.000213712 / 0.000213712 | -0.000331253 / 0.000331253 | -0.00196651 / 0.00196651 | -0.00149536 / 0.00149536 | 0.000431031 / -0.000431031 | -0.000597954 / 0.000597954 | 0 / 0 | 0 / 0 | 0.000141561 / -0.000141561 | -0.000236452 / 0.000236452 |
 | Electron E_{T} scale | 0.000327021 / -0.000327021 | 0.00033313 / -0.00033313 | 0.000397563 / -0.000397563 | 0.000293672 / -0.000293672 | 0.000250906 / -0.000250906 | 0.000675917 / -0.000675917 | 0.00165781 / -0.00165781 | 2.58088e-05 / -2.58088e-05 | -0.00019449 / 0.00019449 | -0.000146747 / 0.000146747 | 0.00320646 / -0.00320646 | 0.000876218 / -0.000876218 | 0.000404596 / -0.000404596 | 0 / 0 | 0 / 0 | -3.02494e-05 / 3.02494e-05 | 0.000268549 / -0.000268549 |
 | Muon ID p_{T} res. | -4.56274e-05 / 4.56274e-05 | 0.000245929 / -0.000245929 | 0.000150353 / -0.000150353 | -0.000153512 / 0.000153512 | -0.000145882 / 0.000145882 | -0.000728905 / 0.000728905 | -0.000897616 / 0.000897616 | 0.0013912 / -0.0013912 | -0.000190407 / 0.000190407 | -0.000138938 / 0.000138938 | 0.000777811 / -0.000777811 | 0.0004282 / -0.0004282 | -0.000414968 / 0.000414968 | 0 / 0 | 0 / 0 | -0.00239348 / 0.00239348 | 4.78327e-05 / -4.78327e-05 |
 | Muon MS p_{T} res. | 0.000123918 / -0.000123918 | -6.55055e-05 / 6.55055e-05 | 5.23031e-05 / -5.23031e-05 | 0.000233501 / -0.000233501 | -0.000452578 / 0.000452578 | 0.000424981 / -0.000424981 | 0.00072965 / -0.00072965 | 0.0121309 / -0.0121309 | -0.000133425 / 0.000133425 | 0.000596374 / -0.000596374 | 5.64456e-05 / -5.64456e-05 | 0.000449508 / -0.000449508 | -0.00344008 / 0.00344008 | 0 / 0 | 0 / 0 | -8.91089e-06 / 8.91089e-06 | -0.000659555 / 0.000659555 |
 | Muon p_{T} scale | -0.00028953 / 0.00028953 | -0.000220627 / 0.000220627 | -0.000179321 / 0.000179321 | -0.000198513 / 0.000198513 | 7.35223e-05 / -7.35223e-05 | -0.000790656 / 0.000790656 | -0.000153691 / 0.000153691 | -0.000401855 / 0.000401855 | 0.00031659 / -0.00031659 | 0.000138253 / -0.000138253 | 7.14958e-05 / -7.14958e-05 | -0.000317484 / 0.000317484 | 0.000165552 / -0.000165552 | 0 / 0 | 0 / 0 | -2.38419e-07 / 2.38419e-07 | -0.000825018 / 0.000825018 |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Effective NP 1 | 0.0207133 / -0.0207133 | 0.00883609 / -0.00883609 | 0.0013541 / -0.0013541 | -0.00310126 / 0.00310126 | -0.00982568 / 0.00982568 | 0.0620699 / -0.0620699 | 0.0465578 / -0.0465578 | 0.0472565 / -0.0472565 | 0.0577998 / -0.0577998 | 0.0365935 / -0.0365935 | 0.0256444 / -0.0256444 | 0.0322638 / -0.0322638 | 0.0422472 / -0.0422472 | 0 / 0 | 0 / 0 | -0.0994928 / 0.0994928 | 0.0357063 / -0.0357063 |
 | Effective NP 2 | -0.00561997 / 0.00561997 | -0.00435224 / 0.00435224 | -0.00179532 / 0.00179532 | 0.000915587 / -0.000915587 | 0.00177619 / -0.00177619 | -0.0112886 / 0.0112886 | -0.0161572 / 0.0161572 | -0.00936961 / 0.00936961 | -0.020943 / 0.020943 | -0.00859144 / 0.00859144 | -0.014843 / 0.014843 | -0.00841308 / 0.00841308 | -0.0112469 / 0.0112469 | 0 / 0 | 0 / 0 | 0.0375899 / -0.0375899 | -0.0117083 / 0.0117083 |
 | Effective NP 3 | 0.000744551 / -0.000744551 | 0.000635684 / -0.000635684 | 0.000124127 / -0.000124127 | 0.00045982 / -0.00045982 | 0.000331938 / -0.000331938 | 0.00218222 / -0.00218222 | 0.00558421 / -0.00558421 | 0.00440425 / -0.00440425 | 0.0020076 / -0.0020076 | -0.0024662 / 0.0024662 | 0.00497541 / -0.00497541 | 2.33054e-05 / -2.33054e-05 | 0.00378224 / -0.00378224 | 0 / 0 | 0 / 0 | -0.00585949 / 0.00585949 | -0.000248879 / 0.000248879 |
 | Effective NP 4 | -0.000394493 / 0.000394493 | -0.000612915 / 0.000612915 | -0.000948489 / 0.000948489 | -0.000591457 / 0.000591457 | 0.00070104 / -0.00070104 | -0.00236788 / 0.00236788 | 0.000783801 / -0.000783801 | -0.00461611 / 0.00461611 | -0.00140822 / 0.00140822 | 0.000419021 / -0.000419021 | -0.00141844 / 0.00141844 | -0.000186503 / 0.000186503 | -0.00165457 / 0.00165457 | 0 / 0 | 0 / 0 | -0.00202978 / 0.00202978 | -0.00181547 / 0.00181547 |
 | Effective NP 5 | -9.52482e-05 / 9.52482e-05 | -0.000478327 / 0.000478327 | -0.000303835 / 0.000303835 | 0.00077045 / -0.00077045 | 0.000145674 / -0.000145674 | 0.00288394 / -0.00288394 | -0.00506675 / 0.00506675 | -0.00266981 / 0.00266981 | -0.00225964 / 0.00225964 | -0.000384271 / 0.000384271 | -0.00558263 / 0.00558263 | -0.000710905 / 0.000710905 | 0.000829458 / -0.000829458 | 0 / 0 | 0 / 0 | 0.00365365 / -0.00365365 | -0.00147089 / 0.00147089 |
