 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Muon TTVA (syst.) | 0.000383902 / -0.000383902 | 0.000383073 / -0.000383073 | 0.000367206 / -0.000367206 | 0.000356762 / -0.000356762 | 0.000347824 / -0.000347824 | 0.000225486 / -0.000225486 | 0.000258135 / -0.000258135 | 0.000215216 / -0.000215216 | 0.000193483 / -0.000193483 | 0.000227419 / -0.000227419 | 0.000208259 / -0.000208259 | 0.000391025 / -0.000391025 | 0.000283388 / -0.000283388 | 0 / 0 | 0 / 0 | 0.00020768 / -0.00020768 | 0.000397295 / -0.000397295 |
 | Pile-up uncertainty | -0.00561986 / 0.00561986 | -0.00721576 / 0.00721576 | -0.00242376 / 0.00242376 | -0.00331599 / 0.00331599 | -0.00967095 / 0.00967095 | 0.0110152 / -0.0110152 | 0.0255139 / -0.0255139 | -0.0025271 / 0.0025271 | -0.00350409 / 0.00350409 | -0.00406307 / 0.00406307 | -0.00491435 / 0.00491435 | -0.00635536 / 0.00635536 | 0.000221263 / -0.000221263 | 0 / 0 | 0 / 0 | 0.0606421 / -0.0606421 | 0.0128954 / -0.0128954 |
 | btag B EV 0 | -0.0751643 / 0.0751643 | -0.0697683 / 0.0697683 | -0.0475845 / 0.0475845 | -0.0646297 / 0.0646297 | -0.0387923 / 0.0387923 | 0 / 0 | 0 / 0 | -0.0926 / 0.0926 | 0 / 0 | 0 / 0 | -0.0979327 / 0.0979327 | -0.0791665 / 0.0791665 | -0.0837344 / 0.0837344 | 0 / 0 | 0 / 0 | -0.0393171 / 0.0393171 | -0.0453962 / 0.0453962 |
 | btag B EV 1 | -0.0148855 / 0.0148855 | -0.014004 / 0.014004 | -0.00810341 / 0.00810341 | -0.0173321 / 0.0173321 | -0.00956475 / 0.00956475 | 0 / 0 | 0 / 0 | -0.00975518 / 0.00975518 | 0 / 0 | 0 / 0 | -0.00766707 / 0.00766707 | -0.0146134 / 0.0146134 | -0.0124041 / 0.0124041 | 0 / 0 | 0 / 0 | -0.0121368 / 0.0121368 | -0.00753694 / 0.00753694 |
 | btag B EV 2 | 0.0124341 / -0.0124341 | 0.0113461 / -0.0113461 | 0.0066914 / -0.0066914 | 0.00950215 / -0.00950215 | 0.00553421 / -0.00553421 | 0 / 0 | 0 / 0 | 0.0095967 / -0.0095967 | 0 / 0 | 0 / 0 | 0.0108761 / -0.0108761 | 0.0109438 / -0.0109438 | 0.0103538 / -0.0103538 | 0 / 0 | 0 / 0 | 0.00293103 / -0.00293103 | 0.00684237 / -0.00684237 |
 | btag B EV 3 | -0.000531936 / 0.000531936 | -0.000354848 / 0.000354848 | -0.000484448 / 0.000484448 | 0.000408765 / -0.000408765 | 0.000263745 / -0.000263745 | 0 / 0 | 0 / 0 | -0.00189319 / 0.00189319 | 0 / 0 | 0 / 0 | -0.00243787 / 0.00243787 | -0.000711392 / 0.000711392 | -0.00152429 / 0.00152429 | 0 / 0 | 0 / 0 | 0.000235398 / -0.000235398 | -0.000757744 / 0.000757744 |
 | btag B EV 4 | -0.00033396 / 0.00033396 | -0.000333341 / 0.000333341 | -9.56623e-05 / 9.56623e-05 | -0.000304629 / 0.000304629 | -9.60506e-05 / 9.60506e-05 | 0 / 0 | 0 / 0 | 0.00022236 / -0.00022236 | 0 / 0 | 0 / 0 | 0.000219278 / -0.000219278 | -0.000172938 / 0.000172938 | 1.02209e-05 / -1.02209e-05 | 0 / 0 | 0 / 0 | -0.000239341 / 0.000239341 | -6.78163e-05 / 6.78163e-05 |
 | btag B EV 5 | -6.71862e-07 / 6.71862e-07 | -7.83707e-06 / 7.83707e-06 | -1.48366e-05 / 1.48366e-05 | -3.22914e-05 / 3.22914e-05 | -1.98288e-05 / 1.98288e-05 | 0 / 0 | 0 / 0 | -7.42283e-05 / 7.42283e-05 | 0 / 0 | 0 / 0 | -6.63459e-05 / 6.63459e-05 | -3.69773e-05 / 3.69773e-05 | -5.05337e-05 / 5.05337e-05 | 0 / 0 | 0 / 0 | -9.62128e-05 / 9.62128e-05 | -1.42705e-05 / 1.42705e-05 |
 | btag C EV 0 | -0.00849328 / 0.00849328 | -0.0248729 / 0.0248729 | -0.00319347 / 0.00319347 | -0.0111277 / 0.0111277 | -0.00485357 / 0.00485357 | -0.000115845 / 0.000115845 | -0.429967 / 0.429967 | -0.013982 / 0.013982 | -0.0422453 / 0.0422453 | -0.45267 / 0.45267 | -0.00938841 / 0.00938841 | -0.0120463 / 0.0120463 | -0.0112152 / 0.0112152 | 0 / 0 | 0 / 0 | -0.00261773 / 0.00261773 | -0.00577883 / 0.00577883 |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 0 | -0.00227851 / 0.00227851 | -0.00265258 / 0.00265258 | -0.000667276 / 0.000667276 | -0.00211312 / 0.00211312 | -0.00151602 / 0.00151602 | -0.969605 / 0.969605 | -0.225427 / 0.225427 | -0.00758869 / 0.00758869 | -0.915061 / 0.915061 | -0.187401 / 0.187401 | -0.0064544 / 0.0064544 | -0.00568489 / 0.00568489 | -0.00241488 / 0.00241488 | 0 / 0 | 0 / 0 | 0.000533077 / -0.000533077 | -0.00436371 / 0.00436371 |
 | btag L EV 1 | 7.92798e-06 / -7.92798e-06 | 1.99757e-05 / -1.99757e-05 | -1.82085e-06 / 1.82085e-06 | 1.69887e-05 / -1.69887e-05 | -8.75437e-06 / 8.75437e-06 | 0.00175039 / -0.00175039 | 0.00024569 / -0.00024569 | -0.000171143 / 0.000171143 | -1.42048e-05 / 1.42048e-05 | -0.000610991 / 0.000610991 | 0.000182045 / -0.000182045 | 2.31408e-05 / -2.31408e-05 | 3.90566e-05 / -3.90566e-05 | 0 / 0 | 0 / 0 | 5.35756e-06 / -5.35756e-06 | -3.35707e-05 / 3.35707e-05 |
 | btag L EV 2 | -1.92601e-06 / 1.92601e-06 | -6.89426e-06 / 6.89426e-06 | 2.69756e-06 / -2.69756e-06 | -4.1499e-06 / 4.1499e-06 | 1.5498e-05 / -1.5498e-05 | 0.000496735 / -0.000496735 | 0.000186807 / -0.000186807 | 2.95522e-05 / -2.95522e-05 | 6.46181e-05 / -6.46181e-05 | -0.000258524 / 0.000258524 | 4.91215e-05 / -4.91215e-05 | -7.34739e-06 / 7.34739e-06 | 0.000222805 / -0.000222805 | 0 / 0 | 0 / 0 | -2.75319e-06 / 2.75319e-06 | -6.31021e-06 / 6.31021e-06 |
 | btag L EV 3 | -1.03019e-06 / 1.03019e-06 | 5.89253e-08 / -5.89253e-08 | 3.37195e-08 / -3.37195e-08 | -8.68885e-06 / 8.68885e-06 | -2.6294e-06 / 2.6294e-06 | -0.000398411 / 0.000398411 | -0.000177088 / 0.000177088 | 6.00786e-05 / -6.00786e-05 | -0.000940444 / 0.000940444 | -0.000191031 / 0.000191031 | -0.000110712 / 0.000110712 | -5.63071e-06 / 5.63071e-06 | -2.32398e-05 / 2.32398e-05 | 0 / 0 | 0 / 0 | 2.60437e-06 / -2.60437e-06 | -4.71956e-06 / 4.71956e-06 |
 | btag L EV 4 | -1.92601e-06 / 1.92601e-06 | -2.18024e-06 / 2.18024e-06 | 1.5511e-06 / -1.5511e-06 | -1.42653e-06 / 1.42653e-06 | 1.5498e-05 / -1.5498e-05 | 0.000186375 / -0.000186375 | -4.84168e-05 / 4.84168e-05 | -1.43817e-06 / 1.43817e-06 | 0.000486539 / -0.000486539 | 0.000141496 / -0.000141496 | -3.04472e-05 / 3.04472e-05 | -9.61341e-06 / 9.61341e-06 | -3.69439e-05 / 3.69439e-05 | 0 / 0 | 0 / 0 | -1.71144e-06 / 1.71144e-06 | 6.02527e-06 / -6.02527e-06 |
 | btag L EV 5 | 4.92699e-07 / -4.92699e-07 | -1.47313e-06 / 1.47313e-06 | 5.73232e-07 / -5.73232e-07 | -2.93951e-06 / 2.93951e-06 | -5.35161e-06 / 5.35161e-06 | -0.000180369 / 0.000180369 | -2.56816e-05 / 2.56816e-05 | -3.09439e-05 / 3.09439e-05 | -0.000288878 / 0.000288878 | -9.76541e-05 / 9.76541e-05 | -3.76966e-06 / 3.76966e-06 | 2.19735e-06 / -2.19735e-06 | 1.9928e-05 / -1.9928e-05 | 0 / 0 | 0 / 0 | 6.69695e-07 / -6.69695e-07 | -2.6492e-06 / 2.6492e-06 |
 | btag L EV 6 | 5.3749e-07 / -5.3749e-07 | -5.89253e-07 / 5.89253e-07 | 2.02317e-07 / -2.02317e-07 | 1.90204e-06 / -1.90204e-06 | -2.47473e-07 / 2.47473e-07 | 0.00012329 / -0.00012329 | 6.15654e-05 / -6.15654e-05 | 1.33147e-05 / -1.33147e-05 | 0.000262789 / -0.000262789 | 0.000139169 / -0.000139169 | -9.91709e-06 / 9.91709e-06 | 3.8797e-06 / -3.8797e-06 | -4.39672e-06 / 4.39672e-06 | 0 / 0 | 0 / 0 | -4.46463e-07 / 4.46463e-07 | 1.77547e-06 / -1.77547e-06 |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 11 | -0.000557825 / 0.000557825 | -0.000182492 / 0.000182492 | -0.000116332 / 0.000116332 | -0.000957373 / 0.000957373 | -0.000235656 / 0.000235656 | -0.222017 / 0.222017 | -0.0338626 / 0.0338626 | -0.00302754 / 0.00302754 | -0.189003 / 0.189003 | -0.0306509 / 0.0306509 | -0.00323779 / 0.00323779 | -0.000761073 / 0.000761073 | -0.00202409 / 0.00202409 | 0 / 0 | 0 / 0 | 0.000279188 / -0.000279188 | -0.000766674 / 0.000766674 |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 13 | 0.000489608 / -0.000489608 | 0.000234935 / -0.000234935 | 0.00028176 / -0.00028176 | 0.000506547 / -0.000506547 | -2.06331e-05 / 2.06331e-05 | 0.229043 / -0.229043 | 0.0451225 / -0.0451225 | 0.00076367 / -0.00076367 | 0.223394 / -0.223394 | 0.0436995 / -0.0436995 | 0.00330025 / -0.00330025 | 0.000915711 / -0.000915711 | 0.00164432 / -0.00164432 | 0 / 0 | 0 / 0 | -5.2013e-05 / 5.2013e-05 | 0.000791757 / -0.000791757 |
 | btag L EV 14 | -0.000415166 / 0.000415166 | -0.000257386 / 0.000257386 | -3.66868e-05 / 3.66868e-05 | -0.000658667 / 0.000658667 | -0.000279274 / 0.000279274 | -0.152557 / 0.152557 | -0.0266834 / 0.0266834 | -0.00307528 / 0.00307528 | -0.12817 / 0.12817 | -0.0221951 / 0.0221951 | -0.00258569 / 0.00258569 | -0.000693745 / 0.000693745 | -0.00119631 / 0.00119631 | 0 / 0 | 0 / 0 | 0.000211772 / -0.000211772 | -0.000707821 / 0.000707821 |
 | btag L EV 15 | -0.000131237 / 0.000131237 | -6.64088e-05 / 6.64088e-05 | -2.18503e-05 / 2.18503e-05 | -0.000158129 / 0.000158129 | -5.98576e-05 / 5.98576e-05 | -0.0459181 / 0.0459181 | -0.008275 / 0.008275 | -0.00161238 / 0.00161238 | -0.0436344 / 0.0436344 | -0.00774455 / 0.00774455 | 0.00117312 / -0.00117312 | -0.000227666 / 0.000227666 | -0.000103409 / 0.000103409 | 0 / 0 | 0 / 0 | 4.92598e-05 / -4.92598e-05 | -0.000298677 / 0.000298677 |
 | btag L EV 16 | 9.85398e-06 / -9.85398e-06 | -5.81593e-05 / 5.81593e-05 | 6.52473e-05 / -6.52473e-05 | -9.63123e-05 / 9.63123e-05 | 1.74469e-05 / -1.74469e-05 | 0.026061 / -0.026061 | 0.00630139 / -0.00630139 | -1.68869e-05 / 1.68869e-05 | 0.0319684 / -0.0319684 | 0.00565478 / -0.00565478 | -0.00205116 / 0.00205116 | -2.60935e-05 / 2.60935e-05 | -9.64994e-05 / 9.64994e-05 | 0 / 0 | 0 / 0 | 6.02725e-06 / -6.02725e-06 | -0.000177557 / 0.000177557 |
 | b-tag extrap. | 0.00034583 / -0.00034583 | 0.000713173 / -0.000713173 | 0.000354729 / -0.000354729 | 0.00140535 / -0.00140535 | 0.000445297 / -0.000445297 | 1.63792e-06 / -1.63792e-06 | 0.00937034 / -0.00937034 | 0.000975639 / -0.000975639 | 0.00026395 / -0.00026395 | 0.00783793 / -0.00783793 | 0.00033057 / -0.00033057 | 0.000755065 / -0.000755065 | 0.000783587 / -0.000783587 | 0 / 0 | 0 / 0 | -0.000329267 / 0.000329267 | 0.000351113 / -0.000351113 |
 | b-tag extrap. from charm | 0.000246573 / -0.000246573 | 0.000168232 / -0.000168232 | 0.000101664 / -0.000101664 | 0.000535294 / -0.000535294 | 0.000181336 / -0.000181336 | 0.000102891 / -0.000102891 | 4.06331e-05 / -4.06331e-05 | 4.31452e-06 / -4.31452e-06 | 0.035056 / -0.035056 | 0.00715998 / -0.00715998 | 0.00188373 / -0.00188373 | 0.000111584 / -0.000111584 | -1.20481e-05 / 1.20481e-05 | 0 / 0 | 0 / 0 | -0.000325695 / 0.000325695 | 0.000181251 / -0.000181251 |
 | JVT uncertainty | 0.00344213 / -0.00344213 | 0.0020486 / -0.0020486 | 0.0022699 / -0.0022699 | -0.000909477 / 0.000909477 | -0.00144277 / 0.00144277 | 0.00733563 / -0.00733563 | 0.00559313 / -0.00559313 | 0.00615014 / -0.00615014 | 0.00754537 / -0.00754537 | 0.00733843 / -0.00733843 | 0.00692631 / -0.00692631 | 0.00542687 / -0.00542687 | 0.00567257 / -0.00567257 | 0 / 0 | 0 / 0 | -0.00832587 / 0.00832587 | 0.00579714 / -0.00579714 |
 | Electron E_{T} res. | 5.74666e-05 / -5.74666e-05 | 1.70294e-05 / -1.70294e-05 | -3.16964e-06 / 3.16964e-06 | 0.000102018 / -0.000102018 | 0.000517064 / -0.000517064 | 5.56395e-05 / -5.56395e-05 | -0.000796832 / 0.000796832 | 0.000692411 / -0.000692411 | -0.00116159 / 0.00116159 | -0.000861652 / 0.000861652 | 0.000137447 / -0.000137447 | -6.40322e-05 / 6.40322e-05 | 0.0012602 / -0.0012602 | 0 / 0 | 0 / 0 | -0.000455988 / 0.000455988 | 9.42365e-05 / -9.42365e-05 |
 | Electron E_{T} scale | 0.000285004 / -0.000285004 | 0.000293566 / -0.000293566 | 0.000708683 / -0.000708683 | 0.000298101 / -0.000298101 | 0.000289884 / -0.000289884 | 0.000323464 / -0.000323464 | 0.000469348 / -0.000469348 | 0.00137754 / -0.00137754 | 0.000587922 / -0.000587922 | -0.000563249 / 0.000563249 | -0.000820741 / 0.000820741 | 0.000678535 / -0.000678535 | 0.000304744 / -0.000304744 | 0 / 0 | 0 / 0 | 0.000455988 / -0.000455988 | 0.000182124 / -0.000182124 |
 | Muon ID p_{T} res. | -1.35716e-05 / 1.35716e-05 | -0.000128398 / 0.000128398 | -1.56796e-05 / 1.56796e-05 | 0.000169325 / -0.000169325 | 0.00011755 / -0.00011755 | -2.73482e-05 / 2.73482e-05 | -4.93402e-05 / 4.93402e-05 | 0.00133235 / -0.00133235 | -0.000217204 / 0.000217204 | -0.000899833 / 0.000899833 | -0.00117619 / 0.00117619 | -0.000180869 / 0.000180869 | 0.000460342 / -0.000460342 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000371511 / -0.000371511 |
 | Muon MS p_{T} res. | 3.34587e-05 / -3.34587e-05 | 1.00173e-06 / -1.00173e-06 | 0.000310017 / -0.000310017 | 9.11249e-05 / -9.11249e-05 | 8.58732e-05 / -8.58732e-05 | -3.8764e-05 / 3.8764e-05 | 3.60597e-05 / -3.60597e-05 | -0.000442169 / 0.000442169 | -0.00108022 / 0.00108022 | -5.29942e-05 / 5.29942e-05 | 0.000923682 / -0.000923682 | 0.000369121 / -0.000369121 | -0.00128133 / 0.00128133 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000117359 / -0.000117359 |
 | Muon p_{T} scale | -0.000190227 / 0.000190227 | -0.00022592 / 0.00022592 | -2.90325e-05 / 2.90325e-05 | -6.05194e-05 / 6.05194e-05 | -9.71333e-06 / 9.71333e-06 | -0.000669759 / 0.000669759 | -0.000190369 / 0.000190369 | -0.000267083 / 0.000267083 | -5.57052e-05 / 5.57052e-05 | 9.89121e-05 / -9.89121e-05 | 4.44239e-05 / -4.44239e-05 | -0.000377876 / 0.000377876 | -0.000647402 / 0.000647402 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000523554 / 0.000523554 |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Effective NP 1 | 0.00043568 / -0.00043568 | -0.0154492 / 0.0154492 | -0.0185156 / 0.0185156 | -0.0192183 / 0.0192183 | -0.0328578 / 0.0328578 | 0.0523227 / -0.0523227 | 0.0587758 / -0.0587758 | 0.0333394 / -0.0333394 | 0.0568631 / -0.0568631 | 0.0510844 / -0.0510844 | 0.0447442 / -0.0447442 | 0.0169816 / -0.0169816 | 0.0205249 / -0.0205249 | 0 / 0 | 0 / 0 | -0.0635779 / 0.0635779 | 0.00347195 / -0.00347195 |
