 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Muon ID (syst.) | 0.00350133 / -0.00350133 | 0.00354087 / -0.00354087 | 0.00361368 / -0.00361368 | 0.00396559 / -0.00396559 | 0.00369892 / -0.00369892 | 0.00450271 / -0.00450271 | 0.00483605 / -0.00483605 | 0.0045132 / -0.0045132 | 0.00277048 / -0.00277048 | 0.00305972 / -0.00305972 | 0.00283509 / -0.00283509 | 0.00419006 / -0.00419006 | 0.00419751 / -0.00419751 | 0.00417095 / -0.00417095 | 0 / 0 | 0 / 0 | 0.00368029 / -0.00368029 |
 | Muon Trig. (stat.) | 0.00271025 / -0.00271025 | 0.00271362 / -0.00271362 | 0.00261793 / -0.00261793 | 0.00261661 / -0.00261661 | 0.0026854 / -0.0026854 | 0.00264883 / -0.00264883 | 0.00291941 / -0.00291941 | 0.00256684 / -0.00256684 | 0.00166818 / -0.00166818 | 0.00185502 / -0.00185502 | 0.00166425 / -0.00166425 | 0.0028328 / -0.0028328 | 0.00246403 / -0.00246403 | 0.0026345 / -0.0026345 | 0 / 0 | 0 / 0 | 0.00304237 / -0.00304237 |
 | Muon Trig. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Muon Isol. (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Muon Isol. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Muon TTVA (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Muon TTVA (syst.) | 0.000402033 / -0.000402033 | 0.000387311 / -0.000387311 | 0.000356466 / -0.000356466 | 0.000348985 / -0.000348985 | 0.000391752 / -0.000391752 | 0.000231296 / -0.000231296 | 0.000286579 / -0.000286579 | 0.000172734 / -0.000172734 | 0.000170231 / -0.000170231 | 0.000143021 / -0.000143021 | 0.000283241 / -0.000283241 | 0.000382364 / -0.000382364 | 0.000314772 / -0.000314772 | 0.000344604 / -0.000344604 | 0 / 0 | 0 / 0 | 0.000476986 / -0.000476986 |
 | Pile-up uncertainty | 0.00796685 / -0.00796685 | -0.0032604 / 0.0032604 | -0.00166392 / 0.00166392 | 0.000282943 / -0.000282943 | -0.00422171 / 0.00422171 | 0.00625733 / -0.00625733 | -0.0189174 / 0.0189174 | 0.0223613 / -0.0223613 | 0.000941485 / -0.000941485 | -0.0108553 / 0.0108553 | 0.0397277 / -0.0397277 | 0.00680354 / -0.00680354 | 0.0178925 / -0.0178925 | -0.000796408 / 0.000796408 | 0 / 0 | 0 / 0 | -0.000396401 / 0.000396401 |
 | btag B EV 0 | -0.0452734 / 0.0452734 | -0.0404265 / 0.0404265 | -0.0145876 / 0.0145876 | -0.0332994 / 0.0332994 | -0.0106373 / 0.0106373 | 0 / 0 | 0 / 0 | -0.0470212 / 0.0470212 | 0 / 0 | 0 / 0 | -0.0481138 / 0.0481138 | -0.0421178 / 0.0421178 | -0.0441996 / 0.0441996 | -0.00266516 / 0.00266516 | 0 / 0 | 0 / 0 | -0.0189914 / 0.0189914 |
 | btag B EV 1 | -0.0140923 / 0.0140923 | -0.0127174 / 0.0127174 | -0.00386024 / 0.00386024 | -0.0141801 / 0.0141801 | -0.00298882 / 0.00298882 | 0 / 0 | 0 / 0 | -0.0136148 / 0.0136148 | 0 / 0 | 0 / 0 | -0.0122024 / 0.0122024 | -0.0182129 / 0.0182129 | -0.0176311 / 0.0176311 | 0.000366896 / -0.000366896 | 0 / 0 | 0 / 0 | -0.0056403 / 0.0056403 |
 | btag B EV 2 | 0.0109901 / -0.0109901 | 0.00956592 / -0.00956592 | 0.00267625 / -0.00267625 | 0.00716111 / -0.00716111 | 0.00172764 / -0.00172764 | 0 / 0 | 0 / 0 | 0.00800702 / -0.00800702 | 0 / 0 | 0 / 0 | 0.00940835 / -0.00940835 | 0.00792417 / -0.00792417 | 0.00754637 / -0.00754637 | 0.000871181 / -0.000871181 | 0 / 0 | 0 / 0 | 0.00368136 / -0.00368136 |
 | btag B EV 3 | -0.000586003 / 0.000586003 | -0.000486612 / 0.000486612 | -0.000491321 / 0.000491321 | 0.000114948 / -0.000114948 | -0.000124127 / 0.000124127 | 0 / 0 | 0 / 0 | -0.000903815 / 0.000903815 | 0 / 0 | 0 / 0 | -0.00158355 / 0.00158355 | -0.000261277 / 0.000261277 | -0.000673652 / 0.000673652 | -0.000351489 / 0.000351489 | 0 / 0 | 0 / 0 | -0.000282198 / 0.000282198 |
 | btag B EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag B EV 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag C EV 0 | -0.00519806 / 0.00519806 | -0.0156099 / 0.0156099 | -0.00108373 / 0.00108373 | -0.00720692 / 0.00720692 | -0.00261617 / 0.00261617 | -9.26852e-05 / 9.26852e-05 | -0.224666 / 0.224666 | -0.00541145 / 0.00541145 | -0.0134456 / 0.0134456 | -0.233189 / 0.233189 | -0.00615251 / 0.00615251 | -0.00486815 / 0.00486815 | -0.00740403 / 0.00740403 | -0.00132304 / 0.00132304 | 0 / 0 | 0 / 0 | -0.00745922 / 0.00745922 |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 0 | -0.00353172 / 0.00353172 | -0.0015924 / 0.0015924 | -0.00145897 / 0.00145897 | -0.00184354 / 0.00184354 | -0.0007267 / 0.0007267 | -0.802886 / 0.802886 | -0.177954 / 0.177954 | -0.000831485 / 0.000831485 | -0.760995 / 0.760995 | -0.164577 / 0.164577 | -0.00641409 / 0.00641409 | -0.00491196 / 0.00491196 | -0.00228232 / 0.00228232 | 0.00140738 / -0.00140738 | 0 / 0 | 0 / 0 | -0.00426832 / 0.00426832 |
 | btag L EV 1 | 1.49012e-05 / -1.49012e-05 | 6.9648e-05 / -6.9648e-05 | -5.39422e-06 / 5.39422e-06 | 5.30481e-05 / -5.30481e-05 | -1.39177e-05 / 1.39177e-05 | 0.0016174 / -0.0016174 | 0.000224859 / -0.000224859 | 8.22842e-05 / -8.22842e-05 | 0.00206056 / -0.00206056 | -0.000283897 / 0.000283897 | -0.000200629 / 0.000200629 | -2.38419e-06 / 2.38419e-06 | 3.16501e-05 / -3.16501e-05 | -1.88053e-05 / 1.88053e-05 | 0 / 0 | 0 / 0 | 1.95503e-05 / -1.95503e-05 |
 | btag L EV 2 | 8.61287e-06 / -8.61287e-06 | 2.03848e-05 / -2.03848e-05 | 4.91738e-06 / -4.91738e-06 | 2.85208e-05 / -2.85208e-05 | 5.48363e-06 / -5.48363e-06 | 0.000694335 / -0.000694335 | 0.000453383 / -0.000453383 | 7.83205e-05 / -7.83205e-05 | 8.33869e-05 / -8.33869e-05 | 0.000113755 / -0.000113755 | -2.37823e-05 / 2.37823e-05 | 1.7792e-05 / -1.7792e-05 | -0.00126016 / 0.00126016 | 1.34706e-05 / -1.34706e-05 | 0 / 0 | 0 / 0 | 1.54674e-05 / -1.54674e-05 |
 | btag L EV 3 | 1.07288e-06 / -1.07288e-06 | 2.02656e-05 / -2.02656e-05 | 1.37091e-06 / -1.37091e-06 | 1.23978e-05 / -1.23978e-05 | -3.45707e-06 / 3.45707e-06 | -0.00108698 / 0.00108698 | -5.08428e-05 / 5.08428e-05 | 0.000274152 / -0.000274152 | -0.000925362 / 0.000925362 | -0.000444859 / 0.000444859 | 0.00065586 / -0.00065586 | -1.89841e-05 / 1.89841e-05 | -0.000127017 / 0.000127017 | -3.30806e-06 / 3.30806e-06 | 0 / 0 | 0 / 0 | 1.54674e-05 / -1.54674e-05 |
 | btag L EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 5 | 0 / 0 | -3.48687e-06 / 3.48687e-06 | -1.2815e-06 / 1.2815e-06 | -9.83477e-07 / 9.83477e-07 | 2.11596e-06 / -2.11596e-06 | -0.000619859 / 0.000619859 | -8.35955e-05 / 8.35955e-05 | -2.36034e-05 / 2.36034e-05 | -0.000163257 / 0.000163257 | -5.06341e-05 / 5.06341e-05 | -0.000101656 / 0.000101656 | -3.30806e-06 / 3.30806e-06 | 2.65241e-05 / -2.65241e-05 | 4.05312e-06 / -4.05312e-06 | 0 / 0 | 0 / 0 | 9.95398e-06 / -9.95398e-06 |
 | btag L EV 6 | 2.68221e-07 / -2.68221e-07 | -4.85778e-06 / 4.85778e-06 | -1.87755e-06 / 1.87755e-06 | -2.23517e-06 / 2.23517e-06 | 2.11596e-06 / -2.11596e-06 | 0.0002473 / -0.0002473 | 5.16176e-05 / -5.16176e-05 | 1.2219e-06 / -1.2219e-06 | 0.000454783 / -0.000454783 | -5.33462e-06 / 5.33462e-06 | 3.00407e-05 / -3.00407e-05 | 7.51019e-06 / -7.51019e-06 | 0.000119686 / -0.000119686 | 3.27826e-07 / -3.27826e-07 | 0 / 0 | 0 / 0 | -3.69549e-06 / 3.69549e-06 |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 11 | -0.00111854 / 0.00111854 | -0.00109777 / 0.00109777 | -0.00020963 / 0.00020963 | -0.00166896 / 0.00166896 | 7.57575e-05 / -7.57575e-05 | -0.273154 / 0.273154 | -0.0628824 / 0.0628824 | -0.00667146 / 0.00667146 | -0.261842 / 0.261842 | -0.0478274 / 0.0478274 | -0.00198653 / 0.00198653 | -0.000587612 / 0.000587612 | -0.00485557 / 0.00485557 | 0.000329077 / -0.000329077 | 0 / 0 | 0 / 0 | -0.000433326 / 0.000433326 |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 13 | 0.000711799 / -0.000711799 | 0.000473171 / -0.000473171 | 0.000273049 / -0.000273049 | 0.000497073 / -0.000497073 | -5.46873e-05 / 5.46873e-05 | 0.176183 / -0.176183 | 0.0463317 / -0.0463317 | -0.00138861 / 0.00138861 | 0.187039 / -0.187039 | 0.0466988 / -0.0466988 | 0.00166357 / -0.00166357 | 0.00132883 / -0.00132883 | 0.000435591 / -0.000435591 | 0.000139624 / -0.000139624 | 0 / 0 | 0 / 0 | -0.000491202 / 0.000491202 |
 | btag L EV 14 | -0.000895798 / 0.000895798 | -0.0007523 / 0.0007523 | -0.000233561 / 0.000233561 | -0.00110784 / 0.00110784 | -5.23627e-05 / 5.23627e-05 | -0.183534 / 0.183534 | -0.0417258 / 0.0417258 | -0.00445911 / 0.00445911 | -0.178229 / 0.178229 | -0.0274777 / 0.0274777 | 0.00385872 / -0.00385872 | -0.000371933 / 0.000371933 | -0.00238928 / 0.00238928 | 0.000389844 / -0.000389844 | 0 / 0 | 0 / 0 | -0.000953525 / 0.000953525 |
 | btag L EV 15 | -0.000275701 / 0.000275701 | -0.000186741 / 0.000186741 | -0.000101894 / 0.000101894 | -0.000232249 / 0.000232249 | -2.32756e-05 / 2.32756e-05 | -0.0410651 / 0.0410651 | -0.00958019 / 0.00958019 | -0.000239015 / 0.000239015 | -0.049475 / 0.049475 | -0.00649562 / 0.00649562 | -1.86861e-05 / 1.86861e-05 | -0.000121653 / 0.000121653 | -0.00152203 / 0.00152203 | 6.76215e-05 / -6.76215e-05 | 0 / 0 | 0 / 0 | -0.000273645 / 0.000273645 |
 | btag L EV 16 | 4.04716e-05 / -4.04716e-05 | 8.76784e-05 / -8.76784e-05 | -0.000194699 / 0.000194699 | 0.000107467 / -0.000107467 | -0.000162929 / 0.000162929 | 0.0214666 / -0.0214666 | 0.00566533 / -0.00566533 | 0.000438839 / -0.000438839 | 0.0417312 / -0.0417312 | 0.00796038 / -0.00796038 | 0.00216416 / -0.00216416 | 0.0003407 / -0.0003407 | 0.000686169 / -0.000686169 | 0.000123978 / -0.000123978 | 0 / 0 | 0 / 0 | -0.000484914 / 0.000484914 |
 | b-tag extrap. | 0.000743479 / -0.000743479 | 0.00130382 / -0.00130382 | 0.000322551 / -0.000322551 | 0.00163126 / -0.00163126 | 0.000345439 / -0.000345439 | 9.12845e-05 / -9.12845e-05 | 0.0193218 / -0.0193218 | 0.000959665 / -0.000959665 | 0.000383258 / -0.000383258 | 0.0137819 / -0.0137819 | 0.00114509 / -0.00114509 | 0.00225213 / -0.00225213 | 0.00334308 / -0.00334308 | -0.000312537 / 0.000312537 | 0 / 0 | 0 / 0 | 0.000628352 / -0.000628352 |
 | b-tag extrap. from charm | 0.000164002 / -0.000164002 | 0.000162452 / -0.000162452 | -1.46329e-05 / 1.46329e-05 | 0.000479609 / -0.000479609 | 0.00020349 / -0.00020349 | 0.000216395 / -0.000216395 | 6.72638e-05 / -6.72638e-05 | -6.4373e-06 / 6.4373e-06 | 0.0222767 / -0.0222767 | 0.00770885 / -0.00770885 | 0.000820905 / -0.000820905 | 8.85129e-06 / -8.85129e-06 | -9.87053e-05 / 9.87053e-05 | -0.00014025 / 0.00014025 | 0 / 0 | 0 / 0 | -0.000154316 / 0.000154316 |
 | JVT uncertainty | 0.0100631 / -0.0100631 | 0.00955197 / -0.00955197 | 0.00924835 / -0.00924835 | 0.00687838 / -0.00687838 | 0.0079003 / -0.0079003 | 0.0113015 / -0.0113015 | 0.0107321 / -0.0107321 | 0.00960749 / -0.00960749 | 0.010781 / -0.010781 | 0.0108088 / -0.0108088 | 0.0108733 / -0.0108733 | 0.0104142 / -0.0104142 | 0.00883296 / -0.00883296 | 0.00536308 / -0.00536308 | 0 / 0 | 0 / 0 | 0.0103643 / -0.0103643 |
 | Electron E_{T} res. | 5.80251e-05 / -5.80251e-05 | 0.000179261 / -0.000179261 | 6.1065e-05 / -6.1065e-05 | -0.000103951 / 0.000103951 | -0.000295013 / 0.000295013 | 0.000257015 / -0.000257015 | 0.000227779 / -0.000227779 | 0.0021008 / -0.0021008 | 0.00125411 / -0.00125411 | -0.000471264 / 0.000471264 | 0.0007765 / -0.0007765 | 0.000277042 / -0.000277042 | -0.00017938 / 0.00017938 | 0.00155014 / -0.00155014 | 0 / 0 | 0 / 0 | -0.00057739 / 0.00057739 |
 | Electron E_{T} scale | 0.000184208 / -0.000184208 | 0.000323743 / -0.000323743 | 0.00036785 / -0.00036785 | 0.000531733 / -0.000531733 | 0.000225991 / -0.000225991 | 0.00043112 / -0.00043112 | 8.51452e-05 / -8.51452e-05 | 0.00177106 / -0.00177106 | 0.000363618 / -0.000363618 | 0.00327113 / -0.00327113 | -0.000256658 / 0.000256658 | -0.000594229 / 0.000594229 | 0.00238958 / -0.00238958 | 0.000395685 / -0.000395685 | 0 / 0 | 0 / 0 | -0.000133365 / 0.000133365 |
 | Muon ID p_{T} res. | 0.000189364 / -0.000189364 | -0.000127167 / 0.000127167 | -9.2566e-05 / 9.2566e-05 | 0.000133425 / -0.000133425 | -0.00027138 / 0.00027138 | 2.35438e-05 / -2.35438e-05 | -0.000427246 / 0.000427246 | 0.00176957 / -0.00176957 | 1.54972e-05 / -1.54972e-05 | -0.000578612 / 0.000578612 | -0.000366479 / 0.000366479 | -0.000263214 / 0.000263214 | 0.0010027 / -0.0010027 | -0.000388324 / 0.000388324 | 0 / 0 | 0 / 0 | 0.000350416 / -0.000350416 |
 | Muon MS p_{T} res. | -5.67436e-05 / 5.67436e-05 | -0.0001508 / 0.0001508 | 0.000245899 / -0.000245899 | -0.000106156 / 0.000106156 | 0.000110239 / -0.000110239 | -0.000265151 / 0.000265151 | 0.000245512 / -0.000245512 | -0.00115868 / 0.00115868 | -0.000452578 / 0.000452578 | 0.000306755 / -0.000306755 | 0.000832677 / -0.000832677 | -0.000150621 / 0.000150621 | -0.000118613 / 0.000118613 | -0.000257701 / 0.000257701 | 0 / 0 | 0 / 0 | 0.000219941 / -0.000219941 |
 | Muon p_{T} scale | -0.000196874 / 0.000196874 | -0.000146329 / 0.000146329 | -0.000281185 / 0.000281185 | -0.000131011 / 0.000131011 | -0.000185519 / 0.000185519 | -0.000475407 / 0.000475407 | -0.000424832 / 0.000424832 | -0.00132558 / 0.00132558 | -0.000499457 / 0.000499457 | -3.93391e-05 / 3.93391e-05 | -0.000171483 / 0.000171483 | -0.000321835 / 0.000321835 | 5.96046e-07 / -5.96046e-07 | -1.71065e-05 / 1.71065e-05 | 0 / 0 | 0 / 0 | -0.000367284 / 0.000367284 |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Effective NP 1 | 0.0414356 / -0.0414356 | 0.0336287 / -0.0336287 | 0.0372501 / -0.0372501 | 0.0224882 / -0.0224882 | 0.0216883 / -0.0216883 | 0.079718 / -0.079718 | 0.0702457 / -0.0702457 | 0.0489899 / -0.0489899 | 0.0661472 / -0.0661472 | 0.0647404 / -0.0647404 | 0.0562276 / -0.0562276 | 0.0477667 / -0.0477667 | 0.0332905 / -0.0332905 | 0.0006257 / -0.0006257 | 0 / 0 | 0 / 0 | 0.0381404 / -0.0381404 |
 | Effective NP 2 | -0.0120294 / 0.0120294 | -0.00962633 / 0.00962633 | -0.00977737 / 0.00977737 | -0.00607434 / 0.00607434 | -0.00443676 / 0.00443676 | -0.0148075 / 0.0148075 | -0.0153459 / 0.0153459 | -0.00947985 / 0.00947985 | -0.0387557 / 0.0387557 | -0.00495145 / 0.00495145 | -0.00471056 / 0.00471056 | -0.0138939 / 0.0138939 | -0.00918853 / 0.00918853 | -3.99947e-05 / 3.99947e-05 | 0 / 0 | 0 / 0 | -0.00633308 / 0.00633308 |
 | Effective NP 3 | 0.00195715 / -0.00195715 | 0.00162992 / -0.00162992 | 0.000784159 / -0.000784159 | 0.00149578 / -0.00149578 | -9.66787e-05 / 9.66787e-05 | 0.0074912 / -0.0074912 | 0.00367007 / -0.00367007 | 0.00139925 / -0.00139925 | 0.010903 / -0.010903 | -0.00333306 / 0.00333306 | -0.00550207 / 0.00550207 | 0.00169823 / -0.00169823 | 0.00157565 / -0.00157565 | -0.000157326 / 0.000157326 | 0 / 0 | 0 / 0 | -0.00391996 / 0.00391996 |
 | Effective NP 4 | -0.00162327 / 0.00162327 | -0.000749797 / 0.000749797 | 0.000555575 / -0.000555575 | -0.00126457 / 0.00126457 | 0.000523478 / -0.000523478 | -0.00385475 / 0.00385475 | -0.00327036 / 0.00327036 | -0.0014644 / 0.0014644 | -0.00447851 / 0.00447851 | 0.00507697 / -0.00507697 | 0.00404334 / -0.00404334 | 0.000997066 / -0.000997066 | -0.00164518 / 0.00164518 | -0.00124547 / 0.00124547 | 0 / 0 | 0 / 0 | 4.47035e-06 / -4.47035e-06 |
 | Effective NP 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Effective NP 6 | 0.00174811 / -0.00174811 | 0.0020085 / -0.0020085 | 0.0027419 / -0.0027419 | 0.00193399 / -0.00193399 | 0.000978798 / -0.000978798 | 0.00370061 / -0.00370061 | 0.000502646 / -0.000502646 | -0.00499687 / 0.00499687 | 0.0116057 / -0.0116057 | 0.00460717 / -0.00460717 | -0.000489622 / 0.000489622 | 0.00271469 / -0.00271469 | 0.00383517 / -0.00383517 | 0.00127351 / -0.00127351 | 0 / 0 | 0 / 0 | 0.00149304 / -0.00149304 |
