 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | btag B EV 0 | -0.0443659 / 0.0443659 | -0.0427411 / 0.0427411 | -0.0633926 / 0.0633926 | -0.048677 / 0.048677 | -0.0481949 / 0.0481949 | 0 / 0 | 0 / 0 | -0.0743134 / 0.0743134 | 0 / 0 | 0 / 0 | -0.0739474 / 0.0739474 | -0.0591633 / 0.0591633 | -0.0683104 / 0.0683104 | -0.0467886 / 0.0467886 | 0 / 0 | 0 / 0 | -0.0663844 / 0.0663844 |
 | btag B EV 1 | -0.0167372 / 0.0167372 | -0.0174531 / 0.0174531 | -0.0215115 / 0.0215115 | -0.0229056 / 0.0229056 | -0.0218458 / 0.0218458 | 0 / 0 | 0 / 0 | -0.0155412 / 0.0155412 | 0 / 0 | 0 / 0 | -0.0191177 / 0.0191177 | -0.019894 / 0.019894 | -0.0157314 / 0.0157314 | -0.0372483 / 0.0372483 | 0 / 0 | 0 / 0 | -0.0199227 / 0.0199227 |
 | btag B EV 2 | 0.012603 / -0.012603 | 0.011697 / -0.011697 | 0.0150246 / -0.0150246 | 0.0114301 / -0.0114301 | 0.0122913 / -0.0122913 | 0 / 0 | 0 / 0 | 0.0127388 / -0.0127388 | 0 / 0 | 0 / 0 | 0.0119133 / -0.0119133 | 0.0108318 / -0.0108318 | 0.0124766 / -0.0124766 | 0.00727337 / -0.00727337 | 0 / 0 | 0 / 0 | 0.0176903 / -0.0176903 |
 | btag B EV 3 | 0.000222146 / -0.000222146 | 0.000408392 / -0.000408392 | -0.000295002 / 0.000295002 | 0.000784827 / -0.000784827 | 0.000848732 / -0.000848732 | 0 / 0 | 0 / 0 | -0.00278801 / 0.00278801 | 0 / 0 | 0 / 0 | -0.00183273 / 0.00183273 | -0.000685249 / 0.000685249 | -0.00167872 / 0.00167872 | 0.00154266 / -0.00154266 | 0 / 0 | 0 / 0 | -0.00118575 / 0.00118575 |
 | btag B EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag B EV 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag C EV 0 | -0.112746 / 0.112746 | -0.141186 / 0.141186 | -0.00425331 / 0.00425331 | -0.02854 / 0.02854 | -0.00446895 / 0.00446895 | -0.000524671 / 0.000524671 | -0.364465 / 0.364465 | -0.0351168 / 0.0351168 | -0.0258253 / 0.0258253 | -0.365535 / 0.365535 | -0.017825 / 0.017825 | -0.0557818 / 0.0557818 | -0.0323097 / 0.0323097 | -0.00647468 / 0.00647468 | 0 / 0 | 0 / 0 | -0.00631512 / 0.00631512 |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 0 | -0.077476 / 0.077476 | -0.0151093 / 0.0151093 | -0.00254358 / 0.00254358 | -0.0105398 / 0.0105398 | -0.001506 / 0.001506 | -0.958273 / 0.958273 | -0.256903 / 0.256903 | -0.0367376 / 0.0367376 | -0.975685 / 0.975685 | -0.259396 / 0.259396 | -0.0335011 / 0.0335011 | -0.0264109 / 0.0264109 | -0.0235152 / 0.0235152 | -0.000651427 / 0.000651427 | 0 / 0 | 0 / 0 | -0.00226047 / 0.00226047 |
 | btag L EV 1 | 9.65076e-05 / -9.65076e-05 | 9.6526e-06 / -9.6526e-06 | -6.27769e-06 / 6.27769e-06 | 5.7678e-05 / -5.7678e-05 | -3.09016e-06 / 3.09016e-06 | 0.0034964 / -0.0034964 | 0.00104064 / -0.00104064 | -1.74073e-05 / 1.74073e-05 | 0.00214449 / -0.00214449 | 0.000502752 / -0.000502752 | -0.000474778 / 0.000474778 | -6.77789e-05 / 6.77789e-05 | 0.00020413 / -0.00020413 | 0.00021066 / -0.00021066 | 0 / 0 | 0 / 0 | 0.000118736 / -0.000118736 |
 | btag L EV 2 | -9.9831e-06 / 9.9831e-06 | 4.12957e-06 / -4.12957e-06 | -1.30743e-05 / 1.30743e-05 | 6.84151e-05 / -6.84151e-05 | 1.56308e-06 / -1.56308e-06 | 0.000285334 / -0.000285334 | -0.000227591 / 0.000227591 | 9.21218e-05 / -9.21218e-05 | 0.000923249 / -0.000923249 | -0.000569983 / 0.000569983 | -0.000425088 / 0.000425088 | 0.000104075 / -0.000104075 | -0.000272097 / 0.000272097 | 0.00022862 / -0.00022862 | 0 / 0 | 0 / 0 | -3.60852e-05 / 3.60852e-05 |
 | btag L EV 3 | -0.000151693 / 0.000151693 | -4.06176e-05 / 4.06176e-05 | -3.06998e-06 / 3.06998e-06 | -1.7904e-05 / 1.7904e-05 | -1.27069e-05 / 1.27069e-05 | -0.00142026 / 0.00142026 | -0.00045491 / 0.00045491 | -0.000119919 / 0.000119919 | -0.000394947 / 0.000394947 | -0.000491277 / 0.000491277 | 0.000201219 / -0.000201219 | -6.87377e-05 / 6.87377e-05 | -0.000158654 / 0.000158654 | 0.000170264 / -0.000170264 | 0 / 0 | 0 / 0 | 2.69303e-05 / -2.69303e-05 |
 | btag L EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 5 | -3.60623e-05 / 3.60623e-05 | -1.50677e-05 / 1.50677e-05 | -1.04104e-06 / 1.04104e-06 | -1.69457e-05 / 1.69457e-05 | -5.63025e-06 / 5.63025e-06 | -0.000348289 / 0.000348289 | -0.000187732 / 0.000187732 | -0.000136105 / 0.000136105 | -0.000377984 / 0.000377984 | -5.649e-05 / 5.649e-05 | -7.19513e-05 / 7.19513e-05 | -2.39068e-06 / 2.39068e-06 | -3.08009e-05 / 3.08009e-05 | 2.96786e-06 / -2.96786e-06 | 0 / 0 | 0 / 0 | 2.2391e-05 / -2.2391e-05 |
 | btag L EV 6 | 3.94282e-05 / -3.94282e-05 | 8.32904e-06 / -8.32904e-06 | 7.99813e-07 / -7.99813e-07 | 6.56906e-06 / -6.56906e-06 | 1.09636e-06 / -1.09636e-06 | 0.000299044 / -0.000299044 | 2.79208e-06 / -2.79208e-06 | 2.77265e-05 / -2.77265e-05 | 0.000138428 / -0.000138428 | 7.6421e-05 / -7.6421e-05 | 5.71449e-05 / -5.71449e-05 | 1.49873e-05 / -1.49873e-05 | 1.84566e-05 / -1.84566e-05 | -4.40074e-05 / 4.40074e-05 | 0 / 0 | 0 / 0 | -2.23286e-06 / 2.23286e-06 |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 11 | -0.0262187 / 0.0262187 | -0.00462591 / 0.00462591 | -0.000671748 / 0.000671748 | -0.005228 / 0.005228 | -0.000750001 / 0.000750001 | -0.381839 / 0.381839 | -0.0814169 / 0.0814169 | -0.0145865 / 0.0145865 | -0.332407 / 0.332407 | -0.0729273 / 0.0729273 | -0.0123731 / 0.0123731 | -0.0136063 / 0.0136063 | -0.0094225 / 0.0094225 | -0.002498 / 0.002498 | 0 / 0 | 0 / 0 | 0.00014665 / -0.00014665 |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 13 | 0.0222807 / -0.0222807 | 0.00462429 / -0.00462429 | 0.000794177 / -0.000794177 | 0.00159773 / -0.00159773 | 0.000580963 / -0.000580963 | 0.274896 / -0.274896 | 0.0714982 / -0.0714982 | 0.00964709 / -0.00964709 | 0.287014 / -0.287014 | 0.0716637 / -0.0716637 | 0.00998507 / -0.00998507 | 0.00439306 / -0.00439306 | 0.00620619 / -0.00620619 | -0.000591581 / 0.000591581 | 0 / 0 | 0 / 0 | -0.000546439 / 0.000546439 |
 | btag L EV 14 | -0.0179725 / 0.0179725 | -0.00311338 / 0.00311338 | -0.000440954 / 0.000440954 | -0.0040032 / 0.0040032 | -0.000418486 / 0.000418486 | -0.264914 / 0.264914 | -0.0539919 / 0.0539919 | -0.0115336 / 0.0115336 | -0.226327 / 0.226327 | -0.0504485 / 0.0504485 | -0.00938048 / 0.00938048 | -0.0104475 / 0.0104475 | -0.00808047 / 0.00808047 | -0.00195668 / 0.00195668 | 0 / 0 | 0 / 0 | -0.000275886 / 0.000275886 |
 | btag L EV 15 | -0.00553678 / 0.00553678 | -0.00092547 / 0.00092547 | -0.000152459 / 0.000152459 | -0.000935686 / 0.000935686 | -6.09798e-05 / 6.09798e-05 | -0.0692527 / 0.0692527 | -0.0138774 / 0.0138774 | -0.00337383 / 0.00337383 | -0.0657705 / 0.0657705 | -0.0163656 / 0.0163656 | -0.00348031 / 0.00348031 | -0.00306701 / 0.00306701 | -0.00178419 / 0.00178419 | -0.000579454 / 0.000579454 | 0 / 0 | 0 / 0 | 4.10928e-05 / -4.10928e-05 |
 | btag L EV 16 | 0.00369115 / -0.00369115 | 6.68889e-05 / -6.68889e-05 | 0.000103701 / -0.000103701 | -4.59995e-05 / 4.59995e-05 | -3.08728e-05 / 3.08728e-05 | 0.0337452 / -0.0337452 | 0.00983949 / -0.00983949 | 0.000603241 / -0.000603241 | 0.046178 / -0.046178 | 0.0124974 / -0.0124974 | 0.00235786 / -0.00235786 | 0.00310617 / -0.00310617 | 0.00136756 / -0.00136756 | 0.00159819 / -0.00159819 | 0 / 0 | 0 / 0 | -0.000681591 / 0.000681591 |
 | b-tag extrap. | 0.00300572 / -0.00300572 | 0.00694103 / -0.00694103 | 0.00112771 / -0.00112771 | 0.0033481 / -0.0033481 | 0.00116329 / -0.00116329 | 1.10846e-05 / -1.10846e-05 | 0.021275 / -0.021275 | 0.00377146 / -0.00377146 | 0.000467688 / -0.000467688 | 0.0156249 / -0.0156249 | 0.001715 / -0.001715 | 0.00407304 / -0.00407304 | 0.00452126 / -0.00452126 | 0.00519981 / -0.00519981 | 0 / 0 | 0 / 0 | 0.000507201 / -0.000507201 |
 | b-tag extrap. from charm | 0.00525678 / -0.00525678 | 0.00122752 / -0.00122752 | 0.000156104 / -0.000156104 | 0.00275081 / -0.00275081 | 0.00063917 / -0.00063917 | 0.000984198 / -0.000984198 | 7.28333e-05 / -7.28333e-05 | 2.94467e-05 / -2.94467e-05 | 0.0433855 / -0.0433855 | 0.00715518 / -0.00715518 | 0.00153785 / -0.00153785 | 0.00380119 / -0.00380119 | -0.00128014 / 0.00128014 | 0.00063162 / -0.00063162 | 0 / 0 | 0 / 0 | 0.000100384 / -0.000100384 |
 | JVT uncertainty | 0.0073276 / -0.0073276 | 0.00573582 / -0.00573582 | 0.00517703 / -0.00517703 | 0.00281526 / -0.00281526 | 0.00275453 / -0.00275453 | 0.00869435 / -0.00869435 | 0.00764 / -0.00764 | 0.00837771 / -0.00837771 | 0.00882389 / -0.00882389 | 0.00797127 / -0.00797127 | 0.00729765 / -0.00729765 | 0.0060889 / -0.0060889 | 0.00771945 / -0.00771945 | -0.00683811 / 0.00683811 | 0 / 0 | 0 / 0 | 0.00800544 / -0.00800544 |
 | Electron E_{T} res. | -0.000314595 / 0.000314595 | 0.000211958 / -0.000211958 | 0.000181915 / -0.000181915 | -9.60456e-05 / 9.60456e-05 | 0.000433333 / -0.000433333 | 0.000457996 / -0.000457996 | -0.000332628 / 0.000332628 | -9.97508e-05 / 9.97508e-05 | -0.00154995 / 0.00154995 | -0.00264666 / 0.00264666 | 8.58617e-05 / -8.58617e-05 | 0.000525347 / -0.000525347 | 9.26961e-05 / -9.26961e-05 | 4.90751e-05 / -4.90751e-05 | 0 / 0 | 0 / 0 | 0.000132351 / -0.000132351 |
 | Electron E_{T} scale | 0.000601936 / -0.000601936 | 0.000129603 / -0.000129603 | 0.000311376 / -0.000311376 | 0.000214561 / -0.000214561 | 0.000257723 / -0.000257723 | 0.000642404 / -0.000642404 | 0.000305175 / -0.000305175 | 0.000137906 / -0.000137906 | -0.000248768 / 0.000248768 | -0.00087128 / 0.00087128 | 0.000109863 / -0.000109863 | 5.17249e-05 / -5.17249e-05 | 0.00010867 / -0.00010867 | -5.77148e-06 / 5.77148e-06 | 0 / 0 | 0 / 0 | 0.000299985 / -0.000299985 |
 | Muon ID p_{T} res. | -0.000180776 / 0.000180776 | -0.000246509 / 0.000246509 | -0.000340353 / 0.000340353 | 0.00010433 / -0.00010433 | -7.99605e-05 / 7.99605e-05 | -8.17066e-05 / 8.17066e-05 | 2.94911e-05 / -2.94911e-05 | 7.43045e-05 / -7.43045e-05 | 9.49577e-05 / -9.49577e-05 | 0.000114542 / -0.000114542 | -8.18828e-07 / 8.18828e-07 | 0.000388002 / -0.000388002 | 6.82937e-05 / -6.82937e-05 | 0.00133001 / -0.00133001 | 0 / 0 | 0 / 0 | -0.000897544 / 0.000897544 |
 | Muon MS p_{T} res. | -0.000158145 / 0.000158145 | -0.000693127 / 0.000693127 | -1.68885e-06 / 1.68885e-06 | 4.13421e-05 / -4.13421e-05 | 6.88402e-06 / -6.88402e-06 | 0.000144467 / -0.000144467 | -7.32103e-05 / 7.32103e-05 | -0.000664607 / 0.000664607 | -0.000443076 / 0.000443076 | -0.00472581 / 0.00472581 | 0.000164438 / -0.000164438 | 0.000256541 / -0.000256541 | -0.000853209 / 0.000853209 | -0.00132886 / 0.00132886 | 0 / 0 | 0 / 0 | 0.00021399 / -0.00021399 |
 | Muon p_{T} scale | -0.0006042 / 0.0006042 | -0.000103573 / 0.000103573 | -0.000153189 / 0.000153189 | 9.55832e-05 / -9.55832e-05 | -5.62817e-05 / 5.62817e-05 | -0.000328471 / 0.000328471 | -0.000163349 / 0.000163349 | -2.92031e-05 / 2.92031e-05 | 0.0005523 / -0.0005523 | 7.49314e-05 / -7.49314e-05 | 1.17403e-05 / -1.17403e-05 | -0.000446356 / 0.000446356 | -1.70629e-06 / 1.70629e-06 | -1.53792e-06 / 1.53792e-06 | 0 / 0 | 0 / 0 | 0.000331399 / -0.000331399 |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Effective NP 1 | 0.0253735 / -0.0253735 | 0.00692936 / -0.00692936 | 0.00489401 / -0.00489401 | -0.00178238 / 0.00178238 | -0.0106333 / 0.0106333 | 0.0629589 / -0.0629589 | 0.0489252 / -0.0489252 | 0.0433685 / -0.0433685 | 0.0539509 / -0.0539509 | 0.0560492 / -0.0560492 | 0.0215902 / -0.0215902 | 0.0105561 / -0.0105561 | 0.0387787 / -0.0387787 | -0.0360286 / 0.0360286 | 0 / 0 | 0 / 0 | 0.032061 / -0.032061 |
 | Effective NP 2 | -0.00665026 / 0.00665026 | 0.000210999 / -0.000210999 | -0.00155603 / 0.00155603 | 0.0019829 / -0.0019829 | 0.00411316 / -0.00411316 | -0.0131276 / 0.0131276 | -0.0165451 / 0.0165451 | -0.0076526 / 0.0076526 | -0.0137472 / 0.0137472 | -0.0233468 / 0.0233468 | -0.0116711 / 0.0116711 | -4.38292e-05 / 4.38292e-05 | -0.00667878 / 0.00667878 | 0.00208344 / -0.00208344 | 0 / 0 | 0 / 0 | -0.0124849 / 0.0124849 |
 | Effective NP 3 | 0.00109673 / -0.00109673 | -0.000181703 / 0.000181703 | 2.83084e-05 / -2.83084e-05 | -0.00036783 / 0.00036783 | -0.000815631 / 0.000815631 | 0.00153147 / -0.00153147 | 0.00198085 / -0.00198085 | 8.65405e-05 / -8.65405e-05 | 0.00175072 / -0.00175072 | 0.000497166 / -0.000497166 | 0.00245714 / -0.00245714 | 0.000610279 / -0.000610279 | 0.00343295 / -0.00343295 | 0.000120185 / -0.000120185 | 0 / 0 | 0 / 0 | 0.000856311 / -0.000856311 |
 | Effective NP 4 | -0.000897319 / 0.000897319 | 3.60575e-05 / -3.60575e-05 | -0.000121022 / 0.000121022 | 7.58932e-05 / -7.58932e-05 | 0.000457626 / -0.000457626 | -0.00071197 / 0.00071197 | -0.00183647 / 0.00183647 | 0.000259506 / -0.000259506 | -0.000644141 / 0.000644141 | -4.47905e-05 / 4.47905e-05 | -0.0020147 / 0.0020147 | -0.000994914 / 0.000994914 | -0.00272096 / 0.00272096 | -2.84787e-05 / 2.84787e-05 | 0 / 0 | 0 / 0 | -0.000988424 / 0.000988424 |
 | Effective NP 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Effective NP 6 | 0.00129101 / -0.00129101 | -0.000247505 / 0.000247505 | 7.16486e-05 / -7.16486e-05 | -0.000307385 / 0.000307385 | -0.000974173 / 0.000974173 | 0.00231329 / -0.00231329 | 0.00637889 / -0.00637889 | 0.000571292 / -0.000571292 | 0.00267032 / -0.00267032 | 0.002271 / -0.002271 | 0.00365326 / -0.00365326 | -0.00103547 / 0.00103547 | 0.00509472 / -0.00509472 | -0.00213126 / 0.00213126 | 0 / 0 | 0 / 0 | 0.00155838 / -0.00155838 |
