 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Muon ID (syst.) | 0.00345147 / -0.00345147 | 0.00327739 / -0.00327739 | 0.0034874 / -0.0034874 | 0.00367446 / -0.00367446 | 0.00358343 / -0.00358343 | 0.00400485 / -0.00400485 | 0.00393355 / -0.00393355 | 0.003729 / -0.003729 | 0.00266222 / -0.00266222 | 0.00342751 / -0.00342751 | 0.00313433 / -0.00313433 | 0.00360091 / -0.00360091 | 0.00390298 / -0.00390298 | 0.00495226 / -0.00495226 | 0 / 0 | 0 / 0 | 0.00330594 / -0.00330594 |
 | Muon Trig. (stat.) | 0.00268476 / -0.00268476 | 0.00255992 / -0.00255992 | 0.00268525 / -0.00268525 | 0.002794 / -0.002794 | 0.00266498 / -0.00266498 | 0.00266487 / -0.00266487 | 0.00265544 / -0.00265544 | 0.00249321 / -0.00249321 | 0.00171426 / -0.00171426 | 0.002214 / -0.002214 | 0.00223353 / -0.00223353 | 0.0025392 / -0.0025392 | 0.00243682 / -0.00243682 | 0.00364605 / -0.00364605 | 0 / 0 | 0 / 0 | 0.00276308 / -0.00276308 |
 | Muon Trig. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Muon Isol. (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Muon Isol. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Muon TTVA (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Muon TTVA (syst.) | 0.000378194 / -0.000378194 | 0.000386537 / -0.000386537 | 0.000346513 / -0.000346513 | 0.000377588 / -0.000377588 | 0.000370754 / -0.000370754 | 0.000231438 / -0.000231438 | 0.000189888 / -0.000189888 | 0.000258587 / -0.000258587 | 0.000172002 / -0.000172002 | 0.000271826 / -0.000271826 | 0.000335419 / -0.000335419 | 0.000426832 / -0.000426832 | 0.000314239 / -0.000314239 | 0.000412043 / -0.000412043 | 0 / 0 | 0 / 0 | 0.000369456 / -0.000369456 |
 | Pile-up uncertainty | -0.00190502 / 0.00190502 | -0.010609 / 0.010609 | -0.00300044 / 0.00300044 | 0.00816001 / -0.00816001 | -0.0104485 / 0.0104485 | 0.00781372 / -0.00781372 | 0.0520597 / -0.0520597 | 0.00697837 / -0.00697837 | 0.0139156 / -0.0139156 | -0.00796713 / 0.00796713 | -0.0112666 / 0.0112666 | 0.00197904 / -0.00197904 | -0.0214405 / 0.0214405 | 0.068522 / -0.068522 | 0 / 0 | 0 / 0 | -0.00823309 / 0.00823309 |
 | btag B EV 0 | -0.0449357 / 0.0449357 | -0.0437698 / 0.0437698 | -0.0665984 / 0.0665984 | -0.0521439 / 0.0521439 | -0.0535606 / 0.0535606 | 0 / 0 | 0 / 0 | -0.0783063 / 0.0783063 | 0 / 0 | 0 / 0 | -0.0771924 / 0.0771924 | -0.0564486 / 0.0564486 | -0.0700344 / 0.0700344 | -0.0553019 / 0.0553019 | 0 / 0 | 0 / 0 | -0.065924 / 0.065924 |
 | btag B EV 1 | -0.0161197 / 0.0161197 | -0.0167135 / 0.0167135 | -0.0228296 / 0.0228296 | -0.0252981 / 0.0252981 | -0.0248919 / 0.0248919 | 0 / 0 | 0 / 0 | -0.0131688 / 0.0131688 | 0 / 0 | 0 / 0 | -0.011931 / 0.011931 | -0.0182177 / 0.0182177 | -0.0146754 / 0.0146754 | -0.0290308 / 0.0290308 | 0 / 0 | 0 / 0 | -0.0204052 / 0.0204052 |
 | btag B EV 2 | 0.0129216 / -0.0129216 | 0.01232 / -0.01232 | 0.0163435 / -0.0163435 | 0.0127705 / -0.0127705 | 0.0139562 / -0.0139562 | 0 / 0 | 0 / 0 | 0.0132699 / -0.0132699 | 0 / 0 | 0 / 0 | 0.0134267 / -0.0134267 | 0.0132431 / -0.0132431 | 0.0137909 / -0.0137909 | 0.00993442 / -0.00993442 | 0 / 0 | 0 / 0 | 0.0183965 / -0.0183965 |
 | btag B EV 3 | -9.35265e-05 / 9.35265e-05 | 0.000262045 / -0.000262045 | -0.000348125 / 0.000348125 | 0.000921501 / -0.000921501 | 0.00112079 / -0.00112079 | 0 / 0 | 0 / 0 | -0.00249562 / 0.00249562 | 0 / 0 | 0 / 0 | -0.0023474 / 0.0023474 | -0.000660661 / 0.000660661 | -0.00235721 / 0.00235721 | -0.00137763 / 0.00137763 | 0 / 0 | 0 / 0 | -0.00155896 / 0.00155896 |
 | btag B EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag B EV 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag C EV 0 | -0.122961 / 0.122961 | -0.142882 / 0.142882 | -0.00435848 / 0.00435848 | -0.0310009 / 0.0310009 | -0.00408577 / 0.00408577 | -0.000255334 / 0.000255334 | -0.369129 / 0.369129 | -0.0359092 / 0.0359092 | -0.0315035 / 0.0315035 | -0.364003 / 0.364003 | -0.0231106 / 0.0231106 | -0.0715035 / 0.0715035 | -0.032801 / 0.032801 | -0.0295062 / 0.0295062 | 0 / 0 | 0 / 0 | -0.0112007 / 0.0112007 |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 0 | -0.0552222 / 0.0552222 | -0.0104032 / 0.0104032 | -0.00294449 / 0.00294449 | -0.00948753 / 0.00948753 | -0.00168785 / 0.00168785 | -0.958273 / 0.958273 | -0.276748 / 0.276748 | -0.0463298 / 0.0463298 | -0.975685 / 0.975685 | -0.276193 / 0.276193 | -0.0413134 / 0.0413134 | -0.0341333 / 0.0341333 | -0.0255096 / 0.0255096 | 0.000258304 / -0.000258304 | 0 / 0 | 0 / 0 | -0.00112357 / 0.00112357 |
 | btag L EV 1 | -1.19258e-05 / 1.19258e-05 | 3.23209e-05 / -3.23209e-05 | -4.25759e-05 / 4.25759e-05 | 0.000169143 / -0.000169143 | 1.42543e-05 / -1.42543e-05 | 0.00332518 / -0.00332518 | 0.00059268 / -0.00059268 | 0.000199766 / -0.000199766 | 0.000552856 / -0.000552856 | -1.84759e-05 / 1.84759e-05 | -0.00019804 / 0.00019804 | 1.42904e-05 / -1.42904e-05 | -5.42268e-05 / 5.42268e-05 | -1.65086e-05 / 1.65086e-05 | 0 / 0 | 0 / 0 | -9.15888e-07 / 9.15888e-07 |
 | btag L EV 2 | -5.98138e-06 / 5.98138e-06 | 5.63188e-05 / -5.63188e-05 | -1.09018e-05 / 1.09018e-05 | -1.19612e-05 / 1.19612e-05 | 2.05167e-05 / -2.05167e-05 | 0.000690387 / -0.000690387 | 0.000291951 / -0.000291951 | 2.18687e-05 / -2.18687e-05 | -0.000239881 / 0.000239881 | -7.04555e-06 / 7.04555e-06 | -0.000137156 / 0.000137156 | 8.45968e-05 / -8.45968e-05 | 5.22382e-05 / -5.22382e-05 | -1.19681e-05 / 1.19681e-05 | 0 / 0 | 0 / 0 | 1.33967e-06 / -1.33967e-06 |
 | btag L EV 3 | -8.05645e-05 / 8.05645e-05 | 6.04893e-06 / -6.04893e-06 | -1.79461e-05 / 1.79461e-05 | -2.77143e-05 / 2.77143e-05 | 3.6593e-06 / -3.6593e-06 | -0.000727874 / 0.000727874 | -0.000236099 / 0.000236099 | -6.82739e-05 / 6.82739e-05 | -0.00126309 / 0.00126309 | -0.000273031 / 0.000273031 | 3.59632e-05 / -3.59632e-05 | -9.2038e-05 / 9.2038e-05 | 2.39896e-05 / -2.39896e-05 | -2.89719e-07 / 2.89719e-07 | 0 / 0 | 0 / 0 | 2.05887e-06 / -2.05887e-06 |
 | btag L EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 5 | -3.07197e-05 / 3.07197e-05 | -9.23999e-06 / 9.23999e-06 | -5.82515e-06 / 5.82515e-06 | 2.85143e-05 / -2.85143e-05 | -2.789e-06 / 2.789e-06 | -0.000340617 / 0.000340617 | 8.17174e-06 / -8.17174e-06 | -2.23824e-05 / 2.23824e-05 | -0.000427303 / 0.000427303 | -0.000139579 / 0.000139579 | -7.69134e-05 / 7.69134e-05 | -3.61958e-05 / 3.61958e-05 | 4.38179e-05 / -4.38179e-05 | 1.91846e-07 / -1.91846e-07 | 0 / 0 | 0 / 0 | 8.09136e-07 / -8.09136e-07 |
 | btag L EV 6 | 1.65497e-05 / -1.65497e-05 | -3.83993e-07 / 3.83993e-07 | 3.1893e-06 / -3.1893e-06 | 2.13328e-05 / -2.13328e-05 | -1.00293e-06 / 1.00293e-06 | 0.000266233 / -0.000266233 | 3.56096e-05 / -3.56096e-05 | 1.51129e-05 / -1.51129e-05 | 0.000304432 / -0.000304432 | 6.27951e-05 / -6.27951e-05 | 6.43267e-06 / -6.43267e-06 | 1.7662e-06 / -1.7662e-06 | 4.57985e-05 / -4.57985e-05 | -1.86626e-06 / 1.86626e-06 | 0 / 0 | 0 / 0 | -7.02673e-07 / 7.02673e-07 |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 11 | -0.0170549 / 0.0170549 | -0.00308742 / 0.00308742 | -0.0004973 / 0.0004973 | -0.00566755 / 0.00566755 | -0.00104158 / 0.00104158 | -0.359186 / 0.359186 | -0.0502621 / 0.0502621 | -0.00807746 / 0.00807746 | -0.289436 / 0.289436 | -0.0651494 / 0.0651494 | -0.00872629 / 0.00872629 | -0.0183044 / 0.0183044 | -0.0105239 / 0.0105239 | 0.000238263 / -0.000238263 | 0 / 0 | 0 / 0 | -7.87515e-05 / 7.87515e-05 |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | btag L EV 13 | 0.0127545 / -0.0127545 | 0.00231533 / -0.00231533 | 0.000121106 / -0.000121106 | 0.00133218 / -0.00133218 | 0.000648928 / -0.000648928 | 0.328799 / -0.328799 | 0.0599459 / -0.0599459 | 0.00388377 / -0.00388377 | 0.310801 / -0.310801 | 0.0814287 / -0.0814287 | 0.012125 / -0.012125 | 0.0123261 / -0.0123261 | 0.0086276 / -0.0086276 | 9.68502e-06 / -9.68502e-06 | 0 / 0 | 0 / 0 | 0.000458413 / -0.000458413 |
 | btag L EV 14 | -0.0132045 / 0.0132045 | -0.00235419 / 0.00235419 | -0.000637023 / 0.000637023 | -0.00423684 / 0.00423684 | -0.00065288 / 0.00065288 | -0.240432 / 0.240432 | -0.03656 / 0.03656 | -0.00977108 / 0.00977108 | -0.199435 / 0.199435 | -0.0431495 / 0.0431495 | -0.00224119 / 0.00224119 | -0.0118182 / 0.0118182 | -0.00809498 / 0.00809498 | 0.000165469 / -0.000165469 | 0 / 0 | 0 / 0 | -6.62334e-06 / 6.62334e-06 |
 | btag L EV 15 | -0.00433502 / 0.00433502 | -0.000761475 / 0.000761475 | -0.000247207 / 0.000247207 | -0.00086429 / 0.00086429 | -0.000163407 / 0.000163407 | -0.0702912 / 0.0702912 | -0.013547 / 0.013547 | -0.00186331 / 0.00186331 | -0.0657444 / 0.0657444 | -0.0154212 / 0.0154212 | -0.000437046 / 0.000437046 | -0.00357756 / 0.00357756 | -0.00304811 / 0.00304811 | 2.28009e-05 / -2.28009e-05 | 0 / 0 | 0 / 0 | -2.1132e-05 / 2.1132e-05 |
 | btag L EV 16 | 0.000466228 / -0.000466228 | 0.000773746 / -0.000773746 | 7.05846e-05 / -7.05846e-05 | -0.000284516 / 0.000284516 | 5.52892e-05 / -5.52892e-05 | 0.0423165 / -0.0423165 | 0.0074822 / -0.0074822 | 0.00133551 / -0.00133551 | 0.0503483 / -0.0503483 | 0.0137841 / -0.0137841 | 0.00345273 / -0.00345273 | 0.00216919 / -0.00216919 | 0.00118874 / -0.00118874 | -2.85475e-05 / 2.85475e-05 | 0 / 0 | 0 / 0 | 2.82411e-05 / -2.82411e-05 |
 | b-tag extrap. | 0.0023576 / -0.0023576 | 0.00527155 / -0.00527155 | 0.00117834 / -0.00117834 | 0.00388662 / -0.00388662 | 0.00133791 / -0.00133791 | 8.83632e-06 / -8.83632e-06 | 0.013563 / -0.013563 | 0.00319651 / -0.00319651 | 0.000433021 / -0.000433021 | 0.0109576 / -0.0109576 | 0.00130202 / -0.00130202 | 0.00315797 / -0.00315797 | 0.00351941 / -0.00351941 | 0.00605277 / -0.00605277 | 0 / 0 | 0 / 0 | 0.00070828 / -0.00070828 |
 | b-tag extrap. from charm | 0.00822372 / -0.00822372 | 0.00330227 / -0.00330227 | 0.000111856 / -0.000111856 | 0.00305048 / -0.00305048 | 0.000752206 / -0.000752206 | 0.000430312 / -0.000430312 | 9.74015e-05 / -9.74015e-05 | 8.97644e-06 / -8.97644e-06 | 0.0513411 / -0.0513411 | 0.0124895 / -0.0124895 | 0.002036 / -0.002036 | 0.00334234 / -0.00334234 | 0.00204556 / -0.00204556 | 0.0336992 / -0.0336992 | 0 / 0 | 0 / 0 | 7.53387e-05 / -7.53387e-05 |
 | JVT uncertainty | 0.0045117 / -0.0045117 | 0.00264932 / -0.00264932 | 0.0015423 / -0.0015423 | -0.00136196 / 0.00136196 | -0.000689938 / 0.000689938 | 0.00728498 / -0.00728498 | 0.00553655 / -0.00553655 | 0.00373631 / -0.00373631 | 0.00782279 / -0.00782279 | 0.00654496 / -0.00654496 | 0.00556292 / -0.00556292 | 0.00510768 / -0.00510768 | 0.0049327 / -0.0049327 | -0.0082603 / 0.0082603 | 0 / 0 | 0 / 0 | 0.00518668 / -0.00518668 |
 | Electron E_{T} res. | 0.000112417 / -0.000112417 | -0.000237992 / 0.000237992 | -3.17433e-05 / 3.17433e-05 | 7.15091e-05 / -7.15091e-05 | 0.000165791 / -0.000165791 | 4.14368e-05 / -4.14368e-05 | -0.000110976 / 0.000110976 | -0.000381221 / 0.000381221 | -0.000244074 / 0.000244074 | -7.04491e-05 / 7.04491e-05 | 0.000327951 / -0.000327951 | -0.000832229 / 0.000832229 | -0.000269402 / 0.000269402 | -6.68372e-05 / 6.68372e-05 | 0 / 0 | 0 / 0 | -2.21475e-05 / 2.21475e-05 |
 | Electron E_{T} scale | 0.000430501 / -0.000430501 | 3.95555e-05 / -3.95555e-05 | 0.000374673 / -0.000374673 | 0.000181076 / -0.000181076 | 1.29369e-05 / -1.29369e-05 | 0.000319395 / -0.000319395 | 0.000251556 / -0.000251556 | 0.000207811 / -0.000207811 | 0.00068391 / -0.00068391 | -0.000203087 / 0.000203087 | -0.000194472 / 0.000194472 | 0.000488729 / -0.000488729 | -0.000171221 / 0.000171221 | 6.68372e-05 / -6.68372e-05 | 0 / 0 | 0 / 0 | 0.000485096 / -0.000485096 |
 | Muon ID p_{T} res. | -0.000431988 / 0.000431988 | 8.65065e-05 / -8.65065e-05 | 6.65883e-06 / -6.65883e-06 | -0.000335436 / 0.000335436 | 2.70442e-05 / -2.70442e-05 | -9.77343e-05 / 9.77343e-05 | 3.55704e-05 / -3.55704e-05 | 1.56386e-05 / -1.56386e-05 | -0.000668468 / 0.000668468 | 0.000330313 / -0.000330313 | -0.00446185 / 0.00446185 | 0.000495841 / -0.000495841 | 0.000102698 / -0.000102698 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000180565 / 0.000180565 |
 | Muon MS p_{T} res. | 1.12091e-05 / -1.12091e-05 | 7.90137e-05 / -7.90137e-05 | -2.02719e-05 / 2.02719e-05 | 0.000131712 / -0.000131712 | -0.000103304 / 0.000103304 | -0.000217824 / 0.000217824 | 0.000119487 / -0.000119487 | -0.000150512 / 0.000150512 | -0.000154488 / 0.000154488 | -0.000140676 / 0.000140676 | 6.95363e-05 / -6.95363e-05 | -0.00210878 / 0.00210878 | -0.000136417 / 0.000136417 | 9.38012e-07 / -9.38012e-07 | 0 / 0 | 0 / 0 | 0.000753754 / -0.000753754 |
 | Muon p_{T} scale | -0.000134331 / 0.000134331 | 8.27817e-05 / -8.27817e-05 | -0.000317402 / 0.000317402 | -0.000113624 / 0.000113624 | -0.000138858 / 0.000138858 | -0.000278298 / 0.000278298 | -0.000145892 / 0.000145892 | -0.000107449 / 0.000107449 | -0.00076795 / 0.00076795 | 0.000158676 / -0.000158676 | 3.36246e-05 / -3.36246e-05 | 1.04442e-05 / -1.04442e-05 | -2.89409e-05 / 2.89409e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000147323 / 0.000147323 |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Effective NP 1 | 0.00327997 / -0.00327997 | -0.00602538 / 0.00602538 | -0.0101348 / 0.0101348 | -0.0174596 / 0.0174596 | -0.0306886 / 0.0306886 | 0.0574777 / -0.0574777 | 0.0398495 / -0.0398495 | 0.0385279 / -0.0385279 | 0.0626633 / -0.0626633 | 0.0475909 / -0.0475909 | 0.0508682 / -0.0508682 | 0.0175418 / -0.0175418 | 0.00919585 / -0.00919585 | -0.0617498 / 0.0617498 | 0 / 0 | 0 / 0 | -0.00135955 / 0.00135955 |
 | Effective NP 2 | 0.000544738 / -0.000544738 | 0.000647242 / -0.000647242 | 0.00239194 / -0.00239194 | 0.00427124 / -0.00427124 | 0.00577277 / -0.00577277 | -0.0143203 / 0.0143203 | -0.00832482 / 0.00832482 | -0.00871354 / 0.00871354 | -0.0159874 / 0.0159874 | -0.00702709 / 0.00702709 | -0.00991605 / 0.00991605 | -0.00820101 / 0.00820101 | -0.00273335 / 0.00273335 | 0.0313251 / -0.0313251 | 0 / 0 | 0 / 0 | 0.0033754 / -0.0033754 |
 | Effective NP 3 | -0.000294601 / 0.000294601 | 0.000766321 / -0.000766321 | 5.07641e-05 / -5.07641e-05 | -0.000636564 / 0.000636564 | -0.000308106 / 0.000308106 | 0.00130348 / -0.00130348 | 0.00112552 / -0.00112552 | 0.00279226 / -0.00279226 | 0.00380422 / -0.00380422 | 0.000296685 / -0.000296685 | 0.000881784 / -0.000881784 | 0.00148088 / -0.00148088 | -0.00215503 / 0.00215503 | 0.000111753 / -0.000111753 | 0 / 0 | 0 / 0 | -2.14708e-05 / 2.14708e-05 |
 | Effective NP 4 | 0.000275078 / -0.000275078 | -0.000191958 / 0.000191958 | -1.26553e-06 / 1.26553e-06 | 0.000313513 / -0.000313513 | 0.000224399 / -0.000224399 | -0.00160864 / 0.00160864 | -0.000585621 / 0.000585621 | -0.00215618 / 0.00215618 | -0.00193567 / 0.00193567 | -0.000321298 / 0.000321298 | 0.000718221 / -0.000718221 | -0.00118267 / 0.00118267 | 0.00242738 / -0.00242738 | -3.89442e-05 / 3.89442e-05 | 0 / 0 | 0 / 0 | -0.000286422 / 0.000286422 |
 | Effective NP 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0 / -0 |
 | Effective NP 6 | -0.000312825 / 0.000312825 | 0.00090887 / -0.00090887 | 3.78173e-05 / -3.78173e-05 | -0.000642467 / 0.000642467 | -0.000467498 / 0.000467498 | 0.00264524 / -0.00264524 | -0.000554584 / 0.000554584 | 0.00326758 / -0.00326758 | 0.00393007 / -0.00393007 | 0.000958588 / -0.000958588 | 0.00221982 / -0.00221982 | 0.00129872 / -0.00129872 | -0.00310947 / 0.00310947 | -4.03157e-06 / 4.03157e-06 | 0 / 0 | 0 / 0 | -0.000169675 / 0.000169675 |
