 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Muon ID (syst.) | 0.00350133 / -0.00350133 | 0.00354087 / -0.00354087 | 0.00361365 / -0.00361365 | 0.00396559 / -0.00396559 | 0.00369892 / -0.00369892 | 0.00450271 / -0.00450271 | 0.00483602 / -0.00483602 | 0.0045132 / -0.0045132 | 0.00277048 / -0.00277048 | 0.00305972 / -0.00305972 | 0.00283509 / -0.00283509 | 0.00419006 / -0.00419006 | 0.00419751 / -0.00419751 | 0 / 0 | 0 / 0 | 0.00417095 / -0.00417095 | -nan / -nan |
 | Muon Trig. (stat.) | 0.00271022 / -0.00271022 | 0.00271365 / -0.00271365 | 0.00261793 / -0.00261793 | 0.00261658 / -0.00261658 | 0.00268537 / -0.00268537 | 0.00264883 / -0.00264883 | 0.00291938 / -0.00291938 | 0.00256684 / -0.00256684 | 0.00166821 / -0.00166821 | 0.00185502 / -0.00185502 | 0.00166428 / -0.00166428 | 0.00283283 / -0.00283283 | 0.00246403 / -0.00246403 | 0 / 0 | 0 / 0 | 0.00263447 / -0.00263447 | -nan / -nan |
 | Muon Trig. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Isol. (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Isol. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon TTVA (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon TTVA (syst.) | 0.000402033 / -0.000402033 | 0.000387311 / -0.000387311 | 0.000356466 / -0.000356466 | 0.000348985 / -0.000348985 | 0.000391752 / -0.000391752 | 0.000231296 / -0.000231296 | 0.000286579 / -0.000286579 | 0.000172734 / -0.000172734 | 0.000170231 / -0.000170231 | 0.000143021 / -0.000143021 | 0.000283241 / -0.000283241 | 0.000382364 / -0.000382364 | 0.000314772 / -0.000314772 | 0 / 0 | 0 / 0 | 0.000344604 / -0.000344604 | -nan / -nan |
 | Pile-up uncertainty | 0.0079805 / -0.0079805 | -0.00326598 / 0.00326598 | -0.00166681 / 0.00166681 | 0.00028339 / -0.00028339 | -0.00422904 / 0.00422904 | 0.00626814 / -0.00626814 | -0.0189508 / 0.0189508 | 0.0223994 / -0.0223994 | 0.000943154 / -0.000943154 | -0.0108743 / 0.0108743 | 0.0397943 / -0.0397943 | 0.00681531 / -0.00681531 | 0.017923 / -0.017923 | 0 / 0 | 0 / 0 | -0.000797808 / 0.000797808 | -nan / -nan |
 | btag B EV 0 | -0.0455802 / 0.0455802 | -0.0406961 / 0.0406961 | -0.0146768 / 0.0146768 | -0.0335162 / 0.0335162 | -0.0107014 / 0.0107014 | 0 / 0 | 0 / 0 | -0.0473417 / 0.0473417 | 0 / 0 | 0 / 0 | -0.048443 / 0.048443 | -0.0424003 / 0.0424003 | -0.0444981 / 0.0444981 | 0 / 0 | 0 / 0 | -0.00268081 / 0.00268081 | -nan / -nan |
 | btag B EV 1 | -0.0141016 / 0.0141016 | -0.0127257 / 0.0127257 | -0.00386283 / 0.00386283 | -0.0141894 / 0.0141894 | -0.00299075 / 0.00299075 | 0 / 0 | 0 / 0 | -0.0136237 / 0.0136237 | 0 / 0 | 0 / 0 | -0.0122104 / 0.0122104 | -0.0182246 / 0.0182246 | -0.0176424 / 0.0176424 | 0 / 0 | 0 / 0 | 0.000367135 / -0.000367135 | -nan / -nan |
 | btag B EV 2 | 0.0109877 / -0.0109877 | 0.00956368 / -0.00956368 | 0.0026755 / -0.0026755 | 0.00715947 / -0.00715947 | 0.00172722 / -0.00172722 | 0 / 0 | 0 / 0 | 0.0080052 / -0.0080052 | 0 / 0 | 0 / 0 | 0.0094063 / -0.0094063 | 0.00792241 / -0.00792241 | 0.00754473 / -0.00754473 | 0 / 0 | 0 / 0 | 0.000871032 / -0.000871032 | -nan / -nan |
 | btag B EV 3 | -0.000586003 / 0.000586003 | -0.000486612 / 0.000486612 | -0.000491321 / 0.000491321 | 0.000114948 / -0.000114948 | -0.000124127 / 0.000124127 | 0 / 0 | 0 / 0 | -0.000903815 / 0.000903815 | 0 / 0 | 0 / 0 | -0.00158355 / 0.00158355 | -0.000261277 / 0.000261277 | -0.000673652 / 0.000673652 | 0 / 0 | 0 / 0 | -0.000351489 / 0.000351489 | -nan / -nan |
 | btag B EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 0 | -0.00417364 / 0.00417364 | -0.0125211 / 0.0125211 | -0.000870585 / 0.000870585 | -0.00578558 / 0.00578558 | -0.00210112 / 0.00210112 | -7.44462e-05 / 7.44462e-05 | -0.176916 / 0.176916 | -0.00434494 / 0.00434494 | -0.0107872 / 0.0107872 | -0.183497 / 0.183497 | -0.00493962 / 0.00493962 | -0.00390887 / 0.00390887 | -0.0059436 / 0.0059436 | 0 / 0 | 0 / 0 | -0.00106275 / 0.00106275 | -nan / -nan |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 0 | -0.00354105 / 0.00354105 | -0.0015966 / 0.0015966 | -0.00146285 / 0.00146285 | -0.00184843 / 0.00184843 | -0.000728607 / 0.000728607 | -0.806848 / 0.806848 | -0.178574 / 0.178574 | -0.000833631 / 0.000833631 | -0.764747 / 0.764747 | -0.165141 / 0.165141 | -0.0064311 / 0.0064311 | -0.00492495 / 0.00492495 | -0.00228831 / 0.00228831 | 0 / 0 | 0 / 0 | 0.00141105 / -0.00141105 | -nan / -nan |
 | btag L EV 1 | 1.49012e-05 / -1.49012e-05 | 6.96778e-05 / -6.96778e-05 | -5.39422e-06 / 5.39422e-06 | 5.30481e-05 / -5.30481e-05 | -1.39475e-05 / 1.39475e-05 | 0.00161746 / -0.00161746 | 0.000224829 / -0.000224829 | 8.22544e-05 / -8.22544e-05 | 0.00206047 / -0.00206047 | -0.000283897 / 0.000283897 | -0.000200659 / 0.000200659 | -2.38419e-06 / 2.38419e-06 | 3.16501e-05 / -3.16501e-05 | 0 / 0 | 0 / 0 | -1.88351e-05 / 1.88351e-05 | -nan / -nan |
 | btag L EV 2 | 8.61287e-06 / -8.61287e-06 | 2.03848e-05 / -2.03848e-05 | 4.91738e-06 / -4.91738e-06 | 2.85208e-05 / -2.85208e-05 | 5.48363e-06 / -5.48363e-06 | 0.000694335 / -0.000694335 | 0.000453383 / -0.000453383 | 7.83205e-05 / -7.83205e-05 | 8.33869e-05 / -8.33869e-05 | 0.000113755 / -0.000113755 | -2.37823e-05 / 2.37823e-05 | 1.7792e-05 / -1.7792e-05 | -0.00126016 / 0.00126016 | 0 / 0 | 0 / 0 | 1.34706e-05 / -1.34706e-05 | -nan / -nan |
 | btag L EV 3 | 1.07288e-06 / -1.07288e-06 | 2.02656e-05 / -2.02656e-05 | 1.37091e-06 / -1.37091e-06 | 1.23382e-05 / -1.23382e-05 | -3.45707e-06 / 3.45707e-06 | -0.00108695 / 0.00108695 | -5.0813e-05 / 5.0813e-05 | 0.000274152 / -0.000274152 | -0.000925362 / 0.000925362 | -0.000444829 / 0.000444829 | 0.00065586 / -0.00065586 | -1.89841e-05 / 1.89841e-05 | -0.000127017 / 0.000127017 | 0 / 0 | 0 / 0 | -3.30806e-06 / 3.30806e-06 | -nan / -nan |
 | btag L EV 4 | -7.7486e-07 / 7.7486e-07 | 1.81794e-06 / -1.81794e-06 | 4.50015e-06 / -4.50015e-06 | -3.8147e-06 / 3.8147e-06 | -1.99676e-06 / 1.99676e-06 | 0.000238299 / -0.000238299 | 0.00013116 / -0.00013116 | 0.000118196 / -0.000118196 | 0.00034529 / -0.00034529 | 3.75807e-05 / -3.75807e-05 | 0.000110626 / -0.000110626 | 1.16527e-05 / -1.16527e-05 | -2.21431e-05 / 2.21431e-05 | 0 / 0 | 0 / 0 | 6.22869e-06 / -6.22869e-06 | -nan / -nan |
 | btag L EV 5 | 0 / 0 | -3.48687e-06 / 3.48687e-06 | -1.2815e-06 / 1.2815e-06 | -9.83477e-07 / 9.83477e-07 | 2.11596e-06 / -2.11596e-06 | -0.000619859 / 0.000619859 | -8.35955e-05 / 8.35955e-05 | -2.36034e-05 / 2.36034e-05 | -0.000163257 / 0.000163257 | -5.06341e-05 / 5.06341e-05 | -0.000101656 / 0.000101656 | -3.30806e-06 / 3.30806e-06 | 2.65241e-05 / -2.65241e-05 | 0 / 0 | 0 / 0 | 4.05312e-06 / -4.05312e-06 | -nan / -nan |
 | btag L EV 6 | 2.68221e-07 / -2.68221e-07 | -4.85778e-06 / 4.85778e-06 | -1.87755e-06 / 1.87755e-06 | -2.23517e-06 / 2.23517e-06 | 2.11596e-06 / -2.11596e-06 | 0.0002473 / -0.0002473 | 5.16176e-05 / -5.16176e-05 | 1.2219e-06 / -1.2219e-06 | 0.000454783 / -0.000454783 | -5.33462e-06 / 5.33462e-06 | 3.00407e-05 / -3.00407e-05 | 7.51019e-06 / -7.51019e-06 | 0.000119686 / -0.000119686 | 0 / 0 | 0 / 0 | 3.27826e-07 / -3.27826e-07 | -nan / -nan |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 11 | -0.00111699 / 0.00111699 | -0.00109622 / 0.00109622 | -0.000209302 / 0.000209302 | -0.00166661 / 0.00166661 | 7.56085e-05 / -7.56085e-05 | -0.272752 / 0.272752 | -0.0627933 / 0.0627933 | -0.00666213 / 0.00666213 | -0.261458 / 0.261458 | -0.0477599 / 0.0477599 | -0.00198379 / 0.00198379 | -0.000586778 / 0.000586778 | -0.00484884 / 0.00484884 | 0 / 0 | 0 / 0 | 0.0003286 / -0.0003286 | -nan / -nan |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 13 | 0.000712574 / -0.000712574 | 0.000473648 / -0.000473648 | 0.000273377 / -0.000273377 | 0.00049755 / -0.00049755 | -5.47171e-05 / 5.47171e-05 | 0.176017 / -0.176017 | 0.0463552 / -0.0463552 | -0.00139016 / 0.00139016 | 0.186839 / -0.186839 | 0.0467224 / -0.0467224 | 0.00166535 / -0.00166535 | 0.00133014 / -0.00133014 | 0.000436008 / -0.000436008 | 0 / 0 | 0 / 0 | 0.000139743 / -0.000139743 | -nan / -nan |
 | btag L EV 14 | -0.000896603 / 0.000896603 | -0.000753015 / 0.000753015 | -0.000233769 / 0.000233769 | -0.00110888 / 0.00110888 | -5.24223e-05 / 5.24223e-05 | -0.183575 / 0.183575 | -0.041758 / 0.041758 | -0.00446323 / 0.00446323 | -0.178273 / 0.178273 | -0.0275004 / 0.0275004 | 0.00386241 / -0.00386241 | -0.000372291 / 0.000372291 | -0.00239146 / 0.00239146 | 0 / 0 | 0 / 0 | 0.000390202 / -0.000390202 | -nan / -nan |
 | btag L EV 15 | -0.000275701 / 0.000275701 | -0.000186712 / 0.000186712 | -0.000101894 / 0.000101894 | -0.000232279 / 0.000232279 | -2.32756e-05 / 2.32756e-05 | -0.0410664 / 0.0410664 | -0.00958043 / 0.00958043 | -0.000239044 / 0.000239044 | -0.0494769 / 0.0494769 | -0.00649565 / 0.00649565 | -1.86563e-05 / 1.86563e-05 | -0.000121653 / 0.000121653 | -0.00152203 / 0.00152203 | 0 / 0 | 0 / 0 | 6.75917e-05 / -6.75917e-05 | -nan / -nan |
 | btag L EV 16 | 4.04418e-05 / -4.04418e-05 | 8.77082e-05 / -8.77082e-05 | -0.000194699 / 0.000194699 | 0.000107497 / -0.000107497 | -0.000162899 / 0.000162899 | 0.0214681 / -0.0214681 | 0.0056656 / -0.0056656 | 0.000438869 / -0.000438869 | 0.0417355 / -0.0417355 | 0.00796074 / -0.00796074 | 0.00216433 / -0.00216433 | 0.00034076 / -0.00034076 | 0.000686198 / -0.000686198 | 0 / 0 | 0 / 0 | 0.000124007 / -0.000124007 | -nan / -nan |
 | b-tag extrap. | 0.000743419 / -0.000743419 | 0.00130367 / -0.00130367 | 0.000322521 / -0.000322521 | 0.00163114 / -0.00163114 | 0.000345409 / -0.000345409 | 9.12249e-05 / -9.12249e-05 | 0.0193203 / -0.0193203 | 0.000959605 / -0.000959605 | 0.000383228 / -0.000383228 | 0.0137809 / -0.0137809 | 0.00114501 / -0.00114501 | 0.00225198 / -0.00225198 | 0.00334287 / -0.00334287 | 0 / 0 | 0 / 0 | -0.000312507 / 0.000312507 | -nan / -nan |
 | b-tag extrap. from charm | 0.000163913 / -0.000163913 | 0.000162363 / -0.000162363 | -1.46627e-05 / 1.46627e-05 | 0.00047946 / -0.00047946 | 0.000203371 / -0.000203371 | 0.000216305 / -0.000216305 | 6.72042e-05 / -6.72042e-05 | -6.4373e-06 / 6.4373e-06 | 0.0222682 / -0.0222682 | 0.00770608 / -0.00770608 | 0.000820637 / -0.000820637 | 8.88109e-06 / -8.88109e-06 | -9.86457e-05 / 9.86457e-05 | 0 / 0 | 0 / 0 | -0.00014022 / 0.00014022 | -nan / -nan |
 | JVT uncertainty | 0.010063 / -0.010063 | 0.00955173 / -0.00955173 | 0.00924811 / -0.00924811 | 0.00687829 / -0.00687829 | 0.00790015 / -0.00790015 | 0.0113012 / -0.0113012 | 0.0107319 / -0.0107319 | 0.00960726 / -0.00960726 | 0.0107808 / -0.0107808 | 0.0108085 / -0.0108085 | 0.0108731 / -0.0108731 | 0.010414 / -0.010414 | 0.00883278 / -0.00883278 | 0 / 0 | 0 / 0 | 0.00536296 / -0.00536296 | -nan / -nan |
 | Electron E_{T} res. | 5.80251e-05 / -5.80251e-05 | 0.000179261 / -0.000179261 | 6.1065e-05 / -6.1065e-05 | -0.00010398 / 0.00010398 | -0.000295013 / 0.000295013 | 0.000257075 / -0.000257075 | 0.000227839 / -0.000227839 | 0.00210077 / -0.00210077 | 0.00125417 / -0.00125417 | -0.000471264 / 0.000471264 | 0.0007765 / -0.0007765 | 0.000277042 / -0.000277042 | -0.00017938 / 0.00017938 | 0 / 0 | 0 / 0 | 0.00155011 / -0.00155011 | -nan / -nan |
 | Electron E_{T} scale | 0.000184208 / -0.000184208 | 0.000323743 / -0.000323743 | 0.00036785 / -0.00036785 | 0.000531733 / -0.000531733 | 0.000226051 / -0.000226051 | 0.00043112 / -0.00043112 | 8.51452e-05 / -8.51452e-05 | 0.00177106 / -0.00177106 | 0.000363618 / -0.000363618 | 0.00327113 / -0.00327113 | -0.000256658 / 0.000256658 | -0.000594229 / 0.000594229 | 0.00238958 / -0.00238958 | 0 / 0 | 0 / 0 | 0.000395685 / -0.000395685 | -nan / -nan |
 | Muon ID p_{T} res. | 0.000189394 / -0.000189394 | -0.000127167 / 0.000127167 | -9.2566e-05 / 9.2566e-05 | 0.000133455 / -0.000133455 | -0.000271469 / 0.000271469 | 2.35438e-05 / -2.35438e-05 | -0.000427365 / 0.000427365 | 0.00176999 / -0.00176999 | 1.54972e-05 / -1.54972e-05 | -0.000578761 / 0.000578761 | -0.000366569 / 0.000366569 | -0.000263244 / 0.000263244 | 0.00100294 / -0.00100294 | 0 / 0 | 0 / 0 | -0.000388384 / 0.000388384 | -nan / -nan |
 | Muon MS p_{T} res. | -5.67436e-05 / 5.67436e-05 | -0.0001508 / 0.0001508 | 0.000245899 / -0.000245899 | -0.000106156 / 0.000106156 | 0.000110239 / -0.000110239 | -0.000265181 / 0.000265181 | 0.000245512 / -0.000245512 | -0.00115862 / 0.00115862 | -0.000452548 / 0.000452548 | 0.000306726 / -0.000306726 | 0.000832677 / -0.000832677 | -0.000150651 / 0.000150651 | -0.000118613 / 0.000118613 | 0 / 0 | 0 / 0 | -0.000257701 / 0.000257701 | -nan / -nan |
 | Muon p_{T} scale | -0.000196874 / 0.000196874 | -0.000146329 / 0.000146329 | -0.000281185 / 0.000281185 | -0.000131011 / 0.000131011 | -0.000185519 / 0.000185519 | -0.000475407 / 0.000475407 | -0.000424832 / 0.000424832 | -0.00132558 / 0.00132558 | -0.000499457 / 0.000499457 | -3.93391e-05 / 3.93391e-05 | -0.000171483 / 0.000171483 | -0.000321835 / 0.000321835 | 5.96046e-07 / -5.96046e-07 | 0 / 0 | 0 / 0 | -1.71065e-05 / 1.71065e-05 | -nan / -nan |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 1 | 0.0413304 / -0.0413304 | 0.0335416 / -0.0335416 | 0.0371545 / -0.0371545 | 0.0224286 / -0.0224286 | 0.0216307 / -0.0216307 | 0.0795335 / -0.0795335 | 0.0700792 / -0.0700792 | 0.0488676 / -0.0488676 | 0.0659887 / -0.0659887 | 0.0645848 / -0.0645848 | 0.0560897 / -0.0560897 | 0.0476471 / -0.0476471 | 0.0332043 / -0.0332043 | 0 / 0 | 0 / 0 | 0.000623912 / -0.000623912 | -nan / -nan |
 | Effective NP 2 | -0.0120312 / 0.0120312 | -0.00962758 / 0.00962758 | -0.00977871 / 0.00977871 | -0.00607514 / 0.00607514 | -0.00443727 / 0.00443727 | -0.0148095 / 0.0148095 | -0.015348 / 0.015348 | -0.0094811 / 0.0094811 | -0.038761 / 0.038761 | -0.00495204 / 0.00495204 | -0.00471112 / 0.00471112 | -0.0138958 / 0.0138958 | -0.00918972 / 0.00918972 | 0 / 0 | 0 / 0 | -3.99947e-05 / 3.99947e-05 | -nan / -nan |
 | Effective NP 3 | 0.00195712 / -0.00195712 | 0.00162992 / -0.00162992 | 0.000784099 / -0.000784099 | 0.00149575 / -0.00149575 | -9.67085e-05 / 9.67085e-05 | 0.00749114 / -0.00749114 | 0.00367007 / -0.00367007 | 0.00139922 / -0.00139922 | 0.0109028 / -0.0109028 | -0.003333 / 0.003333 | -0.00550207 / 0.00550207 | 0.00169817 / -0.00169817 | 0.00157565 / -0.00157565 | 0 / 0 | 0 / 0 | -0.000157356 / 0.000157356 | -nan / -nan |
 | Effective NP 4 | -0.0016233 / 0.0016233 | -0.000749797 / 0.000749797 | 0.000555575 / -0.000555575 | -0.0012646 / 0.0012646 | 0.000523537 / -0.000523537 | -0.00385478 / 0.00385478 | -0.00327033 / 0.00327033 | -0.00146434 / 0.00146434 | -0.00447845 / 0.00447845 | 0.00507694 / -0.00507694 | 0.00404325 / -0.00404325 | 0.000997066 / -0.000997066 | -0.00164518 / 0.00164518 | 0 / 0 | 0 / 0 | -0.00124547 / 0.00124547 | -nan / -nan |
 | Effective NP 5 | 0.000120759 / -0.000120759 | -0.000371426 / 0.000371426 | -0.000965059 / 0.000965059 | -0.000639856 / 0.000639856 | -0.000948608 / 0.000948608 | -0.002022 / 0.002022 | 0.00135958 / -0.00135958 | 0.00255588 / -0.00255588 | -0.00436929 / 0.00436929 | 0.000674635 / -0.000674635 | -0.000721574 / 0.000721574 | -0.00194907 / 0.00194907 | -0.00146031 / 0.00146031 | 0 / 0 | 0 / 0 | 0.00114465 / -0.00114465 | -nan / -nan |
 | Effective NP 6 | 0.00174811 / -0.00174811 | 0.00200847 / -0.00200847 | 0.00274193 / -0.00274193 | 0.00193402 / -0.00193402 | 0.000978827 / -0.000978827 | 0.00370064 / -0.00370064 | 0.000502616 / -0.000502616 | -0.00499684 / 0.00499684 | 0.0116057 / -0.0116057 | 0.00460717 / -0.00460717 | -0.000489652 / 0.000489652 | 0.00271469 / -0.00271469 | 0.00383514 / -0.00383514 | 0 / 0 | 0 / 0 | 0.00127351 / -0.00127351 | -nan / -nan |
