 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Muon ID (syst.) | 0.00345148 / -0.00345148 | 0.00327746 / -0.00327746 | 0.00348746 / -0.00348746 | 0.00367448 / -0.00367448 | 0.00358341 / -0.00358341 | 0.00400483 / -0.00400483 | 0.00393173 / -0.00393173 | 0.00372884 / -0.00372884 | 0.00266355 / -0.00266355 | 0.00342555 / -0.00342555 | 0.0031308 / -0.0031308 | 0.00360064 / -0.00360064 | 0.00390294 / -0.00390294 | 0 / 0 | 0 / 0 | 0.00494733 / -0.00494733 | -nan / -nan |
 | Muon Trig. (stat.) | 0.00268476 / -0.00268476 | 0.00255998 / -0.00255998 | 0.00268527 / -0.00268527 | 0.00279399 / -0.00279399 | 0.002665 / -0.002665 | 0.00266491 / -0.00266491 | 0.00265382 / -0.00265382 | 0.00249326 / -0.00249326 | 0.00171352 / -0.00171352 | 0.00221335 / -0.00221335 | 0.00223168 / -0.00223168 | 0.00253927 / -0.00253927 | 0.00243694 / -0.00243694 | 0 / 0 | 0 / 0 | 0.00364803 / -0.00364803 | -nan / -nan |
 | Muon Trig. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Isol. (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Isol. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon TTVA (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon TTVA (syst.) | 0.000378287 / -0.000378287 | 0.000386529 / -0.000386529 | 0.000346499 / -0.000346499 | 0.000377592 / -0.000377592 | 0.000370751 / -0.000370751 | 0.000231454 / -0.000231454 | 0.000188287 / -0.000188287 | 0.000258593 / -0.000258593 | 0.000172041 / -0.000172041 | 0.000272657 / -0.000272657 | 0.000333765 / -0.000333765 | 0.000426747 / -0.000426747 | 0.000314273 / -0.000314273 | 0 / 0 | 0 / 0 | 0.000411948 / -0.000411948 | -nan / -nan |
 | Pile-up uncertainty | -0.00191949 / 0.00191949 | -0.0106346 / 0.0106346 | -0.00300976 / 0.00300976 | 0.00817382 / -0.00817382 | -0.0104673 / 0.0104673 | 0.00782263 / -0.00782263 | 0.0522546 / -0.0522546 | 0.00699912 / -0.00699912 | 0.0139111 / -0.0139111 | -0.0076854 / 0.0076854 | -0.0111935 / 0.0111935 | 0.00190359 / -0.00190359 | -0.0214512 / 0.0214512 | 0 / 0 | 0 / 0 | 0.0677645 / -0.0677645 | -nan / -nan |
 | btag B EV 0 | -0.0452326 / 0.0452326 | -0.0440634 / 0.0440634 | -0.0670796 / 0.0670796 | -0.0525054 / 0.0525054 | -0.0539341 / 0.0539341 | 0 / 0 | 0 / 0 | -0.0788978 / 0.0788978 | 0 / 0 | 0 / 0 | -0.0777984 / 0.0777984 | -0.0568459 / 0.0568459 | -0.0705582 / 0.0705582 | 0 / 0 | 0 / 0 | -0.055723 / 0.055723 | -nan / -nan |
 | btag B EV 1 | -0.0161349 / 0.0161349 | -0.0167259 / 0.0167259 | -0.0228465 / 0.0228465 | -0.0253147 / 0.0253147 | -0.0249064 / 0.0249064 | 0 / 0 | 0 / 0 | -0.0131778 / 0.0131778 | 0 / 0 | 0 / 0 | -0.0118321 / 0.0118321 | -0.0182339 / 0.0182339 | -0.0146814 / 0.0146814 | 0 / 0 | 0 / 0 | -0.0290733 / 0.0290733 | -nan / -nan |
 | btag B EV 2 | 0.0129184 / -0.0129184 | 0.0123169 / -0.0123169 | 0.01634 / -0.01634 | 0.0127676 / -0.0127676 | 0.0139538 / -0.0139538 | 0 / 0 | 0 / 0 | 0.0132671 / -0.0132671 | 0 / 0 | 0 / 0 | 0.0134433 / -0.0134433 | 0.0132385 / -0.0132385 | 0.0137894 / -0.0137894 | 0 / 0 | 0 / 0 | 0.00992584 / -0.00992584 | -nan / -nan |
 | btag B EV 3 | -9.18447e-05 / 9.18447e-05 | 0.000262703 / -0.000262703 | -0.000347586 / 0.000347586 | 0.000921551 / -0.000921551 | 0.00112053 / -0.00112053 | 0 / 0 | 0 / 0 | -0.00249535 / 0.00249535 | 0 / 0 | 0 / 0 | -0.00237727 / 0.00237727 | -0.00065925 / 0.00065925 | -0.00235819 / 0.00235819 | 0 / 0 | 0 / 0 | -0.00136774 / 0.00136774 | -nan / -nan |
 | btag B EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 0 | -0.097661 / 0.097661 | -0.113296 / 0.113296 | -0.00350014 / 0.00350014 | -0.0248298 / 0.0248298 | -0.00328087 / 0.00328087 | -0.000205158 / 0.000205158 | -0.287157 / 0.287157 | -0.0287473 / 0.0287473 | -0.0252998 / 0.0252998 | -0.283409 / 0.283409 | -0.0181609 / 0.0181609 | -0.0570484 / 0.0570484 | -0.0262654 / 0.0262654 | 0 / 0 | 0 / 0 | -0.0235314 / 0.0235314 | -nan / -nan |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 0 | -0.0554164 / 0.0554164 | -0.0104338 / 0.0104338 | -0.00295242 / 0.00295242 | -0.00951257 / 0.00951257 | -0.00169239 / 0.00169239 | -0.962733 / 0.962733 | -0.277919 / 0.277919 | -0.046464 / 0.046464 | -0.962732 / 0.962732 | -0.276719 / 0.276719 | -0.042148 / 0.042148 | -0.0342261 / 0.0342261 | -0.0255835 / 0.0255835 | 0 / 0 | 0 / 0 | 0.000258934 / -0.000258934 | -nan / -nan |
 | btag L EV 1 | -1.20774e-05 / 1.20774e-05 | 3.22715e-05 / -3.22715e-05 | -4.25642e-05 / 4.25642e-05 | 0.000169131 / -0.000169131 | 1.42667e-05 / -1.42667e-05 | 0.00332382 / -0.00332382 | 0.000590273 / -0.000590273 | 0.000199762 / -0.000199762 | 0.000433291 / -0.000433291 | -2.00661e-05 / 2.00661e-05 | -0.000194102 / 0.000194102 | 1.4894e-05 / -1.4894e-05 | -5.43445e-05 / 5.43445e-05 | 0 / 0 | 0 / 0 | -1.64549e-05 / 1.64549e-05 | -nan / -nan |
 | btag L EV 2 | -5.9141e-06 / 5.9141e-06 | 5.63316e-05 / -5.63316e-05 | -1.09096e-05 / 1.09096e-05 | -1.19612e-05 / 1.19612e-05 | 2.05182e-05 / -2.05182e-05 | 0.000689672 / -0.000689672 | 0.000290441 / -0.000290441 | 2.19082e-05 / -2.19082e-05 | -0.000236249 / 0.000236249 | -7.94007e-06 / 7.94007e-06 | -0.000135868 / 0.000135868 | 8.49228e-05 / -8.49228e-05 | 5.17597e-05 / -5.17597e-05 | 0 / 0 | 0 / 0 | -1.19123e-05 / 1.19123e-05 | -nan / -nan |
 | btag L EV 3 | -8.06206e-05 / 8.06206e-05 | 6.01919e-06 / -6.01919e-06 | -1.79677e-05 / 1.79677e-05 | -2.77263e-05 / 2.77263e-05 | 3.66352e-06 / -3.66352e-06 | -0.000727934 / 0.000727934 | -0.00023797 / 0.00023797 | -6.82797e-05 / 6.82797e-05 | -0.00125229 / 0.00125229 | -0.000272791 / 0.000272791 | 2.80534e-05 / -2.80534e-05 | -9.20074e-05 / 9.20074e-05 | 2.40547e-05 / -2.40547e-05 | 0 / 0 | 0 / 0 | -2.77249e-07 / 2.77249e-07 | -nan / -nan |
 | btag L EV 4 | 5.26798e-05 / -5.26798e-05 | 2.44424e-05 / -2.44424e-05 | 8.81571e-06 / -8.81571e-06 | -9.9404e-05 / 9.9404e-05 | 1.11536e-05 / -1.11536e-05 | 0.000284761 / -0.000284761 | 7.74067e-05 / -7.74067e-05 | 3.91929e-05 / -3.91929e-05 | 0.000625528 / -0.000625528 | 0.000190788 / -0.000190788 | 1.34658e-05 / -1.34658e-05 | 9.66131e-05 / -9.66131e-05 | -4.21249e-05 / 4.21249e-05 | 0 / 0 | 0 / 0 | -1.14212e-07 / 1.14212e-07 | -nan / -nan |
 | btag L EV 5 | -3.0751e-05 / 3.0751e-05 | -9.24011e-06 / 9.24011e-06 | -5.82365e-06 / 5.82365e-06 | 2.85117e-05 / -2.85117e-05 | -2.78786e-06 / 2.78786e-06 | -0.000340675 / 0.000340675 | 9.83418e-06 / -9.83418e-06 | -2.2362e-05 / 2.2362e-05 | -0.000424205 / 0.000424205 | -0.00013941 / 0.00013941 | -7.61553e-05 / 7.61553e-05 | -3.61927e-05 / 3.61927e-05 | 4.38129e-05 / -4.38129e-05 | 0 / 0 | 0 / 0 | 1.9129e-07 / -1.9129e-07 | -nan / -nan |
 | btag L EV 6 | 1.65439e-05 / -1.65439e-05 | -3.72454e-07 / 3.72454e-07 | 3.18926e-06 / -3.18926e-06 | 2.13346e-05 / -2.13346e-05 | -1.00309e-06 / 1.00309e-06 | 0.000266287 / -0.000266287 | 3.41265e-05 / -3.41265e-05 | 1.51243e-05 / -1.51243e-05 | 0.000302405 / -0.000302405 | 6.24376e-05 / -6.24376e-05 | 6.32758e-06 / -6.32758e-06 | 1.74557e-06 / -1.74557e-06 | 4.58341e-05 / -4.58341e-05 | 0 / 0 | 0 / 0 | -1.8593e-06 / 1.8593e-06 | -nan / -nan |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 11 | -0.0170393 / 0.0170393 | -0.00308258 / 0.00308258 | -0.000496454 / 0.000496454 | -0.00565966 / 0.00565966 | -0.00104007 / 0.00104007 | -0.358598 / 0.358598 | -0.0500546 / 0.0500546 | -0.00806074 / 0.00806074 | -0.288369 / 0.288369 | -0.065146 / 0.065146 | -0.00867694 / 0.00867694 | -0.0182888 / 0.0182888 | -0.0105059 / 0.0105059 | 0 / 0 | 0 / 0 | 0.000237451 / -0.000237451 | -nan / -nan |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 13 | 0.0127746 / -0.0127746 | 0.00231844 / -0.00231844 | 0.000121298 / -0.000121298 | 0.00133348 / -0.00133348 | 0.000649602 / -0.000649602 | 0.327891 / -0.327891 | 0.0599919 / -0.0599919 | 0.0038839 / -0.0038839 | 0.310185 / -0.310185 | 0.0814512 / -0.0814512 | 0.0113944 / -0.0113944 | 0.012326 / -0.012326 | 0.00863751 / -0.00863751 | 0 / 0 | 0 / 0 | 9.59306e-06 / -9.59306e-06 | -nan / -nan |
 | btag L EV 14 | -0.0132222 / 0.0132222 | -0.00235591 / 0.00235591 | -0.000637466 / 0.000637466 | -0.00424067 / 0.00424067 | -0.000653446 / 0.000653446 | -0.240413 / 0.240413 | -0.0364553 / 0.0364553 | -0.00977925 / 0.00977925 | -0.198765 / 0.198765 | -0.0432035 / 0.0432035 | -0.00227883 / 0.00227883 | -0.0118387 / 0.0118387 | -0.00810116 / 0.00810116 | 0 / 0 | 0 / 0 | 0.000165303 / -0.000165303 | -nan / -nan |
 | btag L EV 15 | -0.00433727 / 0.00433727 | -0.000761369 / 0.000761369 | -0.000247148 / 0.000247148 | -0.00086422 / 0.00086422 | -0.000163397 / 0.000163397 | -0.0702912 / 0.0702912 | -0.013549 / 0.013549 | -0.00186294 / 0.00186294 | -0.0657041 / 0.0657041 | -0.0153904 / 0.0153904 | -0.000453455 / 0.000453455 | -0.00357902 / 0.00357902 | -0.00305057 / 0.00305057 | 0 / 0 | 0 / 0 | 2.27846e-05 / -2.27846e-05 | -nan / -nan |
 | btag L EV 16 | 0.000466745 / -0.000466745 | 0.000773595 / -0.000773595 | 7.07533e-05 / -7.07533e-05 | -0.00028449 / 0.00028449 | 5.52766e-05 / -5.52766e-05 | 0.042324 / -0.042324 | 0.00747549 / -0.00747549 | 0.00133545 / -0.00133545 | 0.0502357 / -0.0502357 | 0.0138255 / -0.0138255 | 0.00341684 / -0.00341684 | 0.00216809 / -0.00216809 | 0.00118795 / -0.00118795 | 0 / 0 | 0 / 0 | -2.84825e-05 / 2.84825e-05 | -nan / -nan |
 | b-tag extrap. | 0.00235745 / -0.00235745 | 0.00527273 / -0.00527273 | 0.00117829 / -0.00117829 | 0.00388656 / -0.00388656 | 0.00133755 / -0.00133755 | 8.84708e-06 / -8.84708e-06 | 0.0135563 / -0.0135563 | 0.00319595 / -0.00319595 | 0.000435643 / -0.000435643 | 0.0109725 / -0.0109725 | 0.00127491 / -0.00127491 | 0.00316018 / -0.00316018 | 0.00351647 / -0.00351647 | 0 / 0 | 0 / 0 | 0.00605792 / -0.00605792 | -nan / -nan |
 | b-tag extrap. from charm | 0.00821373 / -0.00821373 | 0.00329915 / -0.00329915 | 0.000111826 / -0.000111826 | 0.00304936 / -0.00304936 | 0.000751969 / -0.000751969 | 0.000430147 / -0.000430147 | 9.89975e-05 / -9.89975e-05 | 8.9802e-06 / -8.9802e-06 | 0.0514591 / -0.0514591 | 0.0124773 / -0.0124773 | 0.00201327 / -0.00201327 | 0.00334029 / -0.00334029 | 0.00204555 / -0.00204555 | 0 / 0 | 0 / 0 | 0.0334606 / -0.0334606 | -nan / -nan |
 | JVT uncertainty | 0.00451193 / -0.00451193 | 0.00264882 / -0.00264882 | 0.00154175 / -0.00154175 | -0.00136208 / 0.00136208 | -0.000689768 / 0.000689768 | 0.00728547 / -0.00728547 | 0.00554185 / -0.00554185 | 0.00373507 / -0.00373507 | 0.00782695 / -0.00782695 | 0.00651473 / -0.00651473 | 0.00564279 / -0.00564279 | 0.00510716 / -0.00510716 | 0.00493286 / -0.00493286 | 0 / 0 | 0 / 0 | -0.00828629 / 0.00828629 | -nan / -nan |
 | Electron E_{T} res. | 0.000112768 / -0.000112768 | -0.00023797 / 0.00023797 | -3.17564e-05 / 3.17564e-05 | 7.14817e-05 / -7.14817e-05 | 0.000165762 / -0.000165762 | 4.3149e-05 / -4.3149e-05 | -0.000110976 / 0.000110976 | -0.000381218 / 0.000381218 | -0.000251202 / 0.000251202 | -8.05948e-05 / 8.05948e-05 | 0.000327926 / -0.000327926 | -0.000826054 / 0.000826054 | -0.000270704 / 0.000270704 | 0 / 0 | 0 / 0 | -6.68372e-05 / 6.68372e-05 | -nan / -nan |
 | Electron E_{T} scale | 0.000431218 / -0.000431218 | 3.96855e-05 / -3.96855e-05 | 0.000374718 / -0.000374718 | 0.000181067 / -0.000181067 | 1.28896e-05 / -1.28896e-05 | 0.000320902 / -0.000320902 | 0.000251556 / -0.000251556 | 0.000207811 / -0.000207811 | 0.00071153 / -0.00071153 | -0.000140985 / 0.000140985 | -0.00019447 / 0.00019447 | 0.000482116 / -0.000482116 | -0.000170485 / 0.000170485 | 0 / 0 | 0 / 0 | 6.68372e-05 / -6.68372e-05 | -nan / -nan |
 | Muon ID p_{T} res. | -0.000433268 / 0.000433268 | 8.71582e-05 / -8.71582e-05 | 6.73433e-06 / -6.73433e-06 | -0.000335507 / 0.000335507 | 2.70859e-05 / -2.70859e-05 | -9.84238e-05 / 9.84238e-05 | 3.55758e-05 / -3.55758e-05 | 1.56433e-05 / -1.56433e-05 | -0.000676302 / 0.000676302 | 0.000334679 / -0.000334679 | -0.00446298 / 0.00446298 | 0.000495621 / -0.000495621 | 9.9279e-05 / -9.9279e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon MS p_{T} res. | 1.13647e-05 / -1.13647e-05 | 7.87211e-05 / -7.87211e-05 | -1.99862e-05 / 1.99862e-05 | 0.000131728 / -0.000131728 | -0.000103378 / 0.000103378 | -0.000218359 / 0.000218359 | 0.000119492 / -0.000119492 | -0.000150505 / 0.000150505 | -0.000103375 / 0.000103375 | -0.000140809 / 0.000140809 | 6.95029e-05 / -6.95029e-05 | -0.00210946 / 0.00210946 | -0.000135424 / 0.000135424 | 0 / 0 | 0 / 0 | 9.38107e-07 / -9.38107e-07 | -nan / -nan |
 | Muon p_{T} scale | -0.000134377 / 0.000134377 | 8.2311e-05 / -8.2311e-05 | -0.000317474 / 0.000317474 | -0.000113647 / 0.000113647 | -0.000138849 / 0.000138849 | -0.000280569 / 0.000280569 | -0.000145892 / 0.000145892 | -0.000107449 / 0.000107449 | -0.000769009 / 0.000769009 | 0.000151399 / -0.000151399 | 3.36088e-05 / -3.36088e-05 | 1.04425e-05 / -1.04425e-05 | -2.90022e-05 / 2.90022e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 1 | 0.00327171 / -0.00327171 | -0.0060087 / 0.0060087 | -0.0101061 / 0.0101061 | -0.017409 / 0.017409 | -0.0305975 / 0.0305975 | 0.0573427 / -0.0573427 | 0.0397478 / -0.0397478 | 0.0384293 / -0.0384293 | 0.0623175 / -0.0623175 | 0.0472875 / -0.0472875 | 0.0507416 / -0.0507416 | 0.0175057 / -0.0175057 | 0.00917305 / -0.00917305 | 0 / 0 | 0 / 0 | -0.0615569 / 0.0615569 | -nan / -nan |
 | Effective NP 2 | 0.000545046 / -0.000545046 | 0.000649552 / -0.000649552 | 0.00239259 / -0.00239259 | 0.00427213 / -0.00427213 | 0.00577294 / -0.00577294 | -0.0143217 / 0.0143217 | -0.00832591 / 0.00832591 | -0.00871466 / 0.00871466 | -0.0158074 / 0.0158074 | -0.00697947 / 0.00697947 | -0.00991734 / 0.00991734 | -0.00818246 / 0.00818246 | -0.00274061 / 0.00274061 | 0 / 0 | 0 / 0 | 0.031329 / -0.031329 | -nan / -nan |
 | Effective NP 3 | -0.000293649 / 0.000293649 | 0.000764665 / -0.000764665 | 5.04075e-05 / -5.04075e-05 | -0.000636639 / 0.000636639 | -0.000307846 / 0.000307846 | 0.00130242 / -0.00130242 | 0.0011255 / -0.0011255 | 0.00279221 / -0.00279221 | 0.00379414 / -0.00379414 | 0.000346781 / -0.000346781 | 0.000881771 / -0.000881771 | 0.00146389 / -0.00146389 | -0.00215294 / 0.00215294 | 0 / 0 | 0 / 0 | 0.000111781 / -0.000111781 | -nan / -nan |
 | Effective NP 4 | 0.000275337 / -0.000275337 | -0.000190054 / 0.000190054 | -9.71129e-07 / 9.71129e-07 | 0.000313507 / -0.000313507 | 0.000224562 / -0.000224562 | -0.00160731 / 0.00160731 | -0.000585609 / 0.000585609 | -0.00215615 / 0.00215615 | -0.00190746 / 0.00190746 | -0.000380555 / 0.000380555 | 0.000718217 / -0.000718217 | -0.00116519 / 0.00116519 | 0.00242341 / -0.00242341 | 0 / 0 | 0 / 0 | -3.89443e-05 / 3.89443e-05 | -nan / -nan |
 | Effective NP 5 | 0.000203924 / -0.000203924 | -0.000222364 / 0.000222364 | -3.37988e-05 / 3.37988e-05 | 0.000239528 / -0.000239528 | 0.000162385 / -0.000162385 | -0.000277806 / 0.000277806 | -5.2757e-05 / 5.2757e-05 | -0.00272754 / 0.00272754 | -0.000664989 / 0.000664989 | -0.000578662 / 0.000578662 | -9.99767e-06 / 9.99767e-06 | 0.000238357 / -0.000238357 | 0.00171781 / -0.00171781 | 0 / 0 | 0 / 0 | -5.21485e-05 / 5.21485e-05 | -nan / -nan |
 | Effective NP 6 | -0.000311036 / 0.000311036 | 0.000907166 / -0.000907166 | 3.75657e-05 / -3.75657e-05 | -0.000642275 / 0.000642275 | -0.000467578 / 0.000467578 | 0.00264514 / -0.00264514 | -0.000554593 / 0.000554593 | 0.00326762 / -0.00326762 | 0.0038912 / -0.0038912 | 0.000958219 / -0.000958219 | 0.00221978 / -0.00221978 | 0.00129719 / -0.00129719 | -0.00310492 / 0.00310492 | 0 / 0 | 0 / 0 | -4.03166e-06 / 4.03166e-06 | -nan / -nan |
