 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Muon Isol. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon TTVA (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon TTVA (syst.) | 0.000390991 / -0.000390991 | 0.00035785 / -0.00035785 | 0.000363332 / -0.000363332 | 0.000376499 / -0.000376499 | 0.000394533 / -0.000394533 | 0.000230244 / -0.000230244 | 0.0002423 / -0.0002423 | 0.0002154 / -0.0002154 | 0.000167571 / -0.000167571 | 0.000160181 / -0.000160181 | 0.000202748 / -0.000202748 | 0.000373802 / -0.000373802 | 0.000392291 / -0.000392291 | 0 / 0 | 0 / 0 | 0.000407728 / -0.000407728 | -nan / -nan |
 | Pile-up uncertainty | 0.0148682 / -0.0148682 | 0.00137009 / -0.00137009 | -0.00904031 / 0.00904031 | -0.00451363 / 0.00451363 | -0.00366535 / 0.00366535 | 0.0175294 / -0.0175294 | 0.014868 / -0.014868 | -0.0388196 / 0.0388196 | 0.00430757 / -0.00430757 | -0.0216863 / 0.0216863 | 0.0096898 / -0.0096898 | -0.0139152 / 0.0139152 | 0.0260009 / -0.0260009 | 0 / 0 | 0 / 0 | 0.00585342 / -0.00585342 | -nan / -nan |
 | btag B EV 0 | -0.0446586 / 0.0446586 | -0.0430294 / 0.0430294 | -0.0638517 / 0.0638517 | -0.0490106 / 0.0490106 | -0.0485234 / 0.0485234 | 0 / 0 | 0 / 0 | -0.0748656 / 0.0748656 | 0 / 0 | 0 / 0 | -0.0745719 / 0.0745719 | -0.0595914 / 0.0595914 | -0.0688206 / 0.0688206 | 0 / 0 | 0 / 0 | -0.047108 / 0.047108 | -nan / -nan |
 | btag B EV 1 | -0.0167533 / 0.0167533 | -0.0174636 / 0.0174636 | -0.0215209 / 0.0215209 | -0.0229196 / 0.0229196 | -0.0218611 / 0.0218611 | 0 / 0 | 0 / 0 | -0.0155555 / 0.0155555 | 0 / 0 | 0 / 0 | -0.0192274 / 0.0192274 | -0.0198982 / 0.0198982 | -0.0157424 / 0.0157424 | 0 / 0 | 0 / 0 | -0.0372718 / 0.0372718 | -nan / -nan |
 | btag B EV 2 | 0.012599 / -0.012599 | 0.0116948 / -0.0116948 | 0.0150231 / -0.0150231 | 0.0114278 / -0.0114278 | 0.0122882 / -0.0122882 | 0 / 0 | 0 / 0 | 0.0127339 / -0.0127339 | 0 / 0 | 0 / 0 | 0.0118965 / -0.0118965 | 0.0108319 / -0.0108319 | 0.0124754 / -0.0124754 | 0 / 0 | 0 / 0 | 0.00727182 / -0.00727182 | -nan / -nan |
 | btag B EV 3 | 0.000224586 / -0.000224586 | 0.000408219 / -0.000408219 | -0.00029592 / 0.00029592 | 0.000784771 / -0.000784771 | 0.000849102 / -0.000849102 | 0 / 0 | 0 / 0 | -0.00278746 / 0.00278746 | 0 / 0 | 0 / 0 | -0.00180974 / 0.00180974 | -0.000686525 / 0.000686525 | -0.00167985 / 0.00167985 | 0 / 0 | 0 / 0 | 0.00154271 / -0.00154271 | -nan / -nan |
 | btag B EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 0 | -0.0896244 / 0.0896244 | -0.111968 / 0.111968 | -0.00341596 / 0.00341596 | -0.0228644 / 0.0228644 | -0.00358863 / 0.00358863 | -0.000421514 / 0.000421514 | -0.283644 / 0.283644 | -0.0281184 / 0.0281184 | -0.0206247 / 0.0206247 | -0.284464 / 0.284464 | -0.0142197 / 0.0142197 | -0.0445776 / 0.0445776 | -0.0258728 / 0.0258728 | 0 / 0 | 0 / 0 | -0.00519518 / 0.00519518 | -nan / -nan |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 0 | -0.0777356 / 0.0777356 | -0.0151525 / 0.0151525 | -0.00255054 / 0.00255054 | -0.0105685 / 0.0105685 | -0.00150996 / 0.00150996 | -0.962732 / 0.962732 | -0.257959 / 0.257959 | -0.0368365 / 0.0368365 | -0.962733 / 0.962733 | -0.260315 / 0.260315 | -0.0334472 / 0.0334472 | -0.0264972 / 0.0264972 | -0.0235813 / 0.0235813 | 0 / 0 | 0 / 0 | -0.000653624 / 0.000653624 | -nan / -nan |
 | btag L EV 1 | 9.72622e-05 / -9.72622e-05 | 9.65462e-06 / -9.65462e-06 | -6.24227e-06 / 6.24227e-06 | 5.76419e-05 / -5.76419e-05 | -3.0892e-06 / 3.0892e-06 | 0.00349511 / -0.00349511 | 0.00103789 / -0.00103789 | -1.71217e-05 / 1.71217e-05 | 0.00210791 / -0.00210791 | 0.000499487 / -0.000499487 | -0.000720802 / 0.000720802 | -6.77971e-05 / 6.77971e-05 | 0.000203895 / -0.000203895 | 0 / 0 | 0 / 0 | 0.000210751 / -0.000210751 | -nan / -nan |
 | btag L EV 2 | -9.38159e-06 / 9.38159e-06 | 4.10735e-06 / -4.10735e-06 | -1.30769e-05 / 1.30769e-05 | 6.84088e-05 / -6.84088e-05 | 1.57035e-06 / -1.57035e-06 | 0.000284405 / -0.000284405 | -0.00022885 / 0.00022885 | 9.16911e-05 / -9.16911e-05 | 0.000914449 / -0.000914449 | -0.000567988 / 0.000567988 | -0.000450561 / 0.000450561 | 0.000104351 / -0.000104351 | -0.00027237 / 0.00027237 | 0 / 0 | 0 / 0 | 0.000228683 / -0.000228683 | -nan / -nan |
 | btag L EV 3 | -0.000151584 / 0.000151584 | -4.05921e-05 / 4.05921e-05 | -3.06964e-06 / 3.06964e-06 | -1.78925e-05 / 1.78925e-05 | -1.27177e-05 / 1.27177e-05 | -0.00141987 / 0.00141987 | -0.000455763 / 0.000455763 | -0.000119855 / 0.000119855 | -0.000423237 / 0.000423237 | -0.000493572 / 0.000493572 | 0.000466441 / -0.000466441 | -6.84627e-05 / 6.84627e-05 | -0.000158716 / 0.000158716 | 0 / 0 | 0 / 0 | 0.00017035 / -0.00017035 | -nan / -nan |
 | btag L EV 4 | 6.44369e-05 / -6.44369e-05 | 3.68622e-05 / -3.68622e-05 | 1.37758e-06 / -1.37758e-06 | 1.41056e-05 / -1.41056e-05 | 1.39196e-05 / -1.39196e-05 | 0.000206112 / -0.000206112 | -1.82129e-06 / 1.82129e-06 | 8.19945e-05 / -8.19945e-05 | 0.000863446 / -0.000863446 | -6.20761e-05 / 6.20761e-05 | 0.000162572 / -0.000162572 | 6.12268e-05 / -6.12268e-05 | 5.40244e-05 / -5.40244e-05 | 0 / 0 | 0 / 0 | 4.98923e-05 / -4.98923e-05 | -nan / -nan |
 | btag L EV 5 | -3.59839e-05 / 3.59839e-05 | -1.50669e-05 / 1.50669e-05 | -1.03868e-06 / 1.03868e-06 | -1.69458e-05 / 1.69458e-05 | -5.63218e-06 / 5.63218e-06 | -0.000348254 / 0.000348254 | -0.000187538 / 0.000187538 | -0.000136304 / 0.000136304 | -0.000384255 / 0.000384255 | -5.56883e-05 / 5.56883e-05 | -8.49832e-05 / 8.49832e-05 | -2.3748e-06 / 2.3748e-06 | -3.08314e-05 / 3.08314e-05 | 0 / 0 | 0 / 0 | 2.9683e-06 / -2.9683e-06 | -nan / -nan |
 | btag L EV 6 | 3.94274e-05 / -3.94274e-05 | 8.3299e-06 / -8.3299e-06 | 8.01856e-07 / -8.01856e-07 | 6.56829e-06 / -6.56829e-06 | 1.09593e-06 / -1.09593e-06 | 0.000299015 / -0.000299015 | 2.90491e-06 / -2.90491e-06 | 2.76726e-05 / -2.76726e-05 | 0.000141372 / -0.000141372 | 7.63018e-05 / -7.63018e-05 | 5.47702e-05 / -5.47702e-05 | 1.49428e-05 / -1.49428e-05 | 1.84714e-05 / -1.84714e-05 | 0 / 0 | 0 / 0 | -4.40229e-05 / 4.40229e-05 | -nan / -nan |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 11 | -0.0262051 / 0.0262051 | -0.00461922 / 0.00461922 | -0.000670931 / 0.000670931 | -0.00522061 / 0.00522061 | -0.000748989 / 0.000748989 | -0.381193 / 0.381193 | -0.0812627 / 0.0812627 | -0.014572 / 0.014572 | -0.330547 / 0.330547 | -0.07274 / 0.07274 | -0.0121302 / 0.0121302 | -0.0135828 / 0.0135828 | -0.0094083 / 0.0094083 | 0 / 0 | 0 / 0 | -0.00249567 / 0.00249567 | -nan / -nan |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 13 | 0.0223008 / -0.0223008 | 0.00462832 / -0.00462832 | 0.000794934 / -0.000794934 | 0.00159938 / -0.00159938 | 0.00058145 / -0.00058145 | 0.274329 / -0.274329 | 0.0715034 / -0.0715034 | 0.00965744 / -0.00965744 | 0.287242 / -0.287242 | 0.0716303 / -0.0716303 | 0.00974708 / -0.00974708 | 0.00439363 / -0.00439363 | 0.00621265 / -0.00621265 | 0 / 0 | 0 / 0 | -0.000592414 / 0.000592414 | -nan / -nan |
 | btag L EV 14 | -0.0180038 / 0.0180038 | -0.00311658 / 0.00311658 | -0.000441476 / 0.000441476 | -0.00400687 / 0.00400687 | -0.000418908 / 0.000418908 | -0.264856 / 0.264856 | -0.0540388 / 0.0540388 | -0.0115456 / 0.0115456 | -0.22549 / 0.22549 | -0.0504378 / 0.0504378 | -0.00910769 / 0.00910769 | -0.0104572 / 0.0104572 | -0.00808752 / 0.00808752 | 0 / 0 | 0 / 0 | -0.00195943 / 0.00195943 | -nan / -nan |
 | btag L EV 15 | -0.00553943 / 0.00553943 | -0.00092565 / 0.00092565 | -0.000152471 / 0.000152471 | -0.000935751 / 0.000935751 | -6.09678e-05 / 6.09678e-05 | -0.0692592 / 0.0692592 | -0.0138857 / 0.0138857 | -0.00337508 / 0.00337508 | -0.065827 / 0.065827 | -0.0163537 / 0.0163537 | -0.00343907 / 0.00343907 | -0.00306792 / 0.00306792 | -0.0017848 / 0.0017848 | 0 / 0 | 0 / 0 | -0.000579758 / 0.000579758 | -nan / -nan |
 | btag L EV 16 | 0.00369954 / -0.00369954 | 6.68795e-05 / -6.68795e-05 | 0.000103565 / -0.000103565 | -4.59748e-05 / 4.59748e-05 | -3.09071e-05 / 3.09071e-05 | 0.0337362 / -0.0337362 | 0.00986306 / -0.00986306 | 0.000601644 / -0.000601644 | 0.0460947 / -0.0460947 | 0.0125342 / -0.0125342 | 0.00258683 / -0.00258683 | 0.00310208 / -0.00310208 | 0.00136712 / -0.00136712 | 0 / 0 | 0 / 0 | 0.001599 / -0.001599 | -nan / -nan |
 | b-tag extrap. | 0.00300623 / -0.00300623 | 0.00693924 / -0.00693924 | 0.0011268 / -0.0011268 | 0.00334749 / -0.00334749 | 0.00116341 / -0.00116341 | 1.10929e-05 / -1.10929e-05 | 0.0212706 / -0.0212706 | 0.0037724 / -0.0037724 | 0.000461233 / -0.000461233 | 0.0156162 / -0.0156162 | 0.00173054 / -0.00173054 | 0.00406843 / -0.00406843 | 0.00452129 / -0.00452129 | 0 / 0 | 0 / 0 | 0.00519922 / -0.00519922 | -nan / -nan |
 | b-tag extrap. from charm | 0.00525289 / -0.00525289 | 0.00122713 / -0.00122713 | 0.000156016 / -0.000156016 | 0.00274977 / -0.00274977 | 0.000638897 / -0.000638897 | 0.000983891 / -0.000983891 | 7.29582e-05 / -7.29582e-05 | 2.94289e-05 / -2.94289e-05 | 0.043198 / -0.043198 | 0.00715257 / -0.00715257 | 0.00152432 / -0.00152432 | 0.00379983 / -0.00379983 | -0.00127937 / 0.00127937 | 0 / 0 | 0 / 0 | 0.00062856 / -0.00062856 | -nan / -nan |
 | JVT uncertainty | 0.0073264 / -0.0073264 | 0.0057362 / -0.0057362 | 0.00517767 / -0.00517767 | 0.0028153 / -0.0028153 | 0.00275436 / -0.00275436 | 0.00869554 / -0.00869554 | 0.00764029 / -0.00764029 | 0.00837708 / -0.00837708 | 0.00886282 / -0.00886282 | 0.00796582 / -0.00796582 | 0.00737691 / -0.00737691 | 0.00608996 / -0.00608996 | 0.00772004 / -0.00772004 | 0 / 0 | 0 / 0 | -0.00683827 / 0.00683827 | -nan / -nan |
 | Electron E_{T} res. | -0.0003146 / 0.0003146 | 0.000212039 / -0.000212039 | 0.00018202 / -0.00018202 | -9.60274e-05 / 9.60274e-05 | 0.000432978 / -0.000432978 | 0.000457236 / -0.000457236 | -0.000332926 / 0.000332926 | -9.9499e-05 / 9.9499e-05 | -0.00157661 / 0.00157661 | -0.00264663 / 0.00264663 | 8.58554e-05 / -8.58554e-05 | 0.00052621 / -0.00052621 | 9.26961e-05 / -9.26961e-05 | 0 / 0 | 0 / 0 | 4.90751e-05 / -4.90751e-05 | -nan / -nan |
 | Electron E_{T} scale | 0.000600624 / -0.000600624 | 0.000129663 / -0.000129663 | 0.000311251 / -0.000311251 | 0.000214484 / -0.000214484 | 0.000257824 / -0.000257824 | 0.000642191 / -0.000642191 | 0.000297669 / -0.000297669 | 0.000137655 / -0.000137655 | -0.000310891 / 0.000310891 | -0.000871257 / 0.000871257 | 0.000109834 / -0.000109834 | 5.37662e-05 / -5.37662e-05 | 0.00010867 / -0.00010867 | 0 / 0 | 0 / 0 | -5.77149e-06 / 5.77149e-06 | -nan / -nan |
 | Muon ID p_{T} res. | -0.000180934 / 0.000180934 | -0.000246628 / 0.000246628 | -0.000340222 / 0.000340222 | 0.000104361 / -0.000104361 | -7.99964e-05 / 7.99964e-05 | -8.13146e-05 / 8.13146e-05 | 1.99389e-05 / -1.99389e-05 | 7.28597e-05 / -7.28597e-05 | 0.000159507 / -0.000159507 | 0.000114595 / -0.000114595 | -8.57684e-07 / 8.57684e-07 | 0.000388612 / -0.000388612 | 6.83082e-05 / -6.83082e-05 | 0 / 0 | 0 / 0 | 0.00133033 / -0.00133033 | -nan / -nan |
 | Muon MS p_{T} res. | -0.000158145 / 0.000158145 | -0.000693148 / 0.000693148 | -1.59889e-06 / 1.59889e-06 | 4.13952e-05 / -4.13952e-05 | 6.86399e-06 / -6.86399e-06 | 0.000144215 / -0.000144215 | -5.52755e-05 / 5.52755e-05 | -0.000664169 / 0.000664169 | -0.000430609 / 0.000430609 | -0.00472576 / 0.00472576 | 0.000164371 / -0.000164371 | 0.000258501 / -0.000258501 | -0.000853214 / 0.000853214 | 0 / 0 | 0 / 0 | -0.00132889 / 0.00132889 | -nan / -nan |
 | Muon p_{T} scale | -0.000603559 / 0.000603559 | -0.000103582 / 0.000103582 | -0.000153169 / 0.000153169 | 9.55871e-05 / -9.55871e-05 | -5.6273e-05 / 5.6273e-05 | -0.000328225 / 0.000328225 | -0.000164937 / 0.000164937 | -2.95606e-05 / 2.95606e-05 | 0.000546341 / -0.000546341 | 7.49448e-05 / -7.49448e-05 | 1.17459e-05 / -1.17459e-05 | -0.000445507 / 0.000445507 | -1.70629e-06 / 1.70629e-06 | 0 / 0 | 0 / 0 | -1.53792e-06 / 1.53792e-06 | -nan / -nan |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 1 | 0.0253124 / -0.0253124 | 0.00691132 / -0.00691132 | 0.00488156 / -0.00488156 | -0.00177732 / 0.00177732 | -0.0106017 / 0.0106017 | 0.0628197 / -0.0628197 | 0.0488608 / -0.0488608 | 0.0432722 / -0.0432722 | 0.0539172 / -0.0539172 | 0.0559116 / -0.0559116 | 0.0215328 / -0.0215328 | 0.0105343 / -0.0105343 | 0.0386794 / -0.0386794 | 0 / 0 | 0 / 0 | -0.0359212 / 0.0359212 | -nan / -nan |
 | Effective NP 2 | -0.00664363 / 0.00664363 | 0.000211211 / -0.000211211 | -0.00155807 / 0.00155807 | 0.00198298 / -0.00198298 | 0.00411486 / -0.00411486 | -0.0131368 / 0.0131368 | -0.0165471 / 0.0165471 | -0.00765853 / 0.00765853 | -0.0139769 / 0.0139769 | -0.0233499 / 0.0233499 | -0.0116726 / 0.0116726 | -4.74541e-05 / 4.74541e-05 | -0.00667969 / 0.00667969 | 0 / 0 | 0 / 0 | 0.00208374 / -0.00208374 | -nan / -nan |
 | Effective NP 3 | 0.0010953 / -0.0010953 | -0.000181886 / 0.000181886 | 2.85585e-05 / -2.85585e-05 | -0.000367767 / 0.000367767 | -0.00081633 / 0.00081633 | 0.00153633 / -0.00153633 | 0.00199163 / -0.00199163 | 8.63926e-05 / -8.63926e-05 | 0.0017263 / -0.0017263 | 0.000497155 / -0.000497155 | 0.00245708 / -0.00245708 | 0.00061102 / -0.00061102 | 0.0034329 / -0.0034329 | 0 / 0 | 0 / 0 | 0.000120189 / -0.000120189 | -nan / -nan |
 | Effective NP 4 | -0.000892277 / 0.000892277 | 3.60674e-05 / -3.60674e-05 | -0.000121189 / 0.000121189 | 7.59527e-05 / -7.59527e-05 | 0.000457685 / -0.000457685 | -0.000714362 / 0.000714362 | -0.00184993 / 0.00184993 | 0.000259249 / -0.000259249 | -0.000499578 / 0.000499578 | -4.47649e-05 / 4.47649e-05 | -0.00201467 / 0.00201467 | -0.000992498 / 0.000992498 | -0.00272092 / 0.00272092 | 0 / 0 | 0 / 0 | -2.84985e-05 / 2.84985e-05 | -nan / -nan |
 | Effective NP 5 | -0.000625596 / 0.000625596 | -0.000114991 / 0.000114991 | -0.000230725 / 0.000230725 | -4.29606e-05 / 4.29606e-05 | 0.000107332 / -0.000107332 | 0.000720906 / -0.000720906 | -0.00182112 / 0.00182112 | -0.000842346 / 0.000842346 | 0.000295795 / -0.000295795 | -0.000580526 / 0.000580526 | -0.0018047 / 0.0018047 | -0.000796597 / 0.000796597 | -0.00342893 / 0.00342893 | 0 / 0 | 0 / 0 | 0.000846435 / -0.000846435 | -nan / -nan |
 | Effective NP 6 | 0.00128789 / -0.00128789 | -0.000247452 / 0.000247452 | 7.20657e-05 / -7.20657e-05 | -0.000307338 / 0.000307338 | -0.000974347 / 0.000974347 | 0.00231201 / -0.00231201 | 0.00637369 / -0.00637369 | 0.000570377 / -0.000570377 | 0.00265745 / -0.00265745 | 0.00227099 / -0.00227099 | 0.00365331 / -0.00365331 | -0.001033 / 0.001033 | 0.00509474 / -0.00509474 | 0 / 0 | 0 / 0 | -0.00213128 / 0.00213128 | -nan / -nan |
