 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | btag L EV 1 | 7.89762e-06 / -7.89762e-06 | 1.98781e-05 / -1.98781e-05 | -1.81794e-06 / 1.81794e-06 | 1.68979e-05 / -1.68979e-05 | -8.73208e-06 / 8.73208e-06 | 0.00173882 / -0.00173882 | 0.000244081 / -0.000244081 | -0.000170022 / 0.000170022 | -1.41263e-05 / 1.41263e-05 | -0.000606865 / 0.000606865 | 0.00018087 / -0.00018087 | 2.30074e-05 / -2.30074e-05 | 3.8892e-05 / -3.8892e-05 | 0 / 0 | 0 / 0 | 5.33462e-06 / -5.33462e-06 | -nan / -nan |
 | btag L EV 2 | -1.78814e-06 / 1.78814e-06 | -6.88434e-06 / 6.88434e-06 | 2.6226e-06 / -2.6226e-06 | -4.08292e-06 / 4.08292e-06 | 1.53184e-05 / -1.53184e-05 | 0.000493377 / -0.000493377 | 0.00018549 / -0.00018549 | 2.94149e-05 / -2.94149e-05 | 6.41942e-05 / -6.41942e-05 | -0.000256807 / 0.000256807 | 4.87566e-05 / -4.87566e-05 | -7.27177e-06 / 7.27177e-06 | 0.000221312 / -0.000221312 | 0 / 0 | 0 / 0 | -2.77162e-06 / 2.77162e-06 | -nan / -nan |
 | btag L EV 3 | -1.10269e-06 / 1.10269e-06 | 0 / 0 | 5.96046e-08 / -5.96046e-08 | -8.70228e-06 / 8.70228e-06 | -2.5034e-06 / 2.5034e-06 | -0.000395715 / 0.000395715 | -0.000175953 / 0.000175953 | 5.97239e-05 / -5.97239e-05 | -0.000934273 / 0.000934273 | -0.000189692 / 0.000189692 | -0.000109911 / 0.000109911 | -5.63264e-06 / 5.63264e-06 | -2.29478e-05 / 2.29478e-05 | 0 / 0 | 0 / 0 | 2.71201e-06 / -2.71201e-06 | -nan / -nan |
 | btag L EV 4 | -1.78814e-06 / 1.78814e-06 | -2.17557e-06 / 2.17557e-06 | 1.57952e-06 / -1.57952e-06 | -1.3113e-06 / 1.3113e-06 | 1.52588e-05 / -1.52588e-05 | 0.000185251 / -0.000185251 | -4.80413e-05 / 4.80413e-05 | -1.51992e-06 / 1.51992e-06 | 0.000483274 / -0.000483274 | 0.000140607 / -0.000140607 | -3.0309e-05 / 3.0309e-05 | -9.56655e-06 / 9.56655e-06 | -3.65973e-05 / 3.65973e-05 | 0 / 0 | 0 / 0 | -1.78814e-06 / 1.78814e-06 | -nan / -nan |
 | btag L EV 5 | 5.06639e-07 / -5.06639e-07 | -1.40071e-06 / 1.40071e-06 | 5.06639e-07 / -5.06639e-07 | -2.95043e-06 / 2.95043e-06 | -5.36442e-06 / 5.36442e-06 | -0.000179172 / 0.000179172 | -2.563e-05 / 2.563e-05 | -3.06666e-05 / 3.06666e-05 | -0.000286937 / 0.000286937 | -9.69469e-05 / 9.69469e-05 | -3.69549e-06 / 3.69549e-06 | 2.11596e-06 / -2.11596e-06 | 1.97887e-05 / -1.97887e-05 | 0 / 0 | 0 / 0 | 6.25849e-07 / -6.25849e-07 | -nan / -nan |
 | btag L EV 6 | 5.06639e-07 / -5.06639e-07 | -6.25849e-07 / 6.25849e-07 | 2.08616e-07 / -2.08616e-07 | 1.93715e-06 / -1.93715e-06 | -2.68221e-07 / 2.68221e-07 | 0.000122368 / -0.000122368 | 6.11842e-05 / -6.11842e-05 | 1.31726e-05 / -1.31726e-05 | 0.000260949 / -0.000260949 | 0.000138253 / -0.000138253 | -9.77516e-06 / 9.77516e-06 | 3.75509e-06 / -3.75509e-06 | -4.50015e-06 / 4.50015e-06 | 0 / 0 | 0 / 0 | -4.76837e-07 / 4.76837e-07 | -nan / -nan |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 11 | -0.000540882 / 0.000540882 | -0.000176996 / 0.000176996 | -0.000112802 / 0.000112802 | -0.000928342 / 0.000928342 | -0.000228554 / 0.000228554 | -0.216131 / 0.216131 | -0.0328556 / 0.0328556 | -0.00293604 / 0.00293604 | -0.183878 / 0.183878 | -0.0297379 / 0.0297379 | -0.00313997 / 0.00313997 | -0.000738084 / 0.000738084 | -0.00196284 / 0.00196284 | 0 / 0 | 0 / 0 | 0.000270724 / -0.000270724 | -nan / -nan |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 13 | 0.000465214 / -0.000465214 | 0.000223219 / -0.000223219 | 0.000267684 / -0.000267684 | 0.000481278 / -0.000481278 | -1.95205e-05 / 1.95205e-05 | 0.216525 / -0.216525 | 0.0428204 / -0.0428204 | 0.000725389 / -0.000725389 | 0.211208 / -0.211208 | 0.0414712 / -0.0414712 | 0.00313482 / -0.00313482 | 0.00086987 / -0.00086987 | 0.00156197 / -0.00156197 | 0 / 0 | 0 / 0 | -4.93824e-05 / 4.93824e-05 | -nan / -nan |
 | btag L EV 14 | -0.000409782 / 0.000409782 | -0.000254005 / 0.000254005 | -3.62992e-05 / 3.62992e-05 | -0.000650048 / 0.000650048 | -0.000275642 / 0.000275642 | -0.150095 / 0.150095 | -0.0263204 / 0.0263204 | -0.00303495 / 0.00303495 | -0.126164 / 0.126164 | -0.0218952 / 0.0218952 | -0.00255176 / 0.00255176 | -0.000684589 / 0.000684589 | -0.00118068 / 0.00118068 | 0 / 0 | 0 / 0 | 0.000209004 / -0.000209004 | -nan / -nan |
 | btag L EV 15 | -0.000130326 / 0.000130326 | -6.60121e-05 / 6.60121e-05 | -2.17259e-05 / 2.17259e-05 | -0.000157118 / 0.000157118 | -5.94854e-05 / 5.94854e-05 | -0.0456059 / 0.0456059 | -0.00821874 / 0.00821874 | -0.00160143 / 0.00160143 | -0.0433377 / 0.0433377 | -0.00769186 / 0.00769186 | 0.00116509 / -0.00116509 | -0.00022617 / 0.00022617 | -0.000102609 / 0.000102609 | 0 / 0 | 0 / 0 | 4.8995e-05 / -4.8995e-05 | -nan / -nan |
 | btag L EV 16 | 9.80496e-06 / -9.80496e-06 | -5.76973e-05 / 5.76973e-05 | 6.45816e-05 / -6.45816e-05 | -9.53674e-05 / 9.53674e-05 | 1.72853e-05 / -1.72853e-05 | 0.0257475 / -0.0257475 | 0.00623682 / -0.00623682 | -1.67787e-05 / 1.67787e-05 | 0.0315668 / -0.0315668 | 0.00559711 / -0.00559711 | -0.00203159 / 0.00203159 | -2.58088e-05 / 2.58088e-05 | -9.5576e-05 / 9.5576e-05 | 0 / 0 | 0 / 0 | 5.87106e-06 / -5.87106e-06 | -nan / -nan |
 | b-tag extrap. | 0.000343293 / -0.000343293 | 0.000708133 / -0.000708133 | 0.000352144 / -0.000352144 | 0.0013952 / -0.0013952 | 0.000442117 / -0.000442117 | 1.66893e-06 / -1.66893e-06 | 0.00929743 / -0.00929743 | 0.000968665 / -0.000968665 | 0.000262052 / -0.000262052 | 0.00777772 / -0.00777772 | 0.000328213 / -0.000328213 | 0.000749707 / -0.000749707 | 0.000778019 / -0.000778019 | 0 / 0 | 0 / 0 | -0.000326902 / 0.000326902 | -nan / -nan |
 | b-tag extrap. from charm | 0.000244051 / -0.000244051 | 0.000166476 / -0.000166476 | 0.000100672 / -0.000100672 | 0.000529855 / -0.000529855 | 0.000179499 / -0.000179499 | 0.000101894 / -0.000101894 | 4.02033e-05 / -4.02033e-05 | 4.32134e-06 / -4.32134e-06 | 0.0347089 / -0.0347089 | 0.00708807 / -0.00708807 | 0.00186479 / -0.00186479 | 0.000110447 / -0.000110447 | -1.18315e-05 / 1.18315e-05 | 0 / 0 | 0 / 0 | -0.000322431 / 0.000322431 | -nan / -nan |
 | JVT uncertainty | 0.00340751 / -0.00340751 | 0.00202805 / -0.00202805 | 0.00224712 / -0.00224712 | -0.000900418 / 0.000900418 | -0.00142834 / 0.00142834 | 0.0072614 / -0.0072614 | 0.00553676 / -0.00553676 | 0.00608799 / -0.00608799 | 0.00746903 / -0.00746903 | 0.00726423 / -0.00726423 | 0.00685641 / -0.00685641 | 0.00537208 / -0.00537208 | 0.00561541 / -0.00561541 | 0 / 0 | 0 / 0 | -0.00824347 / 0.00824347 | -nan / -nan |
 | Electron E_{T} res. | 5.70714e-05 / -5.70714e-05 | 1.68979e-05 / -1.68979e-05 | -3.09944e-06 / 3.09944e-06 | 0.000101328 / -0.000101328 | 0.000513703 / -0.000513703 | 5.53429e-05 / -5.53429e-05 | -0.00079152 / 0.00079152 | 0.000687659 / -0.000687659 | -0.00115398 / 0.00115398 | -0.000855982 / 0.000855982 | 0.000136524 / -0.000136524 | -6.35684e-05 / 6.35684e-05 | 0.00125182 / -0.00125182 | 0 / 0 | 0 / 0 | -0.000453085 / 0.000453085 | -nan / -nan |
 | Electron E_{T} scale | 0.000283092 / -0.000283092 | 0.000291586 / -0.000291586 | 0.00070399 / -0.00070399 | 0.000296116 / -0.000296116 | 0.00028801 / -0.00028801 | 0.00032118 / -0.00032118 | 0.000466317 / -0.000466317 | 0.00136846 / -0.00136846 | 0.000584066 / -0.000584066 | -0.000559628 / 0.000559628 | -0.000815272 / 0.000815272 | 0.000674009 / -0.000674009 | 0.000302821 / -0.000302821 | 0 / 0 | 0 / 0 | 0.000453085 / -0.000453085 | -nan / -nan |
 | Muon ID p_{T} res. | -1.35601e-05 / 1.35601e-05 | -0.000127614 / 0.000127614 | -1.5527e-05 / 1.5527e-05 | 0.000168204 / -0.000168204 | 0.000116766 / -0.000116766 | -2.71797e-05 / 2.71797e-05 | -4.90546e-05 / 4.90546e-05 | 0.00132388 / -0.00132388 | -0.000215858 / 0.000215858 | -0.0008941 / 0.0008941 | -0.00116876 / 0.00116876 | -0.000179589 / 0.000179589 | 0.000457466 / -0.000457466 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon MS p_{T} res. | 3.32594e-05 / -3.32594e-05 | 1.07288e-06 / -1.07288e-06 | 0.000307977 / -0.000307977 | 9.05395e-05 / -9.05395e-05 | 8.52644e-05 / -8.52644e-05 | -3.85344e-05 / 3.85344e-05 | 3.58224e-05 / -3.58224e-05 | -0.000439167 / 0.000439167 | -0.00107285 / 0.00107285 | -5.26309e-05 / 5.26309e-05 | 0.000917554 / -0.000917554 | 0.000366718 / -0.000366718 | -0.00127277 / 0.00127277 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon p_{T} scale | -0.000189066 / 0.000189066 | -0.000224441 / 0.000224441 | -2.88486e-05 / 2.88486e-05 | -6.00815e-05 / 6.00815e-05 | -9.56655e-06 / 9.56655e-06 | -0.000665277 / 0.000665277 | -0.000189185 / 0.000189185 | -0.00026533 / 0.00026533 | -5.53131e-05 / 5.53131e-05 | 9.82285e-05 / -9.82285e-05 | 4.41372e-05 / -4.41372e-05 | -0.00037536 / 0.00037536 | -0.000643074 / 0.000643074 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 1 | 0.000416517 / -0.000416517 | -0.0147953 / 0.0147953 | -0.0177382 / 0.0177382 | -0.018413 / 0.018413 | -0.0315315 / 0.0315315 | 0.0497075 / -0.0497075 | 0.0557954 / -0.0557954 | 0.0317445 / -0.0317445 | 0.053992 / -0.053992 | 0.0485384 / -0.0485384 | 0.0425461 / -0.0425461 | 0.0162006 / -0.0162006 | 0.0195727 / -0.0195727 | 0 / 0 | 0 / 0 | -0.0612331 / 0.0612331 | -nan / -nan |
 | Effective NP 2 | -0.000709087 / 0.000709087 | 0.00339532 / -0.00339532 | 0.00282395 / -0.00282395 | 0.00473422 / -0.00473422 | 0.0077734 / -0.0077734 | -0.0127521 / 0.0127521 | -0.0133187 / 0.0133187 | -0.00869682 / 0.00869682 | -0.0164912 / 0.0164912 | -0.0119593 / 0.0119593 | -0.0129289 / 0.0129289 | -0.00395447 / 0.00395447 | 0.00147095 / -0.00147095 | 0 / 0 | 0 / 0 | 0.0381385 / -0.0381385 | -nan / -nan |
 | Effective NP 3 | 0.000307977 / -0.000307977 | 0.00041315 / -0.00041315 | 0.00109917 / -0.00109917 | -0.0015862 / 0.0015862 | -0.000859708 / 0.000859708 | 0.00170717 / -0.00170717 | 0.00192034 / -0.00192034 | 0.000890225 / -0.000890225 | 0.00669819 / -0.00669819 | 0.00284049 / -0.00284049 | 0.00166497 / -0.00166497 | 0.000759751 / -0.000759751 | -0.00128928 / 0.00128928 | 0 / 0 | 0 / 0 | 8.87513e-05 / -8.87513e-05 | -nan / -nan |
 | Effective NP 4 | -0.000405818 / 0.000405818 | -0.0010913 / 0.0010913 | -0.000964284 / 0.000964284 | 0.000807434 / -0.000807434 | -0.000194758 / 0.000194758 | -0.00166637 / 0.00166637 | -0.00101557 / 0.00101557 | -0.001288 / 0.001288 | -0.00393856 / 0.00393856 | -0.00250512 / 0.00250512 | -0.00124636 / 0.00124636 | -0.000913292 / 0.000913292 | 0.000537902 / -0.000537902 | 0 / 0 | 0 / 0 | -3.99053e-05 / 3.99053e-05 | -nan / -nan |
 | Effective NP 5 | 0.000267744 / -0.000267744 | 0.000486761 / -0.000486761 | 0.0013096 / -0.0013096 | 3.52561e-05 / -3.52561e-05 | 0.0011903 / -0.0011903 | -0.000121921 / 0.000121921 | -2.3067e-05 / 2.3067e-05 | 2.5183e-05 / -2.5183e-05 | -0.00113797 / 0.00113797 | 0.00230378 / -0.00230378 | -0.00147262 / 0.00147262 | 0.000281185 / -0.000281185 | -0.00056833 / 0.00056833 | 0 / 0 | 0 / 0 | 5.06639e-07 / -5.06639e-07 | -nan / -nan |
 | Effective NP 6 | 0.000129849 / -0.000129849 | -0.000758618 / 0.000758618 | -0.00117135 / 0.00117135 | -0.00136933 / 0.00136933 | -0.00163531 / 0.00163531 | 0.00232735 / -0.00232735 | 0.00168946 / -0.00168946 | -0.000112683 / 0.000112683 | 0.00524247 / -0.00524247 | -0.00224018 / 0.00224018 | 0.00380692 / -0.00380692 | 0.000826359 / -0.000826359 | -6.46114e-05 / 6.46114e-05 | 0 / 0 | 0 / 0 | 4.67002e-05 / -4.67002e-05 | -nan / -nan |
