 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Muon Isol. (stat.) | 0.000221554 / -0.000221554 | 0.000214727 / -0.000214727 | 0.000153288 / -0.000153288 | 0.00015291 / -0.00015291 | 0.000146973 / -0.000146973 | 0.000181983 / -0.000181983 | 0.000207681 / -0.000207681 | 0.000280001 / -0.000280001 | 0.00011142 / -0.00011142 | 9.18448e-05 / -9.18448e-05 | 0.000103476 / -0.000103476 | 0.000152369 / -0.000152369 | 0.000151241 / -0.000151241 | 0 / 0 | 0 / 0 | 0.000156135 / -0.000156135 | 0.000200737 / -0.000200737 |
 | Muon Isol. (syst.) | 0.000414147 / -0.000414147 | 0.000557329 / -0.000557329 | 0.000403762 / -0.000403762 | 0.000437768 / -0.000437768 | 0.000426894 / -0.000426894 | 0.000494274 / -0.000494274 | 0.000621895 / -0.000621895 | 0.000541522 / -0.000541522 | 0.000349497 / -0.000349497 | 0.000323619 / -0.000323619 | 0.000499811 / -0.000499811 | 0.000525968 / -0.000525968 | 0.000649377 / -0.000649377 | 0 / 0 | 0 / 0 | 0.000511816 / -0.000511816 | 0.000468506 / -0.000468506 |
 | Muon TTVA (stat.) | 0.000453673 / -0.000453673 | 0.000490677 / -0.000490677 | 0.000384104 / -0.000384104 | 0.000374198 / -0.000374198 | 0.000382077 / -0.000382077 | 0.00039059 / -0.00039059 | 0.000433804 / -0.000433804 | 0.000472808 / -0.000472808 | 0.000271429 / -0.000271429 | 0.000209042 / -0.000209042 | 0.000254673 / -0.000254673 | 0.000387629 / -0.000387629 | 0.000390473 / -0.000390473 | 0 / 0 | 0 / 0 | 0.000386857 / -0.000386857 | 0.000472086 / -0.000472086 |
 | Muon TTVA (syst.) | 0.000565108 / -0.000565108 | 0.000522358 / -0.000522358 | 0.000390288 / -0.000390288 | 0.000399998 / -0.000399998 | 0.000423885 / -0.000423885 | 0.000241424 / -0.000241424 | 0.000260478 / -0.000260478 | 0.000268342 / -0.000268342 | 0.000173309 / -0.000173309 | 0.000195678 / -0.000195678 | 0.000243118 / -0.000243118 | 0.000408477 / -0.000408477 | 0.000341824 / -0.000341824 | 0 / 0 | 0 / 0 | 0.000409081 / -0.000409081 | 0.000636033 / -0.000636033 |
 | Pile-up uncertainty | 0.0884107 / -0.0884107 | -0.0520431 / 0.0520431 | 0.00311148 / -0.00311148 | -0.00969392 / 0.00969392 | -0.00740525 / 0.00740525 | 0.0209393 / -0.0209393 | -0.0135346 / 0.0135346 | 0.000326761 / -0.000326761 | 0.0119903 / -0.0119903 | 0.00514986 / -0.00514986 | 0.0476201 / -0.0476201 | 0.0138264 / -0.0138264 | -0.0530276 / 0.0530276 | 0 / 0 | 0 / 0 | -0.0167648 / 0.0167648 | -0.0449067 / 0.0449067 |
 | btag B EV 0 | -0.0705055 / 0.0705055 | -0.0713335 / 0.0713335 | -0.151205 / 0.151205 | -0.140663 / 0.140663 | -0.143512 / 0.143512 | 0 / 0 | 0 / 0 | -0.199658 / 0.199658 | 0 / 0 | 0 / 0 | -0.175413 / 0.175413 | -0.169689 / 0.169689 | -0.190353 / 0.190353 | 0 / 0 | 0 / 0 | -0.125677 / 0.125677 | -0.150557 / 0.150557 |
 | btag B EV 1 | -0.0182005 / 0.0182005 | -0.0226528 / 0.0226528 | -0.0318898 / 0.0318898 | -0.0376569 / 0.0376569 | -0.0361692 / 0.0361692 | 0 / 0 | 0 / 0 | -0.0208978 / 0.0208978 | 0 / 0 | 0 / 0 | -0.0288133 / 0.0288133 | -0.0280401 / 0.0280401 | -0.0201912 / 0.0201912 | 0 / 0 | 0 / 0 | -0.0466226 / 0.0466226 | -0.0245077 / 0.0245077 |
 | btag B EV 2 | 0.0169594 / -0.0169594 | 0.00944652 / -0.00944652 | 0.0191432 / -0.0191432 | 0.0191751 / -0.0191751 | 0.0205265 / -0.0205265 | 0 / 0 | 0 / 0 | 0.0167646 / -0.0167646 | 0 / 0 | 0 / 0 | 0.0212747 / -0.0212747 | 0.0161584 / -0.0161584 | 0.0208278 / -0.0208278 | 0 / 0 | 0 / 0 | 0.0137005 / -0.0137005 | 0.0214648 / -0.0214648 |
 | btag B EV 3 | -0.000818389 / 0.000818389 | 0.00153105 / -0.00153105 | -0.000446888 / 0.000446888 | 0.000765792 / -0.000765792 | 0.000470583 / -0.000470583 | 0 / 0 | 0 / 0 | -0.00356715 / 0.00356715 | 0 / 0 | 0 / 0 | -0.00151484 / 0.00151484 | -0.00324703 / 0.00324703 | -0.00620728 / 0.00620728 | 0 / 0 | 0 / 0 | 0.00215108 / -0.00215108 | -0.00430573 / 0.00430573 |
 | btag B EV 4 | -0.00115148 / 0.00115148 | -0.00056052 / 0.00056052 | -0.000302545 / 0.000302545 | -0.000491075 / 0.000491075 | -0.000534585 / 0.000534585 | 0 / 0 | 0 / 0 | 4.41242e-05 / -4.41242e-05 | 0 / 0 | 0 / 0 | 0.000752935 / -0.000752935 | 0.000185346 / -0.000185346 | 0.000512179 / -0.000512179 | 0 / 0 | 0 / 0 | -0.000790749 / 0.000790749 | -0.000424273 / 0.000424273 |
 | btag B EV 5 | 0.000213557 / -0.000213557 | -8.54367e-05 / 8.54367e-05 | -9.46454e-05 / 9.46454e-05 | -7.59125e-05 / 7.59125e-05 | -6.57215e-05 / 6.57215e-05 | 0 / 0 | 0 / 0 | -0.000175691 / 0.000175691 | 0 / 0 | 0 / 0 | -0.000126632 / 0.000126632 | -0.000196581 / 0.000196581 | -3.6222e-05 / 3.6222e-05 | 0 / 0 | 0 / 0 | -0.000136159 / 0.000136159 | -9.31022e-05 / 9.31022e-05 |
 | btag C EV 0 | -0.225662 / 0.225662 | -0.502699 / 0.502699 | -0.0305493 / 0.0305493 | -0.0278632 / 0.0278632 | -0.0190821 / 0.0190821 | -0.00157424 / 0.00157424 | -0.848986 / 0.848986 | -0.0342167 / 0.0342167 | -0.0655028 / 0.0655028 | -0.871113 / 0.871113 | -0.0356064 / 0.0356064 | -0.051542 / 0.051542 | -0.030697 / 0.030697 | 0 / 0 | 0 / 0 | -0.0353166 / 0.0353166 | -0.0463835 / 0.0463835 |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 0 | -0.466847 / 0.466847 | -0.0924535 / 0.0924535 | -0.0130973 / 0.0130973 | -0.00874014 / 0.00874014 | -0.00614429 / 0.00614429 | -0.99 / 0.99 | -0.49451 / 0.49451 | -0.014248 / 0.014248 | -0.99 / 0.99 | -0.386034 / 0.386034 | -0.0166083 / 0.0166083 | -0.0173665 / 0.0173665 | -0.0196322 / 0.0196322 | 0 / 0 | 0 / 0 | -0.0102084 / 0.0102084 | -0.0284358 / 0.0284358 |
 | btag L EV 1 | 0.0019982 / -0.0019982 | 0.000734387 / -0.000734387 | 0.000316184 / -0.000316184 | -6.66405e-05 / 6.66405e-05 | 6.9322e-06 / -6.9322e-06 | 0.00331087 / -0.00331087 | -0.000229627 / 0.000229627 | -0.000185086 / 0.000185086 | 0.00233288 / -0.00233288 | 0.000284018 / -0.000284018 | 0.000349131 / -0.000349131 | 0.000853286 / -0.000853286 | 0.000328673 / -0.000328673 | 0 / 0 | 0 / 0 | -0.00015687 / 0.00015687 | -0.000256759 / 0.000256759 |
 | btag L EV 2 | -0.00212698 / 0.00212698 | -0.000427874 / 0.000427874 | -6.21766e-05 / 6.21766e-05 | 3.89176e-05 / -3.89176e-05 | 7.14715e-06 / -7.14715e-06 | 0.00140306 / -0.00140306 | 0.00102261 / -0.00102261 | -0.000179722 / 0.000179722 | 0.00150747 / -0.00150747 | 0.00039699 / -0.00039699 | -5.91826e-06 / 5.91826e-06 | -7.17686e-05 / 7.17686e-05 | -0.000494514 / 0.000494514 | 0 / 0 | 0 / 0 | 0.00019665 / -0.00019665 | -0.000610643 / 0.000610643 |
 | btag L EV 3 | -0.000778402 / 0.000778402 | -0.000331022 / 0.000331022 | -1.81118e-05 / 1.81118e-05 | -1.36134e-05 / 1.36134e-05 | -2.62779e-05 / 2.62779e-05 | -0.00137908 / 0.00137908 | -0.000238532 / 0.000238532 | -0.000501894 / 0.000501894 | -0.00185692 / 0.00185692 | -0.000706819 / 0.000706819 | -0.000218882 / 0.000218882 | -0.000238223 / 0.000238223 | 0.000668213 / -0.000668213 | 0 / 0 | 0 / 0 | 8.64774e-07 / -8.64774e-07 | 0.000385452 / -0.000385452 |
 | btag L EV 4 | -0.000972476 / 0.000972476 | -0.000399253 / 0.000399253 | -5.51086e-05 / 5.51086e-05 | 5.01432e-05 / -5.01432e-05 | 1.44018e-05 / -1.44018e-05 | 0.000992489 / -0.000992489 | 0.000410365 / -0.000410365 | 3.73645e-05 / -3.73645e-05 | 0.000436549 / -0.000436549 | 0.000350674 / -0.000350674 | -0.000187506 / 0.000187506 | 0.000639601 / -0.000639601 | 0.000302872 / -0.000302872 | 0 / 0 | 0 / 0 | 0.000126862 / -0.000126862 | -7.53691e-05 / 7.53691e-05 |
 | btag L EV 5 | -0.000203783 / 0.000203783 | 5.74074e-05 / -5.74074e-05 | -6.51585e-06 / 6.51585e-06 | -1.50088e-05 / 1.50088e-05 | -1.16074e-05 / 1.16074e-05 | -0.000699673 / 0.000699673 | -0.000196076 / 0.000196076 | 9.13493e-05 / -9.13493e-05 | -0.000242693 / 0.000242693 | -0.000178744 / 0.000178744 | -5.90887e-05 / 5.90887e-05 | -2.29727e-05 / 2.29727e-05 | -5.84568e-05 / 5.84568e-05 | 0 / 0 | 0 / 0 | -1.829e-05 / 1.829e-05 | 0.000100608 / -0.000100608 |
 | btag L EV 6 | -0.000126739 / 0.000126739 | 0.000160083 / -0.000160083 | 8.28285e-06 / -8.28285e-06 | 1.58151e-06 / -1.58151e-06 | -1.18224e-06 / 1.18224e-06 | 0.000268217 / -0.000268217 | -5.9001e-05 / 5.9001e-05 | -3.83878e-05 / 3.83878e-05 | 0.000687282 / -0.000687282 | 0.000104586 / -0.000104586 | -2.71019e-05 / 2.71019e-05 | 4.35978e-06 / -4.35978e-06 | 0.000117917 / -0.000117917 | 0 / 0 | 0 / 0 | -1.18906e-05 / 1.18906e-05 | -0.000238562 / 0.000238562 |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.09693e-16 | 2.14018e-16 / 0 | 0 / 0 | 0 / 0 | 1.22022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.09693e-16 / 0 | 2.14018e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 1.22022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.09693e-16 / 0 | 0 / 2.14018e-16 | -1.15513e-16 / 0 | 0 / 0 | 0 / 1.22022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 11 | -0.125589 / 0.125589 | -0.0168668 / 0.0168668 | -0.00453696 / 0.00453696 | -0.00404867 / 0.00404867 | -0.00156152 / 0.00156152 | -0.573332 / 0.573332 | -0.118271 / 0.118271 | -0.0112344 / 0.0112344 | -0.547204 / 0.547204 | -0.102427 / 0.102427 | -0.00827533 / 0.00827533 | -0.00994018 / 0.00994018 | -0.00488674 / 0.00488674 | 0 / 0 | 0 / 0 | -0.00352049 / 0.00352049 | -0.015997 / 0.015997 |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.09693e-16 | 2.14018e-16 / 0 | 0 / 0 | 0 / 0 | 1.22022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 13 | 0.11117 / -0.11117 | 0.0192099 / -0.0192099 | 0.00293848 / -0.00293848 | 0.00113348 / -0.00113348 | 0.000976311 / -0.000976311 | 0.349064 / -0.349064 | 0.0834533 / -0.0834533 | 0.00881486 / -0.00881486 | 0.369443 / -0.369443 | 0.0629276 / -0.0629276 | 0.0130735 / -0.0130735 | -0.00239659 / 0.00239659 | -0.00485798 / 0.00485798 | 0 / 0 | 0 / 0 | 0.000257789 / -0.000257789 | 0.0208823 / -0.0208823 |
 | btag L EV 14 | -0.0821796 / 0.0821796 | -0.0124425 / 0.0124425 | -0.00312832 / 0.00312832 | -0.00328408 / 0.00328408 | -0.00118476 / 0.00118476 | -0.387011 / 0.387011 | -0.08916 / 0.08916 | -0.00665203 / 0.00665203 | -0.358385 / 0.358385 | -0.0734691 / 0.0734691 | -0.00298346 / 0.00298346 | -0.00390614 / 0.00390614 | -0.00284872 / 0.00284872 | 0 / 0 | 0 / 0 | -0.00291749 / 0.00291749 | -0.0076585 / 0.0076585 |
 | btag L EV 15 | -0.0215774 / 0.0215774 | -0.0034577 / 0.0034577 | -0.000650701 / 0.000650701 | -0.00106188 / 0.00106188 | -0.000241821 / 0.000241821 | -0.0873224 / 0.0873224 | -0.0209746 / 0.0209746 | 0.0022064 / -0.0022064 | -0.0855993 / 0.0855993 | -0.0173348 / 0.0173348 | -0.000814607 / 0.000814607 | 0.00353136 / -0.00353136 | 0.000644585 / -0.000644585 | 0 / 0 | 0 / 0 | -0.000588565 / 0.000588565 | -0.0045037 / 0.0045037 |
 | btag L EV 16 | 0.0535394 / -0.0535394 | -0.000528279 / 0.000528279 | -0.000330762 / 0.000330762 | 8.99911e-05 / -8.99911e-05 | -0.000347523 / 0.000347523 | 0.0371909 / -0.0371909 | 0.00587862 / -0.00587862 | -1.83877e-05 / 1.83877e-05 | 0.0632359 / -0.0632359 | 0.00965615 / -0.00965615 | 0.000873273 / -0.000873273 | -0.00265577 / 0.00265577 | 0.00209475 / -0.00209475 | 0 / 0 | 0 / 0 | -0.000214637 / 0.000214637 | 0.0140902 / -0.0140902 |
 | b-tag extrap. | 0.00386226 / -0.00386226 | 0.0164936 / -0.0164936 | 0.00294251 / -0.00294251 | 0.00299659 / -0.00299659 | 0.00231847 / -0.00231847 | 0.000114098 / -0.000114098 | 0.0299587 / -0.0299587 | 0.00446799 / -0.00446799 | 0.00111678 / -0.00111678 | 0.0254659 / -0.0254659 | 0.00106989 / -0.00106989 | 0.00473824 / -0.00473824 | 0.00290027 / -0.00290027 | 0 / 0 | 0 / 0 | 0.00718164 / -0.00718164 | 0.00613875 / -0.00613875 |
 | b-tag extrap. from charm | 0 / 0 | 0.00313918 / -0.00313918 | 0.000576321 / -0.000576321 | 0.00112756 / -0.00112756 | 0.000502181 / -0.000502181 | 0.00135223 / -0.00135223 | 0.000113578 / -0.000113578 | 2.28218e-05 / -2.28218e-05 | 0.0571969 / -0.0571969 | 0.0166605 / -0.0166605 | 0.00509938 / -0.00509938 | 0.00194804 / -0.00194804 | 7.92983e-05 / -7.92983e-05 | 0 / 0 | 0 / 0 | 0.00102627 / -0.00102627 | 0 / 0 |
 | JVT uncertainty | 0.00827449 / -0.00827449 | 0.0109559 / -0.0109559 | 0.00998603 / -0.00998603 | 0.00822032 / -0.00822032 | 0.00876149 / -0.00876149 | 0.0120305 / -0.0120305 | 0.0125491 / -0.0125491 | 0.0113028 / -0.0113028 | 0.0119737 / -0.0119737 | 0.0124985 / -0.0124985 | 0.00892338 / -0.00892338 | 0.00937614 / -0.00937614 | 0.0150553 / -0.0150553 | 0 / 0 | 0 / 0 | 0.00722536 / -0.00722536 | 0.0094173 / -0.0094173 |
 | Electron E_{T} res. | -4.7128e-05 / 4.7128e-05 | 0 / 0 | -0.000458981 / 0.000458981 | 6.10277e-05 / -6.10277e-05 | 8.51209e-05 / -8.51209e-05 | 0.00014455 / -0.00014455 | -0.000177405 / 0.000177405 | 7.26205e-05 / -7.26205e-05 | -0.00028736 / 0.00028736 | -0.0758375 / 0.0758375 | -0.0002 / 0.0002 | -0.000126322 / 0.000126322 | -0.00044358 / 0.00044358 | 0 / 0 | 0 / 0 | -0.000388629 / 0.000388543 | 0.000162666 / -0.000162695 |
 | Electron E_{T} scale | 0 / 0 | 0 / 0 | 0.000262953 / -0.000262953 | 0.000336397 / -0.000336459 | 0.000168415 / -0.000168415 | 0.00028426 / -0.00028426 | 3.4355e-05 / -3.4355e-05 | 0.000107597 / -0.000107597 | -0.000542659 / 0.000542659 | 0.0758789 / -0.0758788 | -5.75856e-05 / 5.75856e-05 | 4.16973e-05 / -4.16973e-05 | 0.000377823 / -0.000377823 | 0 / 0 | 0 / 0 | -0.000344526 / 0.000344526 | 0.00475986 / -0.00475989 |
 | Muon ID p_{T} res. | 0 / 0 | -1.79624e-05 / 1.79624e-05 | 0.000393491 / -0.000393491 | -5.92911e-05 / 5.92291e-05 | -0.000132518 / 0.000132625 | -5.46004e-05 / 5.46004e-05 | 9.00814e-05 / -9.00814e-05 | 0.00179995 / -0.00179995 | -3.4642e-05 / 3.4642e-05 | -0.00274034 / 0.00274041 | 7.6092e-06 / -7.6092e-06 | 2.34757e-06 / -2.45936e-06 | -5.68407e-06 / 5.68407e-06 | 0 / 0 | 0 / 0 | -0.000374188 / 0.000374101 | -0.00407153 / 0.0040715 |
 | Muon MS p_{T} res. | 0 / 0 | -1.36199e-05 / 1.36857e-05 | -0.000507905 / 0.000508015 | -2.487e-05 / 2.487e-05 | 9.73732e-05 / -9.73732e-05 | -0.0015493 / 0.0015493 | -0.000242439 / 0.000242439 | -0.000130915 / 0.000130915 | -0.000590502 / 0.000590502 | -0.00406148 / 0.00406148 | 0.000167308 / -0.000167308 | 0 / 0 | -9.69635e-06 / 9.69635e-06 | 0 / 0 | 0 / 0 | 0.000406703 / -0.00040679 | -0.00406778 / 0.00406775 |
 | Muon p_{T} scale | 0 / 0 | -1.52648e-05 / 1.52648e-05 | -0.000112095 / 0.000112095 | -5.2717e-05 / 5.2717e-05 | -0.000246442 / 0.00024655 | -0.000172132 / 0.000172132 | -0.0114287 / 0.0114289 | -7.0698e-06 / 7.0698e-06 | -0.000414215 / 0.000414215 | 7.29125e-05 / -7.29125e-05 | 6.10614e-06 / -6.10614e-06 | 0 / 0 | -7.91312e-06 / 7.91312e-06 | 0 / 0 | 0 / 0 | -0.000469918 / 0.000469832 | 0.00406517 / -0.0040652 |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.44147e-08 / -1.44147e-08 |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.44147e-08 / -1.44147e-08 |
 | Effective NP 1 | 0.0285337 / -0.0285337 | 0.038956 / -0.038956 | 0.0302612 / -0.0302612 | 0.0219545 / -0.0219545 | 0.0226687 / -0.0226687 | 0.0838717 / -0.0838717 | 0.0778724 / -0.0778724 | 0.0614881 / -0.0614881 | 0.0859849 / -0.0859849 | 0.0532393 / -0.0532393 | 0.173072 / -0.173072 | 0.0355465 / -0.0355465 | 0.06594 / -0.06594 | 0 / 0 | 0 / 0 | 0.0123186 / -0.0123186 | 0.0248856 / -0.0248856 |
 | Effective NP 2 | 0.00185721 / -0.00185721 | -0.0112745 / 0.0112745 | -0.00706185 / 0.00706185 | -0.00623723 / 0.00623723 | -0.00577296 / 0.00577296 | -0.0181043 / 0.0181041 | -0.0124176 / 0.0124176 | -0.0107516 / 0.0107515 | -0.0269881 / 0.0269881 | -0.0129217 / 0.0129217 | -0.11793 / 0.11793 | -0.0103124 / 0.0103124 | -0.0120011 / 0.0120011 | 0 / 0 | 0 / 0 | -0.00340297 / 0.00340297 | 0.0059619 / -0.00596192 |
