 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Muon ID (syst.) | 0.00276311 / -0.00276311 | 0.00388388 / -0.00388388 | 0.00332307 / -0.00332307 | 0.00353768 / -0.00353768 | 0.00330043 / -0.00330043 | 0.00401635 / -0.00401635 | 0.00461379 / -0.00461379 | 0.00326136 / -0.00326136 | 0.00272292 / -0.00272292 | 0.00390086 / -0.00390086 | 0.00595571 / -0.00595571 | 0.00454931 / -0.00454931 | 0.00327095 / -0.00327095 | 0 / 0 | 0 / 0 | 0.00157976 / -0.00157976 | -nan / -nan |
 | Muon Trig. (stat.) | 0.00124608 / -0.00124608 | 0.00268379 / -0.00268379 | 0.00247626 / -0.00247626 | 0.00278037 / -0.00278037 | 0.00244438 / -0.00244438 | 0.00266908 / -0.00266908 | 0.00310479 / -0.00310479 | 0.00188965 / -0.00188965 | 0.00174007 / -0.00174007 | 0.00234875 / -0.00234875 | 0.00316786 / -0.00316786 | 0.00271589 / -0.00271589 | 0.00234088 / -0.00234088 | 0 / 0 | 0 / 0 | 0.00128692 / -0.00128692 | -nan / -nan |
 | Muon Trig. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Isol. (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Isol. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon TTVA (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon TTVA (syst.) | 0.000158951 / -0.000158951 | 8.49349e-05 / -8.49349e-05 | 0.000395459 / -0.000395459 | 0.000334159 / -0.000334159 | 0.000396053 / -0.000396053 | 0.00022965 / -0.00022965 | 0.000179462 / -0.000179462 | 0.000137145 / -0.000137145 | 0.000177443 / -0.000177443 | 0.00034889 / -0.00034889 | 0.000629976 / -0.000629976 | 0.000518413 / -0.000518413 | 7.26566e-05 / -7.26566e-05 | 0 / 0 | 0 / 0 | 4.82707e-06 / -4.82707e-06 | -nan / -nan |
 | Pile-up uncertainty | -0.0858587 / 0.0858587 | -0.0237753 / 0.0237753 | -0.0578964 / 0.0578964 | 0.00683779 / -0.00683779 | -0.0154589 / 0.0154589 | 0.00615318 / -0.00615318 | 0.0747916 / -0.0747916 | 0.0261664 / -0.0261664 | 0.0159079 / -0.0159079 | 0.0108528 / -0.0108528 | -0.114275 / 0.114275 | 0.0393579 / -0.0393579 | -0.0547735 / 0.0547735 | 0 / 0 | 0 / 0 | -0.145392 / 0.145392 | -nan / -nan |
 | btag B EV 0 | -0.0469932 / 0.0469932 | -0.0484059 / 0.0484059 | -0.0907276 / 0.0907276 | -0.0835809 / 0.0835809 | -0.0847155 / 0.0847155 | 0 / 0 | 0 / 0 | -0.114541 / 0.114541 | 0 / 0 | 0 / 0 | -0.12536 / 0.12536 | -0.089656 / 0.089656 | -0.103789 / 0.103789 | 0 / 0 | 0 / 0 | -0.0747259 / 0.0747259 | -nan / -nan |
 | btag B EV 1 | -0.013349 / 0.013349 | -0.0206622 / 0.0206622 | -0.0287399 / 0.0287399 | -0.0374774 / 0.0374774 | -0.0367472 / 0.0367472 | 0 / 0 | 0 / 0 | -0.015373 / 0.015373 | 0 / 0 | 0 / 0 | -0.00936209 / 0.00936209 | -0.0274989 / 0.0274989 | -0.0237186 / 0.0237186 | 0 / 0 | 0 / 0 | -0.0552428 / 0.0552428 | -nan / -nan |
 | btag B EV 2 | 0.0150925 / -0.0150925 | 0.0100337 / -0.0100337 | 0.0214669 / -0.0214669 | 0.0219462 / -0.0219462 | 0.0230554 / -0.0230554 | 0 / 0 | 0 / 0 | 0.0178896 / -0.0178896 | 0 / 0 | 0 / 0 | 0.0218847 / -0.0218847 | 0.017722 / -0.017722 | 0.0226419 / -0.0226419 | 0 / 0 | 0 / 0 | 0.00988378 / -0.00988378 | -nan / -nan |
 | btag B EV 3 | -0.00127508 / 0.00127508 | 0.0026 / -0.0026 | -0.00106743 / 0.00106743 | 0.00164089 / -0.00164089 | 0.000503774 / -0.000503774 | 0 / 0 | 0 / 0 | -0.00292335 / 0.00292335 | 0 / 0 | 0 / 0 | -0.00658131 / 0.00658131 | -0.00135769 / 0.00135769 | -0.00542304 / 0.00542304 | 0 / 0 | 0 / 0 | 0.00262682 / -0.00262682 | -nan / -nan |
 | btag B EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 0 | -0.0845877 / 0.0845877 | -0.225664 / 0.225664 | -0.0254638 / 0.0254638 | -0.0083833 / 0.0083833 | -0.00516923 / 0.00516923 | -0.000318985 / 0.000318985 | -0.406798 / 0.406798 | -0.0241144 / 0.0241144 | -0.0302367 / 0.0302367 | -0.397318 / 0.397318 | -0.010705 / 0.010705 | -0.0485521 / 0.0485521 | -0.0125641 / 0.0125641 | 0 / 0 | 0 / 0 | -0.0310549 / 0.0310549 | -nan / -nan |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 0 | -0.758057 / 0.758057 | 0 / 0 | -0.0161293 / 0.0161293 | -0.00466804 / 0.00466804 | -0.00117864 / 0.00117864 | -0.962733 / 0.962733 | -0.319546 / 0.319546 | -0.0387051 / 0.0387051 | -0.962732 / 0.962732 | -0.35955 / 0.35955 | -0.0241268 / 0.0241268 | -0.0211594 / 0.0211594 | -0.0118146 / 0.0118146 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 1 | -0.00425607 / 0.00425607 | 0 / 0 | -4.85645e-05 / 4.85645e-05 | -4.47813e-06 / 4.47813e-06 | -0.000114146 / 0.000114146 | 0.00439095 / -0.00439095 | 0.00125936 / -0.00125936 | 0.000353203 / -0.000353203 | 0.000644207 / -0.000644207 | -0.000107436 / 0.000107436 | -7.52827e-05 / 7.52827e-05 | 0.000260172 / -0.000260172 | 6.51729e-06 / -6.51729e-06 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 2 | 0.00162812 / -0.00162812 | 0 / 0 | 6.5019e-05 / -6.5019e-05 | 3.12006e-05 / -3.12006e-05 | 0.000165033 / -0.000165033 | 0.000940268 / -0.000940268 | 0.000781239 / -0.000781239 | -7.14148e-05 / 7.14148e-05 | -0.000270218 / 0.000270218 | -2.25351e-05 / 2.25351e-05 | 1.41642e-05 / -1.41642e-05 | 0.000317504 / -0.000317504 | 6.30602e-05 / -6.30602e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 3 | -0.000881426 / 0.000881426 | 0 / 0 | 5.11281e-05 / -5.11281e-05 | -5.84765e-05 / 5.84765e-05 | -1.03934e-05 / 1.03934e-05 | -0.00120693 / 0.00120693 | 0.000131578 / -0.000131578 | -7.05166e-05 / 7.05166e-05 | -0.0017218 / 0.0017218 | -0.000293363 / 0.000293363 | -2.21799e-05 / 2.21799e-05 | 0.0001777 / -0.0001777 | -1.79544e-05 / 1.79544e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 4 | 0.00242944 / -0.00242944 | 0 / 0 | 7.06682e-06 / -7.06682e-06 | -0.00013957 / 0.00013957 | 4.04352e-05 / -4.04352e-05 | 0.00034713 / -0.00034713 | 0.000124156 / -0.000124156 | -7.81092e-05 / 7.81092e-05 | 0.000810653 / -0.000810653 | 0.000287106 / -0.000287106 | 2.82625e-05 / -2.82625e-05 | 5.66423e-05 / -5.66423e-05 | -3.32182e-06 / 3.32182e-06 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 5 | -0.00110451 / 0.00110451 | 0 / 0 | 1.43886e-05 / -1.43886e-05 | -4.25751e-05 / 4.25751e-05 | 1.71584e-05 / -1.71584e-05 | -0.000436553 / 0.000436553 | -4.65594e-05 / 4.65594e-05 | 1.47714e-05 / -1.47714e-05 | -0.000608444 / 0.000608444 | -0.000171284 / 0.000171284 | -1.21766e-05 / 1.21766e-05 | 2.28663e-06 / -2.28663e-06 | 1.36993e-05 / -1.36993e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 6 | 6.02402e-06 / -6.02402e-06 | 0 / 0 | -1.31961e-05 / 1.31961e-05 | 3.94576e-05 / -3.94576e-05 | 9.33469e-06 / -9.33469e-06 | 0.000386293 / -0.000386293 | 1.95972e-05 / -1.95972e-05 | 7.92025e-06 / -7.92025e-06 | 0.000456691 / -0.000456691 | 4.47768e-05 / -4.47768e-05 | 5.90829e-06 / -5.90829e-06 | -4.92221e-05 / 4.92221e-05 | 1.34284e-05 / -1.34284e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 11 | 0.0267441 / -0.0267441 | 0 / 0 | -0.00416225 / 0.00416225 | -0.000885031 / 0.000885031 | -0.00222193 / 0.00222193 | -0.492106 / 0.492106 | -0.0747482 / 0.0747482 | -0.0157685 / 0.0157685 | -0.398636 / 0.398636 | -0.0760803 / 0.0760803 | -0.00466986 / 0.00466986 | -0.0139279 / 0.0139279 | -0.00480812 / 0.00480812 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 13 | -0.00591096 / 0.00591096 | 0 / 0 | -0.000527795 / 0.000527795 | -0.000424411 / 0.000424411 | -6.4102e-05 / 6.4102e-05 | 0.438835 / -0.438835 | 0.0687812 / -0.0687812 | 0.00924022 / -0.00924022 | 0.426013 / -0.426013 | 0.102639 / -0.102639 | 0.00749065 / -0.00749065 | 0.0601991 / -0.0601991 | 0.00288127 / -0.00288127 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 14 | -0.0523051 / 0.0523051 | 0 / 0 | -0.00514675 / 0.00514675 | -0.000559084 / 0.000559084 | -0.00144557 / 0.00144557 | -0.32571 / 0.32571 | -0.0554971 / 0.0554971 | -0.0112703 / 0.0112703 | -0.267622 / 0.267622 | -0.0498584 / 0.0498584 | -0.00301668 / 0.00301668 | 0.00973153 / -0.00973153 | -0.00327248 / 0.00327248 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 15 | -0.0210481 / 0.0210481 | 0 / 0 | -0.00179589 / 0.00179589 | 0.000300661 / -0.000300661 | -6.59251e-05 / 6.59251e-05 | -0.0933181 / 0.0933181 | -0.01581 / 0.01581 | -0.00284196 / 0.00284196 | -0.0869428 / 0.0869428 | -0.017538 / 0.017538 | -0.00123312 / 0.00123312 | 0.00225438 / -0.00225438 | -0.000713291 / 0.000713291 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 16 | -0.0349008 / 0.0349008 | 0 / 0 | -0.00198821 / 0.00198821 | 0.000115491 / -0.000115491 | -0.000391495 / 0.000391495 | 0.0548788 / -0.0548788 | 0.0120082 / -0.0120082 | 0.000560225 / -0.000560225 | 0.0631119 / -0.0631119 | 0.014474 / -0.014474 | 0.00132285 / -0.00132285 | -0.00159237 / 0.00159237 | 0.00035847 / -0.00035847 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b-tag extrap. | 0.00158994 / -0.00158994 | 0.00528077 / -0.00528077 | 0.00193767 / -0.00193767 | 0.00183036 / -0.00183036 | 0.00205 / -0.00205 | 1.30468e-05 / -1.30468e-05 | 0.0141191 / -0.0141191 | 0.00311323 / -0.00311323 | 0.000472158 / -0.000472158 | 0.0260542 / -0.0260542 | 0.000410524 / -0.000410524 | 0.00388736 / -0.00388736 | 0.00529991 / -0.00529991 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b-tag extrap. from charm | 0 / 0 | 0.0554459 / -0.0554459 | 0.0048408 / -0.0048408 | 0.0022455 / -0.0022455 | 0.00148241 / -0.00148241 | 0.000657007 / -0.000657007 | 4.98266e-05 / -4.98266e-05 | 2.2604e-06 / -2.2604e-06 | 0.0613641 / -0.0613641 | 0.0160234 / -0.0160234 | 0.0025577 / -0.0025577 | 0.00978322 / -0.00978322 | 0.000623579 / -0.000623579 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JVT uncertainty | 0.00375215 / -0.00375215 | 0.00151303 / -0.00151303 | -0.000462241 / 0.000462241 | -0.000952877 / 0.000952877 | -0.000546059 / 0.000546059 | 0.00726893 / -0.00726893 | 0.00506862 / -0.00506862 | 0.00865828 / -0.00865828 | 0.00788215 / -0.00788215 | 0.00193624 / -0.00193624 | 0.00878466 / -0.00878466 | 0.00553949 / -0.00553949 | 0.00533702 / -0.00533702 | 0 / 0 | 0 / 0 | -0.00490257 / 0.00490257 | -nan / -nan |
 | Electron E_{T} res. | 0 / 0 | 0 / 0 | -1.13473e-06 / 1.13473e-06 | -0.00108697 / 0.00108697 | -0.000456498 / 0.000456498 | 0.000116518 / -0.000116518 | -0.000119189 / 0.000119189 | 0.00198795 / -0.00198795 | -7.55489e-05 / 7.55489e-05 | 3.70873e-05 / -3.70873e-05 | 2.11298e-05 / -2.11298e-05 | 0 / 0 | -4.13358e-05 / 4.13358e-05 | 0 / 0 | 0 / 0 | 0.00054872 / -0.00054872 | -nan / -nan |
 | Electron E_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0.000572476 / -0.000572476 | 0.000230823 / -0.000230823 | 0.00037596 / -0.00037596 | 0.00015696 / -0.00015696 | 6.79477e-05 / -6.79477e-05 | 0.000769734 / -0.000769734 | -5.75384e-05 / 5.75384e-05 | -6.72046e-06 / 6.72046e-06 | 0 / 0 | -3.38428e-06 / 3.38428e-06 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon ID p_{T} res. | 0 / 0 | 0.000253418 / -0.000253418 | -9.02786e-06 / 9.02786e-06 | 0.000728199 / -0.000728199 | 0.000359814 / -0.000359814 | -0.000132612 / 0.000132612 | -0.000105211 / 0.000105211 | -5.69382e-06 / 5.69382e-06 | -0.00092715 / 0.00092715 | 0.000201609 / -0.000201609 | -0.066247 / 0.066247 | 5.01805e-05 / -5.01805e-05 | 5.17168e-05 / -5.17168e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon MS p_{T} res. | 0 / 0 | 0 / 0 | -3.8967e-07 / 3.8967e-07 | 0.000723758 / -0.000723758 | -7.25884e-05 / 7.25884e-05 | -0.000105544 / 0.000105544 | -4.13864e-05 / 4.13864e-05 | -1.81951e-05 / 1.81951e-05 | -0.000980467 / 0.000980467 | 3.76569e-05 / -3.76569e-05 | 6.19881e-06 / -6.19881e-06 | 0 / 0 | -3.38428e-06 / 3.38428e-06 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | -0.000737849 / 0.000737849 | 0.000401253 / -0.000401253 | -0.000457866 / 0.000457866 | -9.69496e-05 / 9.69496e-05 | -1.2026e-05 / 1.2026e-05 | -0.000954986 / 0.000954986 | 7.93304e-05 / -7.93304e-05 | 2.89089e-06 / -2.89089e-06 | 0 / 0 | -6.42464e-07 / 6.42464e-07 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 1 | -0.0388516 / 0.0388516 | -0.19445 / 0.19445 | -0.0231432 / 0.0231432 | -0.006064 / 0.006064 | -0.0273434 / 0.0273434 | 0.0582715 / -0.0582715 | 0.0394859 / -0.0394859 | 0.0219692 / -0.0219692 | 0.0659514 / -0.0659514 | 0.0374554 / -0.0374554 | 0.0290415 / -0.0290415 | -0.0464221 / 0.0464221 | -0.0154089 / 0.0154089 | 0 / 0 | 0 / 0 | -0.138604 / 0.138604 | -nan / -nan |
 | Effective NP 2 | -0.000174403 / 0.000174403 | -0.000222504 / 0.000222504 | 0.00753552 / -0.00753552 | 0.00154238 / -0.00154238 | 0.00690359 / -0.00690359 | -0.0142588 / 0.0142588 | -0.0107321 / 0.0107321 | -0.00371332 / 0.00371332 | -0.0160068 / 0.0160068 | -0.00490891 / 0.00490891 | -0.00774862 / 0.00774862 | -0.000270396 / 0.000270396 | -0.0093462 / 0.0093462 | 0 / 0 | 0 / 0 | -0.00336754 / 0.00336754 | -nan / -nan |
 | Effective NP 3 | 2.88188e-05 / -2.88188e-05 | 0.000214559 / -0.000214559 | -0.00013708 / 0.00013708 | -0.000627071 / 0.000627071 | -0.000969516 / 0.000969516 | 0.00109149 / -0.00109149 | 0.000538039 / -0.000538039 | 0.000407026 / -0.000407026 | 0.00342411 / -0.00342411 | -0.000340521 / 0.000340521 | 0.000700951 / -0.000700951 | 6.57406e-05 / -6.57406e-05 | -1.19278e-05 / 1.19278e-05 | 0 / 0 | 0 / 0 | 0.000154436 / -0.000154436 | -nan / -nan |
 | Effective NP 4 | 0.000109158 / -0.000109158 | -0.000112087 / 0.000112087 | 0.00135848 / -0.00135848 | 0.000739872 / -0.000739872 | 0.000728283 / -0.000728283 | -0.00170599 / 0.00170599 | -0.000388443 / 0.000388443 | 0.00011994 / -0.00011994 | -0.00169525 / 0.00169525 | 8.01649e-05 / -8.01649e-05 | 0.00048536 / -0.00048536 | -6.69691e-05 / 6.69691e-05 | 0.000395112 / -0.000395112 | 0 / 0 | 0 / 0 | -0.000138521 / 0.000138521 | -nan / -nan |
 | Effective NP 5 | -0.000142179 / 0.000142179 | -3.86183e-06 / 3.86183e-06 | -0.000192076 / 0.000192076 | -0.00043467 / 0.00043467 | 0.000858915 / -0.000858915 | -4.3491e-05 / 4.3491e-05 | -7.64547e-05 / 7.64547e-05 | -0.000876025 / 0.000876025 | -0.000146478 / 0.000146478 | -0.000273887 / 0.000273887 | -0.000774562 / 0.000774562 | -8.43207e-05 / 8.43207e-05 | -0.000465738 / 0.000465738 | 0 / 0 | 0 / 0 | -0.000158548 / 0.000158548 | -nan / -nan |
 | Effective NP 6 | 0.000138634 / -0.000138634 | 6.16014e-05 / -6.16014e-05 | -0.000110713 / 0.000110713 | -0.000687766 / 0.000687766 | -0.00127318 / 0.00127318 | 0.00239384 / -0.00239384 | -0.000678024 / 0.000678024 | 0.0007596 / -0.0007596 | 0.00335541 / -0.00335541 | 0.00040904 / -0.00040904 | 0.00144832 / -0.00144832 | 8.55592e-05 / -8.55592e-05 | 0.000221964 / -0.000221964 | 0 / 0 | 0 / 0 | 0.000144959 / -0.000144959 | -nan / -nan |
 | Effective NP 7 | 3.80674e-06 / -3.80674e-06 | 6.03275e-05 / -6.03275e-05 | 0.000277817 / -0.000277817 | 0.00075686 / -0.00075686 | 0.00190227 / -0.00190227 | -0.00444494 / 0.00444494 | 0.000930419 / -0.000930419 | -0.000257942 / 0.000257942 | -0.00609764 / 0.00609764 | 6.4075e-05 / -6.4075e-05 | -0.000629797 / 0.000629797 | -2.65241e-06 / 2.65241e-06 | -0.00787508 / 0.00787508 | 0 / 0 | 0 / 0 | 0.000148475 / -0.000148475 | -nan / -nan |
