 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | btag B EV 3 | 0.00035966 / -0.00035966 | 0.000509295 / -0.000509295 | -0.000107052 / 0.000107052 | 0.000496704 / -0.000496704 | 0.000565008 / -0.000565008 | 0 / 0 | 0 / 0 | -0.00242275 / 0.00242275 | 0 / 0 | 0 / 0 | -0.00190248 / 0.00190248 | -0.0010772 / 0.0010772 | -0.00188485 / 0.00188485 | 0 / 0 | 0 / 0 | 0.000993993 / -0.000993993 | -nan / -nan |
 | btag B EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 0 | -0.078094 / 0.078094 | -0.107288 / 0.107288 | -0.00262891 / 0.00262891 | -0.0236986 / 0.0236986 | -0.00440214 / 0.00440214 | -0.000423602 / 0.000423602 | -0.274787 / 0.274787 | -0.023364 / 0.023364 | -0.0216781 / 0.0216781 | -0.279292 / 0.279292 | -0.0231139 / 0.0231139 | -0.0320396 / 0.0320396 | -0.0250198 / 0.0250198 | 0 / 0 | 0 / 0 | -0.00231843 / 0.00231843 | -nan / -nan |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 0 | -0.110774 / 0.110774 | -0.0242867 / 0.0242867 | -0.00208017 / 0.00208017 | -0.0124077 / 0.0124077 | -0.00224901 / 0.00224901 | -0.962732 / 0.962732 | -0.281927 / 0.281927 | -0.0419226 / 0.0419226 | -0.962733 / 0.962733 | -0.259297 / 0.259297 | -0.0332913 / 0.0332913 | -0.0401434 / 0.0401434 | -0.0245023 / 0.0245023 | 0 / 0 | 0 / 0 | -0.000693535 / 0.000693535 | -nan / -nan |
 | btag L EV 1 | 0.000492876 / -0.000492876 | 0.000179248 / -0.000179248 | 2.01344e-05 / -2.01344e-05 | 4.52161e-05 / -4.52161e-05 | -1.53636e-05 / 1.53636e-05 | 0.00372497 / -0.00372497 | 0.000638038 / -0.000638038 | 7.7692e-06 / -7.7692e-06 | 0.00324975 / -0.00324975 | 0.000756447 / -0.000756447 | -0.000202462 / 0.000202462 | -0.000535674 / 0.000535674 | 0.000142127 / -0.000142127 | 0 / 0 | 0 / 0 | 5.20381e-05 / -5.20381e-05 | -nan / -nan |
 | btag L EV 2 | -0.000155551 / 0.000155551 | 3.5242e-05 / -3.5242e-05 | 1.90566e-06 / -1.90566e-06 | 0.000128605 / -0.000128605 | 7.01714e-06 / -7.01714e-06 | 0.00156174 / -0.00156174 | 0.000562692 / -0.000562692 | 0.000738384 / -0.000738384 | 0.00217397 / -0.00217397 | 0.000668891 / -0.000668891 | -0.00135746 / 0.00135746 | 0.000155427 / -0.000155427 | 4.70878e-05 / -4.70878e-05 | 0 / 0 | 0 / 0 | -1.70177e-05 / 1.70177e-05 | -nan / -nan |
 | btag L EV 3 | -0.000235886 / 0.000235886 | -3.53499e-05 / 3.53499e-05 | 3.83133e-06 / -3.83133e-06 | -7.498e-06 / 7.498e-06 | -1.51264e-05 / 1.51264e-05 | -0.00084245 / 0.00084245 | -0.000320183 / 0.000320183 | -0.000306833 / 0.000306833 | -0.00203572 / 0.00203572 | -0.000535305 / 0.000535305 | 0.000591442 / -0.000591442 | -0.00011264 / 0.00011264 | 0.000111416 / -0.000111416 | 0 / 0 | 0 / 0 | -1.62073e-05 / 1.62073e-05 | -nan / -nan |
 | btag L EV 4 | -6.3975e-05 / 6.3975e-05 | 1.29908e-05 / -1.29908e-05 | 1.52279e-05 / -1.52279e-05 | 3.94206e-05 / -3.94206e-05 | 1.20588e-05 / -1.20588e-05 | 0.000519171 / -0.000519171 | 0.000515451 / -0.000515451 | 0.000207601 / -0.000207601 | 0.000686475 / -0.000686475 | -8.70316e-05 / 8.70316e-05 | -0.00010229 / 0.00010229 | 0.000155542 / -0.000155542 | 8.90451e-05 / -8.90451e-05 | 0 / 0 | 0 / 0 | 6.48626e-06 / -6.48626e-06 | -nan / -nan |
 | btag L EV 5 | -3.13364e-05 / 3.13364e-05 | -1.60354e-05 / 1.60354e-05 | -8.43968e-06 / 8.43968e-06 | -9.10667e-07 / 9.10667e-07 | -2.58035e-06 / 2.58035e-06 | -0.000447375 / 0.000447375 | -0.000128736 / 0.000128736 | -1.62185e-05 / 1.62185e-05 | -0.000469266 / 0.000469266 | 6.62039e-07 / -6.62039e-07 | -0.000117087 / 0.000117087 | -1.08165e-05 / 1.08165e-05 | 4.65586e-06 / -4.65586e-06 | 0 / 0 | 0 / 0 | -1.09736e-05 / 1.09736e-05 | -nan / -nan |
 | btag L EV 6 | 4.47904e-05 / -4.47904e-05 | 9.05149e-06 / -9.05149e-06 | -2.57329e-06 / 2.57329e-06 | 1.22362e-06 / -1.22362e-06 | 2.47428e-06 / -2.47428e-06 | 0.000190958 / -0.000190958 | -9.97743e-06 / 9.97743e-06 | -2.75185e-06 / 2.75185e-06 | 0.000412253 / -0.000412253 | 0.000138306 / -0.000138306 | 0.000248106 / -0.000248106 | 2.64967e-05 / -2.64967e-05 | -3.17995e-05 / 3.17995e-05 | 0 / 0 | 0 / 0 | 1.96783e-06 / -1.96783e-06 | -nan / -nan |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 11 | -0.0389414 / 0.0389414 | -0.0106185 / 0.0106185 | -0.000651112 / 0.000651112 | -0.00622918 / 0.00622918 | -0.000755496 / 0.000755496 | -0.413785 / 0.413785 | -0.0868926 / 0.0868926 | -0.0214689 / 0.0214689 | -0.378597 / 0.378597 | -0.0788054 / 0.0788054 | -0.0114514 / 0.0114514 | -0.0155969 / 0.0155969 | -0.00948413 / 0.00948413 | 0 / 0 | 0 / 0 | -0.00124819 / 0.00124819 | -nan / -nan |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 13 | 0.0285866 / -0.0285866 | 0.00730097 / -0.00730097 | 0.000161016 / -0.000161016 | 0.00225502 / -0.00225502 | 0.000742998 / -0.000742998 | 0.25958 / -0.25958 | 0.0534677 / -0.0534677 | 0.00805298 / -0.00805298 | 0.26093 / -0.26093 | 0.0660459 / -0.0660459 | 0.013036 / -0.013036 | 0.0134008 / -0.0134008 | 0.00746182 / -0.00746182 | 0 / 0 | 0 / 0 | 0.000412706 / -0.000412706 | -nan / -nan |
 | btag L EV 14 | -0.0272426 / 0.0272426 | -0.00716631 / 0.00716631 | -0.000586856 / 0.000586856 | -0.00449815 / 0.00449815 | -0.000474278 / 0.000474278 | -0.280763 / 0.280763 | -0.0607212 / 0.0607212 | -0.0132531 / 0.0132531 | -0.25359 / 0.25359 | -0.0525164 / 0.0525164 | -0.00574135 / 0.00574135 | -0.0100201 / 0.0100201 | -0.00855448 / 0.00855448 | 0 / 0 | 0 / 0 | -0.000769985 / 0.000769985 | -nan / -nan |
 | btag L EV 15 | -0.00748963 / 0.00748963 | -0.00187502 / 0.00187502 | -0.000139706 / 0.000139706 | -0.000910829 / 0.000910829 | -0.000132641 / 0.000132641 | -0.0664678 / 0.0664678 | -0.0143296 / 0.0143296 | -0.0025544 / 0.0025544 | -0.0663173 / 0.0663173 | -0.014017 / 0.014017 | -0.00229459 / 0.00229459 | -0.00328938 / 0.00328938 | -0.00214546 / 0.00214546 | 0 / 0 | 0 / 0 | -0.000200368 / 0.000200368 | -nan / -nan |
 | btag L EV 16 | 0.00396054 / -0.00396054 | 0.000290086 / -0.000290086 | -5.2371e-05 / 5.2371e-05 | -0.000303201 / 0.000303201 | 4.9549e-05 / -4.9549e-05 | 0.0315735 / -0.0315735 | 0.00963039 / -0.00963039 | -0.000710597 / 0.000710597 | 0.0426759 / -0.0426759 | 0.0132705 / -0.0132705 | 0.00365206 / -0.00365206 | 0.00192578 / -0.00192578 | -0.00025319 / 0.00025319 | 0 / 0 | 0 / 0 | 0.000394175 / -0.000394175 | -nan / -nan |
 | b-tag extrap. | 0.00342629 / -0.00342629 | 0.00754372 / -0.00754372 | 0.00153507 / -0.00153507 | 0.00360417 / -0.00360417 | 0.00127004 / -0.00127004 | 1.20032e-05 / -1.20032e-05 | 0.0234894 / -0.0234894 | 0.00559265 / -0.00559265 | 0.000753968 / -0.000753968 | 0.0199879 / -0.0199879 | 0.00207948 / -0.00207948 | 0.00493709 / -0.00493709 | 0.00480334 / -0.00480334 | 0 / 0 | 0 / 0 | 0.00325056 / -0.00325056 | -nan / -nan |
 | b-tag extrap. from charm | 0.0040433 / -0.0040433 | 0.00106189 / -0.00106189 | 0.000155868 / -0.000155868 | 0.00142718 / -0.00142718 | 0.0007293 / -0.0007293 | 0.000835012 / -0.000835012 | 0.000124964 / -0.000124964 | 3.06806e-05 / -3.06806e-05 | 0.0455204 / -0.0455204 | 0.0104004 / -0.0104004 | 0.00348556 / -0.00348556 | 0.0011348 / -0.0011348 | 0.000236589 / -0.000236589 | 0 / 0 | 0 / 0 | 0.000257607 / -0.000257607 | -nan / -nan |
 | JVT uncertainty | 0.0100701 / -0.0100701 | 0.00955298 / -0.00955298 | 0.00928011 / -0.00928011 | 0.00784734 / -0.00784734 | 0.00819031 / -0.00819031 | 0.0116345 / -0.0116345 | 0.0117542 / -0.0117542 | 0.00999558 / -0.00999558 | 0.0114852 / -0.0114852 | 0.0116544 / -0.0116544 | 0.0104377 / -0.0104377 | 0.0101909 / -0.0101909 | 0.0102825 / -0.0102825 | 0 / 0 | 0 / 0 | 0.0061336 / -0.0061336 | -nan / -nan |
 | Electron E_{T} res. | 0.000286724 / -0.000286724 | -0.000172287 / 0.000172287 | 7.85997e-05 / -7.85997e-05 | 0.000119274 / -0.000119274 | -0.000125401 / 0.000125401 | 0.000134652 / -0.000134652 | -0.000176381 / 0.000176381 | 0.000208726 / -0.000208726 | -0.00047268 / 0.00047268 | -0.0349494 / 0.0349494 | -0.00418135 / 0.00418135 | 0.00109049 / -0.00109049 | -0.000100085 / 0.000100085 | 0 / 0 | 0 / 0 | 0.000163122 / -0.000163122 | -nan / -nan |
 | Electron E_{T} scale | 0.000496954 / -0.000496954 | 0.000149602 / -0.000149602 | 0.000268201 / -0.000268201 | 0.000134799 / -0.000134799 | 0.000289646 / -0.000289646 | 0.000312781 / -0.000312781 | 4.92155e-05 / -4.92155e-05 | 0.000187995 / -0.000187995 | -0.00049726 / 0.00049726 | 0.0353791 / -0.0353791 | -0.000341613 / 0.000341613 | 0.000461629 / -0.000461629 | 0.000174529 / -0.000174529 | 0 / 0 | 0 / 0 | 0.000356682 / -0.000356682 | -nan / -nan |
 | Muon ID p_{T} res. | 0.000136246 / -0.000136246 | -0.000368918 / 0.000368918 | 5.09487e-05 / -5.09487e-05 | -0.000134628 / 0.000134628 | 2.76726e-05 / -2.76726e-05 | -5.91232e-06 / 5.91232e-06 | -3.77176e-05 / 3.77176e-05 | 0.000326026 / -0.000326026 | -3.57926e-05 / 3.57926e-05 | -0.000737318 / 0.000737318 | 1.7198e-06 / -1.7198e-06 | 1.88589e-05 / -1.88589e-05 | -0.00014757 / 0.00014757 | 0 / 0 | 0 / 0 | 4.64293e-06 / -4.64293e-06 | -nan / -nan |
 | Muon MS p_{T} res. | 8.90941e-05 / -8.90941e-05 | 0.000817226 / -0.000817226 | 0.000126287 / -0.000126287 | -0.000116934 / 0.000116934 | 0.000154669 / -0.000154669 | -0.00107078 / 0.00107078 | -0.00034564 / 0.00034564 | -0.000224958 / 0.000224958 | -0.00050279 / 0.00050279 | -0.00281272 / 0.00281272 | 0.0036209 / -0.0036209 | -0.00100958 / 0.00100958 | -0.000130418 / 0.000130418 | 0 / 0 | 0 / 0 | 0.000218458 / -0.000218458 | -nan / -nan |
 | Muon p_{T} scale | -0.000200045 / 0.000200045 | -8.87283e-07 / 8.87283e-07 | -0.0001992 / 0.0001992 | -0.000212518 / 0.000212518 | -0.000256808 / 0.000256808 | -0.00017134 / 0.00017134 | -0.00457368 / 0.00457368 | -8.63942e-05 / 8.63942e-05 | -0.00013967 / 0.00013967 | 5.25037e-05 / -5.25037e-05 | 9.64515e-06 / -9.64515e-06 | -4.65482e-06 / 4.65482e-06 | -0.000108583 / 0.000108583 | 0 / 0 | 0 / 0 | 7.59875e-05 / -7.59875e-05 | -nan / -nan |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 1 | 0.0437194 / -0.0437194 | 0.0328619 / -0.0328619 | 0.0296342 / -0.0296342 | 0.0209282 / -0.0209282 | 0.0228379 / -0.0228379 | 0.075714 / -0.075714 | 0.0724071 / -0.0724071 | 0.0548217 / -0.0548217 | 0.0769504 / -0.0769504 | 0.0564951 / -0.0564951 | 0.0581737 / -0.0581737 | 0.0414854 / -0.0414854 | 0.0394206 / -0.0394206 | 0 / 0 | 0 / 0 | 0.00489169 / -0.00489169 | -nan / -nan |
 | Effective NP 2 | -0.014446 / 0.014446 | -0.00849119 / 0.00849119 | -0.00730664 / 0.00730664 | -0.0057301 / 0.0057301 | -0.00603767 / 0.00603767 | -0.017543 / 0.017543 | -0.0138343 / 0.0138343 | -0.0124307 / 0.0124307 | -0.0235548 / 0.0235548 | -0.0136221 / 0.0136221 | -0.0146731 / 0.0146731 | -0.0151385 / 0.0151385 | -0.00986032 / 0.00986032 | 0 / 0 | 0 / 0 | -0.00142474 / 0.00142474 | -nan / -nan |
 | Effective NP 3 | 0.00189089 / -0.00189089 | 0.000981573 / -0.000981573 | 0.00105015 / -0.00105015 | 0.00107498 / -0.00107498 | 0.000883512 / -0.000883512 | 0.00205703 / -0.00205703 | 0.0019349 / -0.0019349 | 0.00175978 / -0.00175978 | 0.00368723 / -0.00368723 | 0.000945977 / -0.000945977 | 0.000259098 / -0.000259098 | 0.00354454 / -0.00354454 | 0.00145404 / -0.00145404 | 0 / 0 | 0 / 0 | 0.000244737 / -0.000244737 | -nan / -nan |
 | Effective NP 4 | -0.000857712 / 0.000857712 | -0.000414488 / 0.000414488 | -0.000443486 / 0.000443486 | -0.000610468 / 0.000610468 | -0.000340165 / 0.000340165 | -0.00148048 / 0.00148048 | -0.000811993 / 0.000811993 | -0.000454703 / 0.000454703 | -0.00172632 / 0.00172632 | -0.00089115 / 0.00089115 | 0.00011981 / -0.00011981 | -0.000994838 / 0.000994838 | -6.65504e-06 / 6.65504e-06 | 0 / 0 | 0 / 0 | -0.000118492 / 0.000118492 | -nan / -nan |
 | Effective NP 5 | -0.000439891 / 0.000439891 | -0.000380245 / 0.000380245 | -0.000388503 / 0.000388503 | -0.000491154 / 0.000491154 | -0.000365938 / 0.000365938 | -0.000535044 / 0.000535044 | -0.00062601 / 0.00062601 | -0.000809594 / 0.000809594 | -0.00125479 / 0.00125479 | -0.00099859 / 0.00099859 | -0.000505188 / 0.000505188 | -0.00110311 / 0.00110311 | -0.000666738 / 0.000666738 | 0 / 0 | 0 / 0 | -4.95468e-05 / 4.95468e-05 | -nan / -nan |
 | Effective NP 6 | 0.00243847 / -0.00243847 | 0.00128892 / -0.00128892 | 0.0012341 / -0.0012341 | 0.00130698 / -0.00130698 | 0.00115367 / -0.00115367 | 0.00246014 / -0.00246014 | 0.00278779 / -0.00278779 | 0.00243857 / -0.00243857 | 0.00470141 / -0.00470141 | 0.00151293 / -0.00151293 | 0.000779342 / -0.000779342 | 0.00489225 / -0.00489225 | 0.00202986 / -0.00202986 | 0 / 0 | 0 / 0 | 0.000427406 / -0.000427406 | -nan / -nan |
