 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Pile-up uncertainty | -0.000734656 / 0.000734656 | -0.00254046 / 0.00254046 | 0.000468423 / -0.000468423 | -0.0069755 / 0.0069755 | 0.00130897 / -0.00130897 | 0.0192151 / -0.0192151 | 0.0447872 / -0.0447872 | 0.0142536 / -0.0142536 | 0.0296622 / -0.0296622 | 0.00916779 / -0.00916779 | 0.0106675 / -0.0106675 | 0.00326316 / -0.00326316 | 0.0145823 / -0.0145823 | 0 / 0 | 0 / 0 | -0.0156403 / 0.0156403 | -0.0056005 / 0.0056005 |
 | btag B EV 0 | -0.0762319 / 0.0762319 | -0.0683995 / 0.0683995 | -0.0373316 / 0.0373316 | -0.0612366 / 0.0612366 | -0.0272915 / 0.0272915 | 0 / 0 | 0 / 0 | -0.0885977 / 0.0885977 | 0 / 0 | 0 / 0 | -0.0815774 / 0.0815774 | -0.0758448 / 0.0758448 | -0.079244 / 0.079244 | 0 / 0 | 0 / 0 | -0.0314621 / 0.0314621 | -0.0365188 / 0.0365188 |
 | btag B EV 1 | -0.0143637 / 0.0143637 | -0.0135787 / 0.0135787 | -0.00608408 / 0.00608408 | -0.016181 / 0.016181 | -0.00668052 / 0.00668052 | 0 / 0 | 0 / 0 | -0.0116681 / 0.0116681 | 0 / 0 | 0 / 0 | -0.0115951 / 0.0115951 | -0.0161024 / 0.0161024 | -0.0149643 / 0.0149643 | 0 / 0 | 0 / 0 | -0.0104717 / 0.0104717 | -0.0070624 / 0.0070624 |
 | btag B EV 2 | 0.0119522 / -0.0119522 | 0.0108639 / -0.0108639 | 0.00503078 / -0.00503078 | 0.00850761 / -0.00850761 | 0.00344739 / -0.00344739 | 0 / 0 | 0 / 0 | 0.00956717 / -0.00956717 | 0 / 0 | 0 / 0 | 0.0105661 / -0.0105661 | 0.00984622 / -0.00984622 | 0.00880885 / -0.00880885 | 0 / 0 | 0 / 0 | 0.0042051 / -0.0042051 | 0.00523591 / -0.00523591 |
 | btag B EV 3 | -0.000636371 / 0.000636371 | -0.000481323 / 0.000481323 | -0.000527311 / 0.000527311 | 0.000333819 / -0.000333819 | 0.000117897 / -0.000117897 | 0 / 0 | 0 / 0 | -0.00103749 / 0.00103749 | 0 / 0 | 0 / 0 | -0.001292 / 0.001292 | -0.000452555 / 0.000452555 | -0.000714327 / 0.000714327 | 0 / 0 | 0 / 0 | 0.000704291 / -0.000704291 | -0.000307378 / 0.000307378 |
 | btag B EV 4 | -0.00027604 / 0.00027604 | -0.000251651 / 0.000251651 | -4.73357e-05 / 4.73357e-05 | -0.000242892 / 0.000242892 | -3.69219e-05 / 3.69219e-05 | 0 / 0 | 0 / 0 | -7.8735e-05 / 7.8735e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000158443 / 0.000158443 | -1.36715e-05 / 1.36715e-05 | 0 / 0 | 0 / 0 | 1.63624e-05 / -1.63624e-05 | -0.000116249 / 0.000116249 |
 | btag B EV 5 | -1.15824e-05 / 1.15824e-05 | -1.06192e-05 / 1.06192e-05 | -2.71578e-05 / 2.71578e-05 | -3.2071e-05 / 3.2071e-05 | -2.54278e-05 / 2.54278e-05 | 0 / 0 | 0 / 0 | -6.07145e-05 / 6.07145e-05 | 0 / 0 | 0 / 0 | -3.87964e-05 / 3.87964e-05 | -4.37508e-05 / 4.37508e-05 | -7.13109e-05 / 7.13109e-05 | 0 / 0 | 0 / 0 | -3.33864e-05 / 3.33864e-05 | 9.77508e-07 / -9.77508e-07 |
 | btag C EV 0 | -0.00965391 / 0.00965391 | -0.0276791 / 0.0276791 | -0.00247285 / 0.00247285 | -0.0121814 / 0.0121814 | -0.00480886 / 0.00480886 | -0.000907671 / 0.000907671 | -0.437989 / 0.437989 | -0.0106719 / 0.0106719 | -0.0271008 / 0.0271008 | -0.438894 / 0.438894 | -0.00665679 / 0.00665679 | -0.0111698 / 0.0111698 | -0.0154309 / 0.0154309 | 0 / 0 | 0 / 0 | -0.00446748 / 0.00446748 | -0.00546526 / 0.00546526 |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 0 | -0.00309274 / 0.00309274 | -0.00152007 / 0.00152007 | -0.0012132 / 0.0012132 | -0.00240354 / 0.00240354 | -0.000145764 / 0.000145764 | -0.91282 / 0.91282 | -0.191421 / 0.191421 | -0.00444876 / 0.00444876 | -0.901987 / 0.901987 | -0.177009 / 0.177009 | -0.00350087 / 0.00350087 | -0.00318257 / 0.00318257 | -0.00222294 / 0.00222294 | 0 / 0 | 0 / 0 | 0.000853626 / -0.000853626 | -0.00269815 / 0.00269815 |
 | btag L EV 1 | -8.27315e-06 / 8.27315e-06 | 2.2679e-05 / -2.2679e-05 | -1.03497e-05 / 1.03497e-05 | 1.90941e-05 / -1.90941e-05 | -1.64202e-05 / 1.64202e-05 | 0.00210399 / -0.00210399 | -0.00018891 / 0.00018891 | 0.000190578 / -0.000190578 | 0.00246779 / -0.00246779 | 0.00016984 / -0.00016984 | 0.000273785 / -0.000273785 | -2.68229e-05 / 2.68229e-05 | -4.27805e-05 / 4.27805e-05 | 0 / 0 | 0 / 0 | -1.18639e-05 / 1.18639e-05 | -6.76873e-05 / 6.76873e-05 |
 | btag L EV 2 | 1.41825e-07 / -1.41825e-07 | 1.45706e-05 / -1.45706e-05 | 9.78806e-06 / -9.78806e-06 | -2.7658e-05 / 2.7658e-05 | -2.8618e-06 / 2.8618e-06 | 0.000757851 / -0.000757851 | -0.000218477 / 0.000218477 | 0.00040279 / -0.00040279 | 0.00166668 / -0.00166668 | -0.000154152 / 0.000154152 | -0.000557555 / 0.000557555 | -3.63909e-06 / 3.63909e-06 | -0.00014183 / 0.00014183 | 0 / 0 | 0 / 0 | 1.1908e-06 / -1.1908e-06 | 3.47806e-05 / -3.47806e-05 |
 | btag L EV 3 | -3.92384e-06 / 3.92384e-06 | 8.93168e-06 / -8.93168e-06 | -2.16621e-06 / 2.16621e-06 | -3.18089e-05 / 3.18089e-05 | -1.06497e-05 / 1.06497e-05 | -0.000549358 / 0.000549358 | 0.000389485 / -0.000389485 | -0.000140812 / 0.000140812 | 7.34507e-05 / -7.34507e-05 | -0.000431266 / 0.000431266 | 1.21165e-05 / -1.21165e-05 | -1.0999e-05 / 1.0999e-05 | 6.69568e-05 / -6.69568e-05 | 0 / 0 | 0 / 0 | -1.67594e-06 / 1.67594e-06 | 3.29996e-06 / -3.29996e-06 |
 | btag L EV 4 | 4.72751e-08 / -4.72751e-08 | 3.29278e-06 / -3.29278e-06 | 8.46426e-06 / -8.46426e-06 | -6.51034e-06 / 6.51034e-06 | -7.50637e-07 / 7.50637e-07 | 0.000462029 / -0.000462029 | -5.80599e-05 / 5.80599e-05 | 8.01494e-06 / -8.01494e-06 | 0.000895952 / -0.000895952 | 0.000207058 / -0.000207058 | 0.000180089 / -0.000180089 | 9.11816e-06 / -9.11816e-06 | -1.55289e-05 / 1.55289e-05 | 0 / 0 | 0 / 0 | 4.41036e-07 / -4.41036e-07 | 1.83909e-05 / -1.83909e-05 |
 | btag L EV 5 | 1.18188e-06 / -1.18188e-06 | -8.23196e-07 / 8.23196e-07 | -2.16621e-06 / 2.16621e-06 | -9.17564e-07 / 9.17564e-07 | -4.69148e-08 / 4.69148e-08 | -0.000291763 / 0.000291763 | -0.000137247 / 0.000137247 | -1.07914e-05 / 1.07914e-05 | -0.000307898 / 0.000307898 | -8.80279e-05 / 8.80279e-05 | 3.74939e-05 / -3.74939e-05 | 8.17772e-07 / -8.17772e-07 | 1.51026e-05 / -1.51026e-05 | 0 / 0 | 0 / 0 | -5.73347e-07 / 5.73347e-07 | 1.71203e-07 / -1.71203e-07 |
 | btag L EV 6 | 9.92778e-07 / -9.92778e-07 | -1.23479e-06 / 1.23479e-06 | 4.0115e-07 / -4.0115e-07 | 3.62656e-06 / -3.62656e-06 | 5.62977e-07 / -5.62977e-07 | 8.62083e-05 / -8.62083e-05 | -4.34912e-05 / 4.34912e-05 | 1.11581e-05 / -1.11581e-05 | 7.12045e-05 / -7.12045e-05 | -1.2768e-05 / 1.2768e-05 | -6.31082e-05 / 6.31082e-05 | 3.31198e-06 / -3.31198e-06 | 8.54696e-05 / -8.54696e-05 | 0 / 0 | 0 / 0 | -4.41036e-08 / 4.41036e-08 | -2.24484e-06 / 2.24484e-06 |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 11 | -0.000929382 / 0.000929382 | -0.000829452 / 0.000829452 | -0.000147463 / 0.000147463 | -0.00145176 / 0.00145176 | -6.42263e-05 / 6.42263e-05 | -0.253327 / 0.253327 | -0.0455886 / 0.0455886 | -0.00390396 / 0.00390396 | -0.214528 / 0.214528 | -0.0414545 / 0.0414545 | -0.00210811 / 0.00210811 | -0.00117379 / 0.00117379 | -0.00476182 / 0.00476182 | 0 / 0 | 0 / 0 | 0.000434288 / -0.000434288 | -0.00128203 / 0.00128203 |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | btag L EV 13 | 0.000842821 / -0.000842821 | 0.000298738 / -0.000298738 | 6.58688e-05 / -6.58688e-05 | 0.000328969 / -0.000328969 | 0.000141636 / -0.000141636 | 0.216052 / -0.216052 | 0.038749 / -0.038749 | 0.000799713 / -0.000799713 | 0.229757 / -0.229757 | 0.0382392 / -0.0382392 | -0.00176656 / 0.00176656 | 0.0010831 / -0.0010831 | 0.00185774 / -0.00185774 | 0 / 0 | 0 / 0 | -0.000113479 / 0.000113479 | 0.000321218 / -0.000321218 |
 | btag L EV 14 | -0.000626774 / 0.000626774 | -0.000607724 / 0.000607724 | -0.000186775 / 0.000186775 | -0.00104978 / 0.00104978 | 2.04548e-05 / -2.04548e-05 | -0.168413 / 0.168413 | -0.029793 / 0.029793 | -0.0037291 / 0.0037291 | -0.135875 / 0.135875 | -0.0283733 / 0.0283733 | -0.00552562 / 0.00552562 | -0.000712566 / 0.000712566 | -0.00263388 / 0.00263388 | 0 / 0 | 0 / 0 | 0.000286674 / -0.000286674 | -0.00100689 / 0.00100689 |
 | btag L EV 15 | -0.000212313 / 0.000212313 | -0.000172501 / 0.000172501 | -6.77542e-05 / 6.77542e-05 | -0.000212438 / 0.000212438 | 2.84304e-05 / -2.84304e-05 | -0.0445936 / 0.0445936 | -0.00820898 / 0.00820898 | 2.54068e-05 / -2.54068e-05 | -0.0406659 / 0.0406659 | -0.00826747 / 0.00826747 | -0.00162061 / 0.00162061 | -0.000219858 / 0.000219858 | -7.49952e-05 / 7.49952e-05 | 0 / 0 | 0 / 0 | 3.27249e-05 / -3.27249e-05 | -0.000342461 / 0.000342461 |
 | btag L EV 16 | 0.000107267 / -0.000107267 | -7.24824e-05 / 7.24824e-05 | -1.15932e-05 / 1.15932e-05 | -0.000197888 / 0.000197888 | -2.93687e-05 / 2.93687e-05 | 0.0272564 / -0.0272564 | 0.00585508 / -0.00585508 | -0.000137459 / 0.000137459 | 0.0240772 / -0.0240772 | 0.00668039 / -0.00668039 | 0.00158943 / -0.00158943 | 1.63554e-07 / -1.63554e-07 | 0.00113114 / -0.00113114 | 0 / 0 | 0 / 0 | 2.69032e-05 / -2.69032e-05 | 0.000523568 / -0.000523568 |
 | b-tag extrap. | 0.000486839 / -0.000486839 | 0.000833568 / -0.000833568 | 0.000266002 / -0.000266002 | 0.00136748 / -0.00136748 | 0.000365513 / -0.000365513 | 2.60503e-06 / -2.60503e-06 | 0.0157337 / -0.0157337 | 0.00114917 / -0.00114917 | 0.000269881 / -0.000269881 | 0.0100235 / -0.0100235 | 0.000439508 / -0.000439508 | 0.00131686 / -0.00131686 | 0.00201385 / -0.00201385 | 0 / 0 | 0 / 0 | -0.00179612 / 0.00179612 | 0.000300617 / -0.000300617 |
 | b-tag extrap. from charm | 0.000176384 / -0.000176384 | 0.000128666 / -0.000128666 | 0.00026171 / -0.00026171 | 0.000220871 / -0.000220871 | 0.000460656 / -0.000460656 | 0.000818555 / -0.000818555 | 3.04277e-05 / -3.04277e-05 | 7.85779e-07 / -7.85779e-07 | 0.0228647 / -0.0228647 | -0.00141126 / 0.00141126 | -0.000229423 / 0.000229423 | 4.97614e-05 / -4.97614e-05 | 0.00019064 / -0.00019064 | 0 / 0 | 0 / 0 | 0.00210502 / -0.00210502 | 0.000756942 / -0.000756942 |
 | JVT uncertainty | 0.00669775 / -0.00669775 | 0.00535868 / -0.00535868 | 0.00534985 / -0.00534985 | 0.00227578 / -0.00227578 | 0.00262127 / -0.00262127 | 0.00897651 / -0.00897651 | 0.00834198 / -0.00834198 | 0.00648786 / -0.00648786 | 0.00963861 / -0.00963861 | 0.00753768 / -0.00753768 | 0.00768669 / -0.00768669 | 0.00774901 / -0.00774901 | 0.00675365 / -0.00675365 | 0 / 0 | 0 / 0 | -0.00291313 / 0.00291313 | 0.0075165 / -0.0075165 |
 | Electron E_{T} res. | 7.08182e-05 / -7.08182e-05 | 0.000208639 / -0.000208639 | -0.000132179 / 0.000132179 | 0.000156816 / -0.000156816 | 0.000334502 / -0.000334502 | 0.000310937 / -0.000310937 | 0.000363197 / -0.000363197 | -0.000215094 / 0.000215094 | -0.000333448 / 0.000333448 | -0.00197975 / 0.00197975 | -0.00150528 / 0.00150528 | 0.000433951 / -0.000433951 | -0.000601941 / 0.000601941 | 0 / 0 | 0 / 0 | 0.000142587 / -0.000142587 | -0.000238057 / 0.000238057 |
 | Electron E_{T} scale | 0.000329271 / -0.000329271 | 0.000335205 / -0.000335205 | 0.000400187 / -0.000400187 | 0.00029563 / -0.00029563 | 0.000252683 / -0.000252683 | 0.000680458 / -0.000680458 | 0.0016689 / -0.0016689 | 2.61402e-05 / -2.61402e-05 | -0.000195812 / 0.000195812 | -0.000147712 / 0.000147712 | 0.00322787 / -0.00322787 | 0.000882172 / -0.000882172 | 0.000407282 / -0.000407282 | 0 / 0 | 0 / 0 | -3.03874e-05 / 3.03874e-05 | 0.000270254 / -0.000270254 |
 | Muon ID p_{T} res. | -4.59514e-05 / 4.59514e-05 | 0.000247617 / -0.000247617 | 0.000151354 / -0.000151354 | -0.0001545 / 0.0001545 | -0.00014689 / 0.00014689 | -0.00073377 / 0.00073377 | -0.000903585 / 0.000903585 | 0.00140052 / -0.00140052 | -0.000191657 / 0.000191657 | -0.000139886 / 0.000139886 | 0.000782913 / -0.000782913 | 0.000431007 / -0.000431007 | -0.000417787 / 0.000417787 | 0 / 0 | 0 / 0 | -0.00240943 / 0.00240943 | 4.82264e-05 / -4.82264e-05 |
 | Muon MS p_{T} res. | 0.000124759 / -0.000124759 | -6.59792e-05 / 6.59792e-05 | 5.26309e-05 / -5.26309e-05 | 0.000235071 / -0.000235071 | -0.000455543 / 0.000455543 | 0.000427921 / -0.000427921 | 0.000734512 / -0.000734512 | 0.0122128 / -0.0122128 | -0.000134323 / 0.000134323 | 0.00060047 / -0.00060047 | 5.68724e-05 / -5.68724e-05 | 0.000452514 / -0.000452514 | -0.00346324 / 0.00346324 | 0 / 0 | 0 / 0 | -8.95304e-06 / 8.95304e-06 | -0.000663909 / 0.000663909 |
 | Muon p_{T} scale | -0.000291498 / 0.000291498 | -0.000222181 / 0.000222181 | -0.000180397 / 0.000180397 | -0.000199854 / 0.000199854 | 7.40315e-05 / -7.40315e-05 | -0.000795927 / 0.000795927 | -0.000154719 / 0.000154719 | -0.000404466 / 0.000404466 | 0.000318567 / -0.000318567 | 0.000139137 / -0.000139137 | 7.187e-05 / -7.187e-05 | -0.000319626 / 0.000319626 | 0.000166585 / -0.000166585 | 0 / 0 | 0 / 0 | -2.64622e-07 / 2.64622e-07 | -0.000830498 / 0.000830498 |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Effective NP 1 | 0.0216642 / -0.0216642 | 0.00922827 / -0.00922827 | 0.00141285 / -0.00141285 | -0.0032342 / 0.0032342 | -0.0102381 / 0.0102381 | 0.0652546 / -0.0652546 | 0.0488518 / -0.0488518 | 0.0495891 / -0.0495891 | 0.0607328 / -0.0607328 | 0.0383487 / -0.0383487 | 0.026838 / -0.026838 | 0.0337933 / -0.0337933 | 0.044305 / -0.044305 | 0 / 0 | 0 / 0 | -0.102551 / 0.102551 | 0.0374149 / -0.0374149 |
