 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | QCDE      | QCDMU      | SM-4tops      | t#rightarrow Hu |
 | Muon ID (syst.) | 0.00338894 / -0.00338894 | 0.00342974 / -0.00342974 | 0.00354546 / -0.00354546 | 0.0038178 / -0.0038178 | 0.00353268 / -0.00353268 | 0.00403154 / -0.00403154 | 0.00427461 / -0.00427461 | 0.00467819 / -0.00467819 | 0.00280362 / -0.00280362 | 0.00297168 / -0.00297168 | 0.00276229 / -0.00276229 | 0.00382271 / -0.00382271 | 0.00425389 / -0.00425389 | 0 / 0 | 0 / 0 | 0.00370875 / -0.00370875 | -nan / -nan |
 | Muon Trig. (stat.) | 0.00269383 / -0.00269383 | 0.00266191 / -0.00266191 | 0.00264969 / -0.00264969 | 0.00266036 / -0.00266036 | 0.00261936 / -0.00261936 | 0.00254866 / -0.00254866 | 0.00257599 / -0.00257599 | 0.00264177 / -0.00264177 | 0.00169063 / -0.00169063 | 0.00176787 / -0.00176787 | 0.00182506 / -0.00182506 | 0.00270846 / -0.00270846 | 0.00246054 / -0.00246054 | 0 / 0 | 0 / 0 | 0.00266758 / -0.00266758 | -nan / -nan |
 | Muon Trig. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Isol. (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Isol. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon TTVA (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon TTVA (syst.) | 0.000392556 / -0.000392556 | 0.000386208 / -0.000386208 | 0.000370651 / -0.000370651 | 0.00034377 / -0.00034377 | 0.000371814 / -0.000371814 | 0.000226378 / -0.000226378 | 0.000246018 / -0.000246018 | 0.000208855 / -0.000208855 | 0.000172138 / -0.000172138 | 0.00013417 / -0.00013417 | 0.000214756 / -0.000214756 | 0.000401497 / -0.000401497 | 0.000355601 / -0.000355601 | 0 / 0 | 0 / 0 | 0.000258446 / -0.000258446 | -nan / -nan |
 | Pile-up uncertainty | -0.000686526 / 0.000686526 | -0.00237414 / 0.00237414 | 0.000437886 / -0.000437886 | -0.00651732 / 0.00651732 | 0.00122356 / -0.00122356 | 0.0179777 / -0.0179777 | 0.0419604 / -0.0419604 | 0.0133323 / -0.0133323 | 0.0277676 / -0.0277676 | 0.00857288 / -0.00857288 | 0.00997603 / -0.00997603 | 0.00305042 / -0.00305042 | 0.01364 / -0.01364 | 0 / 0 | 0 / 0 | -0.0146063 / 0.0146063 | -nan / -nan |
 | btag B EV 0 | -0.0451732 / 0.0451732 | -0.0406014 / 0.0406014 | -0.0223085 / 0.0223085 | -0.0364063 / 0.0364063 | -0.0163436 / 0.0163436 | 0 / 0 | 0 / 0 | -0.0523579 / 0.0523579 | 0 / 0 | 0 / 0 | -0.048284 / 0.048284 | -0.0449477 / 0.0449477 | -0.046927 / 0.046927 | 0 / 0 | 0 / 0 | -0.0188245 / 0.0188245 | -nan / -nan |
 | btag B EV 1 | -0.0139278 / 0.0139278 | -0.0131677 / 0.0131677 | -0.00590506 / 0.00590506 | -0.0156868 / 0.0156868 | -0.0064835 / 0.0064835 | 0 / 0 | 0 / 0 | -0.0113175 / 0.0113175 | 0 / 0 | 0 / 0 | -0.0112469 / 0.0112469 | -0.0156105 / 0.0156105 | -0.0145093 / 0.0145093 | 0 / 0 | 0 / 0 | -0.0101584 / 0.0101584 | -nan / -nan |
 | btag B EV 2 | 0.0118055 / -0.0118055 | 0.0107306 / -0.0107306 | 0.00496882 / -0.00496882 | 0.00840303 / -0.00840303 | 0.0034048 / -0.0034048 | 0 / 0 | 0 / 0 | 0.00944972 / -0.00944972 | 0 / 0 | 0 / 0 | 0.0104363 / -0.0104363 | 0.00972527 / -0.00972527 | 0.0087007 / -0.0087007 | 0 / 0 | 0 / 0 | 0.00415334 / -0.00415334 | -nan / -nan |
 | btag B EV 3 | -0.000632077 / 0.000632077 | -0.000478178 / 0.000478178 | -0.000523895 / 0.000523895 | 0.000331551 / -0.000331551 | 0.000117183 / -0.000117183 | 0 / 0 | 0 / 0 | -0.00103059 / 0.00103059 | 0 / 0 | 0 / 0 | -0.00128341 / 0.00128341 | -0.000449687 / 0.000449687 | -0.000709563 / 0.000709563 | 0 / 0 | 0 / 0 | 0.00069955 / -0.00069955 | -nan / -nan |
 | btag B EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 0 | -0.00392252 / 0.00392252 | -0.0112755 / 0.0112755 | -0.00100374 / 0.00100374 | -0.00495136 / 0.00495136 | -0.00195265 / 0.00195265 | -0.000368297 / 0.000368297 | -0.186582 / 0.186582 | -0.00433683 / 0.00433683 | -0.011039 / 0.011039 | -0.186981 / 0.186981 | -0.00270361 / 0.00270361 | -0.00453955 / 0.00453955 | -0.00627512 / 0.00627512 | 0 / 0 | 0 / 0 | -0.00181395 / 0.00181395 | -nan / -nan |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 0 | -0.00254074 / 0.00254074 | -0.00124845 / 0.00124845 | -0.000996411 / 0.000996411 | -0.00197428 / 0.00197428 | -0.000119656 / 0.000119656 | -0.863361 / 0.863361 | -0.161208 / 0.161208 | -0.00365531 / 0.00365531 | -0.850684 / 0.850684 | -0.148788 / 0.148788 | -0.0028761 / 0.0028761 | -0.00261459 / 0.00261459 | -0.0018259 / 0.0018259 | 0 / 0 | 0 / 0 | 0.00070098 / -0.00070098 | -nan / -nan |
 | btag L EV 1 | -8.22544e-06 / 8.22544e-06 | 2.262e-05 / -2.262e-05 | -1.0252e-05 / 1.0252e-05 | 1.89245e-05 / -1.89245e-05 | -1.63019e-05 / 1.63019e-05 | 0.00208998 / -0.00208998 | -0.000187695 / 0.000187695 | 0.000189364 / -0.000189364 | 0.00245142 / -0.00245142 | 0.000168681 / -0.000168681 | 0.000272036 / -0.000272036 | -2.66731e-05 / 2.66731e-05 | -4.24683e-05 / 4.24683e-05 | 0 / 0 | 0 / 0 | -1.17123e-05 / 1.17123e-05 | -nan / -nan |
 | btag L EV 2 | 1.19209e-07 / -1.19209e-07 | 1.45137e-05 / -1.45137e-05 | 9.77516e-06 / -9.77516e-06 | -2.74777e-05 / 2.74777e-05 | -2.89083e-06 / 2.89083e-06 | 0.000752777 / -0.000752777 | -0.00021705 / 0.00021705 | 0.000400215 / -0.000400215 | 0.00165558 / -0.00165558 | -0.000153154 / 0.000153154 | -0.000553936 / 0.000553936 | -3.69549e-06 / 3.69549e-06 | -0.000140935 / 0.000140935 | 0 / 0 | 0 / 0 | 1.3113e-06 / -1.3113e-06 | -nan / -nan |
 | btag L EV 3 | -3.75509e-06 / 3.75509e-06 | 8.91089e-06 / -8.91089e-06 | -2.17557e-06 / 2.17557e-06 | -3.15607e-05 / 3.15607e-05 | -1.06394e-05 / 1.06394e-05 | -0.000545859 / 0.000545859 | 0.000386924 / -0.000386924 | -0.000139832 / 0.000139832 | 7.30157e-05 / -7.30157e-05 | -0.000428438 / 0.000428438 | 1.20997e-05 / -1.20997e-05 | -1.0848e-05 / 1.0848e-05 | 6.65188e-05 / -6.65188e-05 | 0 / 0 | 0 / 0 | -1.63913e-06 / 1.63913e-06 | -nan / -nan |
 | btag L EV 4 | 0 / 0 | 3.33786e-06 / -3.33786e-06 | 8.34465e-06 / -8.34465e-06 | -6.4373e-06 / 6.4373e-06 | -7.45058e-07 / 7.45058e-07 | 0.000459075 / -0.000459075 | -5.76079e-05 / 5.76079e-05 | 7.98702e-06 / -7.98702e-06 | 0.000889897 / -0.000889897 | 0.000205636 / -0.000205636 | 0.000178933 / -0.000178933 | 9.05991e-06 / -9.05991e-06 | -1.54078e-05 / 1.54078e-05 | 0 / 0 | 0 / 0 | 3.8743e-07 / -3.8743e-07 | -nan / -nan |
 | btag L EV 5 | 1.19209e-06 / -1.19209e-06 | -7.7486e-07 / 7.7486e-07 | -2.17557e-06 / 2.17557e-06 | -9.23872e-07 / 9.23872e-07 | -8.9407e-08 / 8.9407e-08 | -0.000289828 / 0.000289828 | -0.000136346 / 0.000136346 | -1.07586e-05 / 1.07586e-05 | -0.00030598 / 0.00030598 | -8.74996e-05 / 8.74996e-05 | 3.72231e-05 / -3.72231e-05 | 8.34465e-07 / -8.34465e-07 | 1.50204e-05 / -1.50204e-05 | 0 / 0 | 0 / 0 | -5.66244e-07 / 5.66244e-07 | -nan / -nan |
 | btag L EV 6 | 9.53674e-07 / -9.53674e-07 | -1.19209e-06 / 1.19209e-06 | 3.27826e-07 / -3.27826e-07 | 3.57628e-06 / -3.57628e-06 | 5.06639e-07 / -5.06639e-07 | 8.56221e-05 / -8.56221e-05 | -4.3273e-05 / 4.3273e-05 | 1.10865e-05 / -1.10865e-05 | 7.06017e-05 / -7.06017e-05 | -1.2666e-05 / 1.2666e-05 | -6.27041e-05 / 6.27041e-05 | 3.24845e-06 / -3.24845e-06 | 8.49664e-05 / -8.49664e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 11 | -0.000901371 / 0.000901371 | -0.000804305 / 0.000804305 | -0.000142962 / 0.000142962 | -0.00140786 / 0.00140786 | -6.22869e-05 / 6.22869e-05 | -0.246759 / 0.246759 | -0.0442414 / 0.0442414 | -0.003786 / 0.003786 | -0.208811 / 0.208811 | -0.0402269 / 0.0402269 | -0.00204435 / 0.00204435 | -0.00113824 / 0.00113824 | -0.00461799 / 0.00461799 | 0 / 0 | 0 / 0 | 0.000421107 / -0.000421107 | -nan / -nan |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 13 | 0.00080061 / -0.00080061 | 0.000283748 / -0.000283748 | 6.25253e-05 / -6.25253e-05 | 0.000312507 / -0.000312507 | 0.000134587 / -0.000134587 | 0.204296 / -0.204296 | 0.0367773 / -0.0367773 | 0.000759721 / -0.000759721 | 0.217197 / -0.217197 | 0.0362939 / -0.0362939 | -0.0016782 / 0.0016782 | 0.00102887 / -0.00102887 | 0.00176468 / -0.00176468 | 0 / 0 | 0 / 0 | -0.000107735 / 0.000107735 | -nan / -nan |
 | btag L EV 14 | -0.000618666 / 0.000618666 | -0.000599891 / 0.000599891 | -0.000184327 / 0.000184327 | -0.00103602 / 0.00103602 | 2.0206e-05 / -2.0206e-05 | -0.165642 / 0.165642 | -0.0293858 / 0.0293858 | -0.00368005 / 0.00368005 | -0.133728 / 0.133728 | -0.0279863 / 0.0279863 | -0.0054529 / 0.0054529 | -0.000703245 / 0.000703245 | -0.00259927 / 0.00259927 | 0 / 0 | 0 / 0 | 0.000282913 / -0.000282913 | -nan / -nan |
 | btag L EV 15 | -0.000210941 / 0.000210941 | -0.000171423 / 0.000171423 | -6.73532e-05 / 6.73532e-05 | -0.000211 / 0.000211 | 2.82526e-05 / -2.82526e-05 | -0.0442905 / 0.0442905 | -0.00815308 / 0.00815308 | 2.51532e-05 / -2.51532e-05 | -0.0403895 / 0.0403895 | -0.0082112 / 0.0082112 | -0.00160953 / 0.00160953 | -0.000218332 / 0.000218332 | -7.44164e-05 / 7.44164e-05 | 0 / 0 | 0 / 0 | 3.24547e-05 / -3.24547e-05 | -nan / -nan |
 | btag L EV 16 | 0.000106186 / -0.000106186 | -7.17938e-05 / 7.17938e-05 | -1.13845e-05 / 1.13845e-05 | -0.00019595 / 0.00019595 | -2.90573e-05 / 2.90573e-05 | 0.0269256 / -0.0269256 | 0.00579536 / -0.00579536 | -0.000136107 / 0.000136107 | 0.0237916 / -0.0237916 | 0.00661159 / -0.00661159 | 0.00157374 / -0.00157374 | 1.78814e-07 / -1.78814e-07 | 0.00112006 / -0.00112006 | 0 / 0 | 0 / 0 | 2.66433e-05 / -2.66433e-05 | -nan / -nan |
 | b-tag extrap. | 0.000483364 / -0.000483364 | 0.00082761 / -0.00082761 | 0.000264049 / -0.000264049 | 0.00135764 / -0.00135764 | 0.000362873 / -0.000362873 | 2.6226e-06 / -2.6226e-06 | 0.0156042 / -0.0156042 | 0.0011408 / -0.0011408 | 0.000267953 / -0.000267953 | 0.00994503 / -0.00994503 | 0.000436395 / -0.000436395 | 0.00130734 / -0.00130734 | 0.00199926 / -0.00199926 | 0 / 0 | 0 / 0 | -0.00178358 / 0.00178358 | -nan / -nan |
 | b-tag extrap. from charm | 0.000174493 / -0.000174493 | 0.000127316 / -0.000127316 | 0.000259101 / -0.000259101 | 0.00021854 / -0.00021854 | 0.000456065 / -0.000456065 | 0.000810266 / -0.000810266 | 3.00705e-05 / -3.00705e-05 | 8.34465e-07 / -8.34465e-07 | 0.0226368 / -0.0226368 | -0.00139695 / 0.00139695 | -0.000227183 / 0.000227183 | 4.9293e-05 / -4.9293e-05 | 0.000188679 / -0.000188679 | 0 / 0 | 0 / 0 | 0.0020839 / -0.0020839 | -nan / -nan |
 | JVT uncertainty | 0.00663018 / -0.00663018 | 0.00530472 / -0.00530472 | 0.00529602 / -0.00529602 | 0.00225285 / -0.00225285 | 0.00259498 / -0.00259498 | 0.00888559 / -0.00888559 | 0.00825766 / -0.00825766 | 0.00642243 / -0.00642243 | 0.00954089 / -0.00954089 | 0.00746146 / -0.00746146 | 0.00760901 / -0.00760901 | 0.00767049 / -0.00767049 | 0.00668544 / -0.00668544 | 0 / 0 | 0 / 0 | -0.002884 / 0.002884 | -nan / -nan |
 | Electron E_{T} res. | 7.03335e-05 / -7.03335e-05 | 0.000207365 / -0.000207365 | -0.000131279 / 0.000131279 | 0.000155836 / -0.000155836 | 0.000332385 / -0.000332385 | 0.000308931 / -0.000308931 | 0.000360847 / -0.000360847 | -0.000213712 / 0.000213712 | -0.000331253 / 0.000331253 | -0.00196651 / 0.00196651 | -0.00149536 / 0.00149536 | 0.000431031 / -0.000431031 | -0.000597954 / 0.000597954 | 0 / 0 | 0 / 0 | 0.000141561 / -0.000141561 | -nan / -nan |
 | Electron E_{T} scale | 0.000327021 / -0.000327021 | 0.00033313 / -0.00033313 | 0.000397563 / -0.000397563 | 0.000293672 / -0.000293672 | 0.000250906 / -0.000250906 | 0.000675917 / -0.000675917 | 0.00165781 / -0.00165781 | 2.58088e-05 / -2.58088e-05 | -0.00019449 / 0.00019449 | -0.000146747 / 0.000146747 | 0.00320646 / -0.00320646 | 0.000876218 / -0.000876218 | 0.000404596 / -0.000404596 | 0 / 0 | 0 / 0 | -3.02494e-05 / 3.02494e-05 | -nan / -nan |
 | Muon ID p_{T} res. | -4.56572e-05 / 4.56572e-05 | 0.000246018 / -0.000246018 | 0.000150442 / -0.000150442 | -0.000153512 / 0.000153512 | -0.000145972 / 0.000145972 | -0.000729084 / 0.000729084 | -0.000897825 / 0.000897825 | 0.0013915 / -0.0013915 | -0.000190467 / 0.000190467 | -0.000138968 / 0.000138968 | 0.000778049 / -0.000778049 | 0.000428319 / -0.000428319 | -0.000415057 / 0.000415057 | 0 / 0 | 0 / 0 | -0.00239408 / 0.00239408 | -nan / -nan |
 | Muon MS p_{T} res. | 0.000123948 / -0.000123948 | -6.55055e-05 / 6.55055e-05 | 5.23031e-05 / -5.23031e-05 | 0.000233442 / -0.000233442 | -0.000452548 / 0.000452548 | 0.000425041 / -0.000425041 | 0.00072965 / -0.00072965 | 0.012131 / -0.012131 | -0.000133425 / 0.000133425 | 0.000596374 / -0.000596374 | 5.64456e-05 / -5.64456e-05 | 0.000449479 / -0.000449479 | -0.00344008 / 0.00344008 | 0 / 0 | 0 / 0 | -8.91089e-06 / 8.91089e-06 | -nan / -nan |
 | Muon p_{T} scale | -0.00028953 / 0.00028953 | -0.000220627 / 0.000220627 | -0.000179321 / 0.000179321 | -0.000198513 / 0.000198513 | 7.35223e-05 / -7.35223e-05 | -0.000790656 / 0.000790656 | -0.000153691 / 0.000153691 | -0.000401855 / 0.000401855 | 0.00031659 / -0.00031659 | 0.000138253 / -0.000138253 | 7.14958e-05 / -7.14958e-05 | -0.000317484 / 0.000317484 | 0.000165552 / -0.000165552 | 0 / 0 | 0 / 0 | -2.38419e-07 / 2.38419e-07 | -nan / -nan |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 1 | 0.0206562 / -0.0206562 | 0.00881183 / -0.00881183 | 0.0013504 / -0.0013504 | -0.0030928 / 0.0030928 | -0.00979874 / 0.00979874 | 0.061898 / -0.061898 | 0.0464292 / -0.0464292 | 0.0471259 / -0.0471259 | 0.0576398 / -0.0576398 | 0.0364924 / -0.0364924 | 0.0255738 / -0.0255738 | 0.0321749 / -0.0321749 | 0.0421307 / -0.0421307 | 0 / 0 | 0 / 0 | -0.0992241 / 0.0992241 | -nan / -nan |
 | Effective NP 2 | -0.00561643 / 0.00561643 | -0.00434953 / 0.00434953 | -0.00179413 / 0.00179413 | 0.000914961 / -0.000914961 | 0.00177503 / -0.00177503 | -0.0112815 / 0.0112815 | -0.0161471 / 0.0161471 | -0.00936353 / 0.00936353 | -0.0209301 / 0.0209301 | -0.00858617 / 0.00858617 | -0.0148337 / 0.0148337 | -0.0084078 / 0.0084078 | -0.0112397 / 0.0112397 | 0 / 0 | 0 / 0 | 0.0375641 / -0.0375641 | -nan / -nan |
 | Effective NP 3 | 0.000744522 / -0.000744522 | 0.000635684 / -0.000635684 | 0.000124156 / -0.000124156 | 0.00045982 / -0.00045982 | 0.000331938 / -0.000331938 | 0.0021821 / -0.0021821 | 0.00558403 / -0.00558403 | 0.00440416 / -0.00440416 | 0.00200751 / -0.00200751 | -0.00246614 / 0.00246614 | 0.00497532 / -0.00497532 | 2.33054e-05 / -2.33054e-05 | 0.00378215 / -0.00378215 | 0 / 0 | 0 / 0 | -0.00585935 / 0.00585935 | -nan / -nan |
 | Effective NP 4 | -0.000394464 / 0.000394464 | -0.000612915 / 0.000612915 | -0.000948459 / 0.000948459 | -0.000591457 / 0.000591457 | 0.00070101 / -0.00070101 | -0.00236779 / 0.00236779 | 0.000783771 / -0.000783771 | -0.00461599 / 0.00461599 | -0.00140819 / 0.00140819 | 0.000418991 / -0.000418991 | -0.00141844 / 0.00141844 | -0.000186443 / 0.000186443 | -0.00165457 / 0.00165457 | 0 / 0 | 0 / 0 | -0.00202969 / 0.00202969 | -nan / -nan |
 | Effective NP 5 | -9.52482e-05 / 9.52482e-05 | -0.000478327 / 0.000478327 | -0.000303835 / 0.000303835 | 0.00077045 / -0.00077045 | 0.000145674 / -0.000145674 | 0.00288394 / -0.00288394 | -0.00506675 / 0.00506675 | -0.00266981 / 0.00266981 | -0.00225964 / 0.00225964 | -0.000384271 / 0.000384271 | -0.00558263 / 0.00558263 | -0.000710905 / 0.000710905 | 0.000829458 / -0.000829458 | 0 / 0 | 0 / 0 | 0.00365365 / -0.00365365 | -nan / -nan |
 | Effective NP 6 | 0.00105903 / -0.00105903 | 0.000824243 / -0.000824243 | 0.00025034 / -0.00025034 | -0.000223756 / 0.000223756 | -0.0009453 / 0.0009453 | 0.00269225 / -0.00269225 | 0.00117946 / -0.00117946 | 0.00406736 / -0.00406736 | 0.00453901 / -0.00453901 | 0.000727713 / -0.000727713 | -9.01818e-05 / 9.01818e-05 | 0.00142941 / -0.00142941 | 0.00366437 / -0.00366437 | 0 / 0 | 0 / 0 | -0.00300291 / 0.00300291 | -nan / -nan |
