 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | btag C EV 0 | -0.0969125 / 0.0969125 | -0.11244 / 0.11244 | -0.00346955 / 0.00346955 | -0.0246206 / 0.0246206 | -0.00325251 / 0.00325251 | -0.000203239 / 0.000203239 | -0.285344 / 0.285344 | -0.0285053 / 0.0285053 | -0.025018 / 0.025018 | -0.281505 / 0.281505 | -0.0183513 / 0.0183513 | -0.0565892 / 0.0565892 | -0.0260457 / 0.0260457 | -0.0233696 / 0.0233696 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 0 | -0.0550167 / 0.0550167 | -0.0103647 / 0.0103647 | -0.00293328 / 0.00293328 | -0.0094507 / 0.0094507 | -0.00168156 / 0.00168156 | -0.952277 / 0.952277 | -0.275111 / 0.275111 | -0.0461286 / 0.0461286 | -0.969708 / 0.969708 | -0.274744 / 0.274744 | -0.0411763 / 0.0411763 | -0.0339926 / 0.0339926 | -0.0254103 / 0.0254103 | 0.000257304 / -0.000257304 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 1 | -1.20097e-05 / 1.20097e-05 | 3.22854e-05 / -3.22854e-05 | -4.25621e-05 / 4.25621e-05 | 0.000169144 / -0.000169144 | 1.42615e-05 / -1.42615e-05 | 0.00332257 / -0.00332257 | 0.000595884 / -0.000595884 | 0.000199698 / -0.000199698 | 0.000552665 / -0.000552665 | -1.89286e-05 / 1.89286e-05 | -0.000197911 / 0.000197911 | 1.4747e-05 / -1.4747e-05 | -5.43027e-05 / 5.43027e-05 | -1.64734e-05 / 1.64734e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 2 | -5.9316e-06 / 5.9316e-06 | 5.63307e-05 / -5.63307e-05 | -1.09069e-05 / 1.09069e-05 | -1.19636e-05 / 1.19636e-05 | 2.05158e-05 / -2.05158e-05 | 0.000689445 / -0.000689445 | 0.00029376 / -0.00029376 | 2.18894e-05 / -2.18894e-05 | -0.000239952 / 0.000239952 | -7.32573e-06 / 7.32573e-06 | -0.000137101 / 0.000137101 | 8.48819e-05 / -8.48819e-05 | 5.20982e-05 / -5.20982e-05 | -1.19312e-05 / 1.19312e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 3 | -8.05952e-05 / 8.05952e-05 | 6.02948e-06 / -6.02948e-06 | -1.79475e-05 / 1.79475e-05 | -2.7719e-05 / 2.7719e-05 | 3.6642e-06 / -3.6642e-06 | -0.000728062 / 0.000728062 | -0.000233802 / 0.000233802 | -6.82608e-05 / 6.82608e-05 | -0.0012631 / 0.0012631 | -0.000273076 / 0.000273076 | 3.57782e-05 / -3.57782e-05 | -9.20206e-05 / 9.20206e-05 | 2.40059e-05 / -2.40059e-05 | -2.84826e-07 / 2.84826e-07 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 5 | -3.07423e-05 / 3.07423e-05 | -9.24001e-06 / 9.24001e-06 | -5.82369e-06 / 5.82369e-06 | 2.85139e-05 / -2.85139e-05 | -2.78852e-06 / 2.78852e-06 | -0.000340634 / 0.000340634 | 6.13861e-06 / -6.13861e-06 | -2.23884e-05 / 2.23884e-05 | -0.000427304 / 0.000427304 | -0.000139567 / 0.000139567 | -7.69003e-05 / 7.69003e-05 | -3.61981e-05 / 3.61981e-05 | 4.38162e-05 / -4.38162e-05 | 1.91529e-07 / -1.91529e-07 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 6 | 1.65446e-05 / -1.65446e-05 | -3.77186e-07 / 3.77186e-07 | 3.18893e-06 / -3.18893e-06 | 2.13355e-05 / -2.13355e-05 | -1.00308e-06 / 1.00308e-06 | 0.000266252 / -0.000266252 | 3.73794e-05 / -3.73794e-05 | 1.51135e-05 / -1.51135e-05 | 0.000304435 / -0.000304435 | 6.2783e-05 / -6.2783e-05 | 6.43091e-06 / -6.43091e-06 | 1.75139e-06 / -1.75139e-06 | 4.58024e-05 / -4.58024e-05 | -1.8617e-06 / 1.8617e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 11 | -0.0170342 / 0.0170342 | -0.00308229 / 0.00308229 | -0.000496412 / 0.000496412 | -0.00565891 / 0.00565891 | -0.00103992 / 0.00103992 | -0.358793 / 0.358793 | -0.0503994 / 0.0503994 | -0.00806548 / 0.00806548 | -0.289139 / 0.289139 | -0.0650454 / 0.0650454 | -0.00871187 / 0.00871187 | -0.0182859 / 0.0182859 | -0.0105064 / 0.0105064 | 0.000237597 / -0.000237597 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 13 | 0.0127647 / -0.0127647 | 0.00231674 / -0.00231674 | 0.000121236 / -0.000121236 | 0.00133257 / -0.00133257 | 0.000649158 / -0.000649158 | 0.328851 / -0.328851 | 0.0599335 / -0.0599335 | 0.00388411 / -0.00388411 | 0.310834 / -0.310834 | 0.0814559 / -0.0814559 | 0.0120944 / -0.0120944 | 0.0123218 / -0.0123218 | 0.0086316 / -0.0086316 | 9.59411e-06 / -9.59411e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 14 | -0.0132164 / 0.0132164 | -0.00235517 / 0.00235517 | -0.000637248 / 0.000637248 | -0.00423936 / 0.00423936 | -0.000653222 / 0.000653222 | -0.240568 / 0.240568 | -0.0367799 / 0.0367799 | -0.00977716 / 0.00977716 | -0.199571 / 0.199571 | -0.0431689 / 0.0431689 | -0.00224282 / 0.00224282 | -0.011834 / 0.011834 | -0.00809908 / 0.00809908 | 0.000165305 / -0.000165305 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 15 | -0.00433648 / 0.00433648 | -0.000761376 / 0.000761376 | -0.000247141 / 0.000247141 | -0.000864206 / 0.000864206 | -0.000163404 / 0.000163404 | -0.0702945 / 0.0702945 | -0.0135438 / 0.0135438 | -0.00186321 / 0.00186321 | -0.0657458 / 0.0657458 | -0.0154196 / 0.0154196 | -0.000437468 / 0.000437468 | -0.00357892 / 0.00357892 | -0.00304891 / 0.00304891 | 2.27817e-05 / -2.27817e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 16 | 0.000466252 / -0.000466252 | 0.000773529 / -0.000773529 | 7.07086e-05 / -7.07086e-05 | -0.000284498 / 0.000284498 | 5.52723e-05 / -5.52723e-05 | 0.0423074 / -0.0423074 | 0.00749229 / -0.00749229 | 0.00133423 / -0.00133423 | 0.0503478 / -0.0503478 | 0.013781 / -0.013781 | 0.00345206 / -0.00345206 | 0.00216865 / -0.00216865 | 0.00118835 / -0.00118835 | -2.84503e-05 / 2.84503e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b-tag extrap. | 0.00235716 / -0.00235716 | 0.00527171 / -0.00527171 | 0.00117841 / -0.00117841 | 0.00388641 / -0.00388641 | 0.00133749 / -0.00133749 | 8.83188e-06 / -8.83188e-06 | 0.0135707 / -0.0135707 | 0.00319595 / -0.00319595 | 0.000432985 / -0.000432985 | 0.0109527 / -0.0109527 | 0.00130115 / -0.00130115 | 0.00315951 / -0.00315951 | 0.00351791 / -0.00351791 | 0.00605565 / -0.00605565 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b-tag extrap. from charm | 0.00821541 / -0.00821541 | 0.00329978 / -0.00329978 | 0.000111808 / -0.000111808 | 0.00304926 / -0.00304926 | 0.000751907 / -0.000751907 | 0.000429995 / -0.000429995 | 9.53055e-05 / -9.53055e-05 | 8.97988e-06 / -8.97988e-06 | 0.0513156 / -0.0513156 | 0.0124841 / -0.0124841 | 0.00203452 / -0.00203452 | 0.00334068 / -0.00334068 | 0.0020451 / -0.0020451 | 0.0335389 / -0.0335389 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JVT uncertainty | 0.00451154 / -0.00451154 | 0.0026488 / -0.0026488 | 0.00154164 / -0.00154164 | -0.0013621 / 0.0013621 | -0.000689756 / 0.000689756 | 0.00728516 / -0.00728516 | 0.00552826 / -0.00552826 | 0.00373535 / -0.00373535 | 0.00782205 / -0.00782205 | 0.00654517 / -0.00654517 | 0.00556383 / -0.00556383 | 0.00510668 / -0.00510668 | 0.00493218 / -0.00493218 | -0.00827623 / 0.00827623 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Electron E_{T} res. | 0.00011266 / -0.00011266 | -0.000237971 / 0.000237971 | -3.17556e-05 / 3.17556e-05 | 7.14782e-05 / -7.14782e-05 | 0.000165793 / -0.000165793 | 4.48709e-05 / -4.48709e-05 | -0.000110975 / 0.000110975 | -0.000381223 / 0.000381223 | -0.000243965 / 0.000243965 | -7.21159e-05 / 7.21159e-05 | 0.000327951 / -0.000327951 | -0.000827161 / 0.000827161 | -0.000269894 / 0.000269894 | -6.68372e-05 / 6.68372e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Electron E_{T} scale | 0.000430983 / -0.000430983 | 3.96292e-05 / -3.96292e-05 | 0.000374722 / -0.000374722 | 0.000181068 / -0.000181068 | 1.28915e-05 / -1.28915e-05 | 0.000322354 / -0.000322354 | 0.000251556 / -0.000251556 | 0.000207811 / -0.000207811 | 0.000684011 / -0.000684011 | -0.00020339 / 0.00020339 | -0.000194472 / 0.000194472 | 0.000483278 / -0.000483278 | -0.000170946 / 0.000170946 | 6.68372e-05 / -6.68372e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon ID p_{T} res. | -0.000432808 / 0.000432808 | 8.6894e-05 / -8.6894e-05 | 6.74203e-06 / -6.74203e-06 | -0.000335422 / 0.000335422 | 2.70443e-05 / -2.70443e-05 | -9.74763e-05 / 9.74763e-05 | 3.55728e-05 / -3.55728e-05 | 1.56326e-05 / -1.56326e-05 | -0.000668443 / 0.000668443 | 0.000330221 / -0.000330221 | -0.00446187 / 0.00446187 | 0.000495563 / -0.000495563 | 0.000101399 / -0.000101399 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon MS p_{T} res. | 1.13112e-05 / -1.13112e-05 | 7.87767e-05 / -7.87767e-05 | -1.99942e-05 / 1.99942e-05 | 0.00013174 / -0.00013174 | -0.000103338 / 0.000103338 | -0.000212545 / 0.000212545 | 0.000119492 / -0.000119492 | -0.000150496 / 0.000150496 | -0.000154516 / 0.000154516 | -0.000140467 / 0.000140467 | 6.95358e-05 / -6.95358e-05 | -0.00210929 / 0.00210929 | -0.000136029 / 0.000136029 | 9.38071e-07 / -9.38071e-07 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon p_{T} scale | -0.000134361 / 0.000134361 | 8.24913e-05 / -8.24913e-05 | -0.00031748 / 0.00031748 | -0.000113669 / 0.000113669 | -0.000138856 / 0.000138856 | -0.000282899 / 0.000282899 | -0.000145892 / 0.000145892 | -0.000107449 / 0.000107449 | -0.000767997 / 0.000767997 | 0.00015873 / -0.00015873 | 3.36245e-05 / -3.36245e-05 | 1.04427e-05 / -1.04427e-05 | -2.89638e-05 / 2.89638e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 1 | 0.00326168 / -0.00326168 | -0.00599075 / 0.00599075 | -0.0100762 / 0.0100762 | -0.0173575 / 0.0173575 | -0.030508 / 0.030508 | 0.0571692 / -0.0571692 | 0.0396276 / -0.0396276 | 0.0383132 / -0.0383132 | 0.0623218 / -0.0623218 | 0.0473386 / -0.0473386 | 0.0505875 / -0.0505875 | 0.0174515 / -0.0174515 | 0.00914428 / -0.00914428 | -0.061379 / 0.061379 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 2 | 0.000544832 / -0.000544832 | 0.000648618 / -0.000648618 | 0.002392 / -0.002392 | 0.00427133 / -0.00427133 | 0.00577187 / -0.00577187 | -0.0143178 / 0.0143178 | -0.00832394 / 0.00832394 | -0.00871265 / 0.00871265 | -0.0159855 / 0.0159855 | -0.00702529 / 0.00702529 | -0.00991508 / 0.00991508 | -0.00818394 / 0.00818394 | -0.00273567 / 0.00273567 | 0.0313212 / -0.0313212 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 3 | -0.000293962 / 0.000293962 | 0.000765224 / -0.000765224 | 5.03835e-05 / -5.03835e-05 | -0.000636757 / 0.000636757 | -0.000307835 / 0.000307835 | 0.00130421 / -0.00130421 | 0.00112552 / -0.00112552 | 0.00279224 / -0.00279224 | 0.00380354 / -0.00380354 | 0.000295551 / -0.000295551 | 0.000881775 / -0.000881775 | 0.0014667 / -0.0014667 | -0.00215427 / 0.00215427 | 0.00011178 / -0.00011178 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 4 | 0.000275194 / -0.000275194 | -0.000190721 / 0.000190721 | -9.4891e-07 / 9.4891e-07 | 0.000313514 / -0.000313514 | 0.000224515 / -0.000224515 | -0.00160874 / 0.00160874 | -0.000585609 / 0.000585609 | -0.00215615 / 0.00215615 | -0.00193529 / 0.00193529 | -0.000321927 / 0.000321927 | 0.000718221 / -0.000718221 | -0.00116801 / 0.00116801 | 0.0024259 / -0.0024259 | -3.89443e-05 / 3.89443e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 6 | -0.000311698 / 0.000311698 | 0.000907772 / -0.000907772 | 3.75588e-05 / -3.75588e-05 | -0.000642153 / 0.000642153 | -0.000467604 / 0.000467604 | 0.00264565 / -0.00264565 | -0.000554594 / 0.000554594 | 0.00326761 / -0.00326761 | 0.00392947 / -0.00392947 | 0.000957793 / -0.000957793 | 0.00221981 / -0.00221981 | 0.00129746 / -0.00129746 | -0.00310778 / 0.00310778 | -4.03163e-06 / 4.03163e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 7 | 0.000378844 / -0.000378844 | -0.00109979 / 0.00109979 | 4.52187e-06 / -4.52187e-06 | 0.000804394 / -0.000804394 | 0.000749272 / -0.000749272 | -0.00432546 / 0.00432546 | 0.000990284 / -0.000990284 | -0.00288944 / 0.00288944 | -0.00614022 / 0.00614022 | -0.000518412 / 0.000518412 | -0.0017625 / 0.0017625 | -0.00151785 / 0.00151785 | 0.00219218 / -0.00219218 | 8.23268e-06 / -8.23268e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
