 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Muon ID (syst.) | 0.00335008 / -0.00335008 | 0.00323945 / -0.00323945 | 0.00343624 / -0.00343624 | 0.003766 / -0.003766 | 0.00350916 / -0.00350916 | 0.00396898 / -0.00396898 | 0.00385267 / -0.00385267 | 0.00407621 / -0.00407621 | 0.00258863 / -0.00258863 | 0.00294462 / -0.00294462 | 0.0025475 / -0.0025475 | 0.00353491 / -0.00353491 | 0.0038363 / -0.0038363 | 0.00373378 / -0.00373378 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Trig. (stat.) | 0.00268206 / -0.00268206 | 0.00262523 / -0.00262523 | 0.00266257 / -0.00266257 | 0.00265762 / -0.00265762 | 0.00258157 / -0.00258157 | 0.00264221 / -0.00264221 | 0.0026339 / -0.0026339 | 0.00256997 / -0.00256997 | 0.00170234 / -0.00170234 | 0.00191617 / -0.00191617 | 0.00177225 / -0.00177225 | 0.00270766 / -0.00270766 | 0.00242132 / -0.00242132 | 0.00242639 / -0.00242639 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Trig. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Isol. (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Isol. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon TTVA (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon TTVA (syst.) | 0.000381321 / -0.000381321 | 0.000380576 / -0.000380576 | 0.000364751 / -0.000364751 | 0.00035435 / -0.00035435 | 0.000345647 / -0.000345647 | 0.000223905 / -0.000223905 | 0.000256419 / -0.000256419 | 0.000213712 / -0.000213712 | 0.000192165 / -0.000192165 | 0.000225872 / -0.000225872 | 0.000206947 / -0.000206947 | 0.000388324 / -0.000388324 | 0.000281543 / -0.000281543 | 0.000206292 / -0.000206292 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up uncertainty | -0.00524229 / 0.00524229 | -0.00673038 / 0.00673038 | -0.00226128 / 0.00226128 | -0.00309363 / 0.00309363 | -0.00901917 / 0.00901917 | 0.0102843 / -0.0102843 | 0.0238397 / -0.0238397 | -0.00235769 / 0.00235769 | -0.00326902 / 0.00326902 | -0.00379038 / 0.00379038 | -0.00458437 / 0.00458437 | -0.00592816 / 0.00592816 | 0.000206411 / -0.000206411 | 0.0567714 / -0.0567714 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 0 | -0.0452444 / 0.0452444 | -0.0420494 / 0.0420494 | -0.0288268 / 0.0288268 | -0.0389991 / 0.0389991 | -0.0235478 / 0.0235478 | 0 / 0 | 0 / 0 | -0.0555107 / 0.0555107 | 0 / 0 | 0 / 0 | -0.0586329 / 0.0586329 | -0.0476088 / 0.0476088 | -0.0503016 / 0.0503016 | -0.0238635 / 0.0238635 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 1 | -0.0144316 / 0.0144316 | -0.0135782 / 0.0135782 | -0.0078623 / 0.0078623 | -0.0167991 / 0.0167991 | -0.0092786 / 0.0092786 | 0 / 0 | 0 / 0 | -0.00946307 / 0.00946307 | 0 / 0 | 0 / 0 | -0.00743932 / 0.00743932 | -0.0141681 / 0.0141681 | -0.0120292 / 0.0120292 | -0.0117703 / 0.0117703 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 2 | 0.012262 / -0.012262 | 0.0111891 / -0.0111891 | 0.00659862 / -0.00659862 | 0.0093706 / -0.0093706 | 0.00545734 / -0.00545734 | 0 / 0 | 0 / 0 | 0.00946382 / -0.00946382 | 0 / 0 | 0 / 0 | 0.0107256 / -0.0107256 | 0.0107923 / -0.0107923 | 0.0102105 / -0.0102105 | 0.00289032 / -0.00289032 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 3 | -0.000528336 / 0.000528336 | -0.000352472 / 0.000352472 | -0.000481337 / 0.000481337 | 0.000406027 / -0.000406027 | 0.000262022 / -0.000262022 | 0 / 0 | 0 / 0 | -0.00188065 / 0.00188065 | 0 / 0 | 0 / 0 | -0.00242165 / 0.00242165 | -0.000706673 / 0.000706673 | -0.00151423 / 0.00151423 | 0.000233859 / -0.000233859 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 0 | -0.00342053 / 0.00342053 | -0.0100415 / 0.0100415 | -0.00128508 / 0.00128508 | -0.00448328 / 0.00448328 | -0.00195366 / 0.00195366 | -4.66108e-05 / 4.66108e-05 | -0.181767 / 0.181767 | -0.00563556 / 0.00563556 | -0.0170975 / 0.0170975 | -0.191721 / 0.191721 | -0.0037815 / 0.0037815 | -0.00485402 / 0.00485402 | -0.00451857 / 0.00451857 | -0.00105339 / 0.00105339 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 0 | -0.00185967 / 0.00185967 | -0.00216499 / 0.00216499 | -0.000544459 / 0.000544459 | -0.00172469 / 0.00172469 | -0.00123715 / 0.00123715 | -0.923548 / 0.923548 | -0.18911 / 0.18911 | -0.0061976 / 0.0061976 | -0.856165 / 0.856165 | -0.15647 / 0.15647 | -0.00527054 / 0.00527054 | -0.00464171 / 0.00464171 | -0.00197098 / 0.00197098 | 0.000434965 / -0.000434965 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 1 | 7.89762e-06 / -7.89762e-06 | 1.9908e-05 / -1.9908e-05 | -1.81794e-06 / 1.81794e-06 | 1.69277e-05 / -1.69277e-05 | -8.73208e-06 / 8.73208e-06 | 0.00173873 / -0.00173873 | 0.000244081 / -0.000244081 | -0.000170022 / 0.000170022 | -1.41263e-05 / 1.41263e-05 | -0.000606835 / 0.000606835 | 0.00018087 / -0.00018087 | 2.30074e-05 / -2.30074e-05 | 3.88622e-05 / -3.88622e-05 | 5.33462e-06 / -5.33462e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 2 | -1.78814e-06 / 1.78814e-06 | -6.88434e-06 / 6.88434e-06 | 2.6226e-06 / -2.6226e-06 | -4.08292e-06 / 4.08292e-06 | 1.53184e-05 / -1.53184e-05 | 0.000493377 / -0.000493377 | 0.00018549 / -0.00018549 | 2.94149e-05 / -2.94149e-05 | 6.41942e-05 / -6.41942e-05 | -0.000256807 / 0.000256807 | 4.87566e-05 / -4.87566e-05 | -7.27177e-06 / 7.27177e-06 | 0.000221312 / -0.000221312 | -2.77162e-06 / 2.77162e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 3 | -1.10269e-06 / 1.10269e-06 | 0 / 0 | 5.96046e-08 / -5.96046e-08 | -8.73208e-06 / 8.73208e-06 | -2.5034e-06 / 2.5034e-06 | -0.000395685 / 0.000395685 | -0.000175893 / 0.000175893 | 5.97537e-05 / -5.97537e-05 | -0.000934243 / 0.000934243 | -0.000189632 / 0.000189632 | -0.000109971 / 0.000109971 | -5.63264e-06 / 5.63264e-06 | -2.29478e-05 / 2.29478e-05 | 2.71201e-06 / -2.71201e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 5 | 5.06639e-07 / -5.06639e-07 | -1.40071e-06 / 1.40071e-06 | 5.06639e-07 / -5.06639e-07 | -2.95043e-06 / 2.95043e-06 | -5.36442e-06 / 5.36442e-06 | -0.000179172 / 0.000179172 | -2.563e-05 / 2.563e-05 | -3.06666e-05 / 3.06666e-05 | -0.000286937 / 0.000286937 | -9.6947e-05 / 9.6947e-05 | -3.69549e-06 / 3.69549e-06 | 2.11596e-06 / -2.11596e-06 | 1.97887e-05 / -1.97887e-05 | 6.25849e-07 / -6.25849e-07 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 6 | 5.06639e-07 / -5.06639e-07 | -6.25849e-07 / 6.25849e-07 | 2.08616e-07 / -2.08616e-07 | 1.93715e-06 / -1.93715e-06 | -2.68221e-07 / 2.68221e-07 | 0.000122368 / -0.000122368 | 6.11842e-05 / -6.11842e-05 | 1.31726e-05 / -1.31726e-05 | 0.000260949 / -0.000260949 | 0.000138253 / -0.000138253 | -9.77516e-06 / 9.77516e-06 | 3.75509e-06 / -3.75509e-06 | -4.50015e-06 / 4.50015e-06 | -4.76837e-07 / 4.76837e-07 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 11 | -0.000540793 / 0.000540793 | -0.000176996 / 0.000176996 | -0.000112772 / 0.000112772 | -0.000928223 / 0.000928223 | -0.000228465 / 0.000228465 | -0.216187 / 0.216187 | -0.0328524 / 0.0328524 | -0.00293559 / 0.00293559 | -0.183914 / 0.183914 | -0.0297348 / 0.0297348 | -0.00313953 / 0.00313953 | -0.000737935 / 0.000737935 | -0.00196254 / 0.00196254 | 0.000270724 / -0.000270724 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 13 | 0.000464886 / -0.000464886 | 0.000223041 / -0.000223041 | 0.000267506 / -0.000267506 | 0.00048098 / -0.00048098 | -1.95503e-05 / 1.95503e-05 | 0.21687 / -0.21687 | 0.0428115 / -0.0428115 | 0.000725031 / -0.000725031 | 0.211532 / -0.211532 | 0.0414621 / -0.0414621 | 0.00313294 / -0.00313294 | 0.000869274 / -0.000869274 | 0.00156102 / -0.00156102 | -4.93228e-05 / 4.93228e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 14 | -0.000409633 / 0.000409633 | -0.000253946 / 0.000253946 | -3.62694e-05 / 3.62694e-05 | -0.00064981 / 0.00064981 | -0.000275522 / 0.000275522 | -0.150137 / 0.150137 | -0.0263143 / 0.0263143 | -0.00303391 / 0.00303391 | -0.126187 / 0.126187 | -0.0218897 / 0.0218897 | -0.0025509 / 0.0025509 | -0.000684381 / 0.000684381 | -0.00118029 / 0.00118029 | 0.000208884 / -0.000208884 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 15 | -0.000130355 / 0.000130355 | -6.59823e-05 / 6.59823e-05 | -2.17259e-05 / 2.17259e-05 | -0.000157118 / 0.000157118 | -5.95152e-05 / 5.95152e-05 | -0.0456042 / 0.0456042 | -0.0082185 / 0.0082185 | -0.0016014 / 0.0016014 | -0.0433362 / 0.0433362 | -0.00769165 / 0.00769165 | 0.00116506 / -0.00116506 | -0.00022611 / 0.00022611 | -0.00010258 / 0.00010258 | 4.8995e-05 / -4.8995e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 16 | 9.74536e-06 / -9.74536e-06 | -5.76675e-05 / 5.76675e-05 | 6.45816e-05 / -6.45816e-05 | -9.53674e-05 / 9.53674e-05 | 1.72853e-05 / -1.72853e-05 | 0.0257437 / -0.0257437 | 0.00623599 / -0.00623599 | -1.67787e-05 / 1.67787e-05 | 0.0315621 / -0.0315621 | 0.00559634 / -0.00559634 | -0.00203133 / 0.00203133 | -2.58386e-05 / 2.58386e-05 | -9.55164e-05 / 9.55164e-05 | 5.87106e-06 / -5.87106e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b-tag extrap. | 0.000343263 / -0.000343263 | 0.000708103 / -0.000708103 | 0.000352174 / -0.000352174 | 0.00139511 / -0.00139511 | 0.000442088 / -0.000442088 | 1.66893e-06 / -1.66893e-06 | 0.00929666 / -0.00929666 | 0.000968605 / -0.000968605 | 0.000262082 / -0.000262082 | 0.00777715 / -0.00777715 | 0.000328183 / -0.000328183 | 0.000749618 / -0.000749618 | 0.00077796 / -0.00077796 | -0.000326902 / 0.000326902 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b-tag extrap. from charm | 0.000244021 / -0.000244021 | 0.000166446 / -0.000166446 | 0.000100672 / -0.000100672 | 0.000529796 / -0.000529796 | 0.00017947 / -0.00017947 | 0.000101894 / -0.000101894 | 4.02033e-05 / -4.02033e-05 | 4.32134e-06 / -4.32134e-06 | 0.0347078 / -0.0347078 | 0.0070878 / -0.0070878 | 0.00186473 / -0.00186473 | 0.000110447 / -0.000110447 | -1.18315e-05 / 1.18315e-05 | -0.000322402 / 0.000322402 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JVT uncertainty | 0.00340721 / -0.00340721 | 0.00202787 / -0.00202787 | 0.00224698 / -0.00224698 | -0.000900328 / 0.000900328 | -0.00142825 / 0.00142825 | 0.00726083 / -0.00726083 | 0.00553629 / -0.00553629 | 0.00608748 / -0.00608748 | 0.00746849 / -0.00746849 | 0.00726375 / -0.00726375 | 0.00685582 / -0.00685582 | 0.00537169 / -0.00537169 | 0.00561491 / -0.00561491 | -0.0082427 / 0.0082427 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Electron E_{T} res. | 5.70714e-05 / -5.70714e-05 | 1.68979e-05 / -1.68979e-05 | -3.09944e-06 / 3.09944e-06 | 0.000101328 / -0.000101328 | 0.000513732 / -0.000513732 | 5.53429e-05 / -5.53429e-05 | -0.00079152 / 0.00079152 | 0.000687659 / -0.000687659 | -0.00115395 / 0.00115395 | -0.000855982 / 0.000855982 | 0.000136524 / -0.000136524 | -6.35684e-05 / 6.35684e-05 | 0.00125185 / -0.00125185 | -0.000453085 / 0.000453085 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Electron E_{T} scale | 0.000283092 / -0.000283092 | 0.000291586 / -0.000291586 | 0.00070399 / -0.00070399 | 0.000296116 / -0.000296116 | 0.00028801 / -0.00028801 | 0.00032118 / -0.00032118 | 0.000466317 / -0.000466317 | 0.00136846 / -0.00136846 | 0.000584066 / -0.000584066 | -0.000559628 / 0.000559628 | -0.000815272 / 0.000815272 | 0.000674009 / -0.000674009 | 0.000302821 / -0.000302821 | 0.000453085 / -0.000453085 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon ID p_{T} res. | -1.35005e-05 / 1.35005e-05 | -0.000127584 / 0.000127584 | -1.5527e-05 / 1.5527e-05 | 0.000168175 / -0.000168175 | 0.000116765 / -0.000116765 | -2.71201e-05 / 2.71201e-05 | -4.90248e-05 / 4.90248e-05 | 0.00132358 / -0.00132358 | -0.000215799 / 0.000215799 | -0.000893831 / 0.000893831 | -0.00116846 / 0.00116846 | -0.000179559 / 0.000179559 | 0.000457346 / -0.000457346 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon MS p_{T} res. | 3.32594e-05 / -3.32594e-05 | 1.07288e-06 / -1.07288e-06 | 0.000307977 / -0.000307977 | 9.05395e-05 / -9.05395e-05 | 8.52644e-05 / -8.52644e-05 | -3.85344e-05 / 3.85344e-05 | 3.58224e-05 / -3.58224e-05 | -0.000439167 / 0.000439167 | -0.00107285 / 0.00107285 | -5.26309e-05 / 5.26309e-05 | 0.000917554 / -0.000917554 | 0.000366658 / -0.000366658 | -0.00127274 / 0.00127274 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon p_{T} scale | -0.000189066 / 0.000189066 | -0.000224441 / 0.000224441 | -2.88486e-05 / 2.88486e-05 | -6.00815e-05 / 6.00815e-05 | -9.56655e-06 / 9.56655e-06 | -0.000665277 / 0.000665277 | -0.000189185 / 0.000189185 | -0.00026533 / 0.00026533 | -5.53131e-05 / 5.53131e-05 | 9.82285e-05 / -9.82285e-05 | 4.41372e-05 / -4.41372e-05 | -0.00037536 / 0.00037536 | -0.000643075 / 0.000643075 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 1 | 0.000415266 / -0.000415266 | -0.0147516 / 0.0147516 | -0.0176859 / 0.0176859 | -0.0183587 / 0.0183587 | -0.0314391 / 0.0314391 | 0.0495566 / -0.0495566 | 0.0556254 / -0.0556254 | 0.0316488 / -0.0316488 | 0.0538276 / -0.0538276 | 0.048391 / -0.048391 | 0.0424173 / -0.0424173 | 0.0161521 / -0.0161521 | 0.0195141 / -0.0195141 | -0.0610561 / 0.0610561 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 2 | -0.000708908 / 0.000708908 | 0.00339451 / -0.00339451 | 0.00282332 / -0.00282332 | 0.00473306 / -0.00473306 | 0.00777155 / -0.00777155 | -0.0127491 / 0.0127491 | -0.0133157 / 0.0133157 | -0.00869486 / 0.00869486 | -0.0164875 / 0.0164875 | -0.0119565 / 0.0119565 | -0.012926 / 0.012926 | -0.00395355 / 0.00395355 | 0.0014706 / -0.0014706 | 0.0381289 / -0.0381289 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 3 | 0.000307977 / -0.000307977 | 0.00041315 / -0.00041315 | 0.0010992 / -0.0010992 | -0.00158617 / 0.00158617 | -0.000859708 / 0.000859708 | 0.00170714 / -0.00170714 | 0.00192031 / -0.00192031 | 0.000890255 / -0.000890255 | 0.00669813 / -0.00669813 | 0.00284052 / -0.00284052 | 0.001665 / -0.001665 | 0.000759751 / -0.000759751 | -0.00128925 / 0.00128925 | 8.87513e-05 / -8.87513e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 4 | -0.000405818 / 0.000405818 | -0.0010913 / 0.0010913 | -0.000964284 / 0.000964284 | 0.000807434 / -0.000807434 | -0.000194758 / 0.000194758 | -0.00166637 / 0.00166637 | -0.00101557 / 0.00101557 | -0.001288 / 0.001288 | -0.00393856 / 0.00393856 | -0.00250515 / 0.00250515 | -0.00124636 / 0.00124636 | -0.000913292 / 0.000913292 | 0.000537902 / -0.000537902 | -3.99053e-05 / 3.99053e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 6 | 0.000129819 / -0.000129819 | -0.000758618 / 0.000758618 | -0.00117135 / 0.00117135 | -0.00136933 / 0.00136933 | -0.00163534 / 0.00163534 | 0.00232735 / -0.00232735 | 0.00168946 / -0.00168946 | -0.000112683 / 0.000112683 | 0.00524244 / -0.00524244 | -0.00224018 / 0.00224018 | 0.00380695 / -0.00380695 | 0.000826359 / -0.000826359 | -6.46114e-05 / 6.46114e-05 | 4.67002e-05 / -4.67002e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 7 | -0.000139505 / 0.000139505 | 0.000271618 / -0.000271618 | -0.000175595 / 0.000175595 | 0.00117123 / -0.00117123 | 0.000412792 / -0.000412792 | -0.00306976 / 0.00306976 | -0.00169283 / 0.00169283 | -0.000339806 / 0.000339806 | -0.00783601 / 0.00783601 | -0.00525528 / 0.00525528 | -0.00521699 / 0.00521699 | -0.00197735 / 0.00197735 | 0.000144035 / -0.000144035 | 0.0237164 / -0.0237164 | 0 / 0 | 0 / 0 | -nan / -nan |
