 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Muon ID (syst.) | 0.00364704 / -0.00364704 | 0.00372533 / -0.00372533 | 0.00362026 / -0.00362026 | 0.00386537 / -0.00386537 | 0.00374457 / -0.00374457 | 0.0045201 / -0.0045201 | 0.00488845 / -0.00488845 | 0.00463038 / -0.00463038 | 0.00297301 / -0.00297301 | 0.00291809 / -0.00291809 | 0.00308159 / -0.00308159 | 0.00377439 / -0.00377439 | 0.00396827 / -0.00396827 | 0.00407867 / -0.00407867 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Trig. (stat.) | 0.00267137 / -0.00267137 | 0.00274171 / -0.00274171 | 0.0027141 / -0.0027141 | 0.00268249 / -0.00268249 | 0.00274929 / -0.00274929 | 0.00273154 / -0.00273154 | 0.00285576 / -0.00285576 | 0.0027803 / -0.0027803 | 0.00172443 / -0.00172443 | 0.00171947 / -0.00171947 | 0.00199537 / -0.00199537 | 0.00259198 / -0.00259198 | 0.00253635 / -0.00253635 | 0.00275721 / -0.00275721 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Trig. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Isol. (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Isol. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon TTVA (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon TTVA (syst.) | 0.000392315 / -0.000392315 | 0.000363728 / -0.000363728 | 0.000383928 / -0.000383928 | 0.000371211 / -0.000371211 | 0.00041635 / -0.00041635 | 0.000225337 / -0.000225337 | 0.000281095 / -0.000281095 | 0.000274708 / -0.000274708 | 0.000167029 / -0.000167029 | 0.000178693 / -0.000178693 | 0.000287412 / -0.000287412 | 0.000398167 / -0.000398167 | 0.000257273 / -0.000257273 | 0.000413326 / -0.000413326 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up uncertainty | 0.0050699 / -0.0050699 | 0.0067414 / -0.0067414 | -0.0055137 / 0.0055137 | -0.00062798 / 0.00062798 | -0.00517453 / 0.00517453 | 0.0181604 / -0.0181604 | -0.00811688 / 0.00811688 | 0.0318528 / -0.0318528 | 0.0127912 / -0.0127912 | -0.00637092 / 0.00637092 | 0.0204358 / -0.0204358 | 0.0194489 / -0.0194489 | 0.00832025 / -0.00832025 | -0.00610511 / 0.00610511 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 0 | -0.0454694 / 0.0454694 | -0.0436086 / 0.0436086 | -0.0575143 / 0.0575143 | -0.0451365 / 0.0451365 | -0.0425986 / 0.0425986 | 0 / 0 | 0 / 0 | -0.0731494 / 0.0731494 | 0 / 0 | 0 / 0 | -0.0664201 / 0.0664201 | -0.0548086 / 0.0548086 | -0.061586 / 0.061586 | -0.03991 / 0.03991 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 1 | -0.017604 / 0.017604 | -0.0179768 / 0.0179768 | -0.0211382 / 0.0211382 | -0.020328 / 0.020328 | -0.0188192 / 0.0188192 | 0 / 0 | 0 / 0 | -0.0152687 / 0.0152687 | 0 / 0 | 0 / 0 | -0.0160113 / 0.0160113 | -0.0222535 / 0.0222535 | -0.0171754 / 0.0171754 | -0.0236211 / 0.0236211 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 2 | 0.0117536 / -0.0117536 | 0.0110043 / -0.0110043 | 0.0124348 / -0.0124348 | 0.00976522 / -0.00976522 | 0.00990093 / -0.00990093 | 0 / 0 | 0 / 0 | 0.0116266 / -0.0116266 | 0 / 0 | 0 / 0 | 0.0119476 / -0.0119476 | 0.00936572 / -0.00936572 | 0.0114456 / -0.0114456 | 0.00694045 / -0.00694045 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 3 | 0.00035879 / -0.00035879 | 0.000509696 / -0.000509696 | -0.00010737 / 0.00010737 | 0.00049681 / -0.00049681 | 0.0005651 / -0.0005651 | 0 / 0 | 0 / 0 | -0.00242261 / 0.00242261 | 0 / 0 | 0 / 0 | -0.00190461 / 0.00190461 | -0.00107715 / 0.00107715 | -0.00188487 / 0.00188487 | 0.000994144 / -0.000994144 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 0 | -0.0774873 / 0.0774873 | -0.106472 / 0.106472 | -0.00260617 / 0.00260617 | -0.0234985 / 0.0234985 | -0.00436408 / 0.00436408 | -0.000422036 / 0.000422036 | -0.273031 / 0.273031 | -0.0231687 / 0.0231687 | -0.0217516 / 0.0217516 | -0.277416 / 0.277416 | -0.022743 / 0.022743 | -0.031773 / 0.031773 | -0.0248097 / 0.0248097 | -0.00229805 / 0.00229805 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 0 | -0.109908 / 0.109908 | -0.0241203 / 0.0241203 | -0.00206723 / 0.00206723 | -0.0123264 / 0.0123264 | -0.0022345 / 0.0022345 | -0.952277 / 0.952277 | -0.27931 / 0.27931 | -0.0416313 / 0.0416313 | -0.969708 / 0.969708 | -0.258196 / 0.258196 | -0.0329173 / 0.0329173 | -0.0398652 / 0.0398652 | -0.0243361 / 0.0243361 | -0.000688876 / 0.000688876 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 1 | 0.00049267 / -0.00049267 | 0.000179441 / -0.000179441 | 2.01583e-05 / -2.01583e-05 | 4.52073e-05 / -4.52073e-05 | -1.53761e-05 / 1.53761e-05 | 0.00373021 / -0.00373021 | 0.000639603 / -0.000639603 | 7.52002e-06 / -7.52002e-06 | 0.00312745 / -0.00312745 | 0.000925296 / -0.000925296 | -0.00019827 / 0.00019827 | -0.000535547 / 0.000535547 | 0.000142352 / -0.000142352 | 5.20422e-05 / -5.20422e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 2 | -0.000155404 / 0.000155404 | 3.53178e-05 / -3.53178e-05 | 1.90552e-06 / -1.90552e-06 | 0.000128627 / -0.000128627 | 7.01868e-06 / -7.01868e-06 | 0.00156222 / -0.00156222 | 0.000562358 / -0.000562358 | 0.000738519 / -0.000738519 | 0.00215142 / -0.00215142 | 0.000650224 / -0.000650224 | -0.00135968 / 0.00135968 | 0.000155296 / -0.000155296 | 4.73987e-05 / -4.73987e-05 | -1.70235e-05 / 1.70235e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 3 | -0.000235612 / 0.000235612 | -3.53002e-05 / 3.53002e-05 | 3.82047e-06 / -3.82047e-06 | -7.5106e-06 / 7.5106e-06 | -1.51042e-05 / 1.51042e-05 | -0.00084228 / 0.00084228 | -0.00032149 / 0.00032149 | -0.000306718 / 0.000306718 | -0.00209191 / 0.00209191 | -0.000541377 / 0.000541377 | 0.000585156 / -0.000585156 | -0.000112616 / 0.000112616 | 0.000111444 / -0.000111444 | -1.62158e-05 / 1.62158e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 5 | -3.12925e-05 / 3.12925e-05 | -1.60211e-05 / 1.60211e-05 | -8.43889e-06 / 8.43889e-06 | -9.12299e-07 / 9.12299e-07 | -2.58047e-06 / 2.58047e-06 | -0.000447253 / 0.000447253 | -0.000128703 / 0.000128703 | -1.62139e-05 / 1.62139e-05 | -0.000463869 / 0.000463869 | 5.49861e-06 / -5.49861e-06 | -0.000116788 / 0.000116788 | -1.08164e-05 / 1.08164e-05 | 4.64073e-06 / -4.64073e-06 | -1.09725e-05 / 1.09725e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 6 | 4.47645e-05 / -4.47645e-05 | 9.04443e-06 / -9.04443e-06 | -2.57297e-06 / 2.57297e-06 | 1.22274e-06 / -1.22274e-06 | 2.47441e-06 / -2.47441e-06 | 0.000191152 / -0.000191152 | -1.01292e-05 / 1.01292e-05 | -2.75168e-06 / 2.75168e-06 | 0.000425834 / -0.000425834 | 0.00013673 / -0.00013673 | 0.000247569 / -0.000247569 | 2.64861e-05 / -2.64861e-05 | -3.18165e-05 / 3.18165e-05 | 1.96769e-06 / -1.96769e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 11 | -0.0389211 / 0.0389211 | -0.0106192 / 0.0106192 | -0.000650886 / 0.000650886 | -0.00622848 / 0.00622848 | -0.000755423 / 0.000755423 | -0.413998 / 0.413998 | -0.0869102 / 0.0869102 | -0.0214656 / 0.0214656 | -0.375417 / 0.375417 | -0.0789942 / 0.0789942 | -0.0114337 / 0.0114337 | -0.0155964 / 0.0155964 | -0.00948498 / 0.00948498 | -0.00124799 / 0.00124799 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 13 | 0.0285779 / -0.0285779 | 0.00729799 / -0.00729799 | 0.00016096 / -0.00016096 | 0.00225364 / -0.00225364 | 0.000742547 / -0.000742547 | 0.260168 / -0.260168 | 0.0534613 / -0.0534613 | 0.00805024 / -0.00805024 | 0.26209 / -0.26209 | 0.0659093 / -0.0659093 | 0.0128974 / -0.0128974 | 0.0133978 / -0.0133978 | 0.00745883 / -0.00745883 | 0.000412405 / -0.000412405 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 14 | -0.0272227 / 0.0272227 | -0.00716453 / 0.00716453 | -0.000586589 / 0.000586589 | -0.00449679 / 0.00449679 | -0.000474135 / 0.000474135 | -0.280956 / 0.280956 | -0.0607139 / 0.0607139 | -0.0132476 / 0.0132476 | -0.25331 / 0.25331 | -0.0526184 / 0.0526184 | -0.0058018 / 0.0058018 | -0.0100165 / 0.0100165 | -0.00855231 / 0.00855231 | -0.000769757 / 0.000769757 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 15 | -0.00748681 / 0.00748681 | -0.00187481 / 0.00187481 | -0.000139687 / 0.000139687 | -0.000910776 / 0.000910776 | -0.00013261 / 0.00013261 | -0.066474 / 0.066474 | -0.014325 / 0.014325 | -0.00255301 / 0.00255301 | -0.0658253 / 0.0658253 | -0.0139414 / 0.0139414 | -0.00230888 / 0.00230888 | -0.00328927 / 0.00328927 | -0.00214595 / 0.00214595 | -0.000200363 / 0.000200363 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 16 | 0.00395585 / -0.00395585 | 0.000290361 / -0.000290361 | -5.23712e-05 / 5.23712e-05 | -0.000303101 / 0.000303101 | 4.95295e-05 / -4.95295e-05 | 0.0315718 / -0.0315718 | 0.0096531 / -0.0096531 | -0.000708693 / 0.000708693 | 0.0421704 / -0.0421704 | 0.0133079 / -0.0133079 | 0.00365189 / -0.00365189 | 0.0019271 / -0.0019271 | -0.00025153 / 0.00025153 | 0.000394231 / -0.000394231 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b-tag extrap. | 0.00342521 / -0.00342521 | 0.00754519 / -0.00754519 | 0.00153466 / -0.00153466 | 0.00360427 / -0.00360427 | 0.00127009 / -0.00127009 | 1.20133e-05 / -1.20133e-05 | 0.0234921 / -0.0234921 | 0.00559316 / -0.00559316 | 0.000760654 / -0.000760654 | 0.0199338 / -0.0199338 | 0.00208242 / -0.00208242 | 0.00493578 / -0.00493578 | 0.00480264 / -0.00480264 | 0.00325083 / -0.00325083 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b-tag extrap. from charm | 0.00404297 / -0.00404297 | 0.00106153 / -0.00106153 | 0.000155886 / -0.000155886 | 0.00142716 / -0.00142716 | 0.000729286 / -0.000729286 | 0.000840696 / -0.000840696 | 0.000124907 / -0.000124907 | 3.06651e-05 / -3.06651e-05 | 0.0459007 / -0.0459007 | 0.0103993 / -0.0103993 | 0.00348277 / -0.00348277 | 0.0011344 / -0.0011344 | 0.000236861 / -0.000236861 | 0.000257587 / -0.000257587 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JVT uncertainty | 0.0100702 / -0.0100702 | 0.00955174 / -0.00955174 | 0.00927977 / -0.00927977 | 0.00784655 / -0.00784655 | 0.00818956 / -0.00818956 | 0.0116343 / -0.0116343 | 0.011754 / -0.011754 | 0.00999476 / -0.00999476 | 0.0115132 / -0.0115132 | 0.0114916 / -0.0114916 | 0.0104124 / -0.0104124 | 0.0101906 / -0.0101906 | 0.0102812 / -0.0102812 | 0.00613298 / -0.00613298 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Electron E_{T} res. | 0.000286714 / -0.000286714 | -0.000172341 / 0.000172341 | 7.86376e-05 / -7.86376e-05 | 0.000119295 / -0.000119295 | -0.000125405 / 0.000125405 | 0.000135121 / -0.000135121 | -0.000178716 / 0.000178716 | 0.000208735 / -0.000208735 | -0.000344656 / 0.000344656 | -0.0353142 / 0.0353142 | -0.0041814 / 0.0041814 | 0.00109035 / -0.00109035 | -0.000100089 / 0.000100089 | 0.000163189 / -0.000163189 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Electron E_{T} scale | 0.000496954 / -0.000496954 | 0.000149735 / -0.000149735 | 0.000268201 / -0.000268201 | 0.000134799 / -0.000134799 | 0.000289649 / -0.000289649 | 0.000313805 / -0.000313805 | 4.88679e-05 / -4.88679e-05 | 0.000187996 / -0.000187996 | -0.000585796 / 0.000585796 | 0.0357629 / -0.0357629 | -0.000341608 / 0.000341608 | 0.000461313 / -0.000461313 | 0.000174529 / -0.000174529 | 0.000356707 / -0.000356707 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon ID p_{T} res. | 0.000136374 / -0.000136374 | -0.000368678 / 0.000368678 | 5.09311e-05 / -5.09311e-05 | -0.000134607 / 0.000134607 | 2.76714e-05 / -2.76714e-05 | -6.76211e-06 / 6.76211e-06 | -3.73311e-05 / 3.73311e-05 | 0.000325929 / -0.000325929 | 1.09312e-06 / -1.09312e-06 | -0.000751582 / 0.000751582 | 1.70136e-06 / -1.70136e-06 | 1.85793e-05 / -1.85793e-05 | -0.000147525 / 0.000147525 | 4.59267e-06 / -4.59267e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon MS p_{T} res. | 8.9094e-05 / -8.9094e-05 | 0.000817243 / -0.000817243 | 0.000126271 / -0.000126271 | -0.00011696 / 0.00011696 | 0.000154662 / -0.000154662 | -0.00107008 / 0.00107008 | -0.000338441 / 0.000338441 | -0.000224955 / 0.000224955 | -0.00055846 / 0.00055846 | -0.00288887 / 0.00288887 | 0.00362088 / -0.00362088 | -0.00100926 / 0.00100926 | -0.000130418 / 0.000130418 | 0.000218253 / -0.000218253 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon p_{T} scale | -0.000200044 / 0.000200044 | -9.28722e-07 / 9.28722e-07 | -0.000199175 / 0.000199175 | -0.000212528 / 0.000212528 | -0.000256808 / 0.000256808 | -0.000171591 / 0.000171591 | -0.00457104 / 0.00457104 | -8.63942e-05 / 8.63942e-05 | -0.000373734 / 0.000373734 | 0.000184875 / -0.000184875 | 9.61735e-06 / -9.61735e-06 | -4.6547e-06 / 4.6547e-06 | -0.000108583 / 0.000108583 | 7.59772e-05 / -7.59772e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 1 | 0.0435869 / -0.0435869 | 0.0327615 / -0.0327615 | 0.0295456 / -0.0295456 | 0.0208653 / -0.0208653 | 0.0227696 / -0.0227696 | 0.075492 / -0.075492 | 0.0721807 / -0.0721807 | 0.0546548 / -0.0546548 | 0.0764876 / -0.0764876 | 0.0568438 / -0.0568438 | 0.0579964 / -0.0579964 | 0.041366 / -0.041366 | 0.0393013 / -0.0393013 | 0.00487765 / -0.00487765 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 2 | -0.0144427 / 0.0144427 | -0.00848835 / 0.00848835 | -0.007305 / 0.007305 | -0.00572848 / 0.00572848 | -0.00603607 / 0.00603607 | -0.0175382 / 0.0175382 | -0.0138304 / 0.0138304 | -0.0124279 / 0.0124279 | -0.0238772 / 0.0238772 | -0.0137142 / 0.0137142 | -0.0146697 / 0.0146697 | -0.0151368 / 0.0151368 | -0.00985802 / 0.00985802 | -0.00142445 / 0.00142445 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 3 | 0.00189058 / -0.00189058 | 0.000981119 / -0.000981119 | 0.00105015 / -0.00105015 | 0.0010749 / -0.0010749 | 0.00088341 / -0.00088341 | 0.00205241 / -0.00205241 | 0.00194326 / -0.00194326 | 0.00175979 / -0.00175979 | 0.00401826 / -0.00401826 | 0.000978938 / -0.000978938 | 0.000259074 / -0.000259074 | 0.00354551 / -0.00354551 | 0.00145403 / -0.00145403 | 0.000244425 / -0.000244425 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 4 | -0.000857712 / 0.000857712 | -0.00041428 / 0.00041428 | -0.000444069 / 0.000444069 | -0.000610428 / 0.000610428 | -0.000340072 / 0.000340072 | -0.0014813 / 0.0014813 | -0.000815504 / 0.000815504 | -0.000454703 / 0.000454703 | -0.00193878 / 0.00193878 | -0.000805338 / 0.000805338 | 0.000119821 / -0.000119821 | -0.000994775 / 0.000994775 | -6.65504e-06 / 6.65504e-06 | -0.000117989 / 0.000117989 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 6 | 0.00243847 / -0.00243847 | 0.00128836 / -0.00128836 | 0.00123423 / -0.00123423 | 0.00130688 / -0.00130688 | 0.00115365 / -0.00115365 | 0.00245935 / -0.00245935 | 0.00278919 / -0.00278919 | 0.00243857 / -0.00243857 | 0.00524894 / -0.00524894 | 0.00181088 / -0.00181088 | 0.000779306 / -0.000779306 | 0.00489334 / -0.00489334 | 0.00202987 / -0.00202987 | 0.00042726 / -0.00042726 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 7 | -0.00321477 / 0.00321477 | -0.00157155 / 0.00157155 | -0.00146781 / 0.00146781 | -0.00131172 / 0.00131172 | -0.00136525 / 0.00136525 | -0.00456722 / 0.00456722 | -0.00313771 / 0.00313771 | -0.00292078 / 0.00292078 | -0.0079571 / 0.0079571 | -0.00230732 / 0.00230732 | -0.00065238 / 0.00065238 | -0.00513698 / 0.00513698 | -0.00169979 / 0.00169979 | -0.000552108 / 0.000552108 | 0 / 0 | 0 / 0 | -nan / -nan |
