 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | Muon ID (syst.) | 0.0027609 / -0.0027609 | 0.00388368 / -0.00388368 | 0.00332319 / -0.00332319 | 0.00353764 / -0.00353764 | 0.00330043 / -0.00330043 | 0.00401649 / -0.00401649 | 0.00461397 / -0.00461397 | 0.00326198 / -0.00326198 | 0.00272652 / -0.00272652 | 0.00390034 / -0.00390034 | 0.00595623 / -0.00595623 | 0.00455037 / -0.00455037 | 0.00327099 / -0.00327099 | 0.00157976 / -0.00157976 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Trig. (stat.) | 0.0012452 / -0.0012452 | 0.00268382 / -0.00268382 | 0.00247637 / -0.00247637 | 0.00278042 / -0.00278042 | 0.00244436 / -0.00244436 | 0.0026691 / -0.0026691 | 0.00310488 / -0.00310488 | 0.00188997 / -0.00188997 | 0.00174144 / -0.00174144 | 0.00234872 / -0.00234872 | 0.00316808 / -0.00316808 | 0.00271887 / -0.00271887 | 0.0023409 / -0.0023409 | 0.00128695 / -0.00128695 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Trig. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Isol. (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon Isol. (syst.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon TTVA (stat.) | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon TTVA (syst.) | 0.000158779 / -0.000158779 | 8.49461e-05 / -8.49461e-05 | 0.000395501 / -0.000395501 | 0.00033415 / -0.00033415 | 0.000396053 / -0.000396053 | 0.000229651 / -0.000229651 | 0.000179461 / -0.000179461 | 0.000137161 / -0.000137161 | 0.000177263 / -0.000177263 | 0.000349131 / -0.000349131 | 0.000630037 / -0.000630037 | 0.000518122 / -0.000518122 | 7.26526e-05 / -7.26526e-05 | 4.82706e-06 / -4.82706e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Pile-up uncertainty | -0.0857127 / 0.0857127 | -0.0237246 / 0.0237246 | -0.0577968 / 0.0577968 | 0.00682743 / -0.00682743 | -0.0154326 / 0.0154326 | 0.00615025 / -0.00615025 | 0.0747036 / -0.0747036 | 0.0261258 / -0.0261258 | 0.0158623 / -0.0158623 | 0.0108599 / -0.0108599 | -0.114074 / 0.114074 | 0.0391852 / -0.0391852 | -0.054683 / 0.054683 | -0.145126 / 0.145126 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 0 | -0.047708 / 0.047708 | -0.0491525 / 0.0491525 | -0.0920193 / 0.0920193 | -0.0847881 / 0.0847881 | -0.085941 / 0.085941 | 0 / 0 | 0 / 0 | -0.116086 / 0.116086 | 0 / 0 | 0 / 0 | -0.127018 / 0.127018 | -0.0909521 / 0.0909521 | -0.105231 / 0.105231 | -0.0758277 / 0.0758277 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 1 | -0.0133566 / 0.0133566 | -0.0206611 / 0.0206611 | -0.0287421 / 0.0287421 | -0.0374788 / 0.0374788 | -0.0367461 / 0.0367461 | 0 / 0 | 0 / 0 | -0.0153748 / 0.0153748 | 0 / 0 | 0 / 0 | -0.00936152 / 0.00936152 | -0.0274819 / 0.0274819 | -0.0237175 / 0.0237175 | -0.0552442 / 0.0552442 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 2 | 0.0150698 / -0.0150698 | 0.0100185 / -0.0100185 | 0.0214329 / -0.0214329 | 0.0219109 / -0.0219109 | 0.0230188 / -0.0230188 | 0 / 0 | 0 / 0 | 0.0178605 / -0.0178605 | 0 / 0 | 0 / 0 | 0.0218502 / -0.0218502 | 0.0176903 / -0.0176903 | 0.0226058 / -0.0226058 | 0.00986819 / -0.00986819 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 3 | -0.00127039 / 0.00127039 | 0.00260037 / -0.00260037 | -0.00106628 / 0.00106628 | 0.00164208 / -0.00164208 | 0.000503713 / -0.000503713 | 0 / 0 | 0 / 0 | -0.00292242 / 0.00292242 | 0 / 0 | 0 / 0 | -0.0065813 / 0.0065813 | -0.00135602 / 0.00135602 | -0.00542277 / 0.00542277 | 0.00262682 / -0.00262682 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag B EV 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 0 | -0.0839465 / 0.0839465 | -0.224152 / 0.224152 | -0.0252458 / 0.0252458 | -0.00831059 / 0.00831059 | -0.00512458 / 0.00512458 | -0.00031622 / 0.00031622 | -0.404481 / 0.404481 | -0.0239132 / 0.0239132 | -0.0299894 / 0.0299894 | -0.395041 / 0.395041 | -0.0106133 / 0.0106133 | -0.0481643 / 0.0481643 | -0.0124567 / 0.0124567 | -0.0307956 / 0.0307956 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 0 | -0.749883 / 0.749883 | 0 / 0 | -0.0160156 / 0.0160156 | -0.00463751 / 0.00463751 | -0.00117094 / 0.00117094 | -0.952277 / 0.952277 | -0.316512 / 0.316512 | -0.0384434 / 0.0384434 | -0.969708 / 0.969708 | -0.356023 / 0.356023 | -0.0239666 / 0.0239666 | -0.0211191 / 0.0211191 | -0.0117375 / 0.0117375 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 1 | -0.00425326 / 0.00425326 | 0 / 0 | -4.84182e-05 / 4.84182e-05 | -4.47731e-06 / 4.47731e-06 | -0.000114115 / 0.000114115 | 0.00439887 / -0.00439887 | 0.00125994 / -0.00125994 | 0.000353424 / -0.000353424 | 0.000699468 / -0.000699468 | -0.000105872 / 0.000105872 | -7.52829e-05 / 7.52829e-05 | 0.000261463 / -0.000261463 | 6.51221e-06 / -6.51221e-06 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 2 | 0.00162772 / -0.00162772 | 0 / 0 | 6.49394e-05 / -6.49394e-05 | 3.12097e-05 / -3.12097e-05 | 0.000165035 / -0.000165035 | 0.000940938 / -0.000940938 | 0.00078111 / -0.00078111 | -7.14743e-05 / 7.14743e-05 | -0.000261353 / 0.000261353 | -2.2717e-05 / 2.2717e-05 | 1.41682e-05 / -1.41682e-05 | 0.000319014 / -0.000319014 | 6.30683e-05 / -6.30683e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 3 | -0.000882229 / 0.000882229 | 0 / 0 | 5.11449e-05 / -5.11449e-05 | -5.84865e-05 / 5.84865e-05 | -1.03932e-05 / 1.03932e-05 | -0.00120587 / 0.00120587 | 0.000131604 / -0.000131604 | -7.04953e-05 / 7.04953e-05 | -0.00171113 / 0.00171113 | -0.000293069 / 0.000293069 | -2.21768e-05 / 2.21768e-05 | 0.000178568 / -0.000178568 | -1.79217e-05 / 1.79217e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 5 | -0.00110557 / 0.00110557 | 0 / 0 | 1.44258e-05 / -1.44258e-05 | -4.25858e-05 / 4.25858e-05 | 1.71594e-05 / -1.71594e-05 | -0.000436371 / 0.000436371 | -4.6574e-05 / 4.6574e-05 | 1.47785e-05 / -1.47785e-05 | -0.000605972 / 0.000605972 | -0.000171183 / 0.000171183 | -1.21767e-05 / 1.21767e-05 | 2.29765e-06 / -2.29765e-06 | 1.37004e-05 / -1.37004e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 6 | 6.11011e-06 / -6.11011e-06 | 0 / 0 | -1.31841e-05 / 1.31841e-05 | 3.94664e-05 / -3.94664e-05 | 9.33471e-06 / -9.33471e-06 | 0.000386208 / -0.000386208 | 1.96018e-05 / -1.96018e-05 | 7.92842e-06 / -7.92842e-06 | 0.000455062 / -0.000455062 | 4.47136e-05 / -4.47136e-05 | 5.90697e-06 / -5.90697e-06 | -4.94559e-05 / 4.94559e-05 | 1.34296e-05 / -1.34296e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 11 | 0.026604 / -0.026604 | 0 / 0 | -0.00416282 / 0.00416282 | -0.000885421 / 0.000885421 | -0.00222157 / 0.00222157 | -0.492659 / 0.492659 | -0.0747456 / 0.0747456 | -0.0157695 / 0.0157695 | -0.399843 / 0.399843 | -0.0761067 / 0.0761067 | -0.00466882 / 0.00466882 | -0.0139922 / 0.0139922 | -0.00480753 / 0.00480753 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 13 | -0.00584024 / 0.00584024 | 0 / 0 | -0.00052694 / 0.00052694 | -0.00042411 / 0.00042411 | -6.40875e-05 / 6.40875e-05 | 0.440635 / -0.440635 | 0.0687804 / -0.0687804 | 0.00923507 / -0.00923507 | 0.427277 / -0.427277 | 0.102673 / -0.102673 | 0.00748608 / -0.00748608 | 0.0604763 / -0.0604763 | 0.00287943 / -0.00287943 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 14 | -0.0523436 / 0.0523436 | 0 / 0 | -0.00514505 / 0.00514505 | -0.000559045 / 0.000559045 | -0.00144511 / 0.00144511 | -0.326116 / 0.326116 | -0.0554896 / 0.0554896 | -0.0112692 / 0.0112692 | -0.268421 / 0.268421 | -0.0498669 / 0.0498669 | -0.00301569 / 0.00301569 | 0.00977418 / -0.00977418 | -0.00327152 / 0.00327152 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 15 | -0.0210531 / 0.0210531 | 0 / 0 | -0.00179568 / 0.00179568 | 0.000300724 / -0.000300724 | -6.59081e-05 / 6.59081e-05 | -0.0933221 / 0.0933221 | -0.0158089 / 0.0158089 | -0.00284222 / 0.00284222 | -0.0870124 / 0.0870124 | -0.0175397 / 0.0175397 | -0.00123308 / 0.00123308 | 0.00226505 / -0.00226505 | -0.000713264 / 0.000713264 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 16 | -0.0349165 / 0.0349165 | 0 / 0 | -0.00198905 / 0.00198905 | 0.000115471 / -0.000115471 | -0.000391391 / 0.000391391 | 0.0548721 / -0.0548721 | 0.0120072 / -0.0120072 | 0.000560183 / -0.000560183 | 0.0631231 / -0.0631231 | 0.0144742 / -0.0144742 | 0.00132259 / -0.00132259 | -0.00159974 / 0.00159974 | 0.000358404 / -0.000358404 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b-tag extrap. | 0.00158807 / -0.00158807 | 0.00528118 / -0.00528118 | 0.00193727 / -0.00193727 | 0.00183053 / -0.00183053 | 0.00204986 / -0.00204986 | 1.30418e-05 / -1.30418e-05 | 0.014118 / -0.014118 | 0.00311384 / -0.00311384 | 0.000472604 / -0.000472604 | 0.0260724 / -0.0260724 | 0.00041044 / -0.00041044 | 0.00388471 / -0.00388471 | 0.00529933 / -0.00529933 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b-tag extrap. from charm | 0 / 0 | 0.0554534 / -0.0554534 | 0.00483934 / -0.00483934 | 0.0022445 / -0.0022445 | 0.00148239 / -0.00148239 | 0.000657231 / -0.000657231 | 4.98229e-05 / -4.98229e-05 | 2.24518e-06 / -2.24518e-06 | 0.0613841 / -0.0613841 | 0.0160274 / -0.0160274 | 0.00255741 / -0.00255741 | 0.00977715 / -0.00977715 | 0.000623576 / -0.000623576 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JVT uncertainty | 0.00375422 / -0.00375422 | 0.00151225 / -0.00151225 | -0.000463069 / 0.000463069 | -0.00095335 / 0.00095335 | -0.000545978 / 0.000545978 | 0.00726689 / -0.00726689 | 0.00506753 / -0.00506753 | 0.00865624 / -0.00865624 | 0.00787136 / -0.00787136 | 0.00193253 / -0.00193253 | 0.00878393 / -0.00878393 | 0.00554366 / -0.00554366 | 0.00533631 / -0.00533631 | -0.00490212 / 0.00490212 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Electron E_{T} res. | 0 / 0 | 0 / 0 | -1.1347e-06 / 1.1347e-06 | -0.00108697 / 0.00108697 | -0.000456487 / 0.000456487 | 0.000116573 / -0.000116573 | -0.000119189 / 0.000119189 | 0.00198794 / -0.00198794 | -7.83617e-05 / 7.83617e-05 | 3.70873e-05 / -3.70873e-05 | 2.11298e-05 / -2.11298e-05 | 0 / 0 | -4.13358e-05 / 4.13358e-05 | 0.00054872 / -0.00054872 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Electron E_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0.000572476 / -0.000572476 | 0.000230824 / -0.000230824 | 0.000375852 / -0.000375852 | 0.00015696 / -0.00015696 | 6.79477e-05 / -6.79477e-05 | 0.000768658 / -0.000768658 | -5.75385e-05 / 5.75385e-05 | -6.72046e-06 / 6.72046e-06 | 0 / 0 | -3.38428e-06 / 3.38428e-06 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon ID p_{T} res. | 0 / 0 | 0.000253328 / -0.000253328 | -9.02789e-06 / 9.02789e-06 | 0.00072799 / -0.00072799 | 0.000359744 / -0.000359744 | -0.00013326 / 0.00013326 | -0.000105181 / 0.000105181 | -5.67972e-06 / 5.67972e-06 | -0.00091871 / 0.00091871 | 0.00020158 / -0.00020158 | -0.0662313 / 0.0662313 | 5.01772e-05 / -5.01772e-05 | 5.17168e-05 / -5.17168e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon MS p_{T} res. | 0 / 0 | 0 / 0 | -3.89646e-07 / 3.89646e-07 | 0.000723758 / -0.000723758 | -7.25976e-05 / 7.25976e-05 | -0.000106569 / 0.000106569 | -4.13475e-05 / 4.13475e-05 | -1.81951e-05 / 1.81951e-05 | -0.00100764 / 0.00100764 | 3.76569e-05 / -3.76569e-05 | 6.19881e-06 / -6.19881e-06 | 0 / 0 | -3.38428e-06 / 3.38428e-06 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | -0.000737849 / 0.000737849 | 0.000401256 / -0.000401256 | -0.000458381 / 0.000458381 | -9.69496e-05 / 9.69496e-05 | -1.2026e-05 / 1.2026e-05 | -0.000949369 / 0.000949369 | 7.93304e-05 / -7.93304e-05 | 2.8909e-06 / -2.8909e-06 | 0 / 0 | -6.42466e-07 / 6.42466e-07 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 1 | -0.0387382 / 0.0387382 | -0.193922 / 0.193922 | -0.0230752 / 0.0230752 | -0.006046 / 0.006046 | -0.0272634 / 0.0272634 | 0.0580839 / -0.0580839 | 0.0393664 / -0.0393664 | 0.0219033 / -0.0219033 | 0.065803 / -0.065803 | 0.0373422 / -0.0373422 | 0.0289541 / -0.0289541 | -0.046287 / 0.046287 | -0.0153635 / 0.0153635 | -0.138218 / 0.138218 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 2 | -0.000174344 / 0.000174344 | -0.000222487 / 0.000222487 | 0.00753374 / -0.00753374 | 0.00154205 / -0.00154205 | 0.00690187 / -0.00690187 | -0.0142528 / 0.0142528 | -0.0107296 / 0.0107296 | -0.00371246 / 0.00371246 | -0.0159548 / 0.0159548 | -0.00490778 / 0.00490778 | -0.0077468 / 0.0077468 | -0.000270314 / 0.000270314 | -0.00934399 / 0.00934399 | -0.00336683 / 0.00336683 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 3 | 2.88188e-05 / -2.88188e-05 | 0.000214559 / -0.000214559 | -0.00013708 / 0.00013708 | -0.000627071 / 0.000627071 | -0.00096949 / 0.00096949 | 0.00109164 / -0.00109164 | 0.000538021 / -0.000538021 | 0.000407026 / -0.000407026 | 0.00349171 / -0.00349171 | -0.000340521 / 0.000340521 | 0.00070098 / -0.00070098 | 6.56876e-05 / -6.56876e-05 | -1.19278e-05 / 1.19278e-05 | 0.000154436 / -0.000154436 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 4 | 0.000109158 / -0.000109158 | -0.000112087 / 0.000112087 | 0.00135848 / -0.00135848 | 0.000739872 / -0.000739872 | 0.000728258 / -0.000728258 | -0.00170465 / 0.00170465 | -0.000388443 / 0.000388443 | 0.00011994 / -0.00011994 | -0.00173749 / 0.00173749 | 8.01649e-05 / -8.01649e-05 | 0.00048536 / -0.00048536 | -6.69691e-05 / 6.69691e-05 | 0.000395112 / -0.000395112 | -0.000138521 / 0.000138521 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 6 | 0.000138635 / -0.000138635 | 6.16014e-05 / -6.16014e-05 | -0.000110675 / 0.000110675 | -0.000687766 / 0.000687766 | -0.00127317 / 0.00127317 | 0.00239353 / -0.00239353 | -0.000678024 / 0.000678024 | 0.0007596 / -0.0007596 | 0.00330281 / -0.00330281 | 0.000409027 / -0.000409027 | 0.0014483 / -0.0014483 | 8.55592e-05 / -8.55592e-05 | 0.000221964 / -0.000221964 | 0.000144959 / -0.000144959 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 7 | 3.80671e-06 / -3.80671e-06 | 6.03535e-05 / -6.03535e-05 | 0.000277915 / -0.000277915 | 0.000757146 / -0.000757146 | 0.00190302 / -0.00190302 | -0.00444536 / 0.00444536 | 0.000930807 / -0.000930807 | -0.000258061 / 0.000258061 | -0.00618926 / 0.00618926 | 6.4075e-05 / -6.4075e-05 | -0.000630051 / 0.000630051 | -2.65241e-06 / 2.65241e-06 | -0.00787841 / 0.00787841 | 0.000148505 / -0.000148505 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 8 | 0.000137091 / -0.000137091 | -5.53391e-05 / 5.53391e-05 | -0.00132208 / 0.00132208 | -0.000735455 / 0.000735455 | -0.000697049 / 0.000697049 | 0.00104043 / -0.00104043 | 0.00040271 / -0.00040271 | 0.000557841 / -0.000557841 | 0.00101593 / -0.00101593 | 0.000428892 / -0.000428892 | 0.000469029 / -0.000469029 | 8.5738e-05 / -8.5738e-05 | 0.000257277 / -0.000257277 | -0.000147432 / 0.000147432 | 0 / 0 | 0 / 0 | -nan / -nan |
