 |       | t#bar{t}+light      | t#bar{t}+cc      | t#bar{t}+bb      | topEW      | ttH      | W+jetslight      | W+jetscharm      | W+jetsbeauty      | Z+jetslight      | Z+jetscharm      | Z+jetsbeauty      | Single-top      | Dibosons      | SM-4tops      | QCDE      | QCDMU      | t#rightarrow Hc |
 | btag C EV 0 | -0.00388867 / 0.00388867 | -0.0111789 / 0.0111789 | -0.0009951 / 0.0009951 | -0.0049085 / 0.0049085 | -0.00193566 / 0.00193566 | -0.000365138 / 0.000365138 | -0.185282 / 0.185282 | -0.00429934 / 0.00429934 | -0.0109444 / 0.0109444 | -0.185678 / 0.185678 | -0.00268012 / 0.00268012 | -0.00450027 / 0.00450027 | -0.006221 / 0.006221 | -0.00179809 / 0.00179809 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag C EV 3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 0 | -0.0025245 / 0.0025245 | -0.00124049 / 0.00124049 | -0.000990063 / 0.000990063 | -0.00196168 / 0.00196168 | -0.000118881 / 0.000118881 | -0.853545 / 0.853545 | -0.159905 / 0.159905 | -0.00363189 / 0.00363189 | -0.840994 / 0.840994 | -0.147603 / 0.147603 | -0.00285769 / 0.00285769 | -0.00259784 / 0.00259784 | -0.00181422 / 0.00181422 | 0.00069645 / -0.00069645 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 1 | -8.22544e-06 / 8.22544e-06 | 2.25604e-05 / -2.25604e-05 | -1.0252e-05 / 1.0252e-05 | 1.89543e-05 / -1.89543e-05 | -1.63019e-05 / 1.63019e-05 | 0.00208998 / -0.00208998 | -0.000187695 / 0.000187695 | 0.000189364 / -0.000189364 | 0.00245139 / -0.00245139 | 0.000168651 / -0.000168651 | 0.000272065 / -0.000272065 | -2.66731e-05 / 2.66731e-05 | -4.24683e-05 / 4.24683e-05 | -1.17123e-05 / 1.17123e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 2 | 1.19209e-07 / -1.19209e-07 | 1.45137e-05 / -1.45137e-05 | 9.77516e-06 / -9.77516e-06 | -2.74777e-05 / 2.74777e-05 | -2.89083e-06 / 2.89083e-06 | 0.000752777 / -0.000752777 | -0.00021705 / 0.00021705 | 0.000400215 / -0.000400215 | 0.00165558 / -0.00165558 | -0.000153154 / 0.000153154 | -0.000553936 / 0.000553936 | -3.69549e-06 / 3.69549e-06 | -0.000140935 / 0.000140935 | 1.3113e-06 / -1.3113e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 3 | -3.75509e-06 / 3.75509e-06 | 8.91089e-06 / -8.91089e-06 | -2.17557e-06 / 2.17557e-06 | -3.15309e-05 / 3.15309e-05 | -1.06394e-05 / 1.06394e-05 | -0.00054583 / 0.00054583 | 0.000386894 / -0.000386894 | -0.000139892 / 0.000139892 | 7.30455e-05 / -7.30455e-05 | -0.000428408 / 0.000428408 | 1.21593e-05 / -1.21593e-05 | -1.0848e-05 / 1.0848e-05 | 6.6489e-05 / -6.6489e-05 | -1.63913e-06 / 1.63913e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 5 | 1.19209e-06 / -1.19209e-06 | -7.7486e-07 / 7.7486e-07 | -2.17557e-06 / 2.17557e-06 | -9.23872e-07 / 9.23872e-07 | -8.9407e-08 / 8.9407e-08 | -0.000289828 / 0.000289828 | -0.000136346 / 0.000136346 | -1.07586e-05 / 1.07586e-05 | -0.00030598 / 0.00030598 | -8.74996e-05 / 8.74996e-05 | 3.72231e-05 / -3.72231e-05 | 8.34465e-07 / -8.34465e-07 | 1.50204e-05 / -1.50204e-05 | -5.66244e-07 / 5.66244e-07 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 6 | 9.53674e-07 / -9.53674e-07 | -1.19209e-06 / 1.19209e-06 | 3.27826e-07 / -3.27826e-07 | 3.57628e-06 / -3.57628e-06 | 5.06639e-07 / -5.06639e-07 | 8.56221e-05 / -8.56221e-05 | -4.3273e-05 / 4.3273e-05 | 1.10865e-05 / -1.10865e-05 | 7.06017e-05 / -7.06017e-05 | -1.2666e-05 / 1.2666e-05 | -6.27041e-05 / 6.27041e-05 | 3.24845e-06 / -3.24845e-06 | 8.49664e-05 / -8.49664e-05 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 10 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 11 | -0.000901222 / 0.000901222 | -0.000804186 / 0.000804186 | -0.000142962 / 0.000142962 | -0.00140765 / 0.00140765 | -6.22571e-05 / 6.22571e-05 | -0.246837 / 0.246837 | -0.0442381 / 0.0442381 | -0.0037854 / 0.0037854 | -0.208862 / 0.208862 | -0.0402235 / 0.0402235 | -0.00204399 / 0.00204399 | -0.00113803 / 0.00113803 | -0.0046173 / 0.0046173 | 0.000421077 / -0.000421077 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 12 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 13 | 0.000800163 / -0.000800163 | 0.000283599 / -0.000283599 | 6.24657e-05 / -6.24657e-05 | 0.000312269 / -0.000312269 | 0.000134498 / -0.000134498 | 0.204595 / -0.204595 | 0.0367674 / -0.0367674 | 0.000759214 / -0.000759214 | 0.217544 / -0.217544 | 0.036284 / -0.036284 | -0.00167719 / 0.00167719 | 0.00102827 / -0.00102827 | 0.00176358 / -0.00176358 | -0.000107616 / 0.000107616 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 14 | -0.000618458 / 0.000618458 | -0.000599682 / 0.000599682 | -0.000184238 / 0.000184238 | -0.00103569 / 0.00103569 | 2.02358e-05 / -2.02358e-05 | -0.165699 / 0.165699 | -0.0293794 / 0.0293794 | -0.00367895 / 0.00367895 | -0.133756 / 0.133756 | -0.0279799 / 0.0279799 | -0.00545108 / 0.00545108 | -0.000703037 / 0.000703037 | -0.00259858 / 0.00259858 | 0.000282794 / -0.000282794 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 15 | -0.000210971 / 0.000210971 | -0.000171423 / 0.000171423 | -6.73831e-05 / 6.73831e-05 | -0.000211 / 0.000211 | 2.82526e-05 / -2.82526e-05 | -0.0442888 / 0.0442888 | -0.00815305 / 0.00815305 | 2.52128e-05 / -2.52128e-05 | -0.0403881 / 0.0403881 | -0.00821096 / 0.00821096 | -0.0016095 / 0.0016095 | -0.000218302 / 0.000218302 | -7.44164e-05 / 7.44164e-05 | 3.24547e-05 / -3.24547e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | btag L EV 16 | 0.000106186 / -0.000106186 | -7.18236e-05 / 7.18236e-05 | -1.14441e-05 / 1.14441e-05 | -0.000195891 / 0.000195891 | -2.90871e-05 / 2.90871e-05 | 0.0269215 / -0.0269215 | 0.00579458 / -0.00579458 | -0.000136107 / 0.000136107 | 0.0237882 / -0.0237882 | 0.00661075 / -0.00661075 | 0.00157356 / -0.00157356 | 1.78814e-07 / -1.78814e-07 | 0.00111997 / -0.00111997 | 2.66135e-05 / -2.66135e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b-tag extrap. | 0.000483304 / -0.000483304 | 0.000827521 / -0.000827521 | 0.000264019 / -0.000264019 | 0.00135756 / -0.00135756 | 0.000362843 / -0.000362843 | 2.6226e-06 / -2.6226e-06 | 0.0156031 / -0.0156031 | 0.00114071 / -0.00114071 | 0.000267923 / -0.000267923 | 0.00994423 / -0.00994423 | 0.000436366 / -0.000436366 | 0.00130722 / -0.00130722 | 0.00199911 / -0.00199911 | -0.00178346 / 0.00178346 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b-tag extrap. from charm | 0.000174493 / -0.000174493 | 0.000127345 / -0.000127345 | 0.000259101 / -0.000259101 | 0.0002186 / -0.0002186 | 0.000456035 / -0.000456035 | 0.000810236 / -0.000810236 | 3.00705e-05 / -3.00705e-05 | 8.34465e-07 / -8.34465e-07 | 0.0226361 / -0.0226361 | -0.00139686 / 0.00139686 | -0.000227123 / 0.000227123 | 4.9293e-05 / -4.9293e-05 | 0.000188649 / -0.000188649 | 0.00208384 / -0.00208384 | 0 / 0 | 0 / 0 | -nan / -nan |
 | JVT uncertainty | 0.00662962 / -0.00662962 | 0.0053044 / -0.0053044 | 0.00529557 / -0.00529557 | 0.00225276 / -0.00225276 | 0.00259483 / -0.00259483 | 0.008885 / -0.008885 | 0.008257 / -0.008257 | 0.00642195 / -0.00642195 | 0.00954017 / -0.00954017 | 0.00746089 / -0.00746089 | 0.00760841 / -0.00760841 | 0.00767002 / -0.00767002 | 0.00668496 / -0.00668496 | -0.00288385 / 0.00288385 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Electron E_{T} res. | 7.03335e-05 / -7.03335e-05 | 0.000207394 / -0.000207394 | -0.000131279 / 0.000131279 | 0.000155836 / -0.000155836 | 0.000332415 / -0.000332415 | 0.000308931 / -0.000308931 | 0.000360847 / -0.000360847 | -0.000213712 / 0.000213712 | -0.000331253 / 0.000331253 | -0.00196651 / 0.00196651 | -0.00149533 / 0.00149533 | 0.000431031 / -0.000431031 | -0.000597954 / 0.000597954 | 0.000141591 / -0.000141591 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Electron E_{T} scale | 0.000327021 / -0.000327021 | 0.00033313 / -0.00033313 | 0.000397563 / -0.000397563 | 0.000293672 / -0.000293672 | 0.000250906 / -0.000250906 | 0.000675917 / -0.000675917 | 0.00165781 / -0.00165781 | 2.58088e-05 / -2.58088e-05 | -0.00019449 / 0.00019449 | -0.000146747 / 0.000146747 | 0.00320646 / -0.00320646 | 0.000876218 / -0.000876218 | 0.000404596 / -0.000404596 | -3.02494e-05 / 3.02494e-05 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon ID p_{T} res. | -4.56572e-05 / 4.56572e-05 | 0.000245988 / -0.000245988 | 0.000150353 / -0.000150353 | -0.000153512 / 0.000153512 | -0.000145882 / 0.000145882 | -0.000728905 / 0.000728905 | -0.000897646 / 0.000897646 | 0.00139117 / -0.00139117 | -0.000190407 / 0.000190407 | -0.000138938 / 0.000138938 | 0.000777811 / -0.000777811 | 0.0004282 / -0.0004282 | -0.000414968 / 0.000414968 | -0.00239351 / 0.00239351 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon MS p_{T} res. | 0.000123948 / -0.000123948 | -6.55055e-05 / 6.55055e-05 | 5.23031e-05 / -5.23031e-05 | 0.000233442 / -0.000233442 | -0.000452548 / 0.000452548 | 0.000425011 / -0.000425011 | 0.00072965 / -0.00072965 | 0.0121307 / -0.0121307 | -0.000133425 / 0.000133425 | 0.000596344 / -0.000596344 | 5.64456e-05 / -5.64456e-05 | 0.000449479 / -0.000449479 | -0.00344005 / 0.00344005 | -8.91089e-06 / 8.91089e-06 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon p_{T} scale | -0.00028953 / 0.00028953 | -0.000220627 / 0.000220627 | -0.000179321 / 0.000179321 | -0.000198513 / 0.000198513 | 7.35223e-05 / -7.35223e-05 | -0.000790656 / 0.000790656 | -0.000153691 / 0.000153691 | -0.000401855 / 0.000401855 | 0.00031659 / -0.00031659 | 0.000138253 / -0.000138253 | 7.14958e-05 / -7.14958e-05 | -0.000317484 / 0.000317484 | 0.000165552 / -0.000165552 | -2.38419e-07 / 2.38419e-07 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Muon p_{T} scale | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | b JES response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 1 | 0.0205944 / -0.0205944 | 0.00878561 / -0.00878561 | 0.00134638 / -0.00134638 | -0.00308362 / 0.00308362 | -0.00976977 / 0.00976977 | 0.061709 / -0.061709 | 0.0462884 / -0.0462884 | 0.046983 / -0.046983 | 0.0574641 / -0.0574641 | 0.0363822 / -0.0363822 | 0.0254969 / -0.0254969 | 0.0320779 / -0.0320779 | 0.0420032 / -0.0420032 | -0.0989422 / 0.0989422 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 2 | -0.00561506 / 0.00561506 | -0.00434852 / 0.00434852 | -0.00179371 / 0.00179371 | 0.000914723 / -0.000914723 | 0.00177458 / -0.00177458 | -0.0112789 / 0.0112789 | -0.0161434 / 0.0161434 | -0.00936145 / 0.00936145 | -0.0209252 / 0.0209252 | -0.00858408 / 0.00858408 | -0.0148303 / 0.0148303 | -0.0084058 / 0.0084058 | -0.0112372 / 0.0112372 | 0.0375546 / -0.0375546 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 3 | 0.000744522 / -0.000744522 | 0.000635684 / -0.000635684 | 0.000124156 / -0.000124156 | 0.00045985 / -0.00045985 | 0.000331938 / -0.000331938 | 0.00218213 / -0.00218213 | 0.00558406 / -0.00558406 | 0.00440416 / -0.00440416 | 0.00200748 / -0.00200748 | -0.00246617 / 0.00246617 | 0.00497526 / -0.00497526 | 2.33054e-05 / -2.33054e-05 | 0.00378215 / -0.00378215 | -0.00585932 / 0.00585932 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 4 | -0.000394464 / 0.000394464 | -0.000612915 / 0.000612915 | -0.000948459 / 0.000948459 | -0.000591457 / 0.000591457 | 0.00070101 / -0.00070101 | -0.00236779 / 0.00236779 | 0.000783771 / -0.000783771 | -0.00461599 / 0.00461599 | -0.00140822 / 0.00140822 | 0.000418991 / -0.000418991 | -0.00141844 / 0.00141844 | -0.000186443 / 0.000186443 | -0.00165457 / 0.00165457 | -0.00202969 / 0.00202969 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 6 | 0.00105909 / -0.00105909 | 0.000824243 / -0.000824243 | 0.00025034 / -0.00025034 | -0.000223756 / 0.000223756 | -0.0009453 / 0.0009453 | 0.00269222 / -0.00269222 | 0.00117946 / -0.00117946 | 0.00406736 / -0.00406736 | 0.00453904 / -0.00453904 | 0.000727713 / -0.000727713 | -9.01818e-05 / 9.01818e-05 | 0.00142938 / -0.00142938 | 0.00366437 / -0.00366437 | -0.00300288 / 0.00300288 | 0 / 0 | 0 / 0 | -nan / -nan |
 | Effective NP 7 | -0.00152382 / 0.00152382 | -0.00117254 / 0.00117254 | -0.00119713 / 0.00119713 | 0.000461251 / -0.000461251 | 0.000615686 / -0.000615686 | -0.00497499 / 0.00497499 | -0.00204051 / 0.00204051 | -0.00464594 / 0.00464594 | 0.00127962 / -0.00127962 | -0.00156942 / 0.00156942 | -0.00185928 / 0.00185928 | -0.00101173 / 0.00101173 | -0.00322321 / 0.00322321 | 0.00478575 / -0.00478575 | 0 / 0 | 0 / 0 | -nan / -nan |
